,LGBM,XGB,RF,kNN,DT,lasso,MLR,PLS
249,0.2416094403274495,0.2693359738629811,0.1969129485605131,0.26587929536070565,0.23848751534997964,0.04290793944577198,0.10447825219865076,0.10386301540855974
250,0.02738883999191502,0.039469543193336176,0.07975064811024707,0.0026682112593935936,0.037198117069177195,0.2556757314037991,0.325983267490924,0.32930918986906355
251,0.1250157434039551,0.15417638322246202,0.07507026879519701,0.009633474532329989,0.10351002865329523,0.04690694076063878,0.02168875482920074,0.017157058857792562
252,0.23364209721879253,0.24760585586604061,0.2170882794378503,0.1901059409859493,0.42365943512075305,0.20266272622094816,0.3289462838663441,0.3243017408443603
253,0.08162465757624088,0.1305349421730504,0.12996384227043295,0.04761949564284951,0.02967662709783081,0.13804410615513324,0.08636391251130149,0.08708365504746196
254,0.0027444003649494952,0.015215128062447736,0.05087017328421317,0.11068643283106216,0.042519443307408755,0.18522294699984,0.09986384186853275,0.10322505091999179
255,0.07479924141756922,0.06330813943876201,0.09399235912129855,0.05860592603595177,0.11164551780597642,0.08505284762018922,0.04764878252488991,0.043182809622011376
256,0.1803676435275163,0.3300932049751282,0.3229789193614412,0.4969283289394051,0.1251534997953336,0.4515611599067957,0.4982550390426671,0.49670391954033966
257,0.17908085026755538,0.19525921483826458,0.16478237140128293,0.29421521256092353,0.036942284076954435,0.2909032753716078,0.15481083333553736,0.16032386591417724
258,0.07525161312726059,0.11591580282016894,0.12776777186519356,0.02800409712232632,0.29175194433074075,0.07955469985955516,0.20624363528485684,0.20188253529686434
259,0.20760745272062175,0.14563257475637092,0.12504502660663175,0.09632724696899198,0.1136410151453131,0.033409185097889316,0.14452774202266805,0.13844967005615072
260,0.0508189748565222,0.17056078406762154,0.13398485468686078,0.16770588896673,0.03243962341383555,0.15497482362733778,0.13683679529722542,0.13880142153682495
261,0.02134391883286557,0.0666513052135036,0.0369351207531724,0.19999902761726535,0.029727793696275095,0.24221866463488734,0.13365664605495098,0.14015312367376453
262,0.07643077590250191,0.19908271726896376,0.17394323918679278,0.3295363674265559,0.0014838313548916071,0.3374190542671068,0.29989355459532524,0.3049734421451668
263,0.02089690777877551,0.01631388337798545,0.038376995497341304,0.10914870375087316,0.00010233319688923714,0.35953217412151056,0.24820717290713246,0.25176937672222455
264,0.2219709425754035,0.2013804156224941,0.17158855232637593,0.5271361562692105,0.6664449447400737,0.35189373386654443,0.29107541638277223,0.2945676268563652
265,0.03880373307347107,0.09843966194073595,0.0672646336471554,0.040915532102840824,0.026197298403602298,0.12066452299661085,0.09088403270255357,0.09316832064789199
266,0.017328857367072792,0.02544677384408134,0.014832855778415421,0.06771568448946208,0.04195661072451895,0.16296961284846745,0.04091555830025251,0.04711923078646674
267,0.04593592794077217,0.0015648452902836674,0.06697673625324174,0.0629110384480871,0.08688088415882111,0.16876104477993398,0.025903436679312497,0.032407860738826844
268,0.07101008047589552,0.08538552619763884,0.08397496247782776,0.11532283555956158,0.13768931641424476,0.26645044458376194,0.10591375093782407,0.11298076796531764
269,0.10127727414036569,0.07456218064246078,0.08541513166871184,0.10535585936964287,0.18031109291854253,0.0245160946940558,0.09452128890624079,0.08827023075639229
270,0.041961850418454016,0.08419877036985102,0.04529130850047758,0.057451722647456904,0.05525992632009835,0.140323766144411,0.0927327038300565,0.09370184668484766
271,0.023564437511191083,0.15563128002344762,0.046456883613044786,0.05861633343932138,0.05925092099877194,0.19261055981511577,0.06970458988541794,0.07393958972793913
272,0.14048943164442196,0.14378321426987295,0.1916492700231961,0.19175070165741326,0.2113692181743756,0.3315512583952694,0.1629436523966613,0.16929699442554091
273,0.06909554809376595,0.08885388846676512,0.17326238231682378,0.374015356714554,0.17197093737208347,0.26181758189447485,0.24872167388830035,0.2584408638935729
274,0.2607267987012329,0.3528701178226321,0.24394051030154135,0.1454323392596205,0.2598239869013506,0.20943402200997496,0.123722038694834,0.12695234628842544
