Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,Chol_DMG-PEG_ratio,Dlin-MC3+Helper lipid percentage,Dlin-MC3_Helper lipid_ratio,RLU_HEK293
265,DOPE,1,1,9.784,2,9,36,2,153.8666667,0.203,-3.213333333,4,100,20,50,8.071
266,DOPE,1,1,9.784,2,9,36,2,203.9333333,0.501,-2.766666667,8,100,20,50,8.489
267,DOPE,1,1,9.784,2,9,36,2,263.9333333,0.412333333,-1.060666667,12,100,20,50,9.017
268,DOPE,1,1,9.784,2,9,36,2,170.0666667,0.220333333,-3.176666667,4,100,40,50,8.507
269,DOPE,1,1,9.784,2,9,36,2,158.3666667,0.279,-1.57,8,100,40,50,8.201
270,DOPE,1,1,9.784,2,9,36,2,130.9333333,0.215,0.963666667,12,100,40,50,10.186
271,DOPE,1,1,9.784,2,9,36,2,160.7333333,0.165333333,-3.816666667,4,100,60,50,9.977
272,DOPE,1,1,9.784,2,9,36,2,138.7333333,0.185333333,0.242266667,8,100,60,50,10.071
273,DOPE,1,1,9.784,2,9,36,2,152.2333333,0.245666667,-1.88,12,100,60,50,11.058
274,DOPE,1,1,9.784,2,9,36,2,189.0,0.199,-15.9,4,100,80,50,7.607
275,DOPE,1,1,9.784,2,9,36,2,147.2,0.241333333,-5.523333333,8,100,80,50,10.174
276,DOPE,1,1,9.784,2,9,36,2,148.5333333,0.207,-2.94,12,100,80,50,3.296
277,DOPE,1,1,9.784,2,9,36,2,154.9,0.957333333,-5.373333333,4,100,20,10,9.239
278,DOPE,1,1,9.784,2,9,36,2,230.9333333,0.481666667,-2.173333333,8,100,20,10,10.091
279,DOPE,1,1,9.784,2,9,36,2,168.1666667,0.428,-0.284166667,12,100,20,10,10.078
280,DOPE,1,1,9.784,2,9,36,2,164.0666667,0.157333333,-0.60825,4,100,40,10,10.443
281,DOPE,1,1,9.784,2,9,36,2,478.0,0.815333333,-3.73,8,100,40,10,9.919
282,DOPE,1,1,9.784,2,9,36,2,161.1333333,0.330333333,0.813333333,12,100,40,10,10.377
283,DOPE,1,1,9.784,2,9,36,2,179.6666667,0.263333333,1.84,4,100,60,10,11.27
284,DOPE,1,1,9.784,2,9,36,2,153.8,0.197333333,-0.397333333,8,100,60,10,10.989
285,DOPE,1,1,9.784,2,9,36,2,150.7333333,0.228333333,-0.254666667,12,100,60,10,10.423
286,DOPE,1,1,9.784,2,9,36,2,222.5666667,0.208,-12.13333333,4,100,80,10,9.969
287,DOPE,1,1,9.784,2,9,36,2,166.1666667,0.209333333,-6.06,8,100,80,10,10.762
288,DOPE,1,1,9.784,2,9,36,2,198.6666667,0.219,-0.9158,12,100,80,10,10.571
289,DOPE,1,1,9.784,2,9,36,2,236.7666667,0.272333333,-3.646666667,4,100,20,1,8.779
290,DOPE,1,1,9.784,2,9,36,2,211.3666667,0.439666667,1.916666667,8,100,20,1,10.771
291,DOPE,1,1,9.784,2,9,36,2,182.6,0.281,0.651,12,100,20,1,11.063
292,DOPE,1,1,9.784,2,9,36,2,179.9,0.168333333,-1.32,4,100,40,1,11.497
293,DOPE,1,1,9.784,2,9,36,2,196.2,0.148333333,2.876666667,8,100,40,1,11.654
294,DOPE,1,1,9.784,2,9,36,2,180.0,0.512666667,-3.013333333,12,100,40,1,11.174
295,DOPE,1,1,9.784,2,9,36,2,197.7,0.18,0.54,4,100,60,1,11.55
296,DOPE,1,1,9.784,2,9,36,2,148.4666667,0.206666667,4.106666667,8,100,60,1,11.218
297,DOPE,1,1,9.784,2,9,36,2,171.6333333,0.198666667,1.651,12,100,60,1,11.494
298,DOPE,1,1,9.784,2,9,36,2,253.0666667,0.335333333,-0.074666667,4,100,80,1,11.117
299,DOPE,1,1,9.784,2,9,36,2,186.6333333,0.255,-5.6,8,100,80,1,10.73
300,DOPE,1,1,9.784,2,9,36,2,150.0333333,0.178,6.683333333,12,100,80,1,10.592
301,DOPE,1,1,9.784,2,9,36,2,274.6,0.739666667,-9.106666667,4,10,20,200,7.619
302,DOPE,1,1,9.784,2,9,36,2,236.6,0.577,-4.033333333,8,10,20,200,6.195
303,DOPE,1,1,9.784,2,9,36,2,405.4,0.707666667,-5.893333333,12,10,20,200,5.375
304,DOPE,1,1,9.784,2,9,36,2,170.1333333,0.409333333,-5.413333333,4,10,40,200,9.868
305,DOPE,1,1,9.784,2,9,36,2,176.6666667,0.290333333,-1.593333333,8,10,40,200,6.831
306,DOPE,1,1,9.784,2,9,36,2,260.6666667,0.788666667,-1.943333333,12,10,40,200,5.629
307,DOPE,1,1,9.784,2,9,36,2,153.6333333,0.193,-3.223333333,4,10,60,200,8.863
308,DOPE,1,1,9.784,2,9,36,2,153.0333333,0.370333333,-1.48,8,10,60,200,9.113
309,DOPE,1,1,9.784,2,9,36,2,149.9,0.288333333,-2.086666667,12,10,60,200,8.651
310,DOPE,1,1,9.784,2,9,36,2,133.1,0.144333333,-3.64,4,10,80,200,6.555
311,DOPE,1,1,9.784,2,9,36,2,138.3666667,0.247666667,-33.9,8,10,80,200,8.354
312,DOPE,1,1,9.784,2,9,36,2,136.2333333,0.169,-2.783333333,12,10,80,200,10.335
313,DOPE,1,1,9.784,2,9,36,2,196.5,0.676666667,-6.903333333,4,10,20,100,7.399
314,DOPE,1,1,9.784,2,9,36,2,197.3,0.605666667,-2.48,8,10,20,100,6.316
315,DOPE,1,1,9.784,2,9,36,2,213.9333333,0.647666667,-1.81,12,10,20,100,4.311
316,DOPE,1,1,9.784,2,9,36,2,137.9333333,0.216666667,-6.893333333,4,10,40,100,9.397
317,DOPE,1,1,9.784,2,9,36,2,470.4333333,1.0,-3.68,8,10,40,100,8.302
318,DOPE,1,1,9.784,2,9,36,2,165.9666667,0.624666667,-2.296666667,12,10,40,100,7.816
319,DOPE,1,1,9.784,2,9,36,2,137.5666667,0.191333333,-3.093333333,4,10,60,100,9.197
320,DOPE,1,1,9.784,2,9,36,2,115.6333333,0.217,-2.686666667,8,10,60,100,9.1
321,DOPE,1,1,9.784,2,9,36,2,207.0666667,0.332333333,-1.29,12,10,60,100,8.996
322,DOPE,1,1,9.784,2,9,36,2,145.4,0.130333333,-3.763333333,4,10,80,100,7.722
323,DOPE,1,1,9.784,2,9,36,2,135.8666667,0.231,-36.3,8,10,80,100,8.331
324,DOPE,1,1,9.784,2,9,36,2,120.9333333,0.173,-1.66,12,10,80,100,8.763
325,DOPE,1,1,9.784,2,9,36,2,278.8333333,0.789333333,-8.986666667,4,10,20,50,7.138
326,DOPE,1,1,9.784,2,9,36,2,415.8,0.856666667,-6.63,8,10,20,50,5.89
327,DOPE,1,1,9.784,2,9,36,2,496.8333333,0.378333333,-6.54,12,10,20,50,3.738
328,DOPE,1,1,9.784,2,9,36,2,93.06666667,0.211,-2.723333333,4,10,40,50,8.898
329,DOPE,1,1,9.784,2,9,36,2,207.5666667,0.603666667,-2.203333333,8,10,40,50,8.514
330,DOPE,1,1,9.784,2,9,36,2,201.6333333,0.620333333,-2.146666667,12,10,40,50,9.059
331,DOPE,1,1,9.784,2,9,36,2,136.1666667,0.159666667,-2.57,4,10,60,50,9.08
332,DOPE,1,1,9.784,2,9,36,2,129.5,0.283,-1.666333333,8,10,60,50,9.072
333,DOPE,1,1,9.784,2,9,36,2,202.5,0.512333333,-2.12,12,10,60,50,8.605
334,DOPE,1,1,9.784,2,9,36,2,143.0333333,0.155333333,-3.51,4,10,80,50,7.535
335,DOPE,1,1,9.784,2,9,36,2,134.7,0.230666667,-36.66666667,8,10,80,50,6.322
336,DOPE,1,1,9.784,2,9,36,2,135.2333333,0.219666667,-2.383333333,12,10,80,50,9.084
337,DOPE,1,1,9.784,2,9,36,2,235.4666667,0.617,-9.563333333,4,10,20,10,7.753
338,DOPE,1,1,9.784,2,9,36,2,378.9333333,0.809333333,-5.376666667,8,10,20,10,6.706
339,DOPE,1,1,9.784,2,9,36,2,476.3333333,0.748333333,-7.476666667,12,10,20,10,3.526
340,DOPE,1,1,9.784,2,9,36,2,132.7666667,0.226,-5.483333333,4,10,40,10,9.559
341,DOPE,1,1,9.784,2,9,36,2,279.9666667,0.880333333,-2.596666667,8,10,40,10,8.385
342,DOPE,1,1,9.784,2,9,36,2,153.0,0.411666667,-1.983333333,12,10,40,10,7.601
343,DOPE,1,1,9.784,2,9,36,2,156.7333333,0.235666667,-3.656666667,4,10,60,10,9.786
344,DOPE,1,1,9.784,2,9,36,2,134.0666667,0.204666667,-1.370333333,8,10,60,10,8.904
345,DOPE,1,1,9.784,2,9,36,2,167.5,0.380333333,-2.37,12,10,60,10,9.101
346,DOPE,1,1,9.784,2,9,36,2,144.4333333,0.081666667,-4.92,4,10,80,10,7.187
347,DOPE,1,1,9.784,2,9,36,2,161.1333333,0.24,-31.9,8,10,80,10,8.559
348,DOPE,1,1,9.784,2,9,36,2,118.1666667,0.198,-2.056666667,12,10,80,10,10.416
349,DOPE,1,1,9.784,2,9,36,2,302.6666667,0.693,-8.333333333,4,10,20,1,6.481
350,DOPE,1,1,9.784,2,9,36,2,270.0333333,0.633333333,-7.673333333,8,10,20,1,6.53
351,DOPE,1,1,9.784,2,9,36,2,180.3,0.614,-9.613333333,12,10,20,1,2.14
352,DOPE,1,1,9.784,2,9,36,2,157.5,0.177,-3.126666667,4,10,40,1,7.882
353,DOPE,1,1,9.784,2,9,36,2,140.4666667,0.248666667,-1.383333333,8,10,40,1,8.424
354,DOPE,1,1,9.784,2,9,36,2,228.2,0.517,-1.873333333,12,10,40,1,9.942
355,DOPE,1,1,9.784,2,9,36,2,153.2,0.232666667,-2.37,4,10,60,1,8.839
356,DOPE,1,1,9.784,2,9,36,2,129.7666667,0.194666667,-1.059,8,10,60,1,8.899
357,DOPE,1,1,9.784,2,9,36,2,145.7333333,0.333666667,-1.533333333,12,10,60,1,8.923
358,DOPE,1,1,9.784,2,9,36,2,165.1666667,0.186,-3.313333333,4,10,80,1,8.402
359,DOPE,1,1,9.784,2,9,36,2,157.6666667,0.210666667,15.6,8,10,80,1,10.168
360,DOPE,1,1,9.784,2,9,36,2,140.5666667,0.184333333,-1.012333333,12,10,80,1,10.785
361,DOTAP,1,0,12.515,0,4,36,2,157.3333333,0.166,5.9,4,500,20,200,2.015
362,DOTAP,1,0,12.515,0,4,36,2,138.8333333,0.375666667,5.12,8,500,20,200,5.951
363,DOTAP,1,0,12.515,0,4,36,2,235.9333333,0.509333333,9.113333333,12,500,20,200,4.705
364,DOTAP,1,0,12.515,0,4,36,2,175.8333333,0.266333333,12.9,4,500,40,200,3.597
365,DOTAP,1,0,12.515,0,4,36,2,172.5333333,0.298333333,1.866666667,8,500,40,200,5.619
366,DOTAP,1,0,12.515,0,4,36,2,173.3,0.307666667,6.673333333,12,500,40,200,5.024
367,DOTAP,1,0,12.515,0,4,36,2,222.7333333,0.28,16.2,4,500,60,200,7.206
368,DOTAP,1,0,12.515,0,4,36,2,163.4666667,0.289666667,13.33333333,8,500,60,200,5.133
369,DOTAP,1,0,12.515,0,4,36,2,132.7666667,0.248666667,15.63333333,12,500,60,200,6.127
370,DOTAP,1,0,12.515,0,4,36,2,172.6333333,0.228666667,-10.96666667,4,500,80,200,8.005
371,DOTAP,1,0,12.515,0,4,36,2,156.5,0.215666667,5.703333333,8,500,80,200,7.026
372,DOTAP,1,0,12.515,0,4,36,2,415.4333333,0.464333333,-30.56666667,12,500,80,200,4.916
373,DOTAP,1,0,12.515,0,4,36,2,126.4666667,0.141666667,1.823,4,500,20,100,5.165
374,DOTAP,1,0,12.515,0,4,36,2,173.0,0.266666667,7.926666667,8,500,20,100,5.816
375,DOTAP,1,0,12.515,0,4,36,2,198.5333333,0.402666667,2.883333333,12,500,20,100,4.994
376,DOTAP,1,0,12.515,0,4,36,2,185.6666667,0.295,12.1,4,500,40,100,3.912
377,DOTAP,1,0,12.515,0,4,36,2,160.6,0.245333333,4.013333333,8,500,40,100,5.951
378,DOTAP,1,0,12.515,0,4,36,2,183.8333333,0.354,2.956666667,12,500,40,100,7.272
379,DOTAP,1,0,12.515,0,4,36,2,224.0,0.195666667,22.76666667,4,500,60,100,5.659
380,DOTAP,1,0,12.515,0,4,36,2,147.6666667,0.245666667,9.33,8,500,60,100,7.034
381,DOTAP,1,0,12.515,0,4,36,2,146.4333333,0.24,19.53333333,12,500,60,100,4.771
382,DOTAP,1,0,12.515,0,4,36,2,170.8666667,0.246333333,7.633333333,4,500,80,100,6.934
383,DOTAP,1,0,12.515,0,4,36,2,136.8333333,0.256666667,7.98,8,500,80,100,8.769
384,DOTAP,1,0,12.515,0,4,36,2,290.3,0.270666667,-25.13333333,12,500,80,100,8.2
385,DOTAP,1,0,12.515,0,4,36,2,122.2,0.186333333,18.9,4,500,20,50,4.64
386,DOTAP,1,0,12.515,0,4,36,2,176.0666667,0.496333333,21.16666667,8,500,20,50,6.504
387,DOTAP,1,0,12.515,0,4,36,2,186.9666667,0.243,2.883333333,12,500,20,50,3.481
388,DOTAP,1,0,12.515,0,4,36,2,153.4666667,0.229666667,17.63333333,4,500,40,50,4.916
389,DOTAP,1,0,12.515,0,4,36,2,204.5333333,0.348333333,0.663333333,8,500,40,50,5.442
390,DOTAP,1,0,12.515,0,4,36,2,177.8333333,0.331,3.57,12,500,40,50,3.951
391,DOTAP,1,0,12.515,0,4,36,2,193.0,0.257666667,24.03333333,4,500,60,50,6.274
392,DOTAP,1,0,12.515,0,4,36,2,155.2333333,0.232666667,9.956666667,8,500,60,50,6.125
393,DOTAP,1,0,12.515,0,4,36,2,133.8333333,0.272,18.63333333,12,500,60,50,7.188
394,DOTAP,1,0,12.515,0,4,36,2,204.0333333,0.267,6.13,4,500,80,50,6.297
395,DOTAP,1,0,12.515,0,4,36,2,118.1,0.251,9.33,8,500,80,50,8.008
396,DOTAP,1,0,12.515,0,4,36,2,1330.666667,0.467333333,-27.3,12,500,80,50,9.065
397,DOTAP,1,0,12.515,0,4,36,2,105.7,0.192333333,44.06666667,4,500,20,10,3.98
398,DOTAP,1,0,12.515,0,4,36,2,131.2333333,0.203666667,25.86666667,8,500,20,10,5.714
399,DOTAP,1,0,12.515,0,4,36,2,241.2,0.458333333,1.388333333,12,500,20,10,7.233
400,DOTAP,1,0,12.515,0,4,36,2,204.4333333,0.278666667,26.16666667,4,500,40,10,5.187
401,DOTAP,1,0,12.515,0,4,36,2,135.9,0.314333333,27.06666667,8,500,40,10,7.153
402,DOTAP,1,0,12.515,0,4,36,2,199.2666667,0.421,22.36666667,12,500,40,10,7.832
403,DOTAP,1,0,12.515,0,4,36,2,157.6333333,0.228333333,30.7,4,500,60,10,9.853
404,DOTAP,1,0,12.515,0,4,36,2,133.6333333,0.194,15.33333333,8,500,60,10,10.217
405,DOTAP,1,0,12.515,0,4,36,2,139.3666667,0.264333333,20.86666667,12,500,60,10,10.667
406,DOTAP,1,0,12.515,0,4,36,2,138.7666667,0.140333333,15.56666667,4,500,80,10,10.013
407,DOTAP,1,0,12.515,0,4,36,2,143.8333333,0.207,18.4,8,500,80,10,10.062
408,DOTAP,1,0,12.515,0,4,36,2,581.7333333,0.704333333,-31.76666667,12,500,80,10,10.462
409,DOTAP,1,0,12.515,0,4,36,2,137.3,0.147333333,19.9,4,500,20,1,8.183
410,DOTAP,1,0,12.515,0,4,36,2,899.4,0.383333333,16.3,8,500,20,1,9.182
411,DOTAP,1,0,12.515,0,4,36,2,158.2333333,0.258666667,12.23333333,12,500,20,1,8.997
412,DOTAP,1,0,12.515,0,4,36,2,214.0333333,0.282,5.41,4,500,40,1,10.695
413,DOTAP,1,0,12.515,0,4,36,2,173.5,0.248333333,22.13333333,8,500,40,1,10.102
414,DOTAP,1,0,12.515,0,4,36,2,217.2,0.522333333,24.76666667,12,500,40,1,9.78
415,DOTAP,1,0,12.515,0,4,36,2,218.4,0.214,22.4,4,500,60,1,10.774
416,DOTAP,1,0,12.515,0,4,36,2,152.1333333,0.246333333,23.5,8,500,60,1,10.587
417,DOTAP,1,0,12.515,0,4,36,2,101.8666667,0.231333333,21.46666667,12,500,60,1,10.202
418,DOTAP,1,0,12.515,0,4,36,2,200.6,0.364,12.93333333,4,500,80,1,11.206
419,DOTAP,1,0,12.515,0,4,36,2,133.7333333,0.264333333,31.5,8,500,80,1,10.959
420,DOTAP,1,0,12.515,0,4,36,2,223.2,0.314333333,-16.6,12,500,80,1,10.638
421,DOTAP,1,0,12.515,0,4,36,2,265.1,0.339333333,-27.6,4,100,20,200,6.058
422,DOTAP,1,0,12.515,0,4,36,2,576.1666667,0.390666667,-2.563333333,8,100,20,200,5.323
423,DOTAP,1,0,12.515,0,4,36,2,453.7333333,0.368333333,1.926666667,12,100,20,200,6.232
424,DOTAP,1,0,12.515,0,4,36,2,157.1,0.253333333,-3.873333333,4,100,40,200,7.345
425,DOTAP,1,0,12.515,0,4,36,2,161.9333333,0.634666667,-3.35,8,100,40,200,7.16
426,DOTAP,1,0,12.515,0,4,36,2,154.0333333,0.321666667,-2.93,12,100,40,200,7.659
427,DOTAP,1,0,12.515,0,4,36,2,187.9,0.252666667,-3.706666667,4,100,60,200,7.949
428,DOTAP,1,0,12.515,0,4,36,2,151.0666667,0.26,-1.271,8,100,60,200,9.907
429,DOTAP,1,0,12.515,0,4,36,2,165.1666667,0.227,4.56,12,100,60,200,9.681
430,DOTAP,1,0,12.515,0,4,36,2,152.2,0.155,1.253333333,4,100,80,200,9.335
431,DOTAP,1,0,12.515,0,4,36,2,143.4666667,0.167666667,4.306666667,8,100,80,200,9.033
432,DOTAP,1,0,12.515,0,4,36,2,119.9666667,0.237,3.433333333,12,100,80,200,10.53
433,DOTAP,1,0,12.515,0,4,36,2,269.6333333,0.338666667,-30.33333333,4,100,20,100,4.916
434,DOTAP,1,0,12.515,0,4,36,2,115.6666667,0.283333333,3.27,8,100,20,100,5.501
435,DOTAP,1,0,12.515,0,4,36,2,388.5666667,0.348666667,-0.77,12,100,20,100,5.92
436,DOTAP,1,0,12.515,0,4,36,2,176.5,0.311333333,-3.76,4,100,40,100,6.717
437,DOTAP,1,0,12.515,0,4,36,2,214.0333333,0.314666667,-3.076666667,8,100,40,100,7.095
438,DOTAP,1,0,12.515,0,4,36,2,199.2,0.431,-2.876666667,12,100,40,100,8.126
439,DOTAP,1,0,12.515,0,4,36,2,182.5333333,0.252,-2.633333333,4,100,60,100,8.181
440,DOTAP,1,0,12.515,0,4,36,2,155.6333333,0.269,-2.463333333,8,100,60,100,8.942
441,DOTAP,1,0,12.515,0,4,36,2,181.7,0.266666667,2.173333333,12,100,60,100,10.056
442,DOTAP,1,0,12.515,0,4,36,2,175.7,0.143666667,-1.211333333,4,100,80,100,9.124
443,DOTAP,1,0,12.515,0,4,36,2,162.9666667,0.154333333,2.933333333,8,100,80,100,10.11
444,DOTAP,1,0,12.515,0,4,36,2,128.4666667,0.179,3.573333333,12,100,80,100,9.477
445,DOTAP,1,0,12.515,0,4,36,2,298.2666667,0.356666667,-28.56666667,4,100,20,50,5.481
446,DOTAP,1,0,12.515,0,4,36,2,139.2,0.262333333,1.826666667,8,100,20,50,6.715
447,DOTAP,1,0,12.515,0,4,36,2,307.7,0.539333333,1.6,12,100,20,50,6.365
448,DOTAP,1,0,12.515,0,4,36,2,162.2333333,0.378,-3.646666667,4,100,40,50,8.247
449,DOTAP,1,0,12.515,0,4,36,2,223.1333333,0.318,-2.73,8,100,40,50,8.203
450,DOTAP,1,0,12.515,0,4,36,2,242.6666667,0.782666667,-2.316666667,12,100,40,50,8.482
451,DOTAP,1,0,12.515,0,4,36,2,207.0333333,0.238333333,-5.89,4,100,60,50,9.579
452,DOTAP,1,0,12.515,0,4,36,2,154.4666667,0.284666667,-0.982333333,8,100,60,50,10.351
453,DOTAP,1,0,12.515,0,4,36,2,170.7333333,0.238333333,3.386666667,12,100,60,50,9.833
454,DOTAP,1,0,12.515,0,4,36,2,149.4333333,0.106333333,2.24,4,100,80,50,10.359
455,DOTAP,1,0,12.515,0,4,36,2,171.1333333,0.235,1.28,8,100,80,50,11.589
456,DOTAP,1,0,12.515,0,4,36,2,163.5333333,0.214,2.923333333,12,100,80,50,9.809
457,DOTAP,1,0,12.515,0,4,36,2,1760.0,0.536,-30.76666667,4,100,20,10,6.014
458,DOTAP,1,0,12.515,0,4,36,2,171.1666667,0.473666667,3.026666667,8,100,20,10,6.329
459,DOTAP,1,0,12.515,0,4,36,2,224.7333333,0.667333333,1.253333333,12,100,20,10,7.664
460,DOTAP,1,0,12.515,0,4,36,2,166.5666667,0.488666667,-2.246666667,4,100,40,10,7.799
461,DOTAP,1,0,12.515,0,4,36,2,146.1333333,0.331,-2.403333333,8,100,40,10,7.814
462,DOTAP,1,0,12.515,0,4,36,2,231.5,0.267666667,-2.746666667,12,100,40,10,8.619
463,DOTAP,1,0,12.515,0,4,36,2,161.8333333,0.254333333,-1.385333333,4,100,60,10,9.943
464,DOTAP,1,0,12.515,0,4,36,2,137.9,0.27,-0.514,8,100,60,10,9.017
465,DOTAP,1,0,12.515,0,4,36,2,150.0,0.260666667,2.373333333,12,100,60,10,9.842
466,DOTAP,1,0,12.515,0,4,36,2,169.0,0.172333333,-0.684,4,100,80,10,9.574
467,DOTAP,1,0,12.515,0,4,36,2,125.6,0.137,2.273333333,8,100,80,10,10.045
468,DOTAP,1,0,12.515,0,4,36,2,136.8666667,0.203,4.91,12,100,80,10,10.188
469,DOTAP,1,0,12.515,0,4,36,2,322.6333333,0.253,-28.23333333,4,100,20,1,7.586
470,DOTAP,1,0,12.515,0,4,36,2,130.5333333,0.249666667,4.226666667,8,100,20,1,8.981
471,DOTAP,1,0,12.515,0,4,36,2,401.8333333,0.549333333,6.786666667,12,100,20,1,9.015
472,DOTAP,1,0,12.515,0,4,36,2,161.9,0.303,-3.153333333,4,100,40,1,11.023
473,DOTAP,1,0,12.515,0,4,36,2,345.8666667,0.653,-1.426666667,8,100,40,1,10.61
474,DOTAP,1,0,12.515,0,4,36,2,354.4666667,0.356333333,-1.543333333,12,100,40,1,9.456
475,DOTAP,1,0,12.515,0,4,36,2,202.1,0.265333333,-2.55,4,100,60,1,9.411
476,DOTAP,1,0,12.515,0,4,36,2,139.7,0.281666667,0.63,8,100,60,1,10.357
477,DOTAP,1,0,12.515,0,4,36,2,122.8,0.189333333,6.336666667,12,100,60,1,9.947
478,DOTAP,1,0,12.515,0,4,36,2,152.7666667,0.206666667,6.34,4,100,80,1,9.345
479,DOTAP,1,0,12.515,0,4,36,2,134.0,0.192,12.86666667,8,100,80,1,10.672
480,DOTAP,1,0,12.515,0,4,36,2,194.4666667,0.301666667,6.843333333,12,100,80,1,10.902
481,DOTAP,1,0,12.515,0,4,36,2,183.1333333,0.629333333,-2.183333333,4,10,20,200,3.114
482,DOTAP,1,0,12.515,0,4,36,2,151.5333333,0.402,-2.966666667,8,10,20,200,3.611
483,DOTAP,1,0,12.515,0,4,36,2,766.5666667,0.907333333,-2.463333333,12,10,20,200,4.159
484,DOTAP,1,0,12.515,0,4,36,2,99.71,0.181666667,-1.186666667,4,10,40,200,5.366
485,DOTAP,1,0,12.515,0,4,36,2,247.2666667,0.368666667,-3.813333333,8,10,40,200,5.239
486,DOTAP,1,0,12.515,0,4,36,2,400.6,0.535333333,-5.33,12,10,40,200,5.591
487,DOTAP,1,0,12.515,0,4,36,2,1350.666667,0.896,-20.13333333,4,10,60,200,5.672
488,DOTAP,1,0,12.515,0,4,36,2,297.0,0.258333333,-9.57,8,10,60,200,6.404
489,DOTAP,1,0,12.515,0,4,36,2,134.1333333,0.257,-1.092,12,10,60,200,8.088
490,DOTAP,1,0,12.515,0,4,36,2,165.4666667,0.175,-1.492333333,4,10,80,200,4.511
491,DOTAP,1,0,12.515,0,4,36,2,110.9666667,0.174666667,-1.123,8,10,80,200,6.933
492,DOTAP,1,0,12.515,0,4,36,2,128.5333333,0.182,-0.810666667,12,10,80,200,9.566
493,DOTAP,1,0,12.515,0,4,36,2,176.3333333,0.631666667,-1.883333333,4,10,20,100,2.197
494,DOTAP,1,0,12.515,0,4,36,2,176.6666667,0.532666667,-1.316666667,8,10,20,100,3.942
495,DOTAP,1,0,12.515,0,4,36,2,495.4333333,0.636333333,-2.92,12,10,20,100,3.795
496,DOTAP,1,0,12.515,0,4,36,2,116.2666667,0.275666667,-1.833333333,4,10,40,100,5.368
497,DOTAP,1,0,12.515,0,4,36,2,285.1333333,0.367666667,-6.416666667,8,10,40,100,5.359
498,DOTAP,1,0,12.515,0,4,36,2,432.9,0.635333333,-4.216666667,12,10,40,100,5.57
499,DOTAP,1,0,12.515,0,4,36,2,141.4,0.175333333,-20.63333333,4,10,60,100,6.919
500,DOTAP,1,0,12.515,0,4,36,2,293.6333333,0.427333333,-9.726666667,8,10,60,100,6.659
501,DOTAP,1,0,12.515,0,4,36,2,162.9333333,0.248333333,-1.077,12,10,60,100,8.627
502,DOTAP,1,0,12.515,0,4,36,2,170.3,0.095333333,-2.533333333,4,10,80,100,5.757
503,DOTAP,1,0,12.515,0,4,36,2,136.5,0.184666667,-0.168,8,10,80,100,7.178
504,DOTAP,1,0,12.515,0,4,36,2,108.9333333,0.175,-0.043,12,10,80,100,8.835
505,DOTAP,1,0,12.515,0,4,36,2,145.8666667,0.455333333,-1.640333333,4,10,20,50,2.015
506,DOTAP,1,0,12.515,0,4,36,2,241.3666667,0.758666667,-1.149,8,10,20,50,3.989
507,DOTAP,1,0,12.515,0,4,36,2,357.8666667,0.772,-2.276666667,12,10,20,50,4.248
508,DOTAP,1,0,12.515,0,4,36,2,133.4,0.228666667,-0.863666667,4,10,40,50,5.115
509,DOTAP,1,0,12.515,0,4,36,2,282.5,0.323,-7.106666667,8,10,40,50,5.583
510,DOTAP,1,0,12.515,0,4,36,2,462.7,0.739666667,-2.183333333,12,10,40,50,6.398
511,DOTAP,1,0,12.515,0,4,36,2,116.7666667,0.118,-22.2,4,10,60,50,5.892
512,DOTAP,1,0,12.515,0,4,36,2,296.5666667,0.253,-14.66666667,8,10,60,50,7.151
513,DOTAP,1,0,12.515,0,4,36,2,138.1666667,0.219666667,-1.203333333,12,10,60,50,8.222
514,DOTAP,1,0,12.515,0,4,36,2,159.1333333,0.153,-2.56,4,10,80,50,5.47
515,DOTAP,1,0,12.515,0,4,36,2,117.1333333,0.218666667,-0.0463,8,10,80,50,7.266
516,DOTAP,1,0,12.515,0,4,36,2,118.5666667,0.198666667,-0.131666667,12,10,80,50,9.126
517,DOTAP,1,0,12.515,0,4,36,2,122.3666667,0.275666667,-1.79,4,10,20,10,2.833
518,DOTAP,1,0,12.515,0,4,36,2,411.6333333,1.0,-3.726666667,8,10,20,10,4.111
519,DOTAP,1,0,12.515,0,4,36,2,199.2,0.498,-1.776666667,12,10,20,10,5.209
520,DOTAP,1,0,12.515,0,4,36,2,119.1333333,0.235666667,-0.88,4,10,40,10,7.534
521,DOTAP,1,0,12.515,0,4,36,2,393.5333333,0.312,-13.16666667,8,10,40,10,7.663
522,DOTAP,1,0,12.515,0,4,36,2,474.5,0.771333333,-6.36,12,10,40,10,8.49
523,DOTAP,1,0,12.515,0,4,36,2,171.8333333,0.23,-19.56666667,4,10,60,10,8.115
524,DOTAP,1,0,12.515,0,4,36,2,309.2,0.357333333,-9.383333333,8,10,60,10,8.912
525,DOTAP,1,0,12.515,0,4,36,2,135.1,0.243666667,-1.427,12,10,60,10,9.339
526,DOTAP,1,0,12.515,0,4,36,2,178.8,0.187666667,-2.843333333,4,10,80,10,6.923
527,DOTAP,1,0,12.515,0,4,36,2,114.0333333,0.199666667,0.044333333,8,10,80,10,8.28
528,DOTAP,1,0,12.515,0,4,36,2,99.51,0.233666667,-0.3501,12,10,80,10,10.141
