,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3,Exp_PC3
760,761,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,500,2.6389732352794555,13.998822728800372
761,762,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,500,3.044577296196901,21.00115205954286
762,763,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,500,2.5650388426503046,13.001163359504929
763,764,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,500,2.6389732352794555,13.998822728800372
764,765,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,500,3.1355228402877575,23.00065836967064
765,766,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,500,2.4848821211989405,11.999705660541164
766,767,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,500,2.5650388426503046,13.001163359504929
767,768,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,500,2.5650388426503046,13.001163359504929
768,769,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,20,500,2.890175541218196,17.99646844628277
769,770,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,20,500,2.833250342481756,17.000628984869827
770,771,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,20,500,2.707904251597284,14.997810917177775
771,772,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,500,2.4848821211989405,11.999705660541164
772,773,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,500,5.496860272427594,243.92487106947016
773,774,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,500,3.178020388471803,23.99919740839273
774,775,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,500,2.6389732352794555,13.998822728800372
775,776,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,500,2.707904251597284,14.997810917177775
776,777,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,500,2.4848821211989405,11.999705660541164
777,778,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,500,2.833250342481756,17.000628984869827
778,779,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,500,2.5650388426503046,13.001163359504929
779,780,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,500,2.707904251597284,14.997810917177775
780,781,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,100,2.707904251597284,14.997810917177775
781,782,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,100,2.944332606715115,18.997979030914447
782,783,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,100,2.890175541218196,17.99646844628277
783,784,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,100,2.6389732352794555,13.998822728800372
784,785,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,100,3.178020388471803,23.99919740839273
785,786,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,100,2.7726789280592854,16.001443358210743
786,787,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,100,2.5650388426503046,13.001163359504929
787,788,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,100,2.995939748575446,20.004149930917713
788,789,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,100,2.4848821211989405,11.999705660541164
789,790,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,100,2.5650388426503046,13.001163359504929
790,791,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,100,2.6389732352794555,13.998822728800372
791,792,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,100,2.6389732352794555,13.998822728800372
792,793,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,100,2.7726789280592854,16.001443358210743
793,794,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,100,3.178020388471803,23.99919740839273
794,795,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,100,2.7726789280592854,16.001443358210743
795,796,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,100,2.6389732352794555,13.998822728800372
796,797,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,100,2.7726789280592854,16.001443358210743
797,798,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,100,2.707904251597284,14.997810917177775
798,799,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,100,2.6389732352794555,13.998822728800372
799,800,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,100,2.944332606715115,18.997979030914447
800,801,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,100,2.6389732352794555,13.998822728800372
801,802,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,100,2.5650388426503046,13.001163359504929
802,803,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,100,2.5650388426503046,13.001163359504929
803,804,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,100,2.6389732352794555,13.998822728800372
804,805,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,100,2.707904251597284,14.997810917177775
805,806,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,100,3.258349652044817,26.006581797544204
806,807,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,100,2.5650388426503046,13.001163359504929
807,808,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,100,2.6389732352794555,13.998822728800372
808,809,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,100,3.044577296196901,21.00115205954286
809,810,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,100,3.0910933727360477,22.001120254831193
810,811,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,100,2.5650388426503046,13.001163359504929
811,812,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,100,2.944332606715115,18.997979030914447
812,813,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,100,2.4848821211989405,11.999705660541164
813,814,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,100,2.5650388426503046,13.001163359504929
814,815,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,100,2.707904251597284,14.997810917177775
815,816,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,100,2.6389732352794555,13.998822728800372
816,817,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,100,3.258349652044817,26.006581797544204
817,818,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,100,3.33196553882205,27.993309601550315
818,819,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,100,3.401375873923419,30.00535524575865
819,820,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,100,2.7726789280592854,16.001443358210743
820,821,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,100,3.2957025435723697,26.99637353790015
821,822,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,100,2.707904251597284,14.997810917177775
822,823,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,100,2.6389732352794555,13.998822728800372
823,824,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,100,2.944332606715115,18.997979030914447
824,825,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,100,2.5650388426503046,13.001163359504929
825,826,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,100,2.6389732352794555,13.998822728800372
826,827,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,100,2.707904251597284,14.997810917177775
827,828,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,100,2.7726789280592854,16.001443358210743
828,829,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,20,100,3.6887314215198947,39.994079134489695
829,830,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,20,100,2.7726789280592854,16.001443358210743
830,831,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,20,100,2.6389732352794555,13.998822728800372
831,832,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,100,4.7185236306555405,112.00277308269969
832,833,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,100,2.6389732352794555,13.998822728800372
833,834,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,100,2.5650388426503046,13.001163359504929
834,835,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,100,2.7726789280592854,16.001443358210743
835,836,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,100,3.044577296196901,21.00115205954286
836,837,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,100,2.833250342481756,17.000628984869827
837,838,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,100,2.890175541218196,17.99646844628277
838,839,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,100,2.6389732352794555,13.998822728800372
839,840,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,100,2.5650388426503046,13.001163359504929
840,841,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,10,2.5650388426503046,13.001163359504929
841,842,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,10,2.6389732352794555,13.998822728800372
842,843,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,10,2.5650388426503046,13.001163359504929
843,844,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,10,2.5650388426503046,13.001163359504929
844,845,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,10,2.6389732352794555,13.998822728800372
845,846,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,10,2.6389732352794555,13.998822728800372
846,847,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,10,2.5650388426503046,13.001163359504929
847,848,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,10,2.890175541218196,17.99646844628277
848,849,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,10,3.044577296196901,21.00115205954286
849,850,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,10,2.6389732352794555,13.998822728800372
850,851,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,10,2.4848821211989405,11.999705660541164
851,852,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,10,2.4848821211989405,11.999705660541164
852,853,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,10,2.4848821211989405,11.999705660541164
853,854,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,10,2.6389732352794555,13.998822728800372
854,855,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,10,2.707904251597284,14.997810917177775
855,856,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,10,2.5650388426503046,13.001163359504929
856,857,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,10,2.6389732352794555,13.998822728800372
857,858,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,10,2.833250342481756,17.000628984869827
858,859,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,10,2.707904251597284,14.997810917177775
859,860,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,10,2.890175541218196,17.99646844628277
860,861,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,10,3.218845704509294,24.999247002367667
861,862,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,10,2.4848821211989405,11.999705660541164
862,863,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,10,2.7726789280592854,16.001443358210743
863,864,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,10,2.5650388426503046,13.001163359504929
864,865,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,10,2.6389732352794555,13.998822728800372
865,866,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,10,2.707904251597284,14.997810917177775
866,867,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,10,2.6389732352794555,13.998822728800372
867,868,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,10,2.707904251597284,14.997810917177775
868,869,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,10,2.944332606715115,18.997979030914447
869,870,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,10,2.6389732352794555,13.998822728800372
870,871,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,10,2.5650388426503046,13.001163359504929
871,872,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,10,2.5650388426503046,13.001163359504929
872,873,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,10,3.783911058128969,43.98774437241097
873,874,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,10,2.5650388426503046,13.001163359504929
874,875,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,10,2.6389732352794555,13.998822728800372
875,876,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,10,2.6389732352794555,13.998822728800372
876,877,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,10,2.5650388426503046,13.001163359504929
877,878,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,10,2.6389732352794555,13.998822728800372
878,879,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,10,2.6389732352794555,13.998822728800372
879,880,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,10,2.6389732352794555,13.998822728800372
880,881,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,10,2.833250342481756,17.000628984869827
881,882,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,10,3.0910933727360477,22.001120254831193
882,883,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,10,2.6389732352794555,13.998822728800372
883,884,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,10,3.178020388471803,23.99919740839273
884,885,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,10,2.7726789280592854,16.001443358210743
885,886,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,10,2.5650388426503046,13.001163359504929
886,887,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,10,2.707904251597284,14.997810917177775
887,888,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,10,2.5650388426503046,13.001163359504929
888,889,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,20,10,2.5650388426503046,13.001163359504929
889,890,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,20,10,2.5650388426503046,13.001163359504929
890,891,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,20,10,2.4848821211989405,11.999705660541164
891,892,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,10,2.890175541218196,17.99646844628277
892,893,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,10,4.174105351155915,64.98167786471603
893,894,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,10,2.890175541218196,17.99646844628277
894,895,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,10,2.6389732352794555,13.998822728800372
895,896,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,10,2.5650388426503046,13.001163359504929
896,897,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,10,2.7726789280592854,16.001443358210743
897,898,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,10,2.707904251597284,14.997810917177775
898,899,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,10,2.833250342481756,17.000628984869827
899,900,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,10,2.4848821211989405,11.999705660541164
900,901,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,500,2.890175541218196,17.99646844628277
901,902,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,500,3.8502122242353036,47.00303735682629
902,903,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,500,4.357138020334611,78.03348428941966
903,904,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,500,2.6389732352794555,13.998822728800372
904,905,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,500,2.707904251597284,14.997810917177775
905,906,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,500,7.186595380836287,1321.5960062227819
906,907,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,500,2.7726789280592854,16.001443358210743
907,908,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,500,2.6389732352794555,13.998822728800372
908,909,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,500,7.042775374758537,1144.5597849377205
909,910,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,500,4.234502036832201,69.02729712230101
910,911,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,500,3.9888295327515,53.991656898689
911,912,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,500,7.594047109765104,1986.3361890594772
912,913,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,500,2.4848821211989405,11.999705660541164
913,914,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,500,3.6887314215198947,39.994079134489695
914,915,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,500,5.501655781973094,245.09742436523857
915,916,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,500,2.707904251597284,14.997810917177775
916,917,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,500,2.944332606715115,18.997979030914447
917,918,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,500,6.139789449069895,463.95587423373195
918,919,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,500,3.1355228402877575,23.00065836967064
919,920,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,500,6.102623905049905,447.02919471839147
920,921,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,500,8.806498689311407,6677.498292745708
921,922,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,500,2.6389732352794555,13.998822728800372
922,923,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,500,3.526322527024296,33.998708106421155
923,924,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,500,8.293504496865305,3997.8200213074133
924,925,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,500,2.707904251597284,14.997810917177775
925,926,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,500,2.6389732352794555,13.998822728800372
926,927,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,500,4.290343171499893,72.99151280907057
927,928,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,500,2.6389732352794555,13.998822728800372
928,929,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,500,2.995939748575446,20.004149930917713
929,930,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,500,5.840504763310293,343.9529116654223
930,931,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,500,3.611036958995064,37.004404977174104
931,932,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,500,3.6887314215198947,39.994079134489695
932,933,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,500,5.313500530754044,203.05980280466494
933,934,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,500,3.1355228402877575,23.00065836967064
934,935,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,500,3.892169207612109,49.01709954849662
935,936,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,500,7.51844455952111,1841.7004096301298
936,937,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,500,3.0910933727360477,22.001120254831193
937,938,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,500,3.7135817413769767,41.00039666349822
938,939,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,500,2.707904251597284,14.997810917177775
939,940,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,500,2.833250342481756,17.000628984869827
940,941,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,500,3.7135817413769767,41.00039666349822
941,942,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,500,7.335540856766733,1533.8571526552855
942,943,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,500,3.258349652044817,26.006581797544204
943,944,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,500,5.1874814328040335,179.01711804488718
944,945,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,500,8.633781488935506,5618.283610940722
945,946,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,500,2.944332606715115,18.997979030914447
946,947,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,500,5.484396558825855,240.90352901934028
947,948,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,500,8.335401609954124,4168.875482473251
948,949,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,500,7.626883672712689,2052.643333924528
949,950,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,500,7.181633307901603,1315.054393850951
950,951,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,500,6.545470274492234,696.083952516668
951,952,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,500,9.457781101477986,12807.434498317218
952,953,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,500,8.090070390597228,3261.917170443501
953,954,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,500,7.250126178860774,1408.2825324800558
954,955,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,500,9.083136294092608,8805.539526723149
955,956,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,500,7.278923190923135,1449.4264289599403
956,957,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,500,7.325606376804416,1518.6945206438463
957,958,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,500,8.462115481497031,4732.057997634323
958,959,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,500,8.351363534981175,4235.952676773184
959,960,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,500,7.6229031986161,2044.4890799690775
960,961,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,100,3.33196553882205,27.993309601550315
961,962,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,100,3.783911058128969,43.98774437241097
962,963,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,100,3.2957025435723697,26.99637353790015
963,964,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,100,7.833968370395132,2524.929373419085
964,965,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,100,5.679740967145407,292.8735562227811
965,966,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,100,5.905618867793496,367.0943383670778
966,967,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,100,4.522038817000975,92.02302495633975
967,968,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,100,4.9346480338547005,139.02420210737824
968,969,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,100,7.460768745347119,1738.4839952674345
969,970,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,100,6.507041457414598,669.8417278668478
970,971,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,100,6.996195727599077,1092.4691926219211
971,972,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,100,7.713477660527371,2238.3128308269406
972,973,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,100,5.068954519375168,159.0080006289177
973,974,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,100,2.6389732352794555,13.998822728800372
974,975,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,100,4.025646267335598,56.016498719574216
975,976,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,100,4.369354830091417,78.99265157411662
976,977,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,100,2.6389732352794555,13.998822728800372
977,978,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,100,5.129988844450605,169.01523257659503
978,979,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,100,2.7726789280592854,16.001443358210743
979,980,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,100,6.735945583571852,842.1394209170556
980,981,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,100,6.0801442398994245,437.0922363119305
981,982,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,100,5.356331206117259,211.94593236216255
982,983,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,100,3.401375873923419,30.00535524575865
983,984,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,100,6.976380625009758,1071.0348665034412
984,985,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,100,4.317152488292973,74.97483233043855
985,986,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,100,3.526322527024296,33.998708106421155
986,987,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,100,5.298294498009337,199.9954263445567
987,988,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,100,7.832972332875014,2522.415701091302
988,989,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,100,3.258349652044817,26.006581797544204
989,990,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,100,6.665818943698028,785.1061595213589
990,991,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,100,8.643763778447658,5674.647798286076
991,992,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,100,4.875390790265223,131.02534663718407
992,993,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,100,7.5970320291000055,1992.2741000396918
993,994,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,100,7.25707664526457,1418.1048482046956
994,995,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,100,7.861859008353764,2596.3425142488645
995,996,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,100,3.737870841523859,42.0084522264643
996,997,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,100,2.833250342481756,17.000628984869827
997,998,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,100,4.060276659574407,57.9903524460855
998,999,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,100,6.304450673077844,547.0010232497143
999,1000,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,100,8.128953123568088,3391.247489102291
1000,1001,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,100,5.14128284309528,170.9349103983663
1001,1002,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,100,6.416479044358883,611.8450378720822
1002,1003,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,100,9.665634462639018,15766.36989076714
1003,1004,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,100,8.730616934052675,6189.545474923731
1004,1005,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,100,9.251959695229672,10424.975486294665
1005,1006,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,100,8.068138580636749,3191.156217181716
1006,1007,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,100,8.8384515247009,6894.308703851934
1007,1008,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,100,6.445995889231479,630.1739480127128
1008,1009,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,100,8.741599259381818,6257.895712256392
1009,1010,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,100,6.726064917344673,833.85949533506
1010,1011,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,100,5.869645134849568,354.12329195261276
1011,1012,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,100,8.51999639291447,5014.035670706785
1012,1013,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,100,7.830980269684908,2517.3958911723084
1013,1014,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,100,7.195527584589152,1333.453649635157
1014,1015,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,100,8.654744500023579,5737.302895330015
1015,1016,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,100,7.3603798764871105,1572.4337801367676
1016,1017,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,100,7.5880774064738095,1974.5136749350143
1017,1018,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,100,8.375307550044893,4338.6024106827235
