,P_charged_centers,N_charged_centers,cLogP,Hbond_D,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_ARPE19
658,1.0,1.0,6.12,0.0,8.0,1.0,80.0,100.0,235.9666667,-1.49,
659,1.0,1.0,6.12,0.0,12.0,1.0,80.0,100.0,221.4,-0.068,
663,1.0,1.0,6.12,0.0,4.0,200.0,40.0,10.0,151.1,-8.67,
665,1.0,1.0,6.12,0.0,12.0,200.0,40.0,10.0,145.9333333,-1.295666667,
666,1.0,1.0,6.12,0.0,4.0,200.0,60.0,10.0,127.0666667,-0.760666667,
667,1.0,1.0,6.12,0.0,8.0,200.0,60.0,10.0,127.8,0.013,
668,1.0,1.0,6.12,0.0,12.0,200.0,60.0,10.0,82.80666667,-1.82,
669,1.0,1.0,6.12,0.0,4.0,200.0,80.0,10.0,104.6,-4.656666667,
670,1.0,1.0,6.12,0.0,8.0,200.0,80.0,10.0,101.8666667,-2.406666667,
671,1.0,1.0,6.12,0.0,12.0,200.0,80.0,10.0,92.93333333,-2.843333333,
672,1.0,1.0,6.12,0.0,4.0,100.0,20.0,10.0,100.2433333,-9.143333333,
673,1.0,1.0,6.12,0.0,8.0,100.0,20.0,10.0,142.6,-2.086666667,
675,1.0,1.0,6.12,0.0,4.0,100.0,40.0,10.0,156.8,-9.543333333,
676,1.0,1.0,6.12,0.0,8.0,100.0,40.0,10.0,122.3333333,-1.101,
677,1.0,1.0,6.12,0.0,12.0,100.0,40.0,10.0,146.9333333,-0.806,
678,1.0,1.0,6.12,0.0,4.0,100.0,60.0,10.0,119.6333333,-0.956333333,
679,1.0,1.0,6.12,0.0,8.0,100.0,60.0,10.0,138.6333333,-1.070666667,
680,1.0,1.0,6.12,0.0,12.0,100.0,60.0,10.0,92.68333333,-1.873333333,
681,1.0,1.0,6.12,0.0,4.0,100.0,80.0,10.0,107.7666667,-7.5,
682,1.0,1.0,6.12,0.0,8.0,100.0,80.0,10.0,96.23333333,-3.133333333,
683,1.0,1.0,6.12,0.0,12.0,100.0,80.0,10.0,112.1666667,-1.543333333,
684,1.0,1.0,6.12,0.0,4.0,50.0,20.0,10.0,131.9333333,-8.303333333,
685,1.0,1.0,6.12,0.0,8.0,50.0,20.0,10.0,130.2,-1.67,
686,1.0,1.0,6.12,0.0,12.0,50.0,20.0,10.0,611.0333333,-4.006666667,
687,1.0,1.0,6.12,0.0,4.0,50.0,40.0,10.0,149.6666667,-5.433333333,
688,1.0,1.0,6.12,0.0,8.0,50.0,40.0,10.0,133.9666667,-0.782666667,
689,1.0,1.0,6.12,0.0,12.0,50.0,40.0,10.0,138.3,-0.808,
690,1.0,1.0,6.12,0.0,4.0,50.0,60.0,10.0,134.9666667,-2.59,
691,1.0,1.0,6.12,0.0,8.0,50.0,60.0,10.0,140.6333333,-0.939333333,
692,1.0,1.0,6.12,0.0,12.0,50.0,60.0,10.0,97.09,-1.427333333,
693,1.0,1.0,6.12,0.0,4.0,50.0,80.0,10.0,104.5666667,-4.286666667,
694,1.0,1.0,6.12,0.0,8.0,50.0,80.0,10.0,110.4,-3.123333333,
695,1.0,1.0,6.12,0.0,12.0,50.0,80.0,10.0,95.28,-2.5,
696,1.0,1.0,6.12,0.0,4.0,10.0,20.0,10.0,115.9666667,-5.833333333,
697,1.0,1.0,6.12,0.0,8.0,10.0,20.0,10.0,130.5666667,-1.171666667,
699,1.0,1.0,6.12,0.0,4.0,10.0,40.0,10.0,129.2333333,-8.426666667,
700,1.0,1.0,6.12,0.0,8.0,10.0,40.0,10.0,121.4666667,-0.833,
701,1.0,1.0,6.12,0.0,12.0,10.0,40.0,10.0,169.4666667,-0.889,
702,1.0,1.0,6.12,0.0,4.0,10.0,60.0,10.0,134.3333333,-3.496666667,
703,1.0,1.0,6.12,0.0,8.0,10.0,60.0,10.0,114.1666667,-1.372,
704,1.0,1.0,6.12,0.0,12.0,10.0,60.0,10.0,92.96333333,-2.23,
705,1.0,1.0,6.12,0.0,4.0,10.0,80.0,10.0,118.9,-7.86,
706,1.0,1.0,6.12,0.0,8.0,10.0,80.0,10.0,94.82333333,-1.491,
707,1.0,1.0,6.12,0.0,12.0,10.0,80.0,10.0,95.42666667,-2.646666667,
709,1.0,1.0,6.12,0.0,8.0,1.0,20.0,10.0,156.3,-9.796666667,
710,1.0,1.0,6.12,0.0,12.0,1.0,20.0,10.0,139.8,-6.03,
711,1.0,1.0,6.12,0.0,4.0,1.0,40.0,10.0,144.2333333,-7.93,
712,1.0,1.0,6.12,0.0,8.0,1.0,40.0,10.0,131.1,-1.069666667,
713,1.0,1.0,6.12,0.0,12.0,1.0,40.0,10.0,150.6666667,-1.002,
714,1.0,1.0,6.12,0.0,4.0,1.0,60.0,10.0,151.8666667,-6.88,
715,1.0,1.0,6.12,0.0,8.0,1.0,60.0,10.0,143.0666667,-0.741333333,
716,1.0,1.0,6.12,0.0,12.0,1.0,60.0,10.0,122.1,-1.561,
717,1.0,1.0,6.12,0.0,4.0,1.0,80.0,10.0,149.8,-13.63333333,
718,1.0,1.0,6.12,0.0,8.0,1.0,80.0,10.0,152.3333333,-3.446666667,
719,1.0,1.0,6.12,0.0,12.0,1.0,80.0,10.0,156.8,-1.356666667,
9,,,,,,,,,,,0.15296462381664172
11,,,,,,,,,,,0.5676797874107291
14,,,,,,,,,,,0.052981232353429664
17,,,,,,,,,,,0.15296462381664172
21,,,,,,,,,,,0.46188340807174894
25,,,,,,,,,,,0.15296462381664172
26,,,,,,,,,,,0.0
27,,,,,,,,,,,0.340142833416376
33,,,,,,,,,,,0.15296462381664172
37,,,,,,,,,,,0.019598073409732575
48,,,,,,,,,,,0.43082544427835906
49,,,,,,,,,,,0.13469523334994188
51,,,,,,,,,,,0.15296462381664172
52,,,,,,,,,,,0.15296462381664172
53,,,,,,,,,,,0.19581464872944693
54,,,,,,,,,,,0.18933731938216242
55,,,,,,,,,,,0.10446769639594755
56,,,,,,,,,,,0.0
60,,,,,,,,,,,0.41106128550074744
61,,,,,,,,,,,0.37618335824613863
63,,,,,,,,,,,0.46055472512871626
64,,,,,,,,,,,0.35309749211094504
65,,,,,,,,,,,0.41787078558379004
66,,,,,,,,,,,0.4789902009632952
67,,,,,,,,,,,0.4512539445274872
72,,,,,,,,,,,0.15296462381664172
74,,,,,,,,,,,0.15296462381664172
76,,,,,,,,,,,0.15296462381664172
77,,,,,,,,,,,0.15296462381664172
78,,,,,,,,,,,0.15296462381664172
80,,,,,,,,,,,0.15296462381664172
84,,,,,,,,,,,0.15296462381664172
85,,,,,,,,,,,0.12522836738083376
86,,,,,,,,,,,0.16043846537120082
87,,,,,,,,,,,0.15296462381664172
88,,,,,,,,,,,0.12522836738083376
90,,,,,,,,,,,0.15296462381664172
93,,,,,,,,,,,0.052981232353429664
96,,,,,,,,,,,0.15296462381664172
98,,,,,,,,,,,0.26739744228533463
122,,,,,,,,,,,0.15296462381664172
126,,,,,,,,,,,0.7443946188340806
133,,,,,,,,,,,0.15296462381664172
134,,,,,,,,,,,0.052981232353429664
138,,,,,,,,,,,0.515362896528816
145,,,,,,,,,,,0.0
156,,,,,,,,,,,0.38863976083707025
157,,,,,,,,,,,0.41787078558379004
158,,,,,,,,,,,0.3202125892708852
160,,,,,,,,,,,0.5198472014615512
168,,,,,,,,,,,0.6233183856502242
170,,,,,,,,,,,0.6148480318883907
173,,,,,,,,,,,0.8420528151469855
175,,,,,,,,,,,0.9647899020096329
180,,,,,,,,,,,0.8646404251785418
182,,,,,,,,,,,0.8555057299451918
185,,,,,,,,,,,0.7236339478491944
204,,,,,,,,,,,0.31722305264906164
205,,,,,,,,,,,0.25892708852350105
209,,,,,,,,,,,0.0
218,,,,,,,,,,,0.6434147151635943
229,,,,,,,,,,,0.7678126557050324
241,,,,,,,,,,,0.15296462381664172
254,,,,,,,,,,,0.15296462381664172
265,,,,,,,,,,,0.06743065935891046
276,,,,,,,,,,,0.10446769639594755
277,,,,,,,,,,,0.06743065935891046
280,,,,,,,,,,,0.6882577644909482
293,,,,,,,,,,,0.5337983723633948
300,,,,,,,,,,,0.2544427835907657
301,,,,,,,,,,,0.506726457399103
302,,,,,,,,,,,0.4127221391795383
305,,,,,,,,,,,0.1825278192991197
312,,,,,,,,,,,0.42451420029895365
313,,,,,,,,,,,0.24995847865803028
314,,,,,,,,,,,0.6346121906660025
316,,,,,,,,,,,0.6213253612356753
317,,,,,,,,,,,0.6668327520345458
324,,,,,,,,,,,0.15296462381664172
325,,,,,,,,,,,0.8432154127221392
328,,,,,,,,,,,0.7332668991861817
329,,,,,,,,,,,0.2195648563361568
332,,,,,,,,,,,0.5208437136688258
336,,,,,,,,,,,0.7223052649061616
337,,,,,,,,,,,0.48347450589603064
338,,,,,,,,,,,0.2544427835907657
340,,,,,,,,,,,0.19581464872944693
348,,,,,,,,,,,0.8033549244311577
349,,,,,,,,,,,0.3044344793223717
350,,,,,,,,,,,0.3555887726291313
353,,,,,,,,,,,0.7938880584620496
362,,,,,,,,,,,0.6497259591429996
371,,,,,,,,,,,0.052981232353429664
385,,,,,,,,,,,0.052981232353429664
395,,,,,,,,,,,0.06743065935891046
398,,,,,,,,,,,0.019598073409732575
407,,,,,,,,,,,0.6513868128217906
413,,,,,,,,,,,0.6281348613187179
419,,,,,,,,,,,0.15296462381664172
424,,,,,,,,,,,0.052981232353429664
432,,,,,,,,,,,0.6555389470187676
444,,,,,,,,,,,0.6480651054642086
446,,,,,,,,,,,0.18933731938216242
449,,,,,,,,,,,0.1825278192991197
456,,,,,,,,,,,0.1680783922936389
457,,,,,,,,,,,0.08071748878923762
458,,,,,,,,,,,0.26739744228533463
459,,,,,,,,,,,0.2632453080883575
468,,,,,,,,,,,0.18933731938216242
470,,,,,,,,,,,0.4497591762165753
472,,,,,,,,,,,0.03720312240491608
480,,,,,,,,,,,0.13469523334994188
482,,,,,,,,,,,0.1753861484803188
485,,,,,,,,,,,0.06743065935891046
486,,,,,,,,,,,0.1436638432154127
492,,,,,,,,,,,0.6683275203454575
493,,,,,,,,,,,0.4922770303936224
494,,,,,,,,,,,0.5585450921773791
497,,,,,,,,,,,0.08071748878923762
498,,,,,,,,,,,0.240325527321043
504,,,,,,,,,,,0.16043846537120082
505,,,,,,,,,,,0.4879588108287661
506,,,,,,,,,,,0.41787078558379004
509,,,,,,,,,,,0.32320212589270897
517,,,,,,,,,,,0.5313070918452083
518,,,,,,,,,,,0.15296462381664172
521,,,,,,,,,,,0.03720312240491608
522,,,,,,,,,,,0.10446769639594755
533,,,,,,,,,,,0.0
534,,,,,,,,,,,0.15296462381664172
535,,,,,,,,,,,0.15296462381664172
556,,,,,,,,,,,0.16043846537120082
557,,,,,,,,,,,0.10446769639594755
