,P_charged_centers,N_charged_centers,Total_Carbon_Tails,PDI
1040,1,0,36,0.39
1041,1,0,36,0.804333333
1042,1,0,36,0.714666667
1043,1,0,36,0.42
1044,1,0,36,0.832333333
1045,1,0,36,0.520333333
1046,1,0,36,0.865666667
1047,1,0,36,0.435
1048,1,0,36,0.66
1049,1,0,36,0.758
1050,1,0,36,0.739
1051,1,0,36,0.471
1052,1,0,36,1.0
1053,1,0,36,0.533333333
1054,1,0,36,0.524333333
1055,1,0,36,0.564
1056,1,0,36,0.450333333
1057,1,0,36,0.419
1058,1,0,36,0.643333333
1059,1,0,36,0.334333333
1060,1,0,36,0.559333333
1061,1,0,36,0.607333333
1062,1,0,36,0.621333333
1063,1,0,36,0.550333333
1064,1,0,36,0.510333333
1065,1,0,36,0.651666667
1066,1,0,36,0.78
1067,1,0,36,0.925666667
1068,1,0,36,0.214
1069,1,0,36,0.193333333
1070,1,0,36,0.305333333
1071,1,0,36,0.308666667
1072,1,0,36,0.335666667
1073,1,0,36,0.285666667
1074,1,0,36,0.134
1075,1,0,36,0.067666667
1076,1,0,36,0.124333333
1077,1,0,36,0.373666667
1078,1,0,36,0.237333333
1079,1,0,36,0.351333333
