P_charged_centers,N_charged_centers,Hbond_D,Double_bonds,Size,PDI,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,1,2,2,189.0333333,0.220333333,4,0.199600798,60,1.960784314
1,1,2,2,155.4333333,0.233333333,8,0.199600798,60,1.960784314
1,1,2,2,256.8,0.427666667,12,0.199600798,60,1.960784314
1,1,2,2,202.3,0.256333333,4,0.199600798,80,1.960784314
1,1,2,2,135.8666667,0.173666667,8,0.199600798,80,1.960784314
1,1,2,2,163.5333333,0.229333333,12,0.199600798,80,1.960784314
1,1,2,2,431.8,0.420666667,4,0.199600798,20,9.090909091
1,1,2,2,465.9333333,0.358,8,0.199600798,20,9.090909091
1,1,2,2,599.5333333,0.522,12,0.199600798,20,9.090909091
1,1,2,2,197.5666667,0.262666667,4,0.199600798,40,9.090909091
1,1,2,2,199.4,0.327666667,8,0.199600798,40,9.090909091
1,1,2,2,208.5,0.330666667,12,0.199600798,40,9.090909091
1,1,2,2,193.9,0.197333333,4,0.199600798,60,9.090909091
1,1,2,2,159.3,0.201,8,0.199600798,60,9.090909091
1,1,2,2,190.9666667,0.275,12,0.199600798,60,9.090909091
1,1,2,2,166.8666667,0.266,4,0.199600798,80,9.090909091
1,1,2,2,146.8666667,0.208666667,8,0.199600798,80,9.090909091
1,1,2,2,167.8,0.237,12,0.199600798,80,9.090909091
1,1,2,2,287.7333333,0.327,4,0.199600798,20,50.0
1,1,2,2,306.5333333,0.569,8,0.199600798,20,50.0
1,1,2,2,473.2,0.17,12,0.199600798,20,50.0
1,1,2,2,261.7,0.330333333,4,0.199600798,40,50.0
1,1,2,2,205.1,0.196,8,0.199600798,40,50.0
1,1,2,2,177.9333333,0.268,12,0.199600798,40,50.0
1,1,2,2,224.5,0.256333333,4,0.199600798,60,50.0
1,1,2,2,195.0333333,0.254,8,0.199600798,60,50.0
1,1,2,2,179.0333333,0.261666667,12,0.199600798,60,50.0
1,1,2,2,237.6333333,0.301,4,0.199600798,80,50.0
1,1,2,2,164.9666667,0.183666667,8,0.199600798,80,50.0
1,1,2,2,171.5333333,0.187333333,12,0.199600798,80,50.0
1,1,2,2,177.0333333,0.31,4,0.99009901,20,0.497512438
1,1,2,2,223.4,0.485666667,8,0.99009901,20,0.497512438
1,1,2,2,169.1333333,0.368333333,12,0.99009901,20,0.497512438
1,1,2,2,193.5,0.275333333,4,0.99009901,40,0.497512438
1,1,2,2,139.0,0.236666667,8,0.99009901,40,0.497512438
1,1,2,2,159.2333333,0.303666667,12,0.99009901,40,0.497512438
1,1,2,2,171.7,0.236333333,4,0.99009901,60,0.497512438
1,1,2,2,150.1333333,0.232,8,0.99009901,60,0.497512438
1,1,2,2,177.5333333,0.260666667,12,0.99009901,60,0.497512438
1,1,2,2,219.6333333,0.307666667,4,0.99009901,80,0.497512438
1,1,2,2,141.4666667,0.245666667,8,0.99009901,80,0.497512438
1,1,2,2,160.0333333,0.184333333,12,0.99009901,80,0.497512438
1,1,2,2,176.9333333,0.24,4,0.99009901,20,0.99009901
1,1,2,2,263.8333333,0.433333333,8,0.99009901,20,0.99009901
1,1,2,2,303.3666667,0.674666667,12,0.99009901,20,0.99009901
1,1,2,2,174.6666667,0.246333333,4,0.99009901,40,0.99009901
1,1,2,2,148.9333333,0.217333333,8,0.99009901,40,0.99009901
1,1,2,2,152.4666667,0.288333333,12,0.99009901,40,0.99009901
1,1,2,2,164.2,0.201666667,4,0.99009901,60,0.99009901
1,1,2,2,150.2666667,0.204333333,8,0.99009901,60,0.99009901
1,1,2,2,191.8,0.244333333,12,0.99009901,60,0.99009901
1,1,2,2,241.5333333,0.267,4,0.99009901,80,0.99009901
1,1,2,2,148.0333333,0.21,8,0.99009901,80,0.99009901
1,1,2,2,155.5666667,0.167333333,12,0.99009901,80,0.99009901
1,1,2,2,153.8666667,0.203,4,0.99009901,20,1.960784314
1,1,2,2,203.9333333,0.501,8,0.99009901,20,1.960784314
1,1,2,2,263.9333333,0.412333333,12,0.99009901,20,1.960784314
1,1,2,2,170.0666667,0.220333333,4,0.99009901,40,1.960784314
1,1,2,2,158.3666667,0.279,8,0.99009901,40,1.960784314
1,1,2,2,130.9333333,0.215,12,0.99009901,40,1.960784314
1,1,2,2,160.7333333,0.165333333,4,0.99009901,60,1.960784314
1,1,2,2,138.7333333,0.185333333,8,0.99009901,60,1.960784314
1,1,2,2,152.2333333,0.245666667,12,0.99009901,60,1.960784314
1,1,2,2,189.0,0.199,4,0.99009901,80,1.960784314
1,1,2,2,147.2,0.241333333,8,0.99009901,80,1.960784314
1,1,2,2,148.5333333,0.207,12,0.99009901,80,1.960784314
1,1,2,2,154.9,0.957333333,4,0.99009901,20,9.090909091
1,1,2,2,230.9333333,0.481666667,8,0.99009901,20,9.090909091
1,1,2,2,168.1666667,0.428,12,0.99009901,20,9.090909091
1,1,2,2,164.0666667,0.157333333,4,0.99009901,40,9.090909091
1,1,2,2,478.0,0.815333333,8,0.99009901,40,9.090909091
1,1,2,2,161.1333333,0.330333333,12,0.99009901,40,9.090909091
1,1,2,2,179.6666667,0.263333333,4,0.99009901,60,9.090909091
1,1,2,2,153.8,0.197333333,8,0.99009901,60,9.090909091
1,1,2,2,150.7333333,0.228333333,12,0.99009901,60,9.090909091
1,1,2,2,222.5666667,0.208,4,0.99009901,80,9.090909091
1,1,2,2,166.1666667,0.209333333,8,0.99009901,80,9.090909091
1,1,2,2,198.6666667,0.219,12,0.99009901,80,9.090909091
1,1,2,2,236.7666667,0.272333333,4,0.99009901,20,50.0
1,1,2,2,211.3666667,0.439666667,8,0.99009901,20,50.0
1,1,2,2,182.6,0.281,12,0.99009901,20,50.0
1,1,2,2,179.9,0.168333333,4,0.99009901,40,50.0
1,1,2,2,196.2,0.148333333,8,0.99009901,40,50.0
1,1,2,2,180.0,0.512666667,12,0.99009901,40,50.0
1,1,2,2,197.7,0.18,4,0.99009901,60,50.0
1,1,2,2,148.4666667,0.206666667,8,0.99009901,60,50.0
1,1,2,2,171.6333333,0.198666667,12,0.99009901,60,50.0
1,1,2,2,253.0666667,0.335333333,4,0.99009901,80,50.0
1,1,2,2,186.6333333,0.255,8,0.99009901,80,50.0
1,1,2,2,150.0333333,0.178,12,0.99009901,80,50.0
1,1,2,2,274.6,0.739666667,4,9.090909091,20,0.497512438
1,1,2,2,236.6,0.577,8,9.090909091,20,0.497512438
1,1,2,2,405.4,0.707666667,12,9.090909091,20,0.497512438
1,1,2,2,170.1333333,0.409333333,4,9.090909091,40,0.497512438
1,1,2,2,176.6666667,0.290333333,8,9.090909091,40,0.497512438
1,1,2,2,260.6666667,0.788666667,12,9.090909091,40,0.497512438
1,1,2,2,153.6333333,0.193,4,9.090909091,60,0.497512438
1,1,2,2,153.0333333,0.370333333,8,9.090909091,60,0.497512438
1,1,2,2,149.9,0.288333333,12,9.090909091,60,0.497512438
1,1,2,2,133.1,0.144333333,4,9.090909091,80,0.497512438
1,1,2,2,138.3666667,0.247666667,8,9.090909091,80,0.497512438
1,1,2,2,136.2333333,0.169,12,9.090909091,80,0.497512438
1,1,2,2,196.5,0.676666667,4,9.090909091,20,0.99009901
1,1,2,2,197.3,0.605666667,8,9.090909091,20,0.99009901
1,1,2,2,213.9333333,0.647666667,12,9.090909091,20,0.99009901
1,1,2,2,137.9333333,0.216666667,4,9.090909091,40,0.99009901
1,1,2,2,470.4333333,1.0,8,9.090909091,40,0.99009901
1,1,2,2,165.9666667,0.624666667,12,9.090909091,40,0.99009901
1,1,2,2,137.5666667,0.191333333,4,9.090909091,60,0.99009901
1,1,2,2,115.6333333,0.217,8,9.090909091,60,0.99009901
1,1,2,2,207.0666667,0.332333333,12,9.090909091,60,0.99009901
1,1,2,2,145.4,0.130333333,4,9.090909091,80,0.99009901
1,1,2,2,135.8666667,0.231,8,9.090909091,80,0.99009901
1,1,2,2,120.9333333,0.173,12,9.090909091,80,0.99009901
1,1,2,2,278.8333333,0.789333333,4,9.090909091,20,1.960784314
1,1,2,2,415.8,0.856666667,8,9.090909091,20,1.960784314
1,1,2,2,496.8333333,0.378333333,12,9.090909091,20,1.960784314
1,1,2,2,93.06666667,0.211,4,9.090909091,40,1.960784314
1,1,2,2,207.5666667,0.603666667,8,9.090909091,40,1.960784314
1,1,2,2,201.6333333,0.620333333,12,9.090909091,40,1.960784314
1,1,2,2,136.1666667,0.159666667,4,9.090909091,60,1.960784314
1,1,2,2,129.5,0.283,8,9.090909091,60,1.960784314
1,1,2,2,202.5,0.512333333,12,9.090909091,60,1.960784314
1,1,2,2,143.0333333,0.155333333,4,9.090909091,80,1.960784314
1,1,2,2,134.7,0.230666667,8,9.090909091,80,1.960784314
1,1,2,2,135.2333333,0.219666667,12,9.090909091,80,1.960784314
1,1,2,2,235.4666667,0.617,4,9.090909091,20,9.090909091
1,1,2,2,378.9333333,0.809333333,8,9.090909091,20,9.090909091
1,1,2,2,476.3333333,0.748333333,12,9.090909091,20,9.090909091
1,1,2,2,132.7666667,0.226,4,9.090909091,40,9.090909091
1,1,2,2,279.9666667,0.880333333,8,9.090909091,40,9.090909091
1,1,2,2,153.0,0.411666667,12,9.090909091,40,9.090909091
1,1,2,2,156.7333333,0.235666667,4,9.090909091,60,9.090909091
1,1,2,2,134.0666667,0.204666667,8,9.090909091,60,9.090909091
1,1,2,2,167.5,0.380333333,12,9.090909091,60,9.090909091
1,1,2,2,144.4333333,0.081666667,4,9.090909091,80,9.090909091
1,1,2,2,161.1333333,0.24,8,9.090909091,80,9.090909091
1,1,2,2,118.1666667,0.198,12,9.090909091,80,9.090909091
1,1,2,2,302.6666667,0.693,4,9.090909091,20,50.0
1,1,2,2,270.0333333,0.633333333,8,9.090909091,20,50.0
1,1,2,2,180.3,0.614,12,9.090909091,20,50.0
1,1,2,2,157.5,0.177,4,9.090909091,40,50.0
1,1,2,2,140.4666667,0.248666667,8,9.090909091,40,50.0
1,1,2,2,228.2,0.517,12,9.090909091,40,50.0
1,1,2,2,153.2,0.232666667,4,9.090909091,60,50.0
1,1,2,2,129.7666667,0.194666667,8,9.090909091,60,50.0
1,1,2,2,145.7333333,0.333666667,12,9.090909091,60,50.0
1,1,2,2,165.1666667,0.186,4,9.090909091,80,50.0
1,1,2,2,157.6666667,0.210666667,8,9.090909091,80,50.0
1,1,2,2,140.5666667,0.184333333,12,9.090909091,80,50.0
1,0,0,2,157.3333333,0.166,4,0.199600798,20,0.497512438
1,0,0,2,138.8333333,0.375666667,8,0.199600798,20,0.497512438
1,0,0,2,235.9333333,0.509333333,12,0.199600798,20,0.497512438
1,0,0,2,175.8333333,0.266333333,4,0.199600798,40,0.497512438
1,0,0,2,172.5333333,0.298333333,8,0.199600798,40,0.497512438
1,0,0,2,173.3,0.307666667,12,0.199600798,40,0.497512438
1,0,0,2,222.7333333,0.28,4,0.199600798,60,0.497512438
1,0,0,2,163.4666667,0.289666667,8,0.199600798,60,0.497512438
1,0,0,2,132.7666667,0.248666667,12,0.199600798,60,0.497512438
1,0,0,2,172.6333333,0.228666667,4,0.199600798,80,0.497512438
1,0,0,2,156.5,0.215666667,8,0.199600798,80,0.497512438
1,0,0,2,415.4333333,0.464333333,12,0.199600798,80,0.497512438
1,0,0,2,126.4666667,0.141666667,4,0.199600798,20,0.99009901
1,0,0,2,173.0,0.266666667,8,0.199600798,20,0.99009901
1,0,0,2,198.5333333,0.402666667,12,0.199600798,20,0.99009901
1,0,0,2,185.6666667,0.295,4,0.199600798,40,0.99009901
1,0,0,2,160.6,0.245333333,8,0.199600798,40,0.99009901
1,0,0,2,183.8333333,0.354,12,0.199600798,40,0.99009901
1,0,0,2,224.0,0.195666667,4,0.199600798,60,0.99009901
1,0,0,2,147.6666667,0.245666667,8,0.199600798,60,0.99009901
1,0,0,2,146.4333333,0.24,12,0.199600798,60,0.99009901
1,0,0,2,170.8666667,0.246333333,4,0.199600798,80,0.99009901
1,0,0,2,136.8333333,0.256666667,8,0.199600798,80,0.99009901
1,0,0,2,290.3,0.270666667,12,0.199600798,80,0.99009901
1,0,0,2,122.2,0.186333333,4,0.199600798,20,1.960784314
1,0,0,2,176.0666667,0.496333333,8,0.199600798,20,1.960784314
1,0,0,2,186.9666667,0.243,12,0.199600798,20,1.960784314
1,0,0,2,153.4666667,0.229666667,4,0.199600798,40,1.960784314
1,0,0,2,204.5333333,0.348333333,8,0.199600798,40,1.960784314
1,0,0,2,177.8333333,0.331,12,0.199600798,40,1.960784314
1,0,0,2,193.0,0.257666667,4,0.199600798,60,1.960784314
1,0,0,2,155.2333333,0.232666667,8,0.199600798,60,1.960784314
1,0,0,2,133.8333333,0.272,12,0.199600798,60,1.960784314
1,0,0,2,204.0333333,0.267,4,0.199600798,80,1.960784314
1,0,0,2,118.1,0.251,8,0.199600798,80,1.960784314
1,0,0,2,1330.666667,0.467333333,12,0.199600798,80,1.960784314
1,0,0,2,105.7,0.192333333,4,0.199600798,20,9.090909091
1,0,0,2,131.2333333,0.203666667,8,0.199600798,20,9.090909091
1,0,0,2,241.2,0.458333333,12,0.199600798,20,9.090909091
1,0,0,2,204.4333333,0.278666667,4,0.199600798,40,9.090909091
1,0,0,2,135.9,0.314333333,8,0.199600798,40,9.090909091
1,0,0,2,199.2666667,0.421,12,0.199600798,40,9.090909091
