,Model,Cell_Type,Valid Score,Test Score,Spearmans Rank,Pearsons Correlation,Model Parms,Score_difference
17,LGBM,HEK293,0.07831100064288463,0.07696865536089913,"SpearmanrResult(correlation=0.8474344574379852, pvalue=9.121417275689273e-61)","PearsonRResult(statistic=0.8480883514366238, pvalue=5.978341028525702e-61)","{'subsample': 0.6, 'reg_lambda': 0.015, 'reg_alpha': 0.015, 'num_leaves': 16, 'n_estimators': 200, 'min_child_weight': 0.001, 'min_child_samples': 10, 'learning_rate': 0.1, 'boosting_type': 'gbdt'}",0.0013423452819854992
18,kNN,PC3,0.0784781240528744,0.07849152423645549,"SpearmanrResult(correlation=0.6745239832473138, pvalue=5.020663293329467e-30)","PearsonRResult(statistic=0.8480617153146085, pvalue=6.082352981682658e-61)","{'weights': 'distance', 'p': 1, 'n_neighbors': 5, 'metric': 'minkowski', 'leaf_size': 100, 'algorithm': 'kd_tree'}",1.3400183581091518e-05
19,kNN,B16,0.06640782824509062,0.06576889097804296,"SpearmanrResult(correlation=0.8409163994382102, pvalue=5.536157202101932e-59)","PearsonRResult(statistic=0.858777794476417, pvalue=4.452378307551927e-64)","{'weights': 'distance', 'p': 1, 'n_neighbors': 4, 'metric': 'minkowski', 'leaf_size': 100, 'algorithm': 'auto'}",0.000638937267047654
20,kNN,ARPE19,0.1049759723427789,0.1054093249316635,"SpearmanrResult(correlation=0.810731498953254, pvalue=7.848665428732775e-35)","PearsonRResult(statistic=0.7829472131918289, pvalue=4.533028122942472e-31)","{'weights': 'distance', 'p': 1, 'n_neighbors': 6, 'metric': 'minkowski', 'leaf_size': 30, 'algorithm': 'kd_tree'}",0.00043335258888459183
21,kNN,N2a,0.08179763911926427,0.08373987652095265,"SpearmanrResult(correlation=0.8141241164042508, pvalue=2.471794989446089e-35)","PearsonRResult(statistic=0.8022129586199896, pvalue=1.2923094822815982e-33)","{'weights': 'distance', 'p': 1, 'n_neighbors': 6, 'metric': 'minkowski', 'leaf_size': 50, 'algorithm': 'brute'}",0.0019422374016883764
22,kNN,HepG2,0.08105010768008297,0.08012912205370948,"SpearmanrResult(correlation=0.7317854255921745, pvalue=2.0577729259865091e-25)","PearsonRResult(statistic=0.8324029473458513, pvalue=3.1679140241834634e-38)","{'weights': 'distance', 'p': 1, 'n_neighbors': 2, 'metric': 'minkowski', 'leaf_size': 30, 'algorithm': 'auto'}",0.0009209856263734939
23,kNN,HEK293,0.10506732299967636,0.10440655125726955,"SpearmanrResult(correlation=0.7144215051576801, pvalue=4.938279699315816e-35)","PearsonRResult(statistic=0.7061696963539794, pvalue=6.281026922239675e-34)","{'weights': 'distance', 'p': 1, 'n_neighbors': 8, 'metric': 'minkowski', 'leaf_size': 30, 'algorithm': 'ball_tree'}",0.0006607717424068071
24,PLS,PC3,0.1111023456933981,0.11477876136373509,"SpearmanrResult(correlation=0.5240914109450614, pvalue=1.22704024021789e-16)","PearsonRResult(statistic=array([0.6654008889768028], dtype=object), pvalue=5.461474687979221e-29)","{'n_components': 6, 'max_iter': 250}",0.0036764156703369966
25,PLS,B16,0.10225557118499937,0.09987230938188173,"SpearmanrResult(correlation=0.6650569885389819, pvalue=5.965815584657066e-29)","PearsonRResult(statistic=array([0.675853054119647], dtype=object), pvalue=3.5208387088534575e-30)","{'n_components': 6, 'max_iter': 250}",0.0023832618031176395
26,PLS,ARPE19,0.1810801709888743,0.18428928047399643,"SpearmanrResult(correlation=0.547838725976553, pvalue=1.1911329055456127e-12)","PearsonRResult(statistic=array([0.5114333289181443], dtype=object), pvalue=5.732119699309144e-11)","{'n_components': 4, 'max_iter': 250}",0.0032091094851221247
27,PLS,N2a,0.13052064638818298,0.12785555975825524,"SpearmanrResult(correlation=0.588055025859636, pvalue=9.228245647879598e-15)","PearsonRResult(statistic=array([0.5125784244928842], dtype=object), pvalue=5.1096151010112966e-11)","{'n_components': 2, 'max_iter': 250}",0.002665086629927732
28,PLS,HepG2,0.12816826009786866,0.12984776345901336,"SpearmanrResult(correlation=0.3446072275792278, pvalue=2.341691296728426e-05)","PearsonRResult(statistic=array([0.37673880430388573], dtype=object), pvalue=3.2537117636943306e-06)","{'n_components': 2, 'max_iter': 250}",0.0016795033611446963
29,PLS,HEK293,0.14418867990383624,0.1441599066898729,"SpearmanrResult(correlation=0.382747674786707, pvalue=6.043670925431344e-09)","PearsonRResult(statistic=array([0.3673227286040199], dtype=object), pvalue=2.6534999821818916e-08)","{'n_components': 6, 'max_iter': 250}",2.8773213963328992e-05
30,lasso,PC3,0.11240843180170101,0.11480878823307031,"SpearmanrResult(correlation=0.5891032020920776, pvalue=1.4289258283874876e-21)","PearsonRResult(statistic=0.6471076292534568, pvalue=5.12242958828336e-27)","{'positive': False, 'alpha': 0.01}",0.0024003564313692938
31,lasso,B16,0.10417613093966228,0.10096899035100099,"SpearmanrResult(correlation=0.6648884067388672, pvalue=6.229532627446938e-29)","PearsonRResult(statistic=0.6732815639994708, pvalue=6.983969086128319e-30)","{'positive': False, 'alpha': 0.01}",0.0032071405886612975
32,lasso,ARPE19,0.17859702786936726,0.18272452512461176,"SpearmanrResult(correlation=0.49529750248275467, pvalue=2.7701819532550717e-10)","PearsonRResult(statistic=0.47823041750468204, pvalue=1.3441111569203003e-09)","{'positive': False, 'alpha': 0.01}",0.0041274972552445
33,lasso,N2a,0.13181715241835518,0.126825795880332,"SpearmanrResult(correlation=0.504925020323155, pvalue=1.0929182010295388e-10)","PearsonRResult(statistic=0.447352864332902, pvalue=1.895150576029054e-08)","{'positive': False, 'alpha': 0.5}",0.004991356538023184
34,lasso,HepG2,0.1288640912630623,0.1303695746047523,"SpearmanrResult(correlation=0.3211801903348111, pvalue=8.669963130838596e-05)","PearsonRResult(statistic=0.3711258058033691, pvalue=4.664834904664362e-06)","{'positive': False, 'alpha': 1.0}",0.0015054833416899838
35,lasso,HEK293,0.1475540209032648,0.14764647064213,"SpearmanrResult(correlation=0.4099832190042172, pvalue=3.650875879484079e-10)","PearsonRResult(statistic=0.3667260326115586, pvalue=2.8054659921193566e-08)","{'positive': False, 'alpha': 0.01}",9.24497388651857e-05
36,MLR,PC3,0.11350014426199348,0.1150676393481822,"SpearmanrResult(correlation=0.591585185588079, pvalue=8.79442552971806e-22)","PearsonRResult(statistic=0.645235037530857, pvalue=8.012734695445448e-27)","{'positive': False, 'fit_intercept': True}",0.001567495086188725
37,MLR,B16,0.10252600600742164,0.09999383079011316,"SpearmanrResult(correlation=0.6651165580796584, pvalue=5.87528403522032e-29)","PearsonRResult(statistic=0.6754060290983044, pvalue=3.968000676476012e-30)","{'positive': False, 'fit_intercept': True}",0.0025321752173084744
38,MLR,ARPE19,0.18086325569925477,0.17832184196950562,"SpearmanrResult(correlation=0.3523307817250376, pvalue=1.4855156399513008e-05)","PearsonRResult(statistic=0.38351237955434414, pvalue=2.0876408847919527e-06)","{'positive': False, 'fit_intercept': False}",0.0025414137297491424
39,MLR,N2a,0.13139196556810562,0.1284503899540636,"SpearmanrResult(correlation=0.5198167687263465, pvalue=2.4459912122135847e-11)","PearsonRResult(statistic=0.49510617405927787, pvalue=2.821037181516619e-10)","{'positive': False, 'fit_intercept': True}",0.0029415756140420135
40,MLR,HepG2,0.12888801408040215,0.12939315303017387,"SpearmanrResult(correlation=0.2911210509598385, pvalue=0.000400128640740666)","PearsonRResult(statistic=0.4288229463833667, pvalue=8.212003870517226e-08)","{'positive': False, 'fit_intercept': True}",0.0005051389497717218
41,MLR,HEK293,0.14421167467347634,0.14416160409465958,"SpearmanrResult(correlation=0.3828238844740897, pvalue=5.998497973058893e-09)","PearsonRResult(statistic=0.3673632126013821, pvalue=2.6434820513747287e-08)","{'positive': False, 'fit_intercept': True}",5.0070578816757694e-05
42,RF,PC3,0.06236710588348741,0.0602377474199225,"SpearmanrResult(correlation=0.7498970337565168, pvalue=2.8888580687258864e-40)","PearsonRResult(statistic=0.9015267451770452, pvalue=8.507528555461563e-80)","{'oob_score': True, 'n_estimators': 400, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0, 'bootstrap': True}",0.0021293584635649065
43,RF,B16,0.05122499217430489,0.04976785634431681,"SpearmanrResult(correlation=0.9091443728521501, pvalue=2.3472885264869376e-83)","PearsonRResult(statistic=0.9242618679350727, pvalue=1.8750642114885762e-91)","{'oob_score': True, 'n_estimators': 100, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 4, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': None, 'criterion': 'absolute_error', 'ccp_alpha': 0, 'bootstrap': True}",0.0014571358299880766
44,RF,ARPE19,0.08973227902534639,0.08988279355364533,"SpearmanrResult(correlation=0.8577124210522495, pvalue=7.29358806876854e-43)","PearsonRResult(statistic=0.8625249737497066, pvalue=7.574738856948366e-44)","{'oob_score': True, 'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0, 'bootstrap': True}",0.00015051452829893675
45,RF,N2a,0.054161687261273544,0.05843234778518905,"SpearmanrResult(correlation=0.8801091593157357, pvalue=8.718172293684429e-48)","PearsonRResult(statistic=0.8814474902381937, pvalue=4.12644336383717e-48)","{'oob_score': True, 'n_estimators': 400, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0, 'bootstrap': True}",0.004270660523915504
46,RF,HepG2,0.060120530221863554,0.06125740816782462,"SpearmanrResult(correlation=0.7906619800097601, pvalue=4.6712447088505863e-32)","PearsonRResult(statistic=0.8973985334631315, pvalue=2.585121865682773e-52)","{'oob_score': True, 'n_estimators': 400, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0, 'bootstrap': True}",0.0011368779459610678
47,RF,HEK293,0.07802999727235413,0.07633014134457394,"SpearmanrResult(correlation=0.8735263043677833, pvalue=7.637445225131957e-69)","PearsonRResult(statistic=0.8567943443681127, pvalue=1.7704726443909044e-63)","{'oob_score': True, 'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': None, 'max_depth': None, 'criterion': 'squared_error', 'ccp_alpha': 0, 'bootstrap': True}",0.0016998559277801861
