,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,RLU_HepG2
704,705,DSPC,1,1,6.12,0,8,36,0,12,10,60,10,92.96333333,-2.23,3.0
705,706,DSPC,1,1,6.12,0,8,36,0,4,10,80,10,118.9,-7.86,2.197
706,707,DSPC,1,1,6.12,0,8,36,0,8,10,80,10,94.82333333,-1.491,3.0
707,708,DSPC,1,1,6.12,0,8,36,0,12,10,80,10,95.42666667,-2.646666667,3.0
709,710,DSPC,1,1,6.12,0,8,36,0,8,1,20,10,156.3,-9.796666667,3.0
710,711,DSPC,1,1,6.12,0,8,36,0,12,1,20,10,139.8,-6.03,3.0
711,712,DSPC,1,1,6.12,0,8,36,0,4,1,40,10,144.2333333,-7.93,3.0
712,713,DSPC,1,1,6.12,0,8,36,0,8,1,40,10,131.1,-1.069666667,3.0
713,714,DSPC,1,1,6.12,0,8,36,0,12,1,40,10,150.6666667,-1.002,3.0
714,715,DSPC,1,1,6.12,0,8,36,0,4,1,60,10,151.8666667,-6.88,3.0
715,716,DSPC,1,1,6.12,0,8,36,0,8,1,60,10,143.0666667,-0.741333333,3.0
716,717,DSPC,1,1,6.12,0,8,36,0,12,1,60,10,122.1,-1.561,3.0
717,718,DSPC,1,1,6.12,0,8,36,0,4,1,80,10,149.8,-13.63333333,3.0
718,719,DSPC,1,1,6.12,0,8,36,0,8,1,80,10,152.3333333,-3.446666667,3.0
719,720,DSPC,1,1,6.12,0,8,36,0,12,1,80,10,156.8,-1.356666667,3.0
720,721,14PA,0,1,11.8502,2,8,28,0,4,200,20,500,215.1166667,-5.068333333,2.251
721,722,14PA,0,1,11.8502,2,8,28,0,8,200,20,500,161.0666667,-4.021666667,3.0
722,723,14PA,0,1,11.8502,2,8,28,0,12,200,20,500,155.4833333,-2.968333333,3.0
723,724,14PA,0,1,11.8502,2,8,28,0,4,200,40,500,197.0333333,-3.041666667,3.0
724,725,14PA,0,1,11.8502,2,8,28,0,8,200,40,500,176.2666667,-1.898333333,3.0
725,726,14PA,0,1,11.8502,2,8,28,0,12,200,40,500,180.2333333,-3.103333333,3.0
726,727,14PA,0,1,11.8502,2,8,28,0,4,200,60,500,182.5,-1.049666667,3.0
727,728,14PA,0,1,11.8502,2,8,28,0,8,200,60,500,255.3333333,-1.217666667,3.0
728,729,14PA,0,1,11.8502,2,8,28,0,12,200,60,500,154.7333333,2.996666667,3.0
729,730,14PA,0,1,11.8502,2,8,28,0,4,200,80,500,200.9666667,-6.603333333,3.0
730,731,14PA,0,1,11.8502,2,8,28,0,8,200,80,500,172.4333333,0.623,3.0
731,732,14PA,0,1,11.8502,2,8,28,0,12,200,80,500,200.2333333,0.325333333,3.0
732,733,14PA,0,1,11.8502,2,8,28,0,4,100,20,500,200.4,-4.816666667,3.0
734,735,14PA,0,1,11.8502,2,8,28,0,12,100,20,500,307.6333333,-3.5,3.0
735,736,14PA,0,1,11.8502,2,8,28,0,4,100,40,500,197.9,-2.638333333,3.0
736,737,14PA,0,1,11.8502,2,8,28,0,8,100,40,500,190.1333333,0.246333333,3.0
737,738,14PA,0,1,11.8502,2,8,28,0,12,100,40,500,179.7666667,-3.133333333,3.0
738,739,14PA,0,1,11.8502,2,8,28,0,4,100,60,500,231.2,-9.153333333,3.0
739,740,14PA,0,1,11.8502,2,8,28,0,8,100,60,500,214.3333333,-0.320666667,3.0
740,741,14PA,0,1,11.8502,2,8,28,0,12,100,60,500,169.7,2.133333333,3.0
741,742,14PA,0,1,11.8502,2,8,28,0,4,100,80,500,210.8333333,-9.556666667,3.0
742,743,14PA,0,1,11.8502,2,8,28,0,8,100,80,500,201.4666667,0.087033333,3.0
743,744,14PA,0,1,11.8502,2,8,28,0,12,100,80,500,162.3333333,3.74,3.0
744,745,14PA,0,1,11.8502,2,8,28,0,4,50,20,500,213.1333333,-4.85,3.0
745,746,14PA,0,1,11.8502,2,8,28,0,8,50,20,500,209.5833333,-2.693333333,3.0
746,747,14PA,0,1,11.8502,2,8,28,0,12,50,20,500,186.8666667,-2.901666667,3.0
747,748,14PA,0,1,11.8502,2,8,28,0,4,50,40,500,180.9,-1.799333333,3.0
748,749,14PA,0,1,11.8502,2,8,28,0,8,50,40,500,219.7,-0.851333333,3.0
749,750,14PA,0,1,11.8502,2,8,28,0,12,50,40,500,193.5666667,-1.121333333,3.0
750,751,14PA,0,1,11.8502,2,8,28,0,4,50,60,500,298.8333333,-2.73,3.0
751,752,14PA,0,1,11.8502,2,8,28,0,8,50,60,500,180.7,1.443333333,3.0
752,753,14PA,0,1,11.8502,2,8,28,0,12,50,60,500,165.1666667,0.187266667,3.0
753,754,14PA,0,1,11.8502,2,8,28,0,4,50,80,500,223.7,-5.206666667,3.0
754,755,14PA,0,1,11.8502,2,8,28,0,8,50,80,500,197.4666667,0.386,3.0
755,756,14PA,0,1,11.8502,2,8,28,0,12,50,80,500,176.4,0.998,3.0
756,757,14PA,0,1,11.8502,2,8,28,0,4,10,20,500,170.7333333,-3.636666667,3.0
757,758,14PA,0,1,11.8502,2,8,28,0,8,10,20,500,174.4,-2.656666667,3.0
758,759,14PA,0,1,11.8502,2,8,28,0,12,10,20,500,245.4333333,-1.633,3.0
759,760,14PA,0,1,11.8502,2,8,28,0,4,10,40,500,201.5166667,-1.138333333,3.0
760,761,14PA,0,1,11.8502,2,8,28,0,8,10,40,500,158.9333333,-0.238,3.0
761,762,14PA,0,1,11.8502,2,8,28,0,12,10,40,500,203.6333333,-0.738666667,3.0
762,763,14PA,0,1,11.8502,2,8,28,0,4,10,60,500,209.3333333,-3.896666667,3.0
763,764,14PA,0,1,11.8502,2,8,28,0,8,10,60,500,223.4666667,-0.527,3.0
764,765,14PA,0,1,11.8502,2,8,28,0,12,10,60,500,185.9666667,-0.284666667,3.0
765,766,14PA,0,1,11.8502,2,8,28,0,4,10,80,500,230.6,-1.926666667,2.015
766,767,14PA,0,1,11.8502,2,8,28,0,8,10,80,500,208.0666667,-0.139,2.89
767,768,14PA,0,1,11.8502,2,8,28,0,12,10,80,500,188.6333333,-0.031,2.862
768,769,14PA,0,1,11.8502,2,8,28,0,4,1,20,500,337.1666667,-11.87166667,3.0
769,770,14PA,0,1,11.8502,2,8,28,0,8,1,20,500,247.8666667,-8.006666667,3.0
770,771,14PA,0,1,11.8502,2,8,28,0,12,1,20,500,208.5333333,-8.283333333,3.0
771,772,14PA,0,1,11.8502,2,8,28,0,4,1,40,500,239.25,-15.03333333,3.0
772,773,14PA,0,1,11.8502,2,8,28,0,8,1,40,500,323.1666667,-7.436666667,3.0
773,774,14PA,0,1,11.8502,2,8,28,0,12,1,40,500,255.3,-8.44,3.0
774,775,14PA,0,1,11.8502,2,8,28,0,4,1,60,500,501.3333333,-15.4,2.015
775,776,14PA,0,1,11.8502,2,8,28,0,8,1,60,500,231.3666667,-3.776666667,3.0
776,777,14PA,0,1,11.8502,2,8,28,0,12,1,60,500,229.3333333,-5.566666667,3.0
777,778,14PA,0,1,11.8502,2,8,28,0,4,1,80,500,232.4333333,-6.826666667,3.0
778,779,14PA,0,1,11.8502,2,8,28,0,8,1,80,500,341.5666667,-13.4,3.0
779,780,14PA,0,1,11.8502,2,8,28,0,12,1,80,500,278.9666667,-4.993333333,3.611
780,781,14PA,0,1,11.8502,2,8,28,0,4,200,20,100,198.6,-4.593333333,3.0
781,782,14PA,0,1,11.8502,2,8,28,0,8,200,20,100,144.3666667,-3.04,3.0
783,784,14PA,0,1,11.8502,2,8,28,0,4,200,40,100,162.7333333,-13.76666667,3.0
784,785,14PA,0,1,11.8502,2,8,28,0,8,200,40,100,145.8,-3.333333333,3.0
785,786,14PA,0,1,11.8502,2,8,28,0,12,200,40,100,139.0666667,-2.323333333,3.0
786,787,14PA,0,1,11.8502,2,8,28,0,4,200,60,100,151.2,-4.963333333,3.0
787,788,14PA,0,1,11.8502,2,8,28,0,8,200,60,100,123.4666667,-2.55,3.0
788,789,14PA,0,1,11.8502,2,8,28,0,12,200,60,100,114.8,-1.646666667,3.0
789,790,14PA,0,1,11.8502,2,8,28,0,4,200,80,100,168.1,-6.486666667,3.0
790,791,14PA,0,1,11.8502,2,8,28,0,8,200,80,100,147.2333333,-3.843333333,3.0
791,792,14PA,0,1,11.8502,2,8,28,0,12,200,80,100,150.2,-4.066666667,3.0
792,793,14PA,0,1,11.8502,2,8,28,0,4,100,20,100,139.3666667,-2.46,3.0
794,795,14PA,0,1,11.8502,2,8,28,0,12,100,20,100,120.0666667,-2.693333333,3.0
795,796,14PA,0,1,11.8502,2,8,28,0,4,100,40,100,167.7333333,-5.593333333,3.0
796,797,14PA,0,1,11.8502,2,8,28,0,8,100,40,100,130.9,-1.499,3.0
797,798,14PA,0,1,11.8502,2,8,28,0,12,100,40,100,141.1666667,-1.446,3.0
798,799,14PA,0,1,11.8502,2,8,28,0,4,100,60,100,129.2666667,-2.78,3.0
799,800,14PA,0,1,11.8502,2,8,28,0,8,100,60,100,116.2666667,-1.616666667,3.0
800,801,14PA,0,1,11.8502,2,8,28,0,12,100,60,100,167.0666667,-0.117666667,3.0
801,802,14PA,0,1,11.8502,2,8,28,0,4,100,80,100,181.1666667,-4.66,3.0
802,803,14PA,0,1,11.8502,2,8,28,0,8,100,80,100,146.6,-5.24,3.0
803,804,14PA,0,1,11.8502,2,8,28,0,12,100,80,100,153.0,-2.843333333,3.0
804,805,14PA,0,1,11.8502,2,8,28,0,4,50,20,100,150.3,-5.36,3.0
805,806,14PA,0,1,11.8502,2,8,28,0,8,50,20,100,136.1333333,-4.023333333,3.0
806,807,14PA,0,1,11.8502,2,8,28,0,12,50,20,100,139.5,-2.783333333,3.0
807,808,14PA,0,1,11.8502,2,8,28,0,4,50,40,100,179.5333333,-1.955666667,3.0
808,809,14PA,0,1,11.8502,2,8,28,0,8,50,40,100,136.8333333,-2.006,3.0
809,810,14PA,0,1,11.8502,2,8,28,0,12,50,40,100,124.5333333,-2.606666667,3.0
810,811,14PA,0,1,11.8502,2,8,28,0,4,50,60,100,147.5,-4.78,3.0
811,812,14PA,0,1,11.8502,2,8,28,0,8,50,60,100,117.8333333,-2.276666667,3.0
812,813,14PA,0,1,11.8502,2,8,28,0,12,50,60,100,174.4333333,-0.321666667,3.0
813,814,14PA,0,1,11.8502,2,8,28,0,4,50,80,100,166.5,-5.69,3.0
814,815,14PA,0,1,11.8502,2,8,28,0,8,50,80,100,146.4333333,-3.793333333,3.0
815,816,14PA,0,1,11.8502,2,8,28,0,12,50,80,100,172.0,-2.906666667,3.0
816,817,14PA,0,1,11.8502,2,8,28,0,4,10,20,100,142.4333333,-5.61,3.0
817,818,14PA,0,1,11.8502,2,8,28,0,8,10,20,100,124.6,-2.116666667,3.0
818,819,14PA,0,1,11.8502,2,8,28,0,12,10,20,100,134.9,-2.88,3.0
819,820,14PA,0,1,11.8502,2,8,28,0,4,10,40,100,170.8666667,-3.836666667,3.0
820,821,14PA,0,1,11.8502,2,8,28,0,8,10,40,100,165.8,-2.166666667,3.0
821,822,14PA,0,1,11.8502,2,8,28,0,12,10,40,100,137.2,-2.34,3.0
822,823,14PA,0,1,11.8502,2,8,28,0,4,10,60,100,140.6333333,-3.42,3.068
823,824,14PA,0,1,11.8502,2,8,28,0,8,10,60,100,123.8333333,-2.623333333,3.0
824,825,14PA,0,1,11.8502,2,8,28,0,12,10,60,100,184.6,-1.114333333,3.0
825,826,14PA,0,1,11.8502,2,8,28,0,4,10,80,100,181.1666667,-5.173333333,2.197
826,827,14PA,0,1,11.8502,2,8,28,0,8,10,80,100,163.4,-3.976666667,3.0
827,828,14PA,0,1,11.8502,2,8,28,0,12,10,80,100,156.7666667,-1.926666667,3.0
828,829,14PA,0,1,11.8502,2,8,28,0,4,1,20,100,346.0333333,-12.6,3.0
829,830,14PA,0,1,11.8502,2,8,28,0,8,1,20,100,247.9666667,-5.433333333,3.0
830,831,14PA,0,1,11.8502,2,8,28,0,12,1,20,100,400.5333333,-2.986666667,3.0
831,832,14PA,0,1,11.8502,2,8,28,0,4,1,40,100,204.2333333,-17.43333333,2.526
832,833,14PA,0,1,11.8502,2,8,28,0,8,1,40,100,159.2666667,-6.126666667,3.0
833,834,14PA,0,1,11.8502,2,8,28,0,12,1,40,100,176.7666667,-6.946666667,3.0
834,835,14PA,0,1,11.8502,2,8,28,0,4,1,60,100,183.5666667,-13.76666667,2.833
835,836,14PA,0,1,11.8502,2,8,28,0,8,1,60,100,154.5,-5.553333333,3.0
836,837,14PA,0,1,11.8502,2,8,28,0,12,1,60,100,198.3333333,-5.703333333,3.0
837,838,14PA,0,1,11.8502,2,8,28,0,4,1,80,100,279.1333333,-24.16666667,2.303
838,839,14PA,0,1,11.8502,2,8,28,0,8,1,80,100,185.8,-5.65,3.0
839,840,14PA,0,1,11.8502,2,8,28,0,12,1,80,100,161.5666667,-6.5,2.079
840,841,14PA,0,1,11.8502,2,8,28,0,4,200,20,10,136.6,-5.783333333,3.0
842,843,14PA,0,1,11.8502,2,8,28,0,12,200,20,10,132.0333333,-2.656666667,3.0
843,844,14PA,0,1,11.8502,2,8,28,0,4,200,40,10,118.8333333,-2.87,3.0
844,845,14PA,0,1,11.8502,2,8,28,0,8,200,40,10,101.1166667,-1.001333333,3.0
845,846,14PA,0,1,11.8502,2,8,28,0,12,200,40,10,104.8433333,-1.304,3.0
846,847,14PA,0,1,11.8502,2,8,28,0,4,200,60,10,127.2666667,-2.766666667,3.0
847,848,14PA,0,1,11.8502,2,8,28,0,8,200,60,10,129.6333333,-2.24,3.0
848,849,14PA,0,1,11.8502,2,8,28,0,12,200,60,10,106.2,-0.799666667,3.0
849,850,14PA,0,1,11.8502,2,8,28,0,4,200,80,10,146.4,-4.306666667,3.0
850,851,14PA,0,1,11.8502,2,8,28,0,8,200,80,10,125.3333333,-1.380333333,3.0
851,852,14PA,0,1,11.8502,2,8,28,0,12,200,80,10,126.2666667,-2.326666667,3.0
852,853,14PA,0,1,11.8502,2,8,28,0,4,100,20,10,162.4,-4.35,3.0
853,854,14PA,0,1,11.8502,2,8,28,0,8,100,20,10,116.5333333,-1.746666667,3.0
854,855,14PA,0,1,11.8502,2,8,28,0,12,100,20,10,119.3,-3.026666667,3.0
855,856,14PA,0,1,11.8502,2,8,28,0,4,100,40,10,115.8333333,-10.29333333,3.0
856,857,14PA,0,1,11.8502,2,8,28,0,8,100,40,10,132.1666667,-2.353333333,3.0
857,858,14PA,0,1,11.8502,2,8,28,0,12,100,40,10,118.2666667,-1.74,3.0
858,859,14PA,0,1,11.8502,2,8,28,0,4,100,60,10,121.0,-2.136666667,3.0
859,860,14PA,0,1,11.8502,2,8,28,0,8,100,60,10,111.5333333,-1.166666667,3.0
860,861,14PA,0,1,11.8502,2,8,28,0,12,100,60,10,126.0666667,-2.483333333,3.0
861,862,14PA,0,1,11.8502,2,8,28,0,4,100,80,10,144.3333333,-4.096666667,3.0
862,863,14PA,0,1,11.8502,2,8,28,0,8,100,80,10,116.6333333,-2.266666667,3.0
863,864,14PA,0,1,11.8502,2,8,28,0,12,100,80,10,127.7333333,-0.218,3.0
864,865,14PA,0,1,11.8502,2,8,28,0,4,50,20,10,159.3666667,-8.39,3.0
865,866,14PA,0,1,11.8502,2,8,28,0,8,50,20,10,116.4666667,-2.456666667,3.0
867,868,14PA,0,1,11.8502,2,8,28,0,4,50,40,10,108.6666667,-1.44,3.0
868,869,14PA,0,1,11.8502,2,8,28,0,8,50,40,10,118.8333333,-2.203333333,3.0
869,870,14PA,0,1,11.8502,2,8,28,0,12,50,40,10,113.7333333,-2.22,3.0
870,871,14PA,0,1,11.8502,2,8,28,0,4,50,60,10,132.3,-3.596666667,3.0
871,872,14PA,0,1,11.8502,2,8,28,0,8,50,60,10,117.4333333,-2.566666667,3.0
872,873,14PA,0,1,11.8502,2,8,28,0,12,50,60,10,120.5333333,-2.226666667,3.0
873,874,14PA,0,1,11.8502,2,8,28,0,4,50,80,10,131.1,-1.386666667,3.0
874,875,14PA,0,1,11.8502,2,8,28,0,8,50,80,10,119.6,-2.66,3.0
875,876,14PA,0,1,11.8502,2,8,28,0,12,50,80,10,121.0,-1.334666667,3.0
879,880,14PA,0,1,11.8502,2,8,28,0,4,10,40,10,97.60333333,-2.336666667,3.0
880,881,14PA,0,1,11.8502,2,8,28,0,8,10,40,10,119.1666667,-2.018333333,3.0
881,882,14PA,0,1,11.8502,2,8,28,0,12,10,40,10,103.9666667,-1.347333333,3.0
882,883,14PA,0,1,11.8502,2,8,28,0,4,10,60,10,143.1666667,-2.683333333,3.0
883,884,14PA,0,1,11.8502,2,8,28,0,8,10,60,10,124.6,-2.823333333,3.0
884,885,14PA,0,1,11.8502,2,8,28,0,12,10,60,10,118.8333333,-2.566666667,3.0
885,886,14PA,0,1,11.8502,2,8,28,0,4,10,80,10,128.4666667,-4.26,3.0
886,887,14PA,0,1,11.8502,2,8,28,0,8,10,80,10,122.4,-0.256,3.0
887,888,14PA,0,1,11.8502,2,8,28,0,12,10,80,10,134.6,-1.372,2.89
890,891,14PA,0,1,11.8502,2,8,28,0,12,1,20,10,874.3333333,-2.313333333,3.0
891,892,14PA,0,1,11.8502,2,8,28,0,4,1,40,10,139.2666667,-5.043333333,3.0
892,893,14PA,0,1,11.8502,2,8,28,0,8,1,40,10,163.2333333,-4.753333333,3.0
893,894,14PA,0,1,11.8502,2,8,28,0,12,1,40,10,190.5333333,-5.64,3.0
894,895,14PA,0,1,11.8502,2,8,28,0,4,1,60,10,149.8666667,-6.043333333,3.0
895,896,14PA,0,1,11.8502,2,8,28,0,8,1,60,10,152.6333333,-6.406666667,3.0
896,897,14PA,0,1,11.8502,2,8,28,0,12,1,60,10,183.5,-4.306666667,3.0
897,898,14PA,0,1,11.8502,2,8,28,0,4,1,80,10,169.6,-8.64,3.0
898,899,14PA,0,1,11.8502,2,8,28,0,8,1,80,10,157.9,-5.786666667,3.0
899,900,14PA,0,1,11.8502,2,8,28,0,12,1,80,10,186.1,-3.573333333,3.0
900,901,DDAB,1,0,12.73,0,0,36,0,4,200,20,500,145.9333333,12.13333333,3.0
902,903,DDAB,1,0,12.73,0,0,36,0,12,200,20,500,473.7,12.93333333,3.135
903,904,DDAB,1,0,12.73,0,0,36,0,4,200,40,500,173.3333333,7.903333333,3.0
904,905,DDAB,1,0,12.73,0,0,36,0,8,200,40,500,143.8666667,6.54,3.0
905,906,DDAB,1,0,12.73,0,0,36,0,12,200,40,500,186.3333333,2.443333333,4.682
906,907,DDAB,1,0,12.73,0,0,36,0,4,200,60,500,185.8333333,-5.43,2.079
907,908,DDAB,1,0,12.73,0,0,36,0,8,200,60,500,160.5333333,5.633333333,3.0
908,909,DDAB,1,0,12.73,0,0,36,0,12,200,60,500,132.9666667,0.464333333,4.828
909,910,DDAB,1,0,12.73,0,0,36,0,4,200,80,500,242.4,-21.8,4.394
910,911,DDAB,1,0,12.73,0,0,36,0,8,200,80,500,106.8,2.466666667,3.761
911,912,DDAB,1,0,12.73,0,0,36,0,12,200,80,500,104.0333333,-11.91333333,5.525
915,916,DDAB,1,0,12.73,0,0,36,0,4,100,40,500,174.2,5.666666667,3.0
916,917,DDAB,1,0,12.73,0,0,36,0,8,100,40,500,177.8666667,8.876666667,3.0
917,918,DDAB,1,0,12.73,0,0,36,0,12,100,40,500,130.0333333,1.906666667,2.833
918,919,DDAB,1,0,12.73,0,0,36,0,4,100,60,500,159.0333333,-10.13333333,3.0
919,920,DDAB,1,0,12.73,0,0,36,0,8,100,60,500,130.7,0.829333333,4.466
920,921,DDAB,1,0,12.73,0,0,36,0,12,100,60,500,130.8333333,4.373333333,5.505
921,922,DDAB,1,0,12.73,0,0,36,0,4,100,80,500,212.2333333,-19.76666667,2.303
922,923,DDAB,1,0,12.73,0,0,36,0,8,100,80,500,121.7,6.47,2.944
923,924,DDAB,1,0,12.73,0,0,36,0,12,100,80,500,107.7,-3.599,4.883
927,928,DDAB,1,0,12.73,0,0,36,0,4,50,40,500,172.9,8.536666667,3.0
928,929,DDAB,1,0,12.73,0,0,36,0,8,50,40,500,177.5666667,9.536666667,3.0
929,930,DDAB,1,0,12.73,0,0,36,0,12,50,40,500,151.3333333,-2.658333333,2.197
930,931,DDAB,1,0,12.73,0,0,36,0,4,50,60,500,160.6,-5.226666667,3.0
931,932,DDAB,1,0,12.73,0,0,36,0,8,50,60,500,158.3,-1.371333333,3.0
932,933,DDAB,1,0,12.73,0,0,36,0,12,50,60,500,132.8,2.146666667,5.165
933,934,DDAB,1,0,12.73,0,0,36,0,4,50,80,500,230.8333333,-12.03,2.833
934,935,DDAB,1,0,12.73,0,0,36,0,8,50,80,500,122.1333333,6.88,2.833
935,936,DDAB,1,0,12.73,0,0,36,0,12,50,80,500,115.7666667,-5.71,6.05
936,937,DDAB,1,0,12.73,0,0,36,0,4,10,20,500,164.7,9.616666667,2.639
937,938,DDAB,1,0,12.73,0,0,36,0,8,10,20,500,498.1666667,10.49333333,3.664
939,940,DDAB,1,0,12.73,0,0,36,0,4,10,40,500,185.4666667,8.14,3.0
940,941,DDAB,1,0,12.73,0,0,36,0,8,10,40,500,163.3333333,13.96666667,2.639
941,942,DDAB,1,0,12.73,0,0,36,0,12,10,40,500,149.6666667,5.79,3.807
942,943,DDAB,1,0,12.73,0,0,36,0,4,10,60,500,154.3333333,-0.544333333,2.773
943,944,DDAB,1,0,12.73,0,0,36,0,8,10,60,500,137.2666667,2.826666667,4.06
944,945,DDAB,1,0,12.73,0,0,36,0,12,10,60,500,117.2333333,1.908666667,5.565
945,946,DDAB,1,0,12.73,0,0,36,0,4,10,80,500,255.5,-5.39,4.956
946,947,DDAB,1,0,12.73,0,0,36,0,8,10,80,500,110.3666667,10.8,5.991
947,948,DDAB,1,0,12.73,0,0,36,0,12,10,80,500,112.2666667,32.86666667,6.834
948,949,DDAB,1,0,12.73,0,0,36,0,4,1,20,500,194.9,14.7,5.945
951,952,DDAB,1,0,12.73,0,0,36,0,4,1,40,500,195.9,19.6,5.545
952,953,DDAB,1,0,12.73,0,0,36,0,8,1,40,500,140.6333333,21.26666667,3.892
953,954,DDAB,1,0,12.73,0,0,36,0,12,1,40,500,185.2,14.2,3.0
954,955,DDAB,1,0,12.73,0,0,36,0,4,1,60,500,213.6,14.26666667,5.328
955,956,DDAB,1,0,12.73,0,0,36,0,8,1,60,500,150.9333333,15.46666667,4.585
956,957,DDAB,1,0,12.73,0,0,36,0,12,1,60,500,150.2333333,15.53333333,2.197
957,958,DDAB,1,0,12.73,0,0,36,0,4,1,80,500,300.9666667,-0.805,6.131
958,959,DDAB,1,0,12.73,0,0,36,0,8,1,80,500,133.4,22.93333333,6.138
959,960,DDAB,1,0,12.73,0,0,36,0,12,1,80,500,153.8666667,38.2,5.79
961,962,DDAB,1,0,12.73,0,0,36,0,8,200,20,100,169.7666667,-1.823333333,2.197
963,964,DDAB,1,0,12.73,0,0,36,0,4,200,40,100,190.9666667,4.643333333,4.078
965,966,DDAB,1,0,12.73,0,0,36,0,12,200,40,100,170.2666667,2.91,4.595
966,967,DDAB,1,0,12.73,0,0,36,0,4,200,60,100,159.0666667,7.4,3.0
967,968,DDAB,1,0,12.73,0,0,36,0,8,200,60,100,140.5333333,6.18,2.996
968,969,DDAB,1,0,12.73,0,0,36,0,12,200,60,100,127.2666667,8.59,4.836
969,970,DDAB,1,0,12.73,0,0,36,0,4,200,80,100,131.1666667,8.573333333,5.257
970,971,DDAB,1,0,12.73,0,0,36,0,8,200,80,100,128.2,1.683333333,5.922
971,972,DDAB,1,0,12.73,0,0,36,0,12,200,80,100,125.3333333,2.076666667,4.787
974,975,DDAB,1,0,12.73,0,0,36,0,12,100,20,100,136.6666667,-0.237733333,2.398
976,977,DDAB,1,0,12.73,0,0,36,0,8,100,40,100,171.6333333,6.66,3.0
978,979,DDAB,1,0,12.73,0,0,36,0,4,100,60,100,153.2333333,7.173333333,2.996
979,980,DDAB,1,0,12.73,0,0,36,0,8,100,60,100,110.4333333,4.58,3.784
980,981,DDAB,1,0,12.73,0,0,36,0,12,100,60,100,143.0666667,6.5,3.219
981,982,DDAB,1,0,12.73,0,0,36,0,4,100,80,100,134.9333333,8.523333333,3.045
982,983,DDAB,1,0,12.73,0,0,36,0,8,100,80,100,120.1333333,4.36,3.0
983,984,DDAB,1,0,12.73,0,0,36,0,12,100,80,100,102.2966667,1.221,4.143
984,985,DDAB,1,0,12.73,0,0,36,0,4,50,20,100,122.2333333,-0.675,3.367
986,987,DDAB,1,0,12.73,0,0,36,0,12,50,20,100,126.4666667,3.94,4.317
987,988,DDAB,1,0,12.73,0,0,36,0,4,50,40,100,189.7333333,5.51,4.984
988,989,DDAB,1,0,12.73,0,0,36,0,8,50,40,100,174.6,2.436666667,3.0
989,990,DDAB,1,0,12.73,0,0,36,0,12,50,40,100,159.8666667,7.05,4.796
990,991,DDAB,1,0,12.73,0,0,36,0,4,50,60,100,140.7,7.98,5.71
991,992,DDAB,1,0,12.73,0,0,36,0,8,50,60,100,139.5333333,8.23,3.178
992,993,DDAB,1,0,12.73,0,0,36,0,12,50,60,100,151.2,7.35,4.82
993,994,DDAB,1,0,12.73,0,0,36,0,4,50,80,100,127.9666667,8.526666667,4.466
994,995,DDAB,1,0,12.73,0,0,36,0,8,50,80,100,114.8333333,4.426666667,4.078
995,996,DDAB,1,0,12.73,0,0,36,0,12,50,80,100,91.54,4.913333333,3.0
996,997,DDAB,1,0,12.73,0,0,36,0,4,10,20,100,113.9666667,4.576666667,3.199
999,1000,DDAB,1,0,12.73,0,0,36,0,4,10,40,100,131.7,5.266666667,4.595
1000,1001,DDAB,1,0,12.73,0,0,36,0,8,10,40,100,146.2666667,4.823333333,3.332
1001,1002,DDAB,1,0,12.73,0,0,36,0,12,10,40,100,124.9666667,4.396666667,4.197
1002,1003,DDAB,1,0,12.73,0,0,36,0,4,10,60,100,133.3,5.976666667,5.382
1003,1004,DDAB,1,0,12.73,0,0,36,0,8,10,60,100,147.6666667,7.0,3.951
1004,1005,DDAB,1,0,12.73,0,0,36,0,12,10,60,100,128.9333333,5.493333333,4.449
1005,1006,DDAB,1,0,12.73,0,0,36,0,4,10,80,100,129.7,8.37,5.468
1006,1007,DDAB,1,0,12.73,0,0,36,0,8,10,80,100,88.21333333,2.646666667,4.86
1007,1008,DDAB,1,0,12.73,0,0,36,0,12,10,80,100,86.61,5.016666667,4.407
1008,1009,DDAB,1,0,12.73,0,0,36,0,4,1,20,100,97.09666667,3.523333333,5.911
1009,1010,DDAB,1,0,12.73,0,0,36,0,8,1,20,100,125.0333333,8.636666667,5.753
1010,1011,DDAB,1,0,12.73,0,0,36,0,12,1,20,100,150.1,7.9,4.564
1011,1012,DDAB,1,0,12.73,0,0,36,0,4,1,40,100,116.0,5.51,4.949
1012,1013,DDAB,1,0,12.73,0,0,36,0,8,1,40,100,120.9333333,7.95,5.014
1013,1014,DDAB,1,0,12.73,0,0,36,0,12,1,40,100,140.9333333,10.19,5.485
1014,1015,DDAB,1,0,12.73,0,0,36,0,4,1,60,100,154.5,8.826666667,5.024
1015,1016,DDAB,1,0,12.73,0,0,36,0,8,1,60,100,149.3333333,10.71,5.011
1016,1017,DDAB,1,0,12.73,0,0,36,0,12,1,60,100,146.9666667,14.23333333,5.368
1017,1018,DDAB,1,0,12.73,0,0,36,0,4,1,80,100,172.9666667,13.56666667,5.589
1018,1019,DDAB,1,0,12.73,0,0,36,0,8,1,80,100,95.48333333,18.53333333,6.152
1019,1020,DDAB,1,0,12.73,0,0,36,0,12,1,80,100,97.44333333,18.13333333,5.685
