,Model,Optimized_Cell_Type,Model Params,Cell_Type_Tested,MAE,Spearmans Rank,Pearsons Correlation
24,RF,B16,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'absolute_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",HEK293,0.078757421715491,0.8452907600586168,0.8326989141217553
25,RF,B16,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'absolute_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",HepG2,0.06219422208796925,0.7635716794484846,0.8804551872259626
26,RF,B16,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'absolute_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",N2a,0.053691033150903594,0.8949149610095946,0.9135207937151693
27,RF,B16,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'absolute_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",ARPE19,0.09023144397941886,0.866652071355694,0.8665726263904919
28,RF,B16,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'absolute_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",B16,0.04760469017127092,0.9198927516291842,0.9332285658077336
29,RF,B16,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'absolute_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 4, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",PC3,0.05875253860905511,0.7310598838042373,0.9104735349247935
30,RF,PC3,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",HEK293,0.08021545275990974,0.837497964204202,0.8250403712931685
31,RF,PC3,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",HepG2,0.062479044567807354,0.7748225414985753,0.8776455611755765
32,RF,PC3,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",N2a,0.05453898352563542,0.8911136663637123,0.9127949807182598
33,RF,PC3,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",ARPE19,0.0899097544354094,0.867173666123218,0.8704084211340306
34,RF,PC3,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",B16,0.049532176010927464,0.9144988227482671,0.9274420184526663
35,RF,PC3,"{'bootstrap': True, 'ccp_alpha': 0, 'criterion': 'squared_error', 'max_depth': None, 'max_features': None, 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 6, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': None, 'oob_score': True, 'random_state': 4, 'verbose': 0, 'warm_start': False}",PC3,0.059041888401049326,0.7338233105326023,0.908909082113767
36,XGB,HEK293,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 1, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HEK293,0.07400244202859001,0.8485472866942636,0.8379241872601209
37,XGB,HEK293,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 1, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HepG2,0.0598235194519662,0.7693408237656714,0.8934795407587302
38,XGB,HEK293,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 1, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",N2a,0.05003349360061794,0.9054348214960991,0.9266387604063273
39,XGB,HEK293,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 1, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",ARPE19,0.0809581683516693,0.8849150417151938,0.8895934404482873
40,XGB,HEK293,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 1, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",B16,0.043006883820710086,0.9295059556930546,0.9457410602691776
41,XGB,HEK293,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 1, 'max_depth': 9, 'max_leaves': 0, 'min_child_weight': 2.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 400, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.1, 'reg_lambda': 0.001, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.7, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",PC3,0.06015242567589429,0.7068577268242342,0.9116799243278564
42,XGB,HepG2,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 4, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.001, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HEK293,0.07742982296256516,0.8357843220996327,0.8241744438286855
43,XGB,HepG2,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 4, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.001, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",HepG2,0.06396133762316414,0.7687454929713261,0.8809392104114696
44,XGB,HepG2,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 4, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.001, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",N2a,0.055292770366829655,0.9012344831804776,0.9179335988520565
45,XGB,HepG2,"{'objective': 'reg:squarederror', 'base_score': 0.5, 'booster': 'dart', 'callbacks': None, 'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'early_stopping_rounds': None, 'enable_categorical': False, 'eval_metric': None, 'feature_types': None, 'gamma': 0, 'gpu_id': -1, 'grow_policy': 'depthwise', 'importance_type': None, 'interaction_constraints': '', 'learning_rate': 0.05, 'max_bin': 256, 'max_cat_threshold': 64, 'max_cat_to_onehot': 4, 'max_delta_step': 8, 'max_depth': 4, 'max_leaves': 0, 'min_child_weight': 5.0, 'missing': nan, 'monotone_constraints': '()', 'n_estimators': 300, 'n_jobs': 0, 'num_parallel_tree': 1, 'predictor': 'auto', 'random_state': 0, 'reg_alpha': 0.001, 'reg_lambda': 0.1, 'sampling_method': 'uniform', 'scale_pos_weight': 1, 'subsample': 0.8, 'tree_method': 'exact', 'validate_parameters': 1, 'verbosity': None}",ARPE19,0.09072647428508394,0.8622116921596451,0.8727319184458786
