,RLU_N2a
583,0.2346060769023931
584,0.24025275611723573
585,0.2285560634579188
586,0.03979564399031993
587,0.1329658510352245
588,0.5786501747781662
589,0.566953482118849
590,0.47230438289862864
591,0.4361387469749932
592,0.5095455767679483
593,0.5263511696692659
594,0.24684054853455228
595,0.3432374294165098
596,0.36488303307340686
597,0.1734337187415972
598,0.19239042753428337
599,0.2489916644259209
600,0.3746974993277762
601,0.25719279376176396
602,0.23097606883570854
603,0.2346060769023931
604,0.2807206238236085
605,0.25208389351976335
606,0.17894595321322937
607,0.1449314331809627
608,0.06265125033611185
609,0.11992471094380208
610,0.0
611,0.018150040333422934
612,0.36743748319440706
613,0.3236084969077708
614,0.20744823877386398
615,0.23917719817155147
616,0.2500672223716053
617,0.24576499058886803
618,0.23339607421349817
619,0.1599892444205432
620,0.1493681097069104
621,0.2130949179887066
622,0.053912342027426674
623,0.04463565474589942
624,0.4034686743748319
625,0.2807206238236085
626,0.22492605539123423
627,0.34431298736219407
628,0.29026620059155683
629,0.28798063995697765
630,0.31164291476203276
631,0.25114278031728965
632,0.20744823877386398
633,0.2436138746974993
634,0.16590481312180694
635,0.07071793492874423
636,0.4714977144393653
637,0.43640763646141434
638,0.36353858564130137
639,0.43116429147620317
640,0.22237160527023392
641,0.28636730303845115
642,0.0892713094917989
643,0.22237160527023392
644,0.1753159451465448
645,0.06265125033611185
646,0.0
647,0.0
648,0.7342027426727615
649,0.5972035493412207
650,0.6434525410056466
651,0.6794837321860714
652,0.6093035762301693
653,0.5345522990051088
654,0.6355203011562247
655,0.5178811508470018
656,0.5246033880075288
657,0.0
658,0.1954826566281258
659,0.3096262436138747
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.11710137133638077
667,0.0959935466523259
668,0.18244151653670337
669,0.0
670,0.04463565474589942
671,0.10849690777090615
672,0.0
673,0.0
674,0.0
675,0.04463565474589942
676,0.053912342027426674
677,0.16590481312180694
678,0.0
679,0.22990051089002417
680,0.2381016402258671
681,0.0
682,0.07851573003495566
683,0.18405485345522987
684,0.0
685,0.0
686,0.0
687,0.0
688,0.11427803172895945
689,0.137805861790804
690,0.0583490185533746
691,0.1253025006722237
692,0.16200591556870125
693,0.018150040333422934
694,0.09922022048937884
695,0.16778703952675456
696,0.0
697,0.0
698,0.0
699,0.07071793492874423
700,0.06265125033611185
701,0.11427803172895945
702,0.1329658510352245
703,0.15367034148964775
704,0.22613605808012904
705,0.07851573003495566
706,0.11710137133638077
707,0.22358160795912885
708,0.0
709,0.0
710,0.0
711,0.0892713094917989
712,0.08214573810164022
713,0.0
714,0.29174509276687277
715,0.3967464372143048
716,0.35842968539930087
717,0.3300618445818768
718,0.2781661737026082
719,0.3218607152460339
