,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HEK293
660,661,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,10,4.677
661,662,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,10,6.24
662,663,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,10,5.956
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,7.545
664,665,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,10,7.316
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,6.856
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,7.295
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,8.427
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,8.624
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,3.761
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,5.748
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,8.142
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,5.631
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,6.504
674,675,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,10,6.052
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,7.51
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,7.583
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,6.84
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,7.318
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,8.445
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,8.604
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,4.103
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,6.481
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,8.605
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,5.727
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,6.434
686,687,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,10,5.79
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,7.458
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,7.696
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,6.835
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,7.045
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,8.738
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,9.34
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,5.007
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,7.103
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,9.033
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,4.052
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,6.381
698,699,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,10,5.866
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,8.435
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,7.985
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,7.431
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,7.995
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,9.782
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,9.438
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,6.74
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,7.648
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,8.969
708,709,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,10,3.0
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,3.0
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,3.0
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,3.0
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,4.673
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,6.341
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,3.0
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,4.783
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,6.398
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,4.103
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,5.826
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,8.334
720,721,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,500,6.648
721,722,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,500,6.529
722,723,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,500,8.589
723,724,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,500,7.189
724,725,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,500,7.819
725,726,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,500,7.85
726,727,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,500,7.271
727,728,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,500,9.292
728,729,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,500,8.123
729,730,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,500,4.7
730,731,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,500,3.784
731,732,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,500,4.304
732,733,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,500,6.429
733,734,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,500,7.37
734,735,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,500,8.234
735,736,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,500,5.974
736,737,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,500,7.55
737,738,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,500,5.533
738,739,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,500,6.838
739,740,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,500,7.306
740,741,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,500,8.516
741,742,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,500,3.0
742,743,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,500,4.431
743,744,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,500,4.956
744,745,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,500,6.623
745,746,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,500,7.476
746,747,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,500,7.608
747,748,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,500,7.21
748,749,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,500,5.645
749,750,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,500,7.383
750,751,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,500,7.584
751,752,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,500,7.339
752,753,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,500,7.87
753,754,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,500,3.219
754,755,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,500,5.781
755,756,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,500,4.256
756,757,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,500,8.336
757,758,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,500,7.637
758,759,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,500,7.949
759,760,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,500,8.598
760,761,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,500,6.691
761,762,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,500,6.434
762,763,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,500,6.865
763,764,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,500,7.857
764,765,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,500,8.291
765,766,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,500,4.494
766,767,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,500,7.24
767,768,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,500,5.608
768,769,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,20,500,9.332
769,770,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,20,500,8.359
770,771,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,20,500,7.139
771,772,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,500,6.479
772,773,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,500,6.925
773,774,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,500,6.825
774,775,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,500,7.114
775,776,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,500,4.909
776,777,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,500,4.796
777,778,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,500,4.86
778,779,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,500,4.99
779,780,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,500,3.624
780,781,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,100,7.544
781,782,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,100,7.381
782,783,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,100,8.498
783,784,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,100,9.432
784,785,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,100,8.539
785,786,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,100,8.232
786,787,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,100,9.294
787,788,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,100,10.087
788,789,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,100,10.058
789,790,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,100,3.045
790,791,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,100,6.139
791,792,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,100,6.34
792,793,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,100,7.882
793,794,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,100,7.788
794,795,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,100,8.284
795,796,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,100,8.651
796,797,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,100,9.218
797,798,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,100,8.987
798,799,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,100,10.667
799,800,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,100,9.36
800,801,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,100,10.184
801,802,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,100,4.754
802,803,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,100,6.722
803,804,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,100,3.0
804,805,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,100,7.681
805,806,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,100,8.118
806,807,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,100,8.747
807,808,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,100,8.91
808,809,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,100,8.732
809,810,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,100,8.553
810,811,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,100,10.207
811,812,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,100,10.704
812,813,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,100,10.619
813,814,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,100,5.296
814,815,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,100,6.118
815,816,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,100,6.619
816,817,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,100,8.991
817,818,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,100,8.129
818,819,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,100,7.999
819,820,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,100,8.834
820,821,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,100,9.404
821,822,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,100,8.201
822,823,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,100,9.115
823,824,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,100,9.162
824,825,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,100,9.74
825,826,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,100,6.883
826,827,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,100,6.787
827,828,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,100,5.733
828,829,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,20,100,7.737
829,830,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,20,100,8.015
830,831,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,20,100,5.984
831,832,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,100,9.149
832,833,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,100,7.229
833,834,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,100,6.78
834,835,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,100,9.833
835,836,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,100,7.693
836,837,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,100,7.822
837,838,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,100,6.668
838,839,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,100,6.54
839,840,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,100,5.311
840,841,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,10,5.805
841,842,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,10,6.492
842,843,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,10,6.676
843,844,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,10,7.298
844,845,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,10,7.938
845,846,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,10,7.26
846,847,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,10,6.031
847,848,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,10,7.54
848,849,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,10,8.319
849,850,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,10,5.133
850,851,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,10,4.174
851,852,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,10,5.617
852,853,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,10,6.163
853,854,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,10,6.248
854,855,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,10,6.522
855,856,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,10,6.946
856,857,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,10,7.414
857,858,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,10,7.237
858,859,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,10,6.959
859,860,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,10,7.969
860,861,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,10,8.736
861,862,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,10,4.898
862,863,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,10,6.409
863,864,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,10,6.461
864,865,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,10,5.168
865,866,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,10,6.399
866,867,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,10,6.465
867,868,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,10,7.604
868,869,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,10,7.719
869,870,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,10,6.732
870,871,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,10,7.011
871,872,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,10,7.337
872,873,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,10,8.409
873,874,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,10,5.651
874,875,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,10,7.983
875,876,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,10,7.238
876,877,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,10,4.984
877,878,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,10,5.725
878,879,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,10,5.999
879,880,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,10,6.854
880,881,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,10,7.276
881,882,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,10,6.766
882,883,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,10,7.656
883,884,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,10,7.451
884,885,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,10,8.113
885,886,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,10,5.974
886,887,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,10,5.673
887,888,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,10,6.607
888,889,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,20,10,3.0
889,890,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,20,10,3.497
890,891,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,20,10,3.045
891,892,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,10,5.418
892,893,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,10,6.223
893,894,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,10,5.756
894,895,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,10,6.874
895,896,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,10,6.947
896,897,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,10,6.51
897,898,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,10,5.719
898,899,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,10,5.298
899,900,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,10,6.133
900,901,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,500,3.114
901,902,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,500,7.898
902,903,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,500,8.732
903,904,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,500,5.182
904,905,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,500,7.84
905,906,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,500,10.853
906,907,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,500,9.468
907,908,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,500,9.015
908,909,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,500,12.37
909,910,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,500,11.671
910,911,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,500,10.017
911,912,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,500,10.68
912,913,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,500,5.159
913,914,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,500,7.209
914,915,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,500,8.547
915,916,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,500,5.1
916,917,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,500,8.416
917,918,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,500,9.634
918,919,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,500,9.103
919,920,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,500,11.379
920,921,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,500,11.551
921,922,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,500,7.103
922,923,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,500,7.753
923,924,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,500,8.963
924,925,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,500,5.825
925,926,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,500,5.257
926,927,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,500,7.586
927,928,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,500,6.331
928,929,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,500,8.378
929,930,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,500,8.577
930,931,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,500,8.74
931,932,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,500,8.061
932,933,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,500,10.683
933,934,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,500,6.98
934,935,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,500,7.25
935,936,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,500,9.784
936,937,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,500,6.843
937,938,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,500,7.814
938,939,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,500,5.899
939,940,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,500,6.747
940,941,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,500,7.441
941,942,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,500,9.656
942,943,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,500,7.889
943,944,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,500,8.529
944,945,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,500,9.988
945,946,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,500,6.014
946,947,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,500,7.553
947,948,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,500,8.397
948,949,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,500,9.262
949,950,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,500,8.026
950,951,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,500,8.497
951,952,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,500,10.271
952,953,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,500,9.743
953,954,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,500,9.032
954,955,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,500,10.253
955,956,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,500,10.033
956,957,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,500,7.97
957,958,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,500,8.452
958,959,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,500,9.411
959,960,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,500,8.308
960,961,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,100,6.507
961,962,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,100,7.799
962,963,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,100,6.77
963,964,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,100,10.534
964,965,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,100,9.481
965,966,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,100,11.126
966,967,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,100,9.262
967,968,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,100,8.937
968,969,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,100,10.675
969,970,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,100,8.895
970,971,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,100,8.827
971,972,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,100,8.81
972,973,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,100,8.432
973,974,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,100,5.118
974,975,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,100,7.492
975,976,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,100,8.432
976,977,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,100,8.012
977,978,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,100,8.443
978,979,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,100,8.493
979,980,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,100,9.694
980,981,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,100,9.21
981,982,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,100,8.916
982,983,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,100,7.981
983,984,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,100,7.909
984,985,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,100,7.2
985,986,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,100,6.86
986,987,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,100,8.49
987,988,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,100,10.396
988,989,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,100,7.986
989,990,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,100,9.304
990,991,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,100,11.569
991,992,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,100,9.619
992,993,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,100,10.938
993,994,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,100,9.043
994,995,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,100,9.182
995,996,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,100,8.493
996,997,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,100,7.911
