,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_B16
43,224,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,500,2.674
44,225,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,500,4.103
45,226,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,500,1.705
46,227,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,500,3.57
47,228,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,500,4.317
48,229,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,500,3.296
49,230,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,500,2.251
50,231,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,500,2.603
51,232,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,500,0.693
52,233,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,500,3.726
53,234,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,500,2.603
54,235,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,500,2.639
55,236,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,500,3.807
56,237,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,500,4.167
57,238,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,500,3.638
58,239,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,500,5.185
59,240,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,500,5.707
60,241,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,100,3.314
61,242,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,100,3.045
62,243,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,100,3.512
63,244,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,100,2.197
64,245,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,100,3.555
65,246,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,100,4.419
66,247,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,100,2.251
67,248,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,100,1.946
68,249,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,100,2.485
69,250,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,100,1.609
70,251,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,100,1.504
71,252,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,100,5.841
72,253,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,100,3.481
73,254,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,100,2.944
74,255,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,100,3.434
75,256,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,100,2.603
76,257,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,100,3.624
77,258,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,100,3.871
78,259,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,100,2.603
79,260,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,100,2.303
80,261,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,100,4.324
81,262,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,100,1.792
82,263,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,100,1.792
83,264,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,100,5.021
84,265,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,100,3.296
85,266,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,100,2.708
86,267,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,100,2.89
87,268,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,100,3.157
88,269,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,100,4.19
89,270,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,100,6.146
90,271,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,100,2.773
91,272,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,100,3.541
92,273,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,100,5.142
93,274,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,100,2.862
94,275,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,100,2.442
95,276,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,100,5.952
96,277,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,100,3.624
97,278,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,100,3.384
98,279,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,100,3.784
99,280,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,100,4.35
100,281,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,100,5.836
101,282,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,100,6.599
102,283,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,100,3.85
103,284,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,100,4.696
104,285,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,100,6.184
105,286,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,100,3.761
106,287,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,100,4.143
107,288,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,100,5.531
108,289,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,100,4.615
109,290,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,100,2.197
110,291,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,100,2.773
111,292,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,100,4.883
112,293,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,100,5.097
113,294,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,100,4.687
114,295,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,100,5.529
115,296,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,100,6.308
116,297,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,100,5.844
117,298,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,100,6.763
118,299,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,100,6.818
119,300,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,100,6.02
120,301,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,20,10,1.253
121,302,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,20,10,1.504
122,303,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,20,10,2.526
123,304,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,40,10,2.398
124,305,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,40,10,2.251
125,306,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,40,10,3.239
126,307,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,60,10,1.946
127,308,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,60,10,2.251
128,309,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,60,10,3.114
129,310,DOPE,1,1,9.784,134.0,2,9,36,2,4,200,80,10,1.253
130,311,DOPE,1,1,9.784,134.0,2,9,36,2,8,200,80,10,1.792
131,312,DOPE,1,1,9.784,134.0,2,9,36,2,12,200,80,10,4.111
132,313,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,20,10,1.386
133,314,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,20,10,1.253
134,315,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,20,10,1.609
135,316,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,40,10,2.708
136,317,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,40,10,2.251
137,318,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,40,10,1.705
138,319,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,60,10,2.351
139,320,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,60,10,2.485
140,321,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,60,10,2.708
141,322,DOPE,1,1,9.784,134.0,2,9,36,2,4,100,80,10,1.504
142,323,DOPE,1,1,9.784,134.0,2,9,36,2,8,100,80,10,2.079
143,324,DOPE,1,1,9.784,134.0,2,9,36,2,12,100,80,10,3.277
144,325,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,20,10,1.386
145,326,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,20,10,1.386
146,327,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,20,10,1.504
147,328,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,40,10,2.833
148,329,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,40,10,2.803
149,330,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,40,10,2.674
150,331,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,60,10,1.504
151,332,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,60,10,2.398
152,333,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,60,10,2.565
153,334,DOPE,1,1,9.784,134.0,2,9,36,2,4,50,80,10,1.705
154,335,DOPE,1,1,9.784,134.0,2,9,36,2,8,50,80,10,2.398
155,336,DOPE,1,1,9.784,134.0,2,9,36,2,12,50,80,10,3.75
156,337,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,20,10,1.946
157,338,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,20,10,1.386
158,339,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,20,10,1.099
159,340,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,40,10,3.091
160,341,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,40,10,2.526
161,342,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,40,10,2.526
162,343,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,60,10,3.367
163,344,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,60,10,3.239
164,345,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,60,10,3.541
165,346,DOPE,1,1,9.784,134.0,2,9,36,2,4,10,80,10,2.14
166,347,DOPE,1,1,9.784,134.0,2,9,36,2,8,10,80,10,3.401
167,348,DOPE,1,1,9.784,134.0,2,9,36,2,12,10,80,10,4.635
168,349,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,20,10,0.916
169,350,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,20,10,0.916
170,351,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,20,10,1.504
171,352,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,40,10,1.386
172,353,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,40,10,1.705
173,354,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,40,10,4.812
174,355,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,60,10,2.565
175,356,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,60,10,3.314
176,357,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,60,10,4.127
177,358,DOPE,1,1,9.784,134.0,2,9,36,2,4,1,80,10,4.527
178,359,DOPE,1,1,9.784,134.0,2,9,36,2,8,1,80,10,4.654
179,360,DOPE,1,1,9.784,134.0,2,9,36,2,12,1,80,10,6.157
180,361,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,500,7.449
181,362,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,500,6.663
182,363,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,500,6.676
183,364,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,500,5.409
184,365,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,500,6.233
185,366,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,500,6.531
186,367,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,500,3.114
187,368,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,500,3.219
188,369,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,500,4.143
189,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,2.526
190,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,1.705
191,372,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,500,4.625
192,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,6.521
193,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,6.384
194,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,5.962
195,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,5.912
196,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,5.112
197,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,5.859
198,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,3.481
199,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,2.708
200,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,4.241
201,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,1.705
202,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,2.251
203,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,5.722
204,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,6.505
205,386,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,500,5.936
206,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,6.12
207,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,5.938
208,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,5.861
209,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,6.247
210,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,4.016
211,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,3.676
212,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,5.097
213,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,3.584
214,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,3.332
215,396,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,500,5.825
216,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,6.933
217,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,6.243
218,399,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,500,5.661
219,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,6.227
220,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,5.981
221,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,5.916
222,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,6.778
223,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,6.669
224,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,7.325
225,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,6.623
226,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,6.767
227,408,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,500,7.465
228,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,10.648
229,410,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,500,9.854
230,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,9.382
231,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,8.692
232,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,9.43
233,414,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,500,9.561
234,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,6.885
235,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,8.863
236,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,9.073
237,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,8.115
238,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,9.558
239,420,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,500,10.037
240,421,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,100,6.058
241,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,4.522
242,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,3.912
243,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,5.173
244,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,2.97
245,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,2.773
246,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,4.804
247,433,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,100,5.46
248,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,3.932
249,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,3.784
250,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,5.34
251,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,2.674
252,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,1.705
253,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,5.719
254,445,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,100,5.702
255,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,3.818
256,447,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,100,4.248
257,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,6.262
258,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,3.98
259,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,4.052
260,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,6.975
261,457,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,100,7.26
262,458,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,100,6.314
263,459,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,100,7.349
264,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,8.851
265,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,7.2
266,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,7.779
267,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,8.069
268,469,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,100,9.328
269,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,8.567
270,471,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,100,7.795
271,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,9.459
272,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,7.105
273,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,9.323
274,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,11.172
275,481,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,20,10,1.946
276,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,2.14
277,483,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,10,1.504
278,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,3.761
279,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,5.513
280,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,2.351
281,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,2.674
282,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,4.369
283,493,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,10,0.916
284,494,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,10,1.504
285,495,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,10,1.386
286,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,3.75
287,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,5.826
288,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,1.946
289,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,2.197
290,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,5.553
291,505,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,10,1.386
292,506,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,10,1.792
293,507,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,10,1.253
294,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,4.425
295,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,5.702
296,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,2.674
297,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,2.89
298,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,5.449
299,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,3.418
300,518,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,10,2.442
301,519,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,20,10,2.565
302,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,5.882
303,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,7.516
304,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,4.966
305,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,5.236
306,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,7.095
307,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,2.773
308,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,2.079
309,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,2.674
310,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,4.376
311,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,4.64
312,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,4.248
313,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,6.856
314,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,6.476
315,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,4.533
316,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,4.369
317,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,3.97
318,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,3.689
319,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,4.227
320,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,4.388
321,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,2.14
322,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,1.872
323,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,2.803
324,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,2.015
325,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,1.386
326,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,2.197
327,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,4.57
328,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,3.861
329,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,4.094
330,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,3.951
