,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_N2a
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,6.902
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,1.792
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,4.454
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,5.303
660,661,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,10,2.079
661,662,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,10,2.079
662,663,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,10,2.197
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,2.833
664,665,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,10,2.944
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,2.773
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,3.871
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,3.714
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,4.357
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,2.639
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,3.332
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,3.807
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,2.303
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,2.197
674,675,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,10,1.386
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,3.332
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,3.401
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,4.234
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,2.89
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,4.71
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,4.771
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,2.708
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,3.584
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,4.369
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,2.303
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,2.197
686,687,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,10,1.792
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,2.485
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,3.85
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,4.025
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,3.434
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,3.932
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,4.205
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,3.135
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,3.738
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,4.248
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,2.303
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,1.792
698,699,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,10,1.386
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,3.526
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,3.466
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,3.85
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,3.989
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,4.143
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,4.682
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,3.584
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,3.871
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,4.663
708,709,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,10,2.079
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,1.792
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,1.386
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,3.664
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,3.611
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,2.89
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,5.17
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,5.951
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,5.666
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,5.455
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,5.069
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,5.394
