,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_HepG2
997,998,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,20,100,3.135
998,999,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,20,100,3.597
999,1000,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,40,100,4.595
1000,1001,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,40,100,3.332
1001,1002,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,40,100,4.197
1002,1003,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,60,100,5.382
1003,1004,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,60,100,3.951
1004,1005,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,60,100,4.449
1005,1006,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,80,100,5.468
1006,1007,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,80,100,4.86
1007,1008,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,80,100,4.407
1008,1009,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,20,100,5.911
1009,1010,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,20,100,5.753
1010,1011,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,20,100,4.564
1011,1012,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,40,100,4.949
1012,1013,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,40,100,5.014
1013,1014,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,40,100,5.485
1014,1015,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,60,100,5.024
1015,1016,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,60,100,5.011
1016,1017,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,60,100,5.368
1017,1018,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,80,100,5.589
1018,1019,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,80,100,6.152
1019,1020,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,80,100,5.685
1020,1021,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,20,10,1.253
1021,1022,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,20,10,0.916
1022,1023,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,20,10,0.693
1023,1024,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,40,10,0.693
1024,1025,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,40,10,0.916
1025,1026,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,40,10,0.405
1026,1027,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,60,10,1.253
1027,1028,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,60,10,0.693
1028,1029,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,60,10,2.14
1029,1030,DDAB,1,0,12.73,0,0,36,0,551.0,4,200,80,10,0.916
1030,1031,DDAB,1,0,12.73,0,0,36,0,551.0,8,200,80,10,0.693
1031,1032,DDAB,1,0,12.73,0,0,36,0,551.0,12,200,80,10,4.984
1032,1033,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,20,10,0.916
1033,1034,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,20,10,1.0
1034,1035,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,20,10,0.405
1035,1036,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,40,10,1.099
1036,1037,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,40,10,0.693
1037,1038,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,40,10,0.693
1038,1039,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,60,10,0.405
1039,1040,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,60,10,1.253
1040,1041,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,60,10,1.253
1041,1042,DDAB,1,0,12.73,0,0,36,0,551.0,4,100,80,10,1.253
1042,1043,DDAB,1,0,12.73,0,0,36,0,551.0,8,100,80,10,1.253
1043,1044,DDAB,1,0,12.73,0,0,36,0,551.0,12,100,80,10,4.382
1044,1045,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,20,10,0.405
1045,1046,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,20,10,0.916
1046,1047,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,20,10,1.099
1047,1048,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,40,10,1.253
1048,1049,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,40,10,1.386
1049,1050,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,40,10,3.497
1050,1051,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,60,10,0.916
1051,1052,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,60,10,1.099
1052,1053,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,60,10,3.932
1053,1054,DDAB,1,0,12.73,0,0,36,0,551.0,4,50,80,10,1.386
1054,1055,DDAB,1,0,12.73,0,0,36,0,551.0,8,50,80,10,1.609
1055,1056,DDAB,1,0,12.73,0,0,36,0,551.0,12,50,80,10,4.516
1056,1057,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,20,10,0.693
1057,1058,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,20,10,0.405
1058,1059,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,20,10,0.405
1059,1060,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,40,10,1.386
1060,1061,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,40,10,2.015
1061,1062,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,40,10,3.418
1062,1063,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,60,10,3.597
1063,1064,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,60,10,3.701
1064,1065,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,60,10,3.861
1065,1066,DDAB,1,0,12.73,0,0,36,0,551.0,4,10,80,10,4.413
1066,1067,DDAB,1,0,12.73,0,0,36,0,551.0,8,10,80,10,4.103
1067,1068,DDAB,1,0,12.73,0,0,36,0,551.0,12,10,80,10,4.984
1068,1069,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,20,10,4.344
1069,1070,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,20,10,2.708
1070,1071,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,20,10,1.253
1071,1072,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,40,10,4.256
1072,1073,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,40,10,2.741
1073,1074,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,40,10,3.892
1074,1075,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,60,10,3.157
1075,1076,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,60,10,4.437
1076,1077,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,60,10,3.98
1077,1078,DDAB,1,0,12.73,0,0,36,0,551.0,4,1,80,10,4.241
1078,1079,DDAB,1,0,12.73,0,0,36,0,551.0,8,1,80,10,3.912
1079,1080,DDAB,1,0,12.73,0,0,36,0,551.0,12,1,80,10,3.068
