,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_ARPE19
331,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,4.205
332,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,4.522
333,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,2.485
334,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,2.398
335,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,3.296
336,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,1.792
337,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,2.079
338,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,1.946
339,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,5.717
340,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,6.026
341,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,5.142
342,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,4.111
343,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,4.663
344,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,5.268
345,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,3.296
346,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,2.639
347,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,3.367
348,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,1.609
349,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,1.386
350,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,2.079
351,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,6.064
352,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,5.981
353,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,3.526
354,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,3.219
355,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,3.611
356,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,2.639
357,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,3.178
358,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,3.738
359,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,3.555
360,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,3.584
361,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,1.386
362,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,3.219
363,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,5.659
364,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,4.727
365,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,3.091
366,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,2.565
367,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,3.689
368,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,3.664
369,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,3.466
370,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,3.367
371,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,4.331
372,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,2.197
373,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,1.946
374,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,3.584
375,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,5.159
376,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,5.011
377,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,3.219
378,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,4.691
379,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,4.787
380,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,4.443
381,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,2.303
382,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,2.197
383,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,3.434
384,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,3.784
385,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,2.303
386,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,2.89
387,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,3.091
388,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,3.135
389,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,2.565
390,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,3.611
391,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,7.041
392,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,6.891
393,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,5.081
394,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,4.934
395,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,5.323
396,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,6.103
397,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,5.043
398,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,5.442
399,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,7.372
400,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,7.035
401,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,6.895
402,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,7.036
403,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,6.603
404,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,6.347
405,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,3.045
406,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,5.017
407,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,6.286
408,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,5.464
409,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,5.811
410,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,5.73
411,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,5.342
412,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,6.219
413,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,4.5
414,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,5.438
