Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,18PG,DOPE,DSPC,DOTAP,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_ARPE19
614,DSPC,1,1,6.12,0,8,0,0,0,1,0,570.8666667,0.539333333,-3.67,8,0.99009901,20,0.99009901,3.784
615,DSPC,1,1,6.12,0,8,0,0,0,1,0,219.3333333,0.198666667,2.13,12,0.99009901,20,0.99009901,2.303
616,DSPC,1,1,6.12,0,8,0,0,0,1,0,265.8666667,0.319666667,-2.493333333,4,0.99009901,40,0.99009901,2.89
617,DSPC,1,1,6.12,0,8,0,0,0,1,0,174.9,0.285,-0.763333333,8,0.99009901,40,0.99009901,3.091
618,DSPC,1,1,6.12,0,8,0,0,0,1,0,221.6,0.295666667,3.32,12,0.99009901,40,0.99009901,3.135
619,DSPC,1,1,6.12,0,8,0,0,0,1,0,180.1666667,0.231666667,0.096,4,0.99009901,60,0.99009901,2.565
620,DSPC,1,1,6.12,0,8,0,0,0,1,0,213.7666667,0.231666667,-1.543333333,8,0.99009901,60,0.99009901,3.611
621,DSPC,1,1,6.12,0,8,0,0,0,1,0,176.4333333,0.280666667,-0.458,12,0.99009901,60,0.99009901,2.485
622,DSPC,1,1,6.12,0,8,0,0,0,1,0,180.8666667,0.208333333,-3.533333333,4,0.99009901,80,0.99009901,2.944
623,DSPC,1,1,6.12,0,8,0,0,0,1,0,171.9333333,0.230666667,-2.693333333,8,0.99009901,80,0.99009901,1.609
624,DSPC,1,1,6.12,0,8,0,0,0,1,0,192.2,0.185333333,-1.073,12,0.99009901,80,0.99009901,2.944
625,DSPC,1,1,6.12,0,8,0,0,0,1,0,391.5666667,0.541,-4.583333333,4,0.99009901,20,1.960784314,7.041
626,DSPC,1,1,6.12,0,8,0,0,0,1,0,258.8333333,0.707,-2.473333333,8,0.99009901,20,1.960784314,6.891
627,DSPC,1,1,6.12,0,8,0,0,0,1,0,237.1333333,0.195333333,-0.988333333,12,0.99009901,20,1.960784314,5.081
628,DSPC,1,1,6.12,0,8,0,0,0,1,0,194.0333333,0.253,-0.591633333,4,0.99009901,40,1.960784314,4.934
629,DSPC,1,1,6.12,0,8,0,0,0,1,0,170.3,0.291333333,-1.048,8,0.99009901,40,1.960784314,5.323
630,DSPC,1,1,6.12,0,8,0,0,0,1,0,198.4,0.239666667,1.671666667,12,0.99009901,40,1.960784314,6.103
631,DSPC,1,1,6.12,0,8,0,0,0,1,0,174.6333333,0.245333333,0.497666667,4,0.99009901,60,1.960784314,5.043
632,DSPC,1,1,6.12,0,8,0,0,0,1,0,223.9666667,0.187,1.216666667,8,0.99009901,60,1.960784314,5.442
633,DSPC,1,1,6.12,0,8,0,0,0,1,0,202.3,0.240333333,-0.367833333,12,0.99009901,60,1.960784314,3.97
634,DSPC,1,1,6.12,0,8,0,0,0,1,0,233.2666667,0.174,-2.813333333,4,0.99009901,80,1.960784314,2.773
635,DSPC,1,1,6.12,0,8,0,0,0,1,0,167.0333333,0.204,0.119166667,8,0.99009901,80,1.960784314,2.565
636,DSPC,1,1,6.12,0,8,0,0,0,1,0,190.2333333,0.240666667,-1.521333333,12,0.99009901,80,1.960784314,3.526
637,DSPC,1,1,6.12,0,8,0,0,0,1,0,264.9,0.459,-3.486666667,4,0.99009901,20,9.090909091,7.372
638,DSPC,1,1,6.12,0,8,0,0,0,1,0,216.4,0.234333333,1.181,8,0.99009901,20,9.090909091,7.035
639,DSPC,1,1,6.12,0,8,0,0,0,1,0,314.3333333,0.333,-1.583333333,12,0.99009901,20,9.090909091,6.895
640,DSPC,1,1,6.12,0,8,0,0,0,1,0,207.4,0.21,-1.696666667,4,0.99009901,40,9.090909091,7.036
641,DSPC,1,1,6.12,0,8,0,0,0,1,0,180.6333333,0.302666667,1.110333333,8,0.99009901,40,9.090909091,6.603
642,DSPC,1,1,6.12,0,8,0,0,0,1,0,212.9666667,0.360333333,-0.2816,12,0.99009901,40,9.090909091,6.347
643,DSPC,1,1,6.12,0,8,0,0,0,1,0,253.3,0.169,-0.997666667,4,0.99009901,60,9.090909091,3.045
644,DSPC,1,1,6.12,0,8,0,0,0,1,0,170.7666667,0.234666667,1.956666667,8,0.99009901,60,9.090909091,5.017
645,DSPC,1,1,6.12,0,8,0,0,0,1,0,158.8333333,0.296333333,0.975666667,12,0.99009901,60,9.090909091,4.595
646,DSPC,1,1,6.12,0,8,0,0,0,1,0,188.7333333,0.239666667,-4.646666667,4,0.99009901,80,9.090909091,3.912
647,DSPC,1,1,6.12,0,8,0,0,0,1,0,206.5333333,0.225333333,-1.383,8,0.99009901,80,9.090909091,3.871
648,DSPC,1,1,6.12,0,8,0,0,0,1,0,182.9,0.292,0.969,12,0.99009901,80,9.090909091,4.025
649,DSPC,1,1,6.12,0,8,0,0,0,1,0,394.3,0.600333333,-7.95,4,0.99009901,20,50.0,6.286
650,DSPC,1,1,6.12,0,8,0,0,0,1,0,254.7,0.583333333,-4.996666667,8,0.99009901,20,50.0,5.464
651,DSPC,1,1,6.12,0,8,0,0,0,1,0,308.6333333,0.453,1.496666667,12,0.99009901,20,50.0,5.811
652,DSPC,1,1,6.12,0,8,0,0,0,1,0,431.1,0.499333333,-12.68333333,4,0.99009901,40,50.0,5.73
653,DSPC,1,1,6.12,0,8,0,0,0,1,0,161.8333333,0.314666667,-0.225866667,8,0.99009901,40,50.0,5.342
654,DSPC,1,1,6.12,0,8,0,0,0,1,0,234.1666667,0.19,1.199666667,12,0.99009901,40,50.0,6.219
655,DSPC,1,1,6.12,0,8,0,0,0,1,0,227.1333333,0.237666667,1.106666667,4,0.99009901,60,50.0,4.5
656,DSPC,1,1,6.12,0,8,0,0,0,1,0,191.0333333,0.258,1.159666667,8,0.99009901,60,50.0,5.438
657,DSPC,1,1,6.12,0,8,0,0,0,1,0,173.0666667,0.277666667,0.740633333,12,0.99009901,60,50.0,6.109
658,DSPC,1,1,6.12,0,8,0,0,0,1,0,385.4666667,0.314,-5.563333333,4,0.99009901,80,50.0,1.5
659,DSPC,1,1,6.12,0,8,0,0,0,1,0,235.9666667,0.202666667,-1.49,8,0.99009901,80,50.0,3.555
660,DSPC,1,1,6.12,0,8,0,0,0,1,0,221.4,0.292,-0.068,12,0.99009901,80,50.0,5.278
661,DSPC,1,1,6.12,0,8,0,0,0,1,0,429.7333333,0.863666667,-4.106666667,4,9.090909091,20,0.497512438,1.5
662,DSPC,1,1,6.12,0,8,0,0,0,1,0,164.9,0.532666667,-4.78,8,9.090909091,20,0.497512438,1.5
663,DSPC,1,1,6.12,0,8,0,0,0,1,0,204.7333333,0.528,-3.8,12,9.090909091,20,0.497512438,1.609
664,DSPC,1,1,6.12,0,8,0,0,0,1,0,151.1,0.245666667,-8.67,4,9.090909091,40,0.497512438,1.946
665,DSPC,1,1,6.12,0,8,0,0,0,1,0,219.6333333,0.576,-3.373333333,8,9.090909091,40,0.497512438,2.398
666,DSPC,1,1,6.12,0,8,0,0,0,1,0,145.9333333,0.341666667,-1.295666667,12,9.090909091,40,0.497512438,2.303
667,DSPC,1,1,6.12,0,8,0,0,0,1,0,127.0666667,0.191,-0.760666667,4,9.090909091,60,0.497512438,1.946
668,DSPC,1,1,6.12,0,8,0,0,0,1,0,127.8,0.215333333,0.013,8,9.090909091,60,0.497512438,2.303
669,DSPC,1,1,6.12,0,8,0,0,0,1,0,82.80666667,0.227333333,-1.82,12,9.090909091,60,0.497512438,2.708
670,DSPC,1,1,6.12,0,8,0,0,0,1,0,104.6,0.148,-4.656666667,4,9.090909091,80,0.497512438,1.792
671,DSPC,1,1,6.12,0,8,0,0,0,1,0,101.8666667,0.164,-2.406666667,8,9.090909091,80,0.497512438,1.5
672,DSPC,1,1,6.12,0,8,0,0,0,1,0,92.93333333,0.211333333,-2.843333333,12,9.090909091,80,0.497512438,2.079
673,DSPC,1,1,6.12,0,8,0,0,0,1,0,100.2433333,0.198,-9.143333333,4,9.090909091,20,0.99009901,1.5
674,DSPC,1,1,6.12,0,8,0,0,0,1,0,142.6,0.251333333,-2.086666667,8,9.090909091,20,0.99009901,1.792
675,DSPC,1,1,6.12,0,8,0,0,0,1,0,656.7666667,0.614,-2.69,12,9.090909091,20,0.99009901,1.946
676,DSPC,1,1,6.12,0,8,0,0,0,1,0,156.8,0.255,-9.543333333,4,9.090909091,40,0.99009901,1.946
677,DSPC,1,1,6.12,0,8,0,0,0,1,0,122.3333333,0.273,-1.101,8,9.090909091,40,0.99009901,2.197
678,DSPC,1,1,6.12,0,8,0,0,0,1,0,146.9333333,0.334333333,-0.806,12,9.090909091,40,0.99009901,2.485
679,DSPC,1,1,6.12,0,8,0,0,0,1,0,119.6333333,0.184,-0.956333333,4,9.090909091,60,0.99009901,1.5
680,DSPC,1,1,6.12,0,8,0,0,0,1,0,138.6333333,0.232666667,-1.070666667,8,9.090909091,60,0.99009901,3.178
681,DSPC,1,1,6.12,0,8,0,0,0,1,0,92.68333333,0.249333333,-1.873333333,12,9.090909091,60,0.99009901,2.079
682,DSPC,1,1,6.12,0,8,0,0,0,1,0,107.7666667,0.171333333,-7.5,4,9.090909091,80,0.99009901,1.609
683,DSPC,1,1,6.12,0,8,0,0,0,1,0,96.23333333,0.183,-3.133333333,8,9.090909091,80,0.99009901,1.5
684,DSPC,1,1,6.12,0,8,0,0,0,1,0,112.1666667,0.211333333,-1.543333333,12,9.090909091,80,0.99009901,1.792
685,DSPC,1,1,6.12,0,8,0,0,0,1,0,131.9333333,0.382,-8.303333333,4,9.090909091,20,1.960784314,2.303
686,DSPC,1,1,6.12,0,8,0,0,0,1,0,130.2,0.408333333,-1.67,8,9.090909091,20,1.960784314,1.5
687,DSPC,1,1,6.12,0,8,0,0,0,1,0,611.0333333,0.368666667,-4.006666667,12,9.090909091,20,1.960784314,1.609
688,DSPC,1,1,6.12,0,8,0,0,0,1,0,149.6666667,0.191666667,-5.433333333,4,9.090909091,40,1.960784314,1.946
689,DSPC,1,1,6.12,0,8,0,0,0,1,0,133.9666667,0.316333333,-0.782666667,8,9.090909091,40,1.960784314,1.5
690,DSPC,1,1,6.12,0,8,0,0,0,1,0,138.3,0.326,-0.808,12,9.090909091,40,1.960784314,2.197
691,DSPC,1,1,6.12,0,8,0,0,0,1,0,134.9666667,0.216333333,-2.59,4,9.090909091,60,1.960784314,1.5
692,DSPC,1,1,6.12,0,8,0,0,0,1,0,140.6333333,0.252333333,-0.939333333,8,9.090909091,60,1.960784314,2.079
693,DSPC,1,1,6.12,0,8,0,0,0,1,0,97.09,0.251,-1.427333333,12,9.090909091,60,1.960784314,2.833
694,DSPC,1,1,6.12,0,8,0,0,0,1,0,104.5666667,0.164333333,-4.286666667,4,9.090909091,80,1.960784314,1.946
695,DSPC,1,1,6.12,0,8,0,0,0,1,0,110.4,0.162333333,-3.123333333,8,9.090909091,80,1.960784314,1.5
696,DSPC,1,1,6.12,0,8,0,0,0,1,0,95.28,0.202666667,-2.5,12,9.090909091,80,1.960784314,1.609
697,DSPC,1,1,6.12,0,8,0,0,0,1,0,115.9666667,0.283666667,-5.833333333,4,9.090909091,20,9.090909091,1.5
698,DSPC,1,1,6.12,0,8,0,0,0,1,0,130.5666667,0.339666667,-1.171666667,8,9.090909091,20,9.090909091,1.609
699,DSPC,1,1,6.12,0,8,0,0,0,1,0,320.0666667,0.756333333,-3.613333333,12,9.090909091,20,9.090909091,1.609
700,DSPC,1,1,6.12,0,8,0,0,0,1,0,129.2333333,0.187,-8.426666667,4,9.090909091,40,9.090909091,1.946
701,DSPC,1,1,6.12,0,8,0,0,0,1,0,121.4666667,0.242333333,-0.833,8,9.090909091,40,9.090909091,2.485
702,DSPC,1,1,6.12,0,8,0,0,0,1,0,169.4666667,0.346,-0.889,12,9.090909091,40,9.090909091,2.833
703,DSPC,1,1,6.12,0,8,0,0,0,1,0,134.3333333,0.149666667,-3.496666667,4,9.090909091,60,9.090909091,2.773
704,DSPC,1,1,6.12,0,8,0,0,0,1,0,114.1666667,0.231666667,-1.372,8,9.090909091,60,9.090909091,2.708
705,DSPC,1,1,6.12,0,8,0,0,0,1,0,92.96333333,0.255666667,-2.23,12,9.090909091,60,9.090909091,3.045
706,DSPC,1,1,6.12,0,8,0,0,0,1,0,118.9,0.206333333,-7.86,4,9.090909091,80,9.090909091,2.708
707,DSPC,1,1,6.12,0,8,0,0,0,1,0,94.82333333,0.199666667,-1.491,8,9.090909091,80,9.090909091,2.565
708,DSPC,1,1,6.12,0,8,0,0,0,1,0,95.42666667,0.200333333,-2.646666667,12,9.090909091,80,9.090909091,2.639
709,DSPC,1,1,6.12,0,8,0,0,0,1,0,395.1666667,0.705333333,-16.8,4,9.090909091,20,50.0,1.946
710,DSPC,1,1,6.12,0,8,0,0,0,1,0,156.3,0.287,-9.796666667,8,9.090909091,20,50.0,1.5
711,DSPC,1,1,6.12,0,8,0,0,0,1,0,139.8,0.211666667,-6.03,12,9.090909091,20,50.0,1.5
712,DSPC,1,1,6.12,0,8,0,0,0,1,0,144.2333333,0.199666667,-7.93,4,9.090909091,40,50.0,1.946
713,DSPC,1,1,6.12,0,8,0,0,0,1,0,131.1,0.226666667,-1.069666667,8,9.090909091,40,50.0,2.197
714,DSPC,1,1,6.12,0,8,0,0,0,1,0,150.6666667,0.35,-1.002,12,9.090909091,40,50.0,2.197
715,DSPC,1,1,6.12,0,8,0,0,0,1,0,151.8666667,0.188666667,-6.88,4,9.090909091,60,50.0,2.996
716,DSPC,1,1,6.12,0,8,0,0,0,1,0,143.0666667,0.263,-0.741333333,8,9.090909091,60,50.0,4.094
717,DSPC,1,1,6.12,0,8,0,0,0,1,0,122.1,0.250333333,-1.561,12,9.090909091,60,50.0,4.159
718,DSPC,1,1,6.12,0,8,0,0,0,1,0,149.8,0.23,-13.63333333,4,9.090909091,80,50.0,3.829
719,DSPC,1,1,6.12,0,8,0,0,0,1,0,152.3333333,0.243666667,-3.446666667,8,9.090909091,80,50.0,4.143
720,DSPC,1,1,6.12,0,8,0,0,0,1,0,156.8,0.304,-1.356666667,12,9.090909091,80,50.0,4.71
