Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,Chol_DMG-PEG_ratio,Dlin-MC3+Helper lipid percentage,Dlin-MC3_Helper lipid_ratio,RLU_B16
514,DOTAP,1,0,12.515,0,4,36,2,159.1333333,0.153,-2.56,4,10,80,50,2.674
515,DOTAP,1,0,12.515,0,4,36,2,117.1333333,0.218666667,-0.0463,8,10,80,50,2.89
516,DOTAP,1,0,12.515,0,4,36,2,118.5666667,0.198666667,-0.131666667,12,10,80,50,5.449
517,DOTAP,1,0,12.515,0,4,36,2,122.3666667,0.275666667,-1.79,4,10,20,10,3.418
518,DOTAP,1,0,12.515,0,4,36,2,411.6333333,1.0,-3.726666667,8,10,20,10,2.442
519,DOTAP,1,0,12.515,0,4,36,2,199.2,0.498,-1.776666667,12,10,20,10,2.565
520,DOTAP,1,0,12.515,0,4,36,2,119.1333333,0.235666667,-0.88,4,10,40,10,5.882
521,DOTAP,1,0,12.515,0,4,36,2,393.5333333,0.312,-13.16666667,8,10,40,10,6.144
522,DOTAP,1,0,12.515,0,4,36,2,474.5,0.771333333,-6.36,12,10,40,10,6.513
523,DOTAP,1,0,12.515,0,4,36,2,171.8333333,0.23,-19.56666667,4,10,60,10,6.186
524,DOTAP,1,0,12.515,0,4,36,2,309.2,0.357333333,-9.383333333,8,10,60,10,7.054
525,DOTAP,1,0,12.515,0,4,36,2,135.1,0.243666667,-1.427,12,10,60,10,7.516
526,DOTAP,1,0,12.515,0,4,36,2,178.8,0.187666667,-2.843333333,4,10,80,10,4.966
527,DOTAP,1,0,12.515,0,4,36,2,114.0333333,0.199666667,0.044333333,8,10,80,10,5.236
528,DOTAP,1,0,12.515,0,4,36,2,99.51,0.233666667,-0.3501,12,10,80,10,7.095
529,DOTAP,1,0,12.515,0,4,36,2,142.0666667,0.393,-2.13,4,10,20,1,2.773
530,DOTAP,1,0,12.515,0,4,36,2,155.0333333,0.426,-0.929,8,10,20,1,2.079
531,DOTAP,1,0,12.515,0,4,36,2,123.6666667,0.345,-0.883333333,12,10,20,1,2.674
532,DOTAP,1,0,12.515,0,4,36,2,108.2666667,0.213333333,-1.0292,4,10,40,1,4.376
533,DOTAP,1,0,12.515,0,4,36,2,247.7,0.358333333,-6.423333333,8,10,40,1,2.918
534,DOTAP,1,0,12.515,0,4,36,2,772.0333333,0.821333333,-11.56666667,12,10,40,1,4.234
535,DOTAP,1,0,12.515,0,4,36,2,182.6,0.103666667,-20.7,4,10,60,1,4.248
536,DOTAP,1,0,12.515,0,4,36,2,397.4666667,0.533,-4.423333333,8,10,60,1,3.951
537,DOTAP,1,0,12.515,0,4,36,2,117.0333333,0.272333333,-1.237,12,10,60,1,4.64
538,DOTAP,1,0,12.515,0,4,36,2,137.2333333,0.148333333,-0.065666667,4,10,80,1,4.248
539,DOTAP,1,0,12.515,0,4,36,2,104.4666667,0.211,2.526666667,8,10,80,1,6.856
540,DOTAP,1,0,12.515,0,4,36,2,99.66666667,0.235333333,1.341666667,12,10,80,1,6.476
541,DSPC,1,1,6.12,0,8,36,0,445.6,0.224,-20.0,4,500,20,200,4.533
542,DSPC,1,1,6.12,0,8,36,0,388.5666667,0.160666667,-2.833333333,8,500,20,200,4.369
543,DSPC,1,1,6.12,0,8,36,0,168.4666667,0.232333333,-0.537666667,12,500,20,200,3.97
544,DSPC,1,1,6.12,0,8,36,0,206.4666667,0.204666667,-0.144176667,4,500,40,200,3.689
545,DSPC,1,1,6.12,0,8,36,0,266.9333333,0.448,-1.186333333,8,500,40,200,4.227
546,DSPC,1,1,6.12,0,8,36,0,295.5333333,0.357,-1.356666667,12,500,40,200,4.388
547,DSPC,1,1,6.12,0,8,36,0,213.1,0.208333333,-2.03,4,500,60,200,2.14
548,DSPC,1,1,6.12,0,8,36,0,226.5333333,0.251333333,0.105433333,8,500,60,200,2.0
549,DSPC,1,1,6.12,0,8,36,0,191.9333333,0.201333333,0.3688,12,500,60,200,2.803
550,DSPC,1,1,6.12,0,8,36,0,204.2,0.222333333,-2.123333333,4,500,80,200,2.015
551,DSPC,1,1,6.12,0,8,36,0,153.2,0.214666667,1.007666667,8,500,80,200,2.0
552,DSPC,1,1,6.12,0,8,36,0,145.8666667,0.251,-0.358366667,12,500,80,200,2.197
553,DSPC,1,1,6.12,0,8,36,0,380.3333333,0.369666667,-7.156666667,4,500,20,100,4.57
554,DSPC,1,1,6.12,0,8,36,0,300.7,0.191666667,-7.346666667,8,500,20,100,3.861
555,DSPC,1,1,6.12,0,8,36,0,323.3666667,0.139333333,-1.173666667,12,500,20,100,4.094
556,DSPC,1,1,6.12,0,8,36,0,197.5333333,0.27,-0.223666667,4,500,40,100,3.951
557,DSPC,1,1,6.12,0,8,36,0,266.7,0.469333333,-1.3988,8,500,40,100,3.882
558,DSPC,1,1,6.12,0,8,36,0,260.9333333,0.451,-1.876666667,12,500,40,100,5.231
559,DSPC,1,1,6.12,0,8,36,0,236.7333333,0.212,1.45,4,500,60,100,2.0
560,DSPC,1,1,6.12,0,8,36,0,169.5666667,0.271,2.546666667,8,500,60,100,2.526
561,DSPC,1,1,6.12,0,8,36,0,227.0666667,0.248666667,2.25,12,500,60,100,2.639
562,DSPC,1,1,6.12,0,8,36,0,198.8,0.230666667,-5.656666667,4,500,80,100,2.565
563,DSPC,1,1,6.12,0,8,36,0,148.5333333,0.221333333,-0.2858,8,500,80,100,2.0
564,DSPC,1,1,6.12,0,8,36,0,134.8333333,0.301666667,3.186666667,12,500,80,100,2.526
565,DSPC,1,1,6.12,0,8,36,0,160.3666667,0.219333333,3.713333333,4,500,20,50,4.483
566,DSPC,1,1,6.12,0,8,36,0,394.7333333,0.162333333,-4.73,8,500,20,50,3.892
567,DSPC,1,1,6.12,0,8,36,0,294.7666667,0.212333333,-2.64,12,500,20,50,3.961
568,DSPC,1,1,6.12,0,8,36,0,174.7,0.195333333,1.836666667,4,500,40,50,2.398
569,DSPC,1,1,6.12,0,8,36,0,308.0666667,0.109,5.443333333,8,500,40,50,4.297
570,DSPC,1,1,6.12,0,8,36,0,458.9333333,0.305333333,-1.491333333,12,500,40,50,5.354
571,DSPC,1,1,6.12,0,8,36,0,191.4333333,0.245666667,-1.055666667,4,500,60,50,2.398
572,DSPC,1,1,6.12,0,8,36,0,201.9333333,0.207333333,4.203333333,8,500,60,50,2.0
573,DSPC,1,1,6.12,0,8,36,0,211.8333333,0.225,0.894,12,500,60,50,3.597
574,DSPC,1,1,6.12,0,8,36,0,190.4333333,0.222666667,-0.884,4,500,80,50,2.015
575,DSPC,1,1,6.12,0,8,36,0,190.6333333,0.218,-0.851,8,500,80,50,2.0
576,DSPC,1,1,6.12,0,8,36,0,128.8,0.305666667,2.053333333,12,500,80,50,2.97
577,DSPC,1,1,6.12,0,8,36,0,595.8333333,0.223,-15.63333333,4,500,20,10,5.472
578,DSPC,1,1,6.12,0,8,36,0,377.5666667,0.193666667,-3.236666667,8,500,20,10,4.431
579,DSPC,1,1,6.12,0,8,36,0,288.2333333,0.216666667,-2.386666667,12,500,20,10,4.654
580,DSPC,1,1,6.12,0,8,36,0,217.5333333,0.217,-1.123333333,4,500,40,10,3.512
581,DSPC,1,1,6.12,0,8,36,0,218.9666667,0.235,0.326666667,8,500,40,10,4.771
582,DSPC,1,1,6.12,0,8,36,0,316.5666667,0.160666667,6.206666667,12,500,40,10,4.856
583,DSPC,1,1,6.12,0,8,36,0,273.8,0.336,-2.076666667,4,500,60,10,3.942
584,DSPC,1,1,6.12,0,8,36,0,146.0,0.277666667,1.556666667,8,500,60,10,3.714
585,DSPC,1,1,6.12,0,8,36,0,181.1666667,0.254,-0.4172,12,500,60,10,4.127
586,DSPC,1,1,6.12,0,8,36,0,275.1,0.284,-2.526666667,4,500,80,10,4.927
587,DSPC,1,1,6.12,0,8,36,0,160.8666667,0.203666667,-0.499666667,8,500,80,10,4.483
588,DSPC,1,1,6.12,0,8,36,0,155.4,0.298333333,-0.839666667,12,500,80,10,4.297
589,DSPC,1,1,6.12,0,8,36,0,720.4,0.440666667,-2.03,4,500,20,1,2.0
590,DSPC,1,1,6.12,0,8,36,0,474.8333333,0.644333333,-1.383333333,8,500,20,1,2.89
591,DSPC,1,1,6.12,0,8,36,0,343.4,0.394333333,0.513666667,12,500,20,1,2.97
592,DSPC,1,1,6.12,0,8,36,0,221.6333333,0.178333333,0.588,4,500,40,1,2.0
593,DSPC,1,1,6.12,0,8,36,0,288.5,0.270666667,1.082333333,8,500,40,1,3.871
594,DSPC,1,1,6.12,0,8,36,0,253.8,0.277666667,1.406666667,12,500,40,1,4.151
595,DSPC,1,1,6.12,0,8,36,0,289.6666667,0.285,0.446333333,4,500,60,1,2.0
596,DSPC,1,1,6.12,0,8,36,0,132.6,0.250333333,5.146666667,8,500,60,1,2.197
597,DSPC,1,1,6.12,0,8,36,0,241.5333333,0.276666667,2.226666667,12,500,60,1,2.015
598,DSPC,1,1,6.12,0,8,36,0,269.8333333,0.182,-8.26,4,500,80,1,2.0
599,DSPC,1,1,6.12,0,8,36,0,210.1666667,0.217,-1.306,8,500,80,1,3.045
600,DSPC,1,1,6.12,0,8,36,0,200.7333333,0.231,1.663666667,12,500,80,1,3.418
601,DSPC,1,1,6.12,0,8,36,0,665.4,0.428666667,-4.956666667,4,100,20,200,3.882
602,DSPC,1,1,6.12,0,8,36,0,461.8666667,0.204666667,-3.503333333,8,100,20,200,3.85
603,DSPC,1,1,6.12,0,8,36,0,426.1,0.213666667,-2.953333333,12,100,20,200,3.114
604,DSPC,1,1,6.12,0,8,36,0,278.2,0.298333333,-3.166666667,4,100,40,200,4.564
605,DSPC,1,1,6.12,0,8,36,0,185.7333333,0.289333333,2.283333333,8,100,40,200,4.549
606,DSPC,1,1,6.12,0,8,36,0,244.9,0.259,2.306666667,12,100,40,200,4.864
607,DSPC,1,1,6.12,0,8,36,0,217.0666667,0.225333333,-1.85,4,100,60,200,2.674
608,DSPC,1,1,6.12,0,8,36,0,222.0666667,0.144666667,0.132760333,8,100,60,200,2.89
609,DSPC,1,1,6.12,0,8,36,0,187.0666667,0.212333333,-0.077333333,12,100,60,200,3.902
610,DSPC,1,1,6.12,0,8,36,0,186.3666667,0.218,-4.35,4,100,80,200,2.0
611,DSPC,1,1,6.12,0,8,36,0,208.6666667,0.198333333,-1.425333333,8,100,80,200,2.0
612,DSPC,1,1,6.12,0,8,36,0,200.6333333,0.218,-0.192333333,12,100,80,200,3.367
613,DSPC,1,1,6.12,0,8,36,0,411.7333333,0.436333333,-4.316666667,4,100,20,100,4.052
614,DSPC,1,1,6.12,0,8,36,0,570.8666667,0.539333333,-3.67,8,100,20,100,3.481
615,DSPC,1,1,6.12,0,8,36,0,219.3333333,0.198666667,2.13,12,100,20,100,2.741
616,DSPC,1,1,6.12,0,8,36,0,265.8666667,0.319666667,-2.493333333,4,100,40,100,4.973
617,DSPC,1,1,6.12,0,8,36,0,174.9,0.285,-0.763333333,8,100,40,100,5.204
618,DSPC,1,1,6.12,0,8,36,0,221.6,0.295666667,3.32,12,100,40,100,5.527
619,DSPC,1,1,6.12,0,8,36,0,180.1666667,0.231666667,0.096,4,100,60,100,3.219
620,DSPC,1,1,6.12,0,8,36,0,213.7666667,0.231666667,-1.543333333,8,100,60,100,3.466
621,DSPC,1,1,6.12,0,8,36,0,176.4333333,0.280666667,-0.458,12,100,60,100,4.677
622,DSPC,1,1,6.12,0,8,36,0,180.8666667,0.208333333,-3.533333333,4,100,80,100,2.197
623,DSPC,1,1,6.12,0,8,36,0,171.9333333,0.230666667,-2.693333333,8,100,80,100,2.0
624,DSPC,1,1,6.12,0,8,36,0,192.2,0.185333333,-1.073,12,100,80,100,2.741
625,DSPC,1,1,6.12,0,8,36,0,391.5666667,0.541,-4.583333333,4,100,20,50,4.35
626,DSPC,1,1,6.12,0,8,36,0,258.8333333,0.707,-2.473333333,8,100,20,50,3.512
627,DSPC,1,1,6.12,0,8,36,0,237.1333333,0.195333333,-0.988333333,12,100,20,50,2.833
628,DSPC,1,1,6.12,0,8,36,0,194.0333333,0.253,-0.591633333,4,100,40,50,5.501
629,DSPC,1,1,6.12,0,8,36,0,170.3,0.291333333,-1.048,8,100,40,50,4.494
630,DSPC,1,1,6.12,0,8,36,0,198.4,0.239666667,1.671666667,12,100,40,50,5.296
631,DSPC,1,1,6.12,0,8,36,0,174.6333333,0.245333333,0.497666667,4,100,60,50,4.625
632,DSPC,1,1,6.12,0,8,36,0,223.9666667,0.187,1.216666667,8,100,60,50,3.97
633,DSPC,1,1,6.12,0,8,36,0,202.3,0.240333333,-0.367833333,12,100,60,50,5.176
634,DSPC,1,1,6.12,0,8,36,0,233.2666667,0.174,-2.813333333,4,100,80,50,3.624
635,DSPC,1,1,6.12,0,8,36,0,167.0333333,0.204,0.119166667,8,100,80,50,3.135
636,DSPC,1,1,6.12,0,8,36,0,190.2333333,0.240666667,-1.521333333,12,100,80,50,3.45
637,DSPC,1,1,6.12,0,8,36,0,264.9,0.459,-3.486666667,4,100,20,10,5.066
638,DSPC,1,1,6.12,0,8,36,0,216.4,0.234333333,1.181,8,100,20,10,4.06
639,DSPC,1,1,6.12,0,8,36,0,314.3333333,0.333,-1.583333333,12,100,20,10,4.205
640,DSPC,1,1,6.12,0,8,36,0,207.4,0.21,-1.696666667,4,100,40,10,6.481
641,DSPC,1,1,6.12,0,8,36,0,180.6333333,0.302666667,1.110333333,8,100,40,10,6.147
642,DSPC,1,1,6.12,0,8,36,0,212.9666667,0.360333333,-0.2816,12,100,40,10,5.975
643,DSPC,1,1,6.12,0,8,36,0,253.3,0.169,-0.997666667,4,100,60,10,7.315
644,DSPC,1,1,6.12,0,8,36,0,170.7666667,0.234666667,1.956666667,8,100,60,10,6.53
645,DSPC,1,1,6.12,0,8,36,0,158.8333333,0.296333333,0.975666667,12,100,60,10,7.017
646,DSPC,1,1,6.12,0,8,36,0,188.7333333,0.239666667,-4.646666667,4,100,80,10,6.266
647,DSPC,1,1,6.12,0,8,36,0,206.5333333,0.225333333,-1.383,8,100,80,10,6.318
648,DSPC,1,1,6.12,0,8,36,0,182.9,0.292,0.969,12,100,80,10,5.056
649,DSPC,1,1,6.12,0,8,36,0,394.3,0.600333333,-7.95,4,100,20,1,3.114
650,DSPC,1,1,6.12,0,8,36,0,254.7,0.583333333,-4.996666667,8,100,20,1,2.862
651,DSPC,1,1,6.12,0,8,36,0,308.6333333,0.453,1.496666667,12,100,20,1,2.14
652,DSPC,1,1,6.12,0,8,36,0,431.1,0.499333333,-12.68333333,4,100,40,1,2.862
653,DSPC,1,1,6.12,0,8,36,0,161.8333333,0.314666667,-0.225866667,8,100,40,1,4.741
654,DSPC,1,1,6.12,0,8,36,0,234.1666667,0.19,1.199666667,12,100,40,1,6.017
655,DSPC,1,1,6.12,0,8,36,0,227.1333333,0.237666667,1.106666667,4,100,60,1,2.0
656,DSPC,1,1,6.12,0,8,36,0,191.0333333,0.258,1.159666667,8,100,60,1,2.708
657,DSPC,1,1,6.12,0,8,36,0,173.0666667,0.277666667,0.740633333,12,100,60,1,2.674
658,DSPC,1,1,6.12,0,8,36,0,385.4666667,0.314,-5.563333333,4,100,80,1,2.351
659,DSPC,1,1,6.12,0,8,36,0,235.9666667,0.202666667,-1.49,8,100,80,1,3.761
660,DSPC,1,1,6.12,0,8,36,0,221.4,0.292,-0.068,12,100,80,1,4.052
661,DSPC,1,1,6.12,0,8,36,0,429.7333333,0.863666667,-4.106666667,4,10,20,200,2.0
662,DSPC,1,1,6.12,0,8,36,0,164.9,0.532666667,-4.78,8,10,20,200,2.0
663,DSPC,1,1,6.12,0,8,36,0,204.7333333,0.528,-3.8,12,10,20,200,2.0
664,DSPC,1,1,6.12,0,8,36,0,151.1,0.245666667,-8.67,4,10,40,200,2.565
665,DSPC,1,1,6.12,0,8,36,0,219.6333333,0.576,-3.373333333,8,10,40,200,2.0
666,DSPC,1,1,6.12,0,8,36,0,145.9333333,0.341666667,-1.295666667,12,10,40,200,2.0
667,DSPC,1,1,6.12,0,8,36,0,127.0666667,0.191,-0.760666667,4,10,60,200,2.015
668,DSPC,1,1,6.12,0,8,36,0,127.8,0.215333333,0.013,8,10,60,200,3.314
669,DSPC,1,1,6.12,0,8,36,0,82.80666667,0.227333333,-1.82,12,10,60,200,3.912
670,DSPC,1,1,6.12,0,8,36,0,104.6,0.148,-4.656666667,4,10,80,200,2.0
671,DSPC,1,1,6.12,0,8,36,0,101.8666667,0.164,-2.406666667,8,10,80,200,2.0
672,DSPC,1,1,6.12,0,8,36,0,92.93333333,0.211333333,-2.843333333,12,10,80,200,2.89
673,DSPC,1,1,6.12,0,8,36,0,100.2433333,0.198,-9.143333333,4,10,20,100,2.0
674,DSPC,1,1,6.12,0,8,36,0,142.6,0.251333333,-2.086666667,8,10,20,100,2.0
675,DSPC,1,1,6.12,0,8,36,0,656.7666667,0.614,-2.69,12,10,20,100,2.0
676,DSPC,1,1,6.12,0,8,36,0,156.8,0.255,-9.543333333,4,10,40,100,2.996
677,DSPC,1,1,6.12,0,8,36,0,122.3333333,0.273,-1.101,8,10,40,100,2.485
678,DSPC,1,1,6.12,0,8,36,0,146.9333333,0.334333333,-0.806,12,10,40,100,2.197
679,DSPC,1,1,6.12,0,8,36,0,119.6333333,0.184,-0.956333333,4,10,60,100,2.079
680,DSPC,1,1,6.12,0,8,36,0,138.6333333,0.232666667,-1.070666667,8,10,60,100,3.157
681,DSPC,1,1,6.12,0,8,36,0,92.68333333,0.249333333,-1.873333333,12,10,60,100,3.839
682,DSPC,1,1,6.12,0,8,36,0,107.7666667,0.171333333,-7.5,4,10,80,100,2.0
683,DSPC,1,1,6.12,0,8,36,0,96.23333333,0.183,-3.133333333,8,10,80,100,2.0
684,DSPC,1,1,6.12,0,8,36,0,112.1666667,0.211333333,-1.543333333,12,10,80,100,3.258
685,DSPC,1,1,6.12,0,8,36,0,131.9333333,0.382,-8.303333333,4,10,20,50,2.0
686,DSPC,1,1,6.12,0,8,36,0,130.2,0.408333333,-1.67,8,10,20,50,2.0
687,DSPC,1,1,6.12,0,8,36,0,611.0333333,0.368666667,-4.006666667,12,10,20,50,2.0
688,DSPC,1,1,6.12,0,8,36,0,149.6666667,0.191666667,-5.433333333,4,10,40,50,2.442
689,DSPC,1,1,6.12,0,8,36,0,133.9666667,0.316333333,-0.782666667,8,10,40,50,2.0
690,DSPC,1,1,6.12,0,8,36,0,138.3,0.326,-0.808,12,10,40,50,2.015
691,DSPC,1,1,6.12,0,8,36,0,134.9666667,0.216333333,-2.59,4,10,60,50,2.351
692,DSPC,1,1,6.12,0,8,36,0,140.6333333,0.252333333,-0.939333333,8,10,60,50,3.784
693,DSPC,1,1,6.12,0,8,36,0,97.09,0.251,-1.427333333,12,10,60,50,4.205
694,DSPC,1,1,6.12,0,8,36,0,104.5666667,0.164333333,-4.286666667,4,10,80,50,2.015
695,DSPC,1,1,6.12,0,8,36,0,110.4,0.162333333,-3.123333333,8,10,80,50,2.0
696,DSPC,1,1,6.12,0,8,36,0,95.28,0.202666667,-2.5,12,10,80,50,3.497
697,DSPC,1,1,6.12,0,8,36,0,115.9666667,0.283666667,-5.833333333,4,10,20,10,2.0
698,DSPC,1,1,6.12,0,8,36,0,130.5666667,0.339666667,-1.171666667,8,10,20,10,2.0
699,DSPC,1,1,6.12,0,8,36,0,320.0666667,0.756333333,-3.613333333,12,10,20,10,2.0
700,DSPC,1,1,6.12,0,8,36,0,129.2333333,0.187,-8.426666667,4,10,40,10,2.996
701,DSPC,1,1,6.12,0,8,36,0,121.4666667,0.242333333,-0.833,8,10,40,10,2.773
702,DSPC,1,1,6.12,0,8,36,0,169.4666667,0.346,-0.889,12,10,40,10,2.351
703,DSPC,1,1,6.12,0,8,36,0,134.3333333,0.149666667,-3.496666667,4,10,60,10,4.127
704,DSPC,1,1,6.12,0,8,36,0,114.1666667,0.231666667,-1.372,8,10,60,10,4.649
705,DSPC,1,1,6.12,0,8,36,0,92.96333333,0.255666667,-2.23,12,10,60,10,4.682
706,DSPC,1,1,6.12,0,8,36,0,118.9,0.206333333,-7.86,4,10,80,10,4.787
707,DSPC,1,1,6.12,0,8,36,0,94.82333333,0.199666667,-1.491,8,10,80,10,4.505
708,DSPC,1,1,6.12,0,8,36,0,95.42666667,0.200333333,-2.646666667,12,10,80,10,4.62
709,DSPC,1,1,6.12,0,8,36,0,395.1666667,0.705333333,-16.8,4,10,20,1,2.0
710,DSPC,1,1,6.12,0,8,36,0,156.3,0.287,-9.796666667,8,10,20,1,2.0
711,DSPC,1,1,6.12,0,8,36,0,139.8,0.211666667,-6.03,12,10,20,1,2.0
712,DSPC,1,1,6.12,0,8,36,0,144.2333333,0.199666667,-7.93,4,10,40,1,2.0
713,DSPC,1,1,6.12,0,8,36,0,131.1,0.226666667,-1.069666667,8,10,40,1,2.0
714,DSPC,1,1,6.12,0,8,36,0,150.6666667,0.35,-1.002,12,10,40,1,2.0
715,DSPC,1,1,6.12,0,8,36,0,151.8666667,0.188666667,-6.88,4,10,60,1,2.0
716,DSPC,1,1,6.12,0,8,36,0,143.0666667,0.263,-0.741333333,8,10,60,1,2.0
717,DSPC,1,1,6.12,0,8,36,0,122.1,0.250333333,-1.561,12,10,60,1,2.0
718,DSPC,1,1,6.12,0,8,36,0,149.8,0.23,-13.63333333,4,10,80,1,2.0
719,DSPC,1,1,6.12,0,8,36,0,152.3333333,0.243666667,-3.446666667,8,10,80,1,2.0
720,DSPC,1,1,6.12,0,8,36,0,156.8,0.304,-1.356666667,12,10,80,1,3.091
721,14PA,0,1,11.8502,2,8,28,0,215.1166667,0.3285,-5.068333333,4,500,20,200,5.619
722,14PA,0,1,11.8502,2,8,28,0,161.0666667,0.316166667,-4.021666667,8,500,20,200,5.354
723,14PA,0,1,11.8502,2,8,28,0,155.4833333,0.409,-2.968333333,12,500,20,200,4.63
724,14PA,0,1,11.8502,2,8,28,0,197.0333333,0.214666667,-3.041666667,4,500,40,200,2.603
725,14PA,0,1,11.8502,2,8,28,0,176.2666667,0.228,-1.898333333,8,500,40,200,3.045
726,14PA,0,1,11.8502,2,8,28,0,180.2333333,0.337,-3.103333333,12,500,40,200,2.485
727,14PA,0,1,11.8502,2,8,28,0,182.5,0.208,-1.049666667,4,500,60,200,2.0
728,14PA,0,1,11.8502,2,8,28,0,255.3333333,0.322666667,-1.217666667,8,500,60,200,2.079
729,14PA,0,1,11.8502,2,8,28,0,154.7333333,0.23,2.996666667,12,500,60,200,2.197
730,14PA,0,1,11.8502,2,8,28,0,200.9666667,0.274333333,-6.603333333,4,500,80,200,2.0
731,14PA,0,1,11.8502,2,8,28,0,172.4333333,0.257666667,0.623,8,500,80,200,2.0
732,14PA,0,1,11.8502,2,8,28,0,200.2333333,0.246,0.325333333,12,500,80,200,2.0
733,14PA,0,1,11.8502,2,8,28,0,200.4,0.323666667,-4.816666667,4,500,20,100,4.916
734,14PA,0,1,11.8502,2,8,28,0,207.5166667,0.543333333,-3.873333333,8,500,20,100,5.499
735,14PA,0,1,11.8502,2,8,28,0,307.6333333,0.151333333,-3.5,12,500,20,100,4.466
736,14PA,0,1,11.8502,2,8,28,0,197.9,0.2495,-2.638333333,4,500,40,100,2.303
737,14PA,0,1,11.8502,2,8,28,0,190.1333333,0.249333333,0.246333333,8,500,40,100,2.0
738,14PA,0,1,11.8502,2,8,28,0,179.7666667,0.306333333,-3.133333333,12,500,40,100,2.0
739,14PA,0,1,11.8502,2,8,28,0,231.2,0.212666667,-9.153333333,4,500,60,100,2.0
740,14PA,0,1,11.8502,2,8,28,0,214.3333333,0.271666667,-0.320666667,8,500,60,100,2.0
741,14PA,0,1,11.8502,2,8,28,0,169.7,0.245666667,2.133333333,12,500,60,100,2.0
742,14PA,0,1,11.8502,2,8,28,0,210.8333333,0.223666667,-9.556666667,4,500,80,100,2.0
743,14PA,0,1,11.8502,2,8,28,0,201.4666667,0.236,0.087033333,8,500,80,100,2.0
744,14PA,0,1,11.8502,2,8,28,0,162.3333333,0.244666667,3.74,12,500,80,100,2.0
745,14PA,0,1,11.8502,2,8,28,0,213.1333333,0.346166667,-4.85,4,500,20,50,4.19
746,14PA,0,1,11.8502,2,8,28,0,209.5833333,0.408333333,-2.693333333,8,500,20,50,5.136
747,14PA,0,1,11.8502,2,8,28,0,186.8666667,0.411166667,-2.901666667,12,500,20,50,4.883
748,14PA,0,1,11.8502,2,8,28,0,180.9,0.212666667,-1.799333333,4,500,40,50,2.14
749,14PA,0,1,11.8502,2,8,28,0,219.7,0.262,-0.851333333,8,500,40,50,2.0
750,14PA,0,1,11.8502,2,8,28,0,193.5666667,0.322333333,-1.121333333,12,500,40,50,2.351
751,14PA,0,1,11.8502,2,8,28,0,298.8333333,0.357,-2.73,4,500,60,50,2.0
752,14PA,0,1,11.8502,2,8,28,0,180.7,0.229,1.443333333,8,500,60,50,2.0
753,14PA,0,1,11.8502,2,8,28,0,165.1666667,0.326,0.187266667,12,500,60,50,2.0
754,14PA,0,1,11.8502,2,8,28,0,223.7,0.255333333,-5.206666667,4,500,80,50,2.0
755,14PA,0,1,11.8502,2,8,28,0,197.4666667,0.243333333,0.386,8,500,80,50,2.0
756,14PA,0,1,11.8502,2,8,28,0,176.4,0.296666667,0.998,12,500,80,50,2.0
757,14PA,0,1,11.8502,2,8,28,0,170.7333333,0.256333333,-3.636666667,4,500,20,10,3.277
758,14PA,0,1,11.8502,2,8,28,0,174.4,0.289,-2.656666667,8,500,20,10,3.597
759,14PA,0,1,11.8502,2,8,28,0,245.4333333,0.322833333,-1.633,12,500,20,10,4.401
760,14PA,0,1,11.8502,2,8,28,0,201.5166667,0.258,-1.138333333,4,500,40,10,2.0
761,14PA,0,1,11.8502,2,8,28,0,158.9333333,0.270333333,-0.238,8,500,40,10,2.0
762,14PA,0,1,11.8502,2,8,28,0,203.6333333,0.252,-0.738666667,12,500,40,10,2.526
763,14PA,0,1,11.8502,2,8,28,0,209.3333333,0.170666667,-3.896666667,4,500,60,10,2.0
764,14PA,0,1,11.8502,2,8,28,0,223.4666667,0.241666667,-0.527,8,500,60,10,2.0
765,14PA,0,1,11.8502,2,8,28,0,185.9666667,0.238,-0.284666667,12,500,60,10,2.0
766,14PA,0,1,11.8502,2,8,28,0,230.6,0.265666667,-1.926666667,4,500,80,10,2.0
767,14PA,0,1,11.8502,2,8,28,0,208.0666667,0.248333333,-0.139,8,500,80,10,2.0
768,14PA,0,1,11.8502,2,8,28,0,188.6333333,0.284666667,-0.031,12,500,80,10,2.0
769,14PA,0,1,11.8502,2,8,28,0,337.1666667,0.21,-11.87166667,4,500,20,1,3.091
770,14PA,0,1,11.8502,2,8,28,0,247.8666667,0.220833333,-8.006666667,8,500,20,1,2.251
771,14PA,0,1,11.8502,2,8,28,0,208.5333333,0.273666667,-8.283333333,12,500,20,1,2.398
772,14PA,0,1,11.8502,2,8,28,0,239.25,0.211166667,-15.03333333,4,500,40,1,2.918
773,14PA,0,1,11.8502,2,8,28,0,323.1666667,0.111333333,-7.436666667,8,500,40,1,2.197
774,14PA,0,1,11.8502,2,8,28,0,255.3,0.203333333,-8.44,12,500,40,1,2.803
775,14PA,0,1,11.8502,2,8,28,0,501.3333333,0.13,-15.4,4,500,60,1,2.351
776,14PA,0,1,11.8502,2,8,28,0,231.3666667,0.207666667,-3.776666667,8,500,60,1,2.442
777,14PA,0,1,11.8502,2,8,28,0,229.3333333,0.148666667,-5.566666667,12,500,60,1,2.0
778,14PA,0,1,11.8502,2,8,28,0,232.4333333,0.112333333,-6.826666667,4,500,80,1,2.14
779,14PA,0,1,11.8502,2,8,28,0,341.5666667,0.096333333,-13.4,8,500,80,1,2.0
