,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,PDI,Zeta,RLU_ARPE19
635,636,DSPC,1,1,6.12,0,8,36,0,12,50,80,100,190.2333333,0.240666667,-1.521333333,3.526
637,638,DSPC,1,1,6.12,0,8,36,0,8,10,20,100,216.4,0.234333333,1.181,7.035
638,639,DSPC,1,1,6.12,0,8,36,0,12,10,20,100,314.3333333,0.333,-1.583333333,6.895
639,640,DSPC,1,1,6.12,0,8,36,0,4,10,40,100,207.4,0.21,-1.696666667,7.036
640,641,DSPC,1,1,6.12,0,8,36,0,8,10,40,100,180.6333333,0.302666667,1.110333333,6.603
641,642,DSPC,1,1,6.12,0,8,36,0,12,10,40,100,212.9666667,0.360333333,-0.2816,6.347
642,643,DSPC,1,1,6.12,0,8,36,0,4,10,60,100,253.3,0.169,-0.997666667,3.045
643,644,DSPC,1,1,6.12,0,8,36,0,8,10,60,100,170.7666667,0.234666667,1.956666667,5.017
644,645,DSPC,1,1,6.12,0,8,36,0,12,10,60,100,158.8333333,0.296333333,0.975666667,4.595
645,646,DSPC,1,1,6.12,0,8,36,0,4,10,80,100,188.7333333,0.239666667,-4.646666667,3.912
646,647,DSPC,1,1,6.12,0,8,36,0,8,10,80,100,206.5333333,0.225333333,-1.383,3.871
647,648,DSPC,1,1,6.12,0,8,36,0,12,10,80,100,182.9,0.292,0.969,4.025
652,653,DSPC,1,1,6.12,0,8,36,0,8,1,40,100,161.8333333,0.314666667,-0.225866667,5.342
653,654,DSPC,1,1,6.12,0,8,36,0,12,1,40,100,234.1666667,0.19,1.199666667,6.219
654,655,DSPC,1,1,6.12,0,8,36,0,4,1,60,100,227.1333333,0.237666667,1.106666667,4.5
655,656,DSPC,1,1,6.12,0,8,36,0,8,1,60,100,191.0333333,0.258,1.159666667,5.438
656,657,DSPC,1,1,6.12,0,8,36,0,12,1,60,100,173.0666667,0.277666667,0.740633333,6.109
657,658,DSPC,1,1,6.12,0,8,36,0,4,1,80,100,385.4666667,0.314,-5.563333333,3.0
658,659,DSPC,1,1,6.12,0,8,36,0,8,1,80,100,235.9666667,0.202666667,-1.49,3.555
659,660,DSPC,1,1,6.12,0,8,36,0,12,1,80,100,221.4,0.292,-0.068,5.278
663,664,DSPC,1,1,6.12,0,8,36,0,4,200,40,10,151.1,0.245666667,-8.67,3.0
665,666,DSPC,1,1,6.12,0,8,36,0,12,200,40,10,145.9333333,0.341666667,-1.295666667,3.0
666,667,DSPC,1,1,6.12,0,8,36,0,4,200,60,10,127.0666667,0.191,-0.760666667,3.0
667,668,DSPC,1,1,6.12,0,8,36,0,8,200,60,10,127.8,0.215333333,0.013,3.0
668,669,DSPC,1,1,6.12,0,8,36,0,12,200,60,10,82.80666667,0.227333333,-1.82,3.0
669,670,DSPC,1,1,6.12,0,8,36,0,4,200,80,10,104.6,0.148,-4.656666667,3.0
670,671,DSPC,1,1,6.12,0,8,36,0,8,200,80,10,101.8666667,0.164,-2.406666667,3.0
671,672,DSPC,1,1,6.12,0,8,36,0,12,200,80,10,92.93333333,0.211333333,-2.843333333,3.0
672,673,DSPC,1,1,6.12,0,8,36,0,4,100,20,10,100.2433333,0.198,-9.143333333,3.0
673,674,DSPC,1,1,6.12,0,8,36,0,8,100,20,10,142.6,0.251333333,-2.086666667,3.0
675,676,DSPC,1,1,6.12,0,8,36,0,4,100,40,10,156.8,0.255,-9.543333333,3.0
676,677,DSPC,1,1,6.12,0,8,36,0,8,100,40,10,122.3333333,0.273,-1.101,3.0
677,678,DSPC,1,1,6.12,0,8,36,0,12,100,40,10,146.9333333,0.334333333,-0.806,3.0
678,679,DSPC,1,1,6.12,0,8,36,0,4,100,60,10,119.6333333,0.184,-0.956333333,3.0
679,680,DSPC,1,1,6.12,0,8,36,0,8,100,60,10,138.6333333,0.232666667,-1.070666667,3.178
680,681,DSPC,1,1,6.12,0,8,36,0,12,100,60,10,92.68333333,0.249333333,-1.873333333,3.0
681,682,DSPC,1,1,6.12,0,8,36,0,4,100,80,10,107.7666667,0.171333333,-7.5,3.0
682,683,DSPC,1,1,6.12,0,8,36,0,8,100,80,10,96.23333333,0.183,-3.133333333,3.0
683,684,DSPC,1,1,6.12,0,8,36,0,12,100,80,10,112.1666667,0.211333333,-1.543333333,3.0
684,685,DSPC,1,1,6.12,0,8,36,0,4,50,20,10,131.9333333,0.382,-8.303333333,3.0
685,686,DSPC,1,1,6.12,0,8,36,0,8,50,20,10,130.2,0.408333333,-1.67,3.0
686,687,DSPC,1,1,6.12,0,8,36,0,12,50,20,10,611.0333333,0.368666667,-4.006666667,3.0
687,688,DSPC,1,1,6.12,0,8,36,0,4,50,40,10,149.6666667,0.191666667,-5.433333333,3.0
688,689,DSPC,1,1,6.12,0,8,36,0,8,50,40,10,133.9666667,0.316333333,-0.782666667,3.0
689,690,DSPC,1,1,6.12,0,8,36,0,12,50,40,10,138.3,0.326,-0.808,3.0
690,691,DSPC,1,1,6.12,0,8,36,0,4,50,60,10,134.9666667,0.216333333,-2.59,3.0
691,692,DSPC,1,1,6.12,0,8,36,0,8,50,60,10,140.6333333,0.252333333,-0.939333333,3.0
692,693,DSPC,1,1,6.12,0,8,36,0,12,50,60,10,97.09,0.251,-1.427333333,3.0
693,694,DSPC,1,1,6.12,0,8,36,0,4,50,80,10,104.5666667,0.164333333,-4.286666667,3.0
694,695,DSPC,1,1,6.12,0,8,36,0,8,50,80,10,110.4,0.162333333,-3.123333333,3.0
695,696,DSPC,1,1,6.12,0,8,36,0,12,50,80,10,95.28,0.202666667,-2.5,3.0
696,697,DSPC,1,1,6.12,0,8,36,0,4,10,20,10,115.9666667,0.283666667,-5.833333333,3.0
697,698,DSPC,1,1,6.12,0,8,36,0,8,10,20,10,130.5666667,0.339666667,-1.171666667,3.0
699,700,DSPC,1,1,6.12,0,8,36,0,4,10,40,10,129.2333333,0.187,-8.426666667,3.0
700,701,DSPC,1,1,6.12,0,8,36,0,8,10,40,10,121.4666667,0.242333333,-0.833,3.0
701,702,DSPC,1,1,6.12,0,8,36,0,12,10,40,10,169.4666667,0.346,-0.889,3.0
702,703,DSPC,1,1,6.12,0,8,36,0,4,10,60,10,134.3333333,0.149666667,-3.496666667,3.0
703,704,DSPC,1,1,6.12,0,8,36,0,8,10,60,10,114.1666667,0.231666667,-1.372,3.0
704,705,DSPC,1,1,6.12,0,8,36,0,12,10,60,10,92.96333333,0.255666667,-2.23,3.045
705,706,DSPC,1,1,6.12,0,8,36,0,4,10,80,10,118.9,0.206333333,-7.86,3.0
706,707,DSPC,1,1,6.12,0,8,36,0,8,10,80,10,94.82333333,0.199666667,-1.491,3.0
707,708,DSPC,1,1,6.12,0,8,36,0,12,10,80,10,95.42666667,0.200333333,-2.646666667,3.0
709,710,DSPC,1,1,6.12,0,8,36,0,8,1,20,10,156.3,0.287,-9.796666667,3.0
710,711,DSPC,1,1,6.12,0,8,36,0,12,1,20,10,139.8,0.211666667,-6.03,3.0
711,712,DSPC,1,1,6.12,0,8,36,0,4,1,40,10,144.2333333,0.199666667,-7.93,3.0
712,713,DSPC,1,1,6.12,0,8,36,0,8,1,40,10,131.1,0.226666667,-1.069666667,3.0
713,714,DSPC,1,1,6.12,0,8,36,0,12,1,40,10,150.6666667,0.35,-1.002,3.0
714,715,DSPC,1,1,6.12,0,8,36,0,4,1,60,10,151.8666667,0.188666667,-6.88,3.0
715,716,DSPC,1,1,6.12,0,8,36,0,8,1,60,10,143.0666667,0.263,-0.741333333,4.094
716,717,DSPC,1,1,6.12,0,8,36,0,12,1,60,10,122.1,0.250333333,-1.561,4.159
717,718,DSPC,1,1,6.12,0,8,36,0,4,1,80,10,149.8,0.23,-13.63333333,3.829
718,719,DSPC,1,1,6.12,0,8,36,0,8,1,80,10,152.3333333,0.243666667,-3.446666667,4.143
719,720,DSPC,1,1,6.12,0,8,36,0,12,1,80,10,156.8,0.304,-1.356666667,4.71
