Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio,RLU_N2a
652,DSPC,1,1,6.12,0,8,0,431.1,0.499333333,-12.68333333,4,0.99009901,40,50.0,15.92954792,8.054
653,DSPC,1,1,6.12,0,8,0,161.8333333,0.314666667,-0.225866667,8,0.99009901,40,50.0,31.85909584,7.532
654,DSPC,1,1,6.12,0,8,0,234.1666667,0.19,1.199666667,12,0.99009901,40,50.0,47.78864376,6.976
655,DSPC,1,1,6.12,0,8,0,227.1333333,0.237666667,1.106666667,4,0.99009901,60,50.0,11.85376574,7.727
656,DSPC,1,1,6.12,0,8,0,191.0333333,0.258,1.159666667,8,0.99009901,60,50.0,23.70753149,6.852
657,DSPC,1,1,6.12,0,8,0,173.0666667,0.277666667,0.740633333,12,0.99009901,60,50.0,35.56129723,6.902
658,DSPC,1,1,6.12,0,8,0,385.4666667,0.314,-5.563333333,4,0.99009901,80,50.0,9.815874653,2.0
659,DSPC,1,1,6.12,0,8,0,235.9666667,0.202666667,-1.49,8,0.99009901,80,50.0,19.63174931,4.454
660,DSPC,1,1,6.12,0,8,0,221.4,0.292,-0.068,12,0.99009901,80,50.0,29.44762396,5.303
661,DSPC,1,1,6.12,0,8,0,429.7333333,0.863666667,-4.106666667,4,9.090909091,20,0.497512438,35.49518187,2.079
662,DSPC,1,1,6.12,0,8,0,164.9,0.532666667,-4.78,8,9.090909091,20,0.497512438,70.99036375,2.079
663,DSPC,1,1,6.12,0,8,0,204.7333333,0.528,-3.8,12,9.090909091,20,0.497512438,106.4855456,2.197
664,DSPC,1,1,6.12,0,8,0,151.1,0.245666667,-8.67,4,9.090909091,40,0.497512438,18.13189096,2.833
665,DSPC,1,1,6.12,0,8,0,219.6333333,0.576,-3.373333333,8,9.090909091,40,0.497512438,36.26378193,2.944
666,DSPC,1,1,6.12,0,8,0,145.9333333,0.341666667,-1.295666667,12,9.090909091,40,0.497512438,54.39567289,2.773
667,DSPC,1,1,6.12,0,8,0,127.0666667,0.191,-0.760666667,4,9.090909091,60,0.497512438,12.34412733,3.871
668,DSPC,1,1,6.12,0,8,0,127.8,0.215333333,0.013,8,9.090909091,60,0.497512438,24.68825465,3.714
669,DSPC,1,1,6.12,0,8,0,82.80666667,0.227333333,-1.82,12,9.090909091,60,0.497512438,37.03238198,4.357
670,DSPC,1,1,6.12,0,8,0,104.6,0.148,-4.656666667,4,9.090909091,80,0.497512438,9.450245509,2.639
671,DSPC,1,1,6.12,0,8,0,101.8666667,0.164,-2.406666667,8,9.090909091,80,0.497512438,18.90049102,3.332
672,DSPC,1,1,6.12,0,8,0,92.93333333,0.211333333,-2.843333333,12,9.090909091,80,0.497512438,28.35073653,3.807
673,DSPC,1,1,6.12,0,8,0,100.2433333,0.198,-9.143333333,4,9.090909091,20,0.99009901,35.5039308,2.303
674,DSPC,1,1,6.12,0,8,0,142.6,0.251333333,-2.086666667,8,9.090909091,20,0.99009901,71.0078616,2.197
675,DSPC,1,1,6.12,0,8,0,656.7666667,0.614,-2.69,12,9.090909091,20,0.99009901,106.5117924,2.0
676,DSPC,1,1,6.12,0,8,0,156.8,0.255,-9.543333333,4,9.090909091,40,0.99009901,18.14063989,3.332
677,DSPC,1,1,6.12,0,8,0,122.3333333,0.273,-1.101,8,9.090909091,40,0.99009901,36.28127978,3.401
678,DSPC,1,1,6.12,0,8,0,146.9333333,0.334333333,-0.806,12,9.090909091,40,0.99009901,54.42191968,4.234
679,DSPC,1,1,6.12,0,8,0,119.6333333,0.184,-0.956333333,4,9.090909091,60,0.99009901,12.35287626,2.89
680,DSPC,1,1,6.12,0,8,0,138.6333333,0.232666667,-1.070666667,8,9.090909091,60,0.99009901,24.70575251,4.71
681,DSPC,1,1,6.12,0,8,0,92.68333333,0.249333333,-1.873333333,12,9.090909091,60,0.99009901,37.05862877,4.771
682,DSPC,1,1,6.12,0,8,0,107.7666667,0.171333333,-7.5,4,9.090909091,80,0.99009901,9.458994437,2.708
683,DSPC,1,1,6.12,0,8,0,96.23333333,0.183,-3.133333333,8,9.090909091,80,0.99009901,18.91798887,3.584
684,DSPC,1,1,6.12,0,8,0,112.1666667,0.211333333,-1.543333333,12,9.090909091,80,0.99009901,28.37698331,4.369
685,DSPC,1,1,6.12,0,8,0,131.9333333,0.382,-8.303333333,4,9.090909091,20,1.960784314,35.52117134,2.303
686,DSPC,1,1,6.12,0,8,0,130.2,0.408333333,-1.67,8,9.090909091,20,1.960784314,71.04234267,2.197
687,DSPC,1,1,6.12,0,8,0,611.0333333,0.368666667,-4.006666667,12,9.090909091,20,1.960784314,106.563514,2.0
688,DSPC,1,1,6.12,0,8,0,149.6666667,0.191666667,-5.433333333,4,9.090909091,40,1.960784314,18.15788043,2.485
689,DSPC,1,1,6.12,0,8,0,133.9666667,0.316333333,-0.782666667,8,9.090909091,40,1.960784314,36.31576086,3.85
690,DSPC,1,1,6.12,0,8,0,138.3,0.326,-0.808,12,9.090909091,40,1.960784314,54.47364128,4.025
691,DSPC,1,1,6.12,0,8,0,134.9666667,0.216333333,-2.59,4,9.090909091,60,1.960784314,12.37011679,3.434
692,DSPC,1,1,6.12,0,8,0,140.6333333,0.252333333,-0.939333333,8,9.090909091,60,1.960784314,24.74023358,3.932
693,DSPC,1,1,6.12,0,8,0,97.09,0.251,-1.427333333,12,9.090909091,60,1.960784314,37.11035037,4.205
694,DSPC,1,1,6.12,0,8,0,104.5666667,0.164333333,-4.286666667,4,9.090909091,80,1.960784314,9.476234973,3.135
695,DSPC,1,1,6.12,0,8,0,110.4,0.162333333,-3.123333333,8,9.090909091,80,1.960784314,18.95246995,3.738
696,DSPC,1,1,6.12,0,8,0,95.28,0.202666667,-2.5,12,9.090909091,80,1.960784314,28.42870492,4.248
697,DSPC,1,1,6.12,0,8,0,115.9666667,0.283666667,-5.833333333,4,9.090909091,20,9.090909091,35.64781091,2.303
698,DSPC,1,1,6.12,0,8,0,130.5666667,0.339666667,-1.171666667,8,9.090909091,20,9.090909091,71.29562182,2.0
699,DSPC,1,1,6.12,0,8,0,320.0666667,0.756333333,-3.613333333,12,9.090909091,20,9.090909091,106.9434327,2.0
700,DSPC,1,1,6.12,0,8,0,129.2333333,0.187,-8.426666667,4,9.090909091,40,9.090909091,18.28452,3.526
701,DSPC,1,1,6.12,0,8,0,121.4666667,0.242333333,-0.833,8,9.090909091,40,9.090909091,36.56904,3.466
702,DSPC,1,1,6.12,0,8,0,169.4666667,0.346,-0.889,12,9.090909091,40,9.090909091,54.85356,3.85
703,DSPC,1,1,6.12,0,8,0,134.3333333,0.149666667,-3.496666667,4,9.090909091,60,9.090909091,12.49675636,3.989
704,DSPC,1,1,6.12,0,8,0,114.1666667,0.231666667,-1.372,8,9.090909091,60,9.090909091,24.99351273,4.143
705,DSPC,1,1,6.12,0,8,0,92.96333333,0.255666667,-2.23,12,9.090909091,60,9.090909091,37.49026909,4.682
706,DSPC,1,1,6.12,0,8,0,118.9,0.206333333,-7.86,4,9.090909091,80,9.090909091,9.602874545,3.584
707,DSPC,1,1,6.12,0,8,0,94.82333333,0.199666667,-1.491,8,9.090909091,80,9.090909091,19.20574909,3.871
708,DSPC,1,1,6.12,0,8,0,95.42666667,0.200333333,-2.646666667,12,9.090909091,80,9.090909091,28.80862364,4.663
709,DSPC,1,1,6.12,0,8,0,395.1666667,0.705333333,-16.8,4,9.090909091,20,50.0,36.37440545,2.079
710,DSPC,1,1,6.12,0,8,0,156.3,0.287,-9.796666667,8,9.090909091,20,50.0,72.74881091,2.0
711,DSPC,1,1,6.12,0,8,0,139.8,0.211666667,-6.03,12,9.090909091,20,50.0,109.1232164,2.0
712,DSPC,1,1,6.12,0,8,0,144.2333333,0.199666667,-7.93,4,9.090909091,40,50.0,19.01111455,3.664
713,DSPC,1,1,6.12,0,8,0,131.1,0.226666667,-1.069666667,8,9.090909091,40,50.0,38.02222909,3.611
714,DSPC,1,1,6.12,0,8,0,150.6666667,0.35,-1.002,12,9.090909091,40,50.0,57.03334364,2.89
715,DSPC,1,1,6.12,0,8,0,151.8666667,0.188666667,-6.88,4,9.090909091,60,50.0,13.22335091,5.17
716,DSPC,1,1,6.12,0,8,0,143.0666667,0.263,-0.741333333,8,9.090909091,60,50.0,26.44670182,5.951
717,DSPC,1,1,6.12,0,8,0,122.1,0.250333333,-1.561,12,9.090909091,60,50.0,39.67005273,5.666
718,DSPC,1,1,6.12,0,8,0,149.8,0.23,-13.63333333,4,9.090909091,80,50.0,10.32946909,5.455
719,DSPC,1,1,6.12,0,8,0,152.3333333,0.243666667,-3.446666667,8,9.090909091,80,50.0,20.65893818,5.069
720,DSPC,1,1,6.12,0,8,0,156.8,0.304,-1.356666667,12,9.090909091,80,50.0,30.98840727,5.394
