18PG,14PA,DOPE,DSPC,DOTAP,DDAB,Size,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,0,0,0,0,0,99.15666667,0.99009901,20,0.99009901
1,0,0,0,0,0,118.2,0.99009901,40,0.99009901
1,0,0,0,0,0,170.9666667,0.99009901,40,0.99009901
1,0,0,0,0,0,215.6333333,0.99009901,40,0.99009901
1,0,0,0,0,0,182.2,0.99009901,60,0.99009901
1,0,0,0,0,0,207.7333333,0.99009901,60,0.99009901
1,0,0,0,0,0,348.7,0.99009901,60,0.99009901
1,0,0,0,0,0,379.2666667,0.99009901,80,0.99009901
1,0,0,0,0,0,430.7333333,0.99009901,80,0.99009901
1,0,0,0,0,0,255.0166667,0.99009901,80,0.99009901
1,0,0,0,0,0,738.2666667,0.99009901,20,1.960784314
1,0,0,0,0,0,190.2,0.99009901,20,1.960784314
1,0,0,0,0,0,210.8,0.99009901,20,1.960784314
1,0,0,0,0,0,263.4666667,0.99009901,40,1.960784314
1,0,0,0,0,0,162.0,0.99009901,40,1.960784314
1,0,0,0,0,0,203.3333333,0.99009901,40,1.960784314
1,0,0,0,0,0,194.0,0.99009901,60,1.960784314
1,0,0,0,0,0,235.7333333,0.99009901,60,1.960784314
1,0,0,0,0,0,183.1666667,0.99009901,60,1.960784314
1,0,0,0,0,0,264.4666667,0.99009901,80,1.960784314
1,0,0,0,0,0,410.2,0.99009901,80,1.960784314
1,0,0,0,0,0,363.8,0.99009901,80,1.960784314
1,0,0,0,0,0,457.7666667,0.99009901,20,9.090909091
1,0,0,0,0,0,170.4666667,0.99009901,20,9.090909091
1,0,0,0,0,0,205.1333333,0.99009901,20,9.090909091
1,0,0,0,0,0,153.8666667,0.99009901,40,9.090909091
1,0,0,0,0,0,202.0333333,0.99009901,40,9.090909091
1,0,0,0,0,0,192.2666667,0.99009901,40,9.090909091
1,0,0,0,0,0,176.8,0.99009901,60,9.090909091
1,0,0,0,0,0,293.4666667,0.99009901,60,9.090909091
1,0,0,0,0,0,281.8333333,0.99009901,60,9.090909091
1,0,0,0,0,0,496.8666667,0.99009901,80,9.090909091
1,0,0,0,0,0,526.7333333,0.99009901,80,9.090909091
1,0,0,0,0,0,501.1333333,0.99009901,80,9.090909091
1,0,0,0,0,0,237.7333333,0.99009901,20,50.0
1,0,0,0,0,0,154.0666667,0.99009901,20,50.0
1,0,0,0,0,0,185.1,0.99009901,20,50.0
1,0,0,0,0,0,196.1666667,0.99009901,40,50.0
1,0,0,0,0,0,298.0333333,0.99009901,40,50.0
1,0,0,0,0,0,189.2333333,0.99009901,40,50.0
1,0,0,0,0,0,241.5,0.99009901,60,50.0
1,0,0,0,0,0,249.8,0.99009901,60,50.0
1,0,0,0,0,0,346.5,0.99009901,60,50.0
1,0,0,0,0,0,364.1333333,0.99009901,80,50.0
1,0,0,0,0,0,812.3666667,0.99009901,80,50.0
1,0,0,0,0,0,409.6,0.99009901,80,50.0
1,0,0,0,0,0,113.3,9.090909091,20,0.497512438
1,0,0,0,0,0,179.0666667,9.090909091,20,0.497512438
1,0,0,0,0,0,1512.333333,9.090909091,20,0.497512438
1,0,0,0,0,0,108.3166667,9.090909091,40,0.497512438
1,0,0,0,0,0,153.9,9.090909091,40,0.497512438
1,0,0,0,0,0,120.1,9.090909091,40,0.497512438
1,0,0,0,0,0,166.4,9.090909091,60,0.497512438
1,0,0,0,0,0,192.9,9.090909091,60,0.497512438
1,0,0,0,0,0,260.3666667,9.090909091,60,0.497512438
1,0,0,0,0,0,230.6333333,9.090909091,80,0.497512438
1,0,0,0,0,0,237.4,9.090909091,80,0.497512438
1,0,0,0,0,0,208.8333333,9.090909091,80,0.497512438
1,0,0,0,0,0,129.5333333,9.090909091,20,0.99009901
1,0,0,0,0,0,247.0333333,9.090909091,20,0.99009901
1,0,0,0,0,0,1955.333333,9.090909091,20,0.99009901
1,0,0,0,0,0,181.4666667,9.090909091,40,0.99009901
1,0,0,0,0,0,144.4,9.090909091,40,0.99009901
1,0,0,0,0,0,123.8,9.090909091,40,0.99009901
1,0,0,0,0,0,253.1333333,9.090909091,60,0.99009901
1,0,0,0,0,0,212.9666667,9.090909091,60,0.99009901
1,0,0,0,0,0,219.6333333,9.090909091,60,0.99009901
1,0,0,0,0,0,243.4333333,9.090909091,80,0.99009901
1,0,0,0,0,0,226.2666667,9.090909091,80,0.99009901
1,0,0,0,0,0,262.2333333,9.090909091,80,0.99009901
1,0,0,0,0,0,135.9333333,9.090909091,20,1.960784314
1,0,0,0,0,0,967.0333333,9.090909091,20,1.960784314
1,0,0,0,0,0,1599.666667,9.090909091,20,1.960784314
1,0,0,0,0,0,113.75,9.090909091,40,1.960784314
1,0,0,0,0,0,142.2666667,9.090909091,40,1.960784314
1,0,0,0,0,0,142.3333333,9.090909091,40,1.960784314
1,0,0,0,0,0,256.9666667,9.090909091,60,1.960784314
1,0,0,0,0,0,205.9333333,9.090909091,60,1.960784314
1,0,0,0,0,0,184.7,9.090909091,60,1.960784314
1,0,0,0,0,0,244.4333333,9.090909091,80,1.960784314
1,0,0,0,0,0,247.3666667,9.090909091,80,1.960784314
1,0,0,0,0,0,250.6333333,9.090909091,80,1.960784314
1,0,0,0,0,0,636.7,9.090909091,20,9.090909091
1,0,0,0,0,0,691.7,9.090909091,20,9.090909091
1,0,0,0,0,0,1708.333333,9.090909091,20,9.090909091
1,0,0,0,0,0,111.6666667,9.090909091,40,9.090909091
1,0,0,0,0,0,148.1333333,9.090909091,40,9.090909091
1,0,0,0,0,0,118.0,9.090909091,40,9.090909091
1,0,0,0,0,0,233.5,9.090909091,60,9.090909091
1,0,0,0,0,0,264.6666667,9.090909091,60,9.090909091
1,0,0,0,0,0,220.9,9.090909091,60,9.090909091
1,0,0,0,0,0,256.1,9.090909091,80,9.090909091
1,0,0,0,0,0,278.3,9.090909091,80,9.090909091
1,0,0,0,0,0,265.9,9.090909091,80,9.090909091
1,0,0,0,0,0,675.8333333,9.090909091,20,50.0
1,0,0,0,0,0,682.8333333,9.090909091,20,50.0
1,0,0,0,0,0,464.0,9.090909091,20,50.0
1,0,0,0,0,0,163.5666667,9.090909091,40,50.0
1,0,0,0,0,0,459.9666667,9.090909091,40,50.0
1,0,0,0,0,0,753.9666667,9.090909091,40,50.0
1,0,0,0,0,0,194.8666667,9.090909091,60,50.0
1,0,0,0,0,0,934.6333333,9.090909091,60,50.0
1,0,0,0,0,0,1021.5,9.090909091,60,50.0
1,0,0,0,0,0,201.0,9.090909091,80,50.0
1,0,0,0,0,0,456.4,9.090909091,80,50.0
1,0,0,0,0,0,398.5,9.090909091,80,50.0
0,0,1,0,0,0,288.9666667,0.199600798,20,0.497512438
0,0,1,0,0,0,533.7,0.199600798,20,0.497512438
0,0,1,0,0,0,342.3333333,0.199600798,20,0.497512438
0,0,1,0,0,0,237.1333333,0.199600798,40,0.497512438
0,0,1,0,0,0,185.1333333,0.199600798,40,0.497512438
0,0,1,0,0,0,267.7333333,0.199600798,40,0.497512438
0,0,1,0,0,0,206.6,0.199600798,60,0.497512438
0,0,1,0,0,0,173.1333333,0.199600798,60,0.497512438
0,0,1,0,0,0,183.6666667,0.199600798,60,0.497512438
0,0,1,0,0,0,166.6333333,0.199600798,80,0.497512438
0,0,1,0,0,0,137.6333333,0.199600798,80,0.497512438
0,0,1,0,0,0,158.8,0.199600798,80,0.497512438
0,0,1,0,0,0,577.6666667,0.199600798,20,0.99009901
0,0,1,0,0,0,562.7666667,0.199600798,20,0.99009901
0,0,1,0,0,0,288.1666667,0.199600798,20,0.99009901
0,0,1,0,0,0,240.3,0.199600798,40,0.99009901
0,0,1,0,0,0,191.7333333,0.199600798,40,0.99009901
0,0,1,0,0,0,189.9666667,0.199600798,40,0.99009901
0,0,1,0,0,0,192.8,0.199600798,60,0.99009901
0,0,1,0,0,0,170.3,0.199600798,60,0.99009901
0,0,1,0,0,0,181.6333333,0.199600798,60,0.99009901
0,0,1,0,0,0,172.9333333,0.199600798,80,0.99009901
0,0,1,0,0,0,148.0,0.199600798,80,0.99009901
0,0,1,0,0,0,162.5333333,0.199600798,80,0.99009901
0,0,1,0,0,0,650.7333333,0.199600798,20,1.960784314
0,0,1,0,0,0,403.2666667,0.199600798,20,1.960784314
0,0,1,0,0,0,475.3333333,0.199600798,20,1.960784314
0,0,1,0,0,0,191.8,0.199600798,40,1.960784314
0,0,1,0,0,0,170.0,0.199600798,40,1.960784314
0,0,1,0,0,0,307.4666667,0.199600798,40,1.960784314
0,0,1,0,0,0,189.0333333,0.199600798,60,1.960784314
0,0,1,0,0,0,155.4333333,0.199600798,60,1.960784314
0,0,1,0,0,0,256.8,0.199600798,60,1.960784314
0,0,1,0,0,0,202.3,0.199600798,80,1.960784314
0,0,1,0,0,0,135.8666667,0.199600798,80,1.960784314
0,0,1,0,0,0,163.5333333,0.199600798,80,1.960784314
0,0,1,0,0,0,431.8,0.199600798,20,9.090909091
0,0,1,0,0,0,465.9333333,0.199600798,20,9.090909091
0,0,1,0,0,0,599.5333333,0.199600798,20,9.090909091
0,0,1,0,0,0,197.5666667,0.199600798,40,9.090909091
0,0,1,0,0,0,199.4,0.199600798,40,9.090909091
0,0,1,0,0,0,208.5,0.199600798,40,9.090909091
0,0,1,0,0,0,193.9,0.199600798,60,9.090909091
0,0,1,0,0,0,159.3,0.199600798,60,9.090909091
0,0,1,0,0,0,190.9666667,0.199600798,60,9.090909091
0,0,1,0,0,0,166.8666667,0.199600798,80,9.090909091
0,0,1,0,0,0,146.8666667,0.199600798,80,9.090909091
0,0,1,0,0,0,167.8,0.199600798,80,9.090909091
0,0,1,0,0,0,287.7333333,0.199600798,20,50.0
0,0,1,0,0,0,306.5333333,0.199600798,20,50.0
0,0,1,0,0,0,473.2,0.199600798,20,50.0
0,0,1,0,0,0,261.7,0.199600798,40,50.0
0,0,1,0,0,0,205.1,0.199600798,40,50.0
0,0,1,0,0,0,177.9333333,0.199600798,40,50.0
0,0,1,0,0,0,224.5,0.199600798,60,50.0
0,0,1,0,0,0,195.0333333,0.199600798,60,50.0
0,0,1,0,0,0,179.0333333,0.199600798,60,50.0
0,0,1,0,0,0,237.6333333,0.199600798,80,50.0
0,0,1,0,0,0,164.9666667,0.199600798,80,50.0
0,0,1,0,0,0,171.5333333,0.199600798,80,50.0
0,0,1,0,0,0,177.0333333,0.99009901,20,0.497512438
0,0,1,0,0,0,223.4,0.99009901,20,0.497512438
0,0,1,0,0,0,169.1333333,0.99009901,20,0.497512438
0,0,1,0,0,0,193.5,0.99009901,40,0.497512438
0,0,1,0,0,0,139.0,0.99009901,40,0.497512438
0,0,1,0,0,0,159.2333333,0.99009901,40,0.497512438
0,0,1,0,0,0,171.7,0.99009901,60,0.497512438
0,0,1,0,0,0,150.1333333,0.99009901,60,0.497512438
0,0,1,0,0,0,177.5333333,0.99009901,60,0.497512438
0,0,1,0,0,0,219.6333333,0.99009901,80,0.497512438
0,0,1,0,0,0,141.4666667,0.99009901,80,0.497512438
0,0,1,0,0,0,160.0333333,0.99009901,80,0.497512438
0,0,1,0,0,0,176.9333333,0.99009901,20,0.99009901
0,0,1,0,0,0,263.8333333,0.99009901,20,0.99009901
0,0,1,0,0,0,303.3666667,0.99009901,20,0.99009901
0,0,1,0,0,0,174.6666667,0.99009901,40,0.99009901
0,0,1,0,0,0,148.9333333,0.99009901,40,0.99009901
0,0,1,0,0,0,152.4666667,0.99009901,40,0.99009901
0,0,1,0,0,0,164.2,0.99009901,60,0.99009901
0,0,1,0,0,0,150.2666667,0.99009901,60,0.99009901
0,0,1,0,0,0,191.8,0.99009901,60,0.99009901
0,0,1,0,0,0,241.5333333,0.99009901,80,0.99009901
0,0,1,0,0,0,148.0333333,0.99009901,80,0.99009901
0,0,1,0,0,0,155.5666667,0.99009901,80,0.99009901
0,0,1,0,0,0,153.8666667,0.99009901,20,1.960784314
0,0,1,0,0,0,203.9333333,0.99009901,20,1.960784314
0,0,1,0,0,0,263.9333333,0.99009901,20,1.960784314
0,0,1,0,0,0,170.0666667,0.99009901,40,1.960784314
0,0,1,0,0,0,158.3666667,0.99009901,40,1.960784314
0,0,1,0,0,0,130.9333333,0.99009901,40,1.960784314
0,0,1,0,0,0,160.7333333,0.99009901,60,1.960784314
0,0,1,0,0,0,138.7333333,0.99009901,60,1.960784314
0,0,1,0,0,0,152.2333333,0.99009901,60,1.960784314
0,0,1,0,0,0,189.0,0.99009901,80,1.960784314
0,0,1,0,0,0,147.2,0.99009901,80,1.960784314
0,0,1,0,0,0,148.5333333,0.99009901,80,1.960784314
0,0,1,0,0,0,154.9,0.99009901,20,9.090909091
0,0,1,0,0,0,230.9333333,0.99009901,20,9.090909091
0,0,1,0,0,0,168.1666667,0.99009901,20,9.090909091
0,0,1,0,0,0,164.0666667,0.99009901,40,9.090909091
0,0,1,0,0,0,478.0,0.99009901,40,9.090909091
0,0,1,0,0,0,161.1333333,0.99009901,40,9.090909091
0,0,1,0,0,0,179.6666667,0.99009901,60,9.090909091
0,0,1,0,0,0,153.8,0.99009901,60,9.090909091
0,0,1,0,0,0,150.7333333,0.99009901,60,9.090909091
0,0,1,0,0,0,222.5666667,0.99009901,80,9.090909091
0,0,1,0,0,0,166.1666667,0.99009901,80,9.090909091
0,0,1,0,0,0,198.6666667,0.99009901,80,9.090909091
0,0,1,0,0,0,236.7666667,0.99009901,20,50.0
0,0,1,0,0,0,211.3666667,0.99009901,20,50.0
0,0,1,0,0,0,182.6,0.99009901,20,50.0
0,0,1,0,0,0,179.9,0.99009901,40,50.0
0,0,1,0,0,0,196.2,0.99009901,40,50.0
0,0,1,0,0,0,180.0,0.99009901,40,50.0
0,0,1,0,0,0,197.7,0.99009901,60,50.0
0,0,1,0,0,0,148.4666667,0.99009901,60,50.0
0,0,1,0,0,0,171.6333333,0.99009901,60,50.0
0,0,1,0,0,0,253.0666667,0.99009901,80,50.0
0,0,1,0,0,0,186.6333333,0.99009901,80,50.0
0,0,1,0,0,0,150.0333333,0.99009901,80,50.0
0,0,1,0,0,0,274.6,9.090909091,20,0.497512438
0,0,1,0,0,0,236.6,9.090909091,20,0.497512438
0,0,1,0,0,0,405.4,9.090909091,20,0.497512438
0,0,1,0,0,0,170.1333333,9.090909091,40,0.497512438
0,0,1,0,0,0,176.6666667,9.090909091,40,0.497512438
0,0,1,0,0,0,260.6666667,9.090909091,40,0.497512438
0,0,1,0,0,0,153.6333333,9.090909091,60,0.497512438
0,0,1,0,0,0,153.0333333,9.090909091,60,0.497512438
0,0,1,0,0,0,149.9,9.090909091,60,0.497512438
0,0,1,0,0,0,133.1,9.090909091,80,0.497512438
0,0,1,0,0,0,138.3666667,9.090909091,80,0.497512438
0,0,1,0,0,0,136.2333333,9.090909091,80,0.497512438
0,0,1,0,0,0,196.5,9.090909091,20,0.99009901
0,0,1,0,0,0,197.3,9.090909091,20,0.99009901
0,0,1,0,0,0,213.9333333,9.090909091,20,0.99009901
0,0,1,0,0,0,137.9333333,9.090909091,40,0.99009901
0,0,1,0,0,0,470.4333333,9.090909091,40,0.99009901
0,0,1,0,0,0,165.9666667,9.090909091,40,0.99009901
0,0,1,0,0,0,137.5666667,9.090909091,60,0.99009901
0,0,1,0,0,0,115.6333333,9.090909091,60,0.99009901
0,0,1,0,0,0,207.0666667,9.090909091,60,0.99009901
0,0,1,0,0,0,145.4,9.090909091,80,0.99009901
0,0,1,0,0,0,135.8666667,9.090909091,80,0.99009901
0,0,1,0,0,0,120.9333333,9.090909091,80,0.99009901
0,0,1,0,0,0,278.8333333,9.090909091,20,1.960784314
0,0,1,0,0,0,415.8,9.090909091,20,1.960784314
0,0,1,0,0,0,496.8333333,9.090909091,20,1.960784314
0,0,1,0,0,0,93.06666667,9.090909091,40,1.960784314
0,0,1,0,0,0,207.5666667,9.090909091,40,1.960784314
0,0,1,0,0,0,201.6333333,9.090909091,40,1.960784314
0,0,1,0,0,0,136.1666667,9.090909091,60,1.960784314
0,0,1,0,0,0,129.5,9.090909091,60,1.960784314
0,0,1,0,0,0,202.5,9.090909091,60,1.960784314
0,0,1,0,0,0,143.0333333,9.090909091,80,1.960784314
0,0,1,0,0,0,134.7,9.090909091,80,1.960784314
0,0,1,0,0,0,135.2333333,9.090909091,80,1.960784314
0,0,1,0,0,0,235.4666667,9.090909091,20,9.090909091
0,0,1,0,0,0,378.9333333,9.090909091,20,9.090909091
0,0,1,0,0,0,476.3333333,9.090909091,20,9.090909091
0,0,1,0,0,0,132.7666667,9.090909091,40,9.090909091
0,0,1,0,0,0,279.9666667,9.090909091,40,9.090909091
0,0,1,0,0,0,153.0,9.090909091,40,9.090909091
0,0,1,0,0,0,156.7333333,9.090909091,60,9.090909091
0,0,1,0,0,0,134.0666667,9.090909091,60,9.090909091
0,0,1,0,0,0,167.5,9.090909091,60,9.090909091
0,0,1,0,0,0,144.4333333,9.090909091,80,9.090909091
0,0,1,0,0,0,161.1333333,9.090909091,80,9.090909091
0,0,1,0,0,0,118.1666667,9.090909091,80,9.090909091
0,0,1,0,0,0,302.6666667,9.090909091,20,50.0
0,0,1,0,0,0,270.0333333,9.090909091,20,50.0
0,0,1,0,0,0,180.3,9.090909091,20,50.0
0,0,1,0,0,0,157.5,9.090909091,40,50.0
0,0,1,0,0,0,140.4666667,9.090909091,40,50.0
0,0,1,0,0,0,228.2,9.090909091,40,50.0
0,0,1,0,0,0,153.2,9.090909091,60,50.0
0,0,1,0,0,0,129.7666667,9.090909091,60,50.0
0,0,1,0,0,0,145.7333333,9.090909091,60,50.0
0,0,1,0,0,0,165.1666667,9.090909091,80,50.0
0,0,1,0,0,0,157.6666667,9.090909091,80,50.0
0,0,1,0,0,0,140.5666667,9.090909091,80,50.0
0,0,0,0,1,0,157.3333333,0.199600798,20,0.497512438
0,0,0,0,1,0,138.8333333,0.199600798,20,0.497512438
0,0,0,0,1,0,235.9333333,0.199600798,20,0.497512438
0,0,0,0,1,0,175.8333333,0.199600798,40,0.497512438
0,0,0,0,1,0,172.5333333,0.199600798,40,0.497512438
0,0,0,0,1,0,173.3,0.199600798,40,0.497512438
0,0,0,0,1,0,222.7333333,0.199600798,60,0.497512438
0,0,0,0,1,0,163.4666667,0.199600798,60,0.497512438
0,0,0,0,1,0,132.7666667,0.199600798,60,0.497512438
0,0,0,0,1,0,172.6333333,0.199600798,80,0.497512438
0,0,0,0,1,0,156.5,0.199600798,80,0.497512438
0,0,0,0,1,0,415.4333333,0.199600798,80,0.497512438
0,0,0,0,1,0,126.4666667,0.199600798,20,0.99009901
0,0,0,0,1,0,173.0,0.199600798,20,0.99009901
0,0,0,0,1,0,198.5333333,0.199600798,20,0.99009901
0,0,0,0,1,0,185.6666667,0.199600798,40,0.99009901
0,0,0,0,1,0,160.6,0.199600798,40,0.99009901
0,0,0,0,1,0,183.8333333,0.199600798,40,0.99009901
0,0,0,0,1,0,224.0,0.199600798,60,0.99009901
0,0,0,0,1,0,147.6666667,0.199600798,60,0.99009901
0,0,0,0,1,0,146.4333333,0.199600798,60,0.99009901
0,0,0,0,1,0,170.8666667,0.199600798,80,0.99009901
0,0,0,0,1,0,136.8333333,0.199600798,80,0.99009901
0,0,0,0,1,0,290.3,0.199600798,80,0.99009901
0,0,0,0,1,0,122.2,0.199600798,20,1.960784314
0,0,0,0,1,0,176.0666667,0.199600798,20,1.960784314
0,0,0,0,1,0,186.9666667,0.199600798,20,1.960784314
0,0,0,0,1,0,153.4666667,0.199600798,40,1.960784314
0,0,0,0,1,0,204.5333333,0.199600798,40,1.960784314
0,0,0,0,1,0,177.8333333,0.199600798,40,1.960784314
0,0,0,0,1,0,193.0,0.199600798,60,1.960784314
0,0,0,0,1,0,155.2333333,0.199600798,60,1.960784314
0,0,0,0,1,0,133.8333333,0.199600798,60,1.960784314
0,0,0,0,1,0,204.0333333,0.199600798,80,1.960784314
0,0,0,0,1,0,118.1,0.199600798,80,1.960784314
0,0,0,0,1,0,1330.666667,0.199600798,80,1.960784314
0,0,0,0,1,0,105.7,0.199600798,20,9.090909091
0,0,0,0,1,0,131.2333333,0.199600798,20,9.090909091
0,0,0,0,1,0,241.2,0.199600798,20,9.090909091
0,0,0,0,1,0,204.4333333,0.199600798,40,9.090909091
0,0,0,0,1,0,135.9,0.199600798,40,9.090909091
0,0,0,0,1,0,199.2666667,0.199600798,40,9.090909091
0,0,0,0,1,0,157.6333333,0.199600798,60,9.090909091
0,0,0,0,1,0,133.6333333,0.199600798,60,9.090909091
0,0,0,0,1,0,139.3666667,0.199600798,60,9.090909091
0,0,0,0,1,0,138.7666667,0.199600798,80,9.090909091
0,0,0,0,1,0,143.8333333,0.199600798,80,9.090909091
0,0,0,0,1,0,581.7333333,0.199600798,80,9.090909091
0,0,0,0,1,0,137.3,0.199600798,20,50.0
0,0,0,0,1,0,899.4,0.199600798,20,50.0
0,0,0,0,1,0,158.2333333,0.199600798,20,50.0
0,0,0,0,1,0,214.0333333,0.199600798,40,50.0
0,0,0,0,1,0,173.5,0.199600798,40,50.0
0,0,0,0,1,0,217.2,0.199600798,40,50.0
0,0,0,0,1,0,218.4,0.199600798,60,50.0
0,0,0,0,1,0,152.1333333,0.199600798,60,50.0
0,0,0,0,1,0,101.8666667,0.199600798,60,50.0
0,0,0,0,1,0,200.6,0.199600798,80,50.0
0,0,0,0,1,0,133.7333333,0.199600798,80,50.0
0,0,0,0,1,0,223.2,0.199600798,80,50.0
0,0,0,0,1,0,265.1,0.99009901,20,0.497512438
0,0,0,0,1,0,576.1666667,0.99009901,20,0.497512438
0,0,0,0,1,0,453.7333333,0.99009901,20,0.497512438
0,0,0,0,1,0,157.1,0.99009901,40,0.497512438
0,0,0,0,1,0,161.9333333,0.99009901,40,0.497512438
0,0,0,0,1,0,154.0333333,0.99009901,40,0.497512438
0,0,0,0,1,0,187.9,0.99009901,60,0.497512438
0,0,0,0,1,0,151.0666667,0.99009901,60,0.497512438
0,0,0,0,1,0,165.1666667,0.99009901,60,0.497512438
0,0,0,0,1,0,152.2,0.99009901,80,0.497512438
0,0,0,0,1,0,143.4666667,0.99009901,80,0.497512438
0,0,0,0,1,0,119.9666667,0.99009901,80,0.497512438
0,0,0,0,1,0,269.6333333,0.99009901,20,0.99009901
0,0,0,0,1,0,115.6666667,0.99009901,20,0.99009901
0,0,0,0,1,0,388.5666667,0.99009901,20,0.99009901
0,0,0,0,1,0,176.5,0.99009901,40,0.99009901
0,0,0,0,1,0,214.0333333,0.99009901,40,0.99009901
0,0,0,0,1,0,199.2,0.99009901,40,0.99009901
0,0,0,0,1,0,182.5333333,0.99009901,60,0.99009901
0,0,0,0,1,0,155.6333333,0.99009901,60,0.99009901
0,0,0,0,1,0,181.7,0.99009901,60,0.99009901
0,0,0,0,1,0,175.7,0.99009901,80,0.99009901
0,0,0,0,1,0,162.9666667,0.99009901,80,0.99009901
0,0,0,0,1,0,128.4666667,0.99009901,80,0.99009901
0,0,0,0,1,0,298.2666667,0.99009901,20,1.960784314
0,0,0,0,1,0,139.2,0.99009901,20,1.960784314
0,0,0,0,1,0,307.7,0.99009901,20,1.960784314
