18PG,14PA,DOPE,DSPC,DOTAP,DDAB,Size,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
0,1,0,0,0,0,183.5,9.090909091,60,50.0
0,1,0,0,0,0,169.6,9.090909091,80,50.0
0,1,0,0,0,0,157.9,9.090909091,80,50.0
0,1,0,0,0,0,186.1,9.090909091,80,50.0
0,0,0,0,0,1,145.9333333,0.199600798,20,0.497512438
0,0,0,0,0,1,232.5,0.199600798,20,0.497512438
0,0,0,0,0,1,473.7,0.199600798,20,0.497512438
0,0,0,0,0,1,173.3333333,0.199600798,40,0.497512438
0,0,0,0,0,1,143.8666667,0.199600798,40,0.497512438
0,0,0,0,0,1,186.3333333,0.199600798,40,0.497512438
0,0,0,0,0,1,185.8333333,0.199600798,60,0.497512438
0,0,0,0,0,1,160.5333333,0.199600798,60,0.497512438
0,0,0,0,0,1,132.9666667,0.199600798,60,0.497512438
0,0,0,0,0,1,242.4,0.199600798,80,0.497512438
0,0,0,0,0,1,106.8,0.199600798,80,0.497512438
0,0,0,0,0,1,104.0333333,0.199600798,80,0.497512438
0,0,0,0,0,1,251.5666667,0.199600798,20,0.99009901
0,0,0,0,0,1,253.2333333,0.199600798,20,0.99009901
0,0,0,0,0,1,403.8666667,0.199600798,20,0.99009901
0,0,0,0,0,1,174.2,0.199600798,40,0.99009901
0,0,0,0,0,1,177.8666667,0.199600798,40,0.99009901
0,0,0,0,0,1,130.0333333,0.199600798,40,0.99009901
0,0,0,0,0,1,159.0333333,0.199600798,60,0.99009901
0,0,0,0,0,1,130.7,0.199600798,60,0.99009901
0,0,0,0,0,1,130.8333333,0.199600798,60,0.99009901
0,0,0,0,0,1,212.2333333,0.199600798,80,0.99009901
0,0,0,0,0,1,121.7,0.199600798,80,0.99009901
0,0,0,0,0,1,107.7,0.199600798,80,0.99009901
0,0,0,0,0,1,180.5666667,0.199600798,20,1.960784314
0,0,0,0,0,1,365.4333333,0.199600798,20,1.960784314
0,0,0,0,0,1,248.0,0.199600798,20,1.960784314
0,0,0,0,0,1,172.9,0.199600798,40,1.960784314
0,0,0,0,0,1,177.5666667,0.199600798,40,1.960784314
0,0,0,0,0,1,151.3333333,0.199600798,40,1.960784314
0,0,0,0,0,1,160.6,0.199600798,60,1.960784314
0,0,0,0,0,1,158.3,0.199600798,60,1.960784314
0,0,0,0,0,1,132.8,0.199600798,60,1.960784314
0,0,0,0,0,1,230.8333333,0.199600798,80,1.960784314
0,0,0,0,0,1,122.1333333,0.199600798,80,1.960784314
0,0,0,0,0,1,115.7666667,0.199600798,80,1.960784314
0,0,0,0,0,1,164.7,0.199600798,20,9.090909091
0,0,0,0,0,1,498.1666667,0.199600798,20,9.090909091
0,0,0,0,0,1,212.7666667,0.199600798,20,9.090909091
0,0,0,0,0,1,185.4666667,0.199600798,40,9.090909091
0,0,0,0,0,1,163.3333333,0.199600798,40,9.090909091
0,0,0,0,0,1,149.6666667,0.199600798,40,9.090909091
0,0,0,0,0,1,154.3333333,0.199600798,60,9.090909091
0,0,0,0,0,1,137.2666667,0.199600798,60,9.090909091
0,0,0,0,0,1,117.2333333,0.199600798,60,9.090909091
0,0,0,0,0,1,255.5,0.199600798,80,9.090909091
0,0,0,0,0,1,110.3666667,0.199600798,80,9.090909091
0,0,0,0,0,1,112.2666667,0.199600798,80,9.090909091
0,0,0,0,0,1,194.9,0.199600798,20,50.0
0,0,0,0,0,1,197.3,0.199600798,20,50.0
0,0,0,0,0,1,175.9,0.199600798,20,50.0
0,0,0,0,0,1,195.9,0.199600798,40,50.0
0,0,0,0,0,1,140.6333333,0.199600798,40,50.0
0,0,0,0,0,1,185.2,0.199600798,40,50.0
0,0,0,0,0,1,213.6,0.199600798,60,50.0
0,0,0,0,0,1,150.9333333,0.199600798,60,50.0
0,0,0,0,0,1,150.2333333,0.199600798,60,50.0
0,0,0,0,0,1,300.9666667,0.199600798,80,50.0
0,0,0,0,0,1,133.4,0.199600798,80,50.0
0,0,0,0,0,1,153.8666667,0.199600798,80,50.0
0,0,0,0,0,1,163.7333333,0.99009901,20,0.497512438
0,0,0,0,0,1,169.7666667,0.99009901,20,0.497512438
0,0,0,0,0,1,196.0333333,0.99009901,20,0.497512438
0,0,0,0,0,1,190.9666667,0.99009901,40,0.497512438
0,0,0,0,0,1,181.9,0.99009901,40,0.497512438
0,0,0,0,0,1,170.2666667,0.99009901,40,0.497512438
0,0,0,0,0,1,159.0666667,0.99009901,60,0.497512438
0,0,0,0,0,1,140.5333333,0.99009901,60,0.497512438
0,0,0,0,0,1,127.2666667,0.99009901,60,0.497512438
0,0,0,0,0,1,131.1666667,0.99009901,80,0.497512438
0,0,0,0,0,1,128.2,0.99009901,80,0.497512438
0,0,0,0,0,1,125.3333333,0.99009901,80,0.497512438
0,0,0,0,0,1,171.9333333,0.99009901,20,0.99009901
0,0,0,0,0,1,150.5666667,0.99009901,20,0.99009901
0,0,0,0,0,1,136.6666667,0.99009901,20,0.99009901
0,0,0,0,0,1,204.2333333,0.99009901,40,0.99009901
0,0,0,0,0,1,171.6333333,0.99009901,40,0.99009901
0,0,0,0,0,1,196.8,0.99009901,40,0.99009901
0,0,0,0,0,1,153.2333333,0.99009901,60,0.99009901
0,0,0,0,0,1,110.4333333,0.99009901,60,0.99009901
0,0,0,0,0,1,143.0666667,0.99009901,60,0.99009901
0,0,0,0,0,1,134.9333333,0.99009901,80,0.99009901
0,0,0,0,0,1,120.1333333,0.99009901,80,0.99009901
0,0,0,0,0,1,102.2966667,0.99009901,80,0.99009901
0,0,0,0,0,1,122.2333333,0.99009901,20,1.960784314
0,0,0,0,0,1,216.0,0.99009901,20,1.960784314
0,0,0,0,0,1,126.4666667,0.99009901,20,1.960784314
0,0,0,0,0,1,189.7333333,0.99009901,40,1.960784314
0,0,0,0,0,1,174.6,0.99009901,40,1.960784314
0,0,0,0,0,1,159.8666667,0.99009901,40,1.960784314
0,0,0,0,0,1,140.7,0.99009901,60,1.960784314
0,0,0,0,0,1,139.5333333,0.99009901,60,1.960784314
0,0,0,0,0,1,151.2,0.99009901,60,1.960784314
0,0,0,0,0,1,127.9666667,0.99009901,80,1.960784314
0,0,0,0,0,1,114.8333333,0.99009901,80,1.960784314
0,0,0,0,0,1,91.54,0.99009901,80,1.960784314
0,0,0,0,0,1,113.9666667,0.99009901,20,9.090909091
0,0,0,0,0,1,283.5666667,0.99009901,20,9.090909091
0,0,0,0,0,1,143.6333333,0.99009901,20,9.090909091
0,0,0,0,0,1,131.7,0.99009901,40,9.090909091
0,0,0,0,0,1,146.2666667,0.99009901,40,9.090909091
0,0,0,0,0,1,124.9666667,0.99009901,40,9.090909091
0,0,0,0,0,1,133.3,0.99009901,60,9.090909091
0,0,0,0,0,1,147.6666667,0.99009901,60,9.090909091
0,0,0,0,0,1,128.9333333,0.99009901,60,9.090909091
0,0,0,0,0,1,129.7,0.99009901,80,9.090909091
0,0,0,0,0,1,88.21333333,0.99009901,80,9.090909091
0,0,0,0,0,1,86.61,0.99009901,80,9.090909091
0,0,0,0,0,1,97.09666667,0.99009901,20,50.0
0,0,0,0,0,1,125.0333333,0.99009901,20,50.0
0,0,0,0,0,1,150.1,0.99009901,20,50.0
0,0,0,0,0,1,116.0,0.99009901,40,50.0
0,0,0,0,0,1,120.9333333,0.99009901,40,50.0
0,0,0,0,0,1,140.9333333,0.99009901,40,50.0
0,0,0,0,0,1,154.5,0.99009901,60,50.0
0,0,0,0,0,1,149.3333333,0.99009901,60,50.0
0,0,0,0,0,1,146.9666667,0.99009901,60,50.0
0,0,0,0,0,1,172.9666667,0.99009901,80,50.0
0,0,0,0,0,1,95.48333333,0.99009901,80,50.0
0,0,0,0,0,1,97.44333333,0.99009901,80,50.0
0,0,0,0,0,1,280.2666667,9.090909091,20,0.497512438
0,0,0,0,0,1,135.4333333,9.090909091,20,0.497512438
0,0,0,0,0,1,172.7666667,9.090909091,20,0.497512438
0,0,0,0,0,1,161.0333333,9.090909091,40,0.497512438
0,0,0,0,0,1,103.78,9.090909091,40,0.497512438
0,0,0,0,0,1,194.2,9.090909091,40,0.497512438
0,0,0,0,0,1,277.0333333,9.090909091,60,0.497512438
0,0,0,0,0,1,197.9,9.090909091,60,0.497512438
0,0,0,0,0,1,250.5333333,9.090909091,60,0.497512438
0,0,0,0,0,1,203.0666667,9.090909091,80,0.497512438
0,0,0,0,0,1,183.1333333,9.090909091,80,0.497512438
0,0,0,0,0,1,204.2666667,9.090909091,80,0.497512438
0,0,0,0,0,1,172.2333333,9.090909091,20,0.99009901
0,0,0,0,0,1,135.7,9.090909091,20,0.99009901
0,0,0,0,0,1,198.1333333,9.090909091,20,0.99009901
0,0,0,0,0,1,108.2,9.090909091,40,0.99009901
0,0,0,0,0,1,119.6333333,9.090909091,40,0.99009901
0,0,0,0,0,1,203.1333333,9.090909091,40,0.99009901
0,0,0,0,0,1,159.9,9.090909091,60,0.99009901
0,0,0,0,0,1,224.8,9.090909091,60,0.99009901
0,0,0,0,0,1,252.4666667,9.090909091,60,0.99009901
0,0,0,0,0,1,554.6666667,9.090909091,80,0.99009901
0,0,0,0,0,1,153.5666667,9.090909091,80,0.99009901
0,0,0,0,0,1,186.2666667,9.090909091,80,0.99009901
0,0,0,0,0,1,240.3333333,9.090909091,20,1.960784314
0,0,0,0,0,1,153.9333333,9.090909091,20,1.960784314
0,0,0,0,0,1,262.8333333,9.090909091,20,1.960784314
0,0,0,0,0,1,93.57666667,9.090909091,40,1.960784314
0,0,0,0,0,1,145.4,9.090909091,40,1.960784314
0,0,0,0,0,1,272.0,9.090909091,40,1.960784314
0,0,0,0,0,1,144.8666667,9.090909091,60,1.960784314
0,0,0,0,0,1,225.2666667,9.090909091,60,1.960784314
0,0,0,0,0,1,831.5,9.090909091,60,1.960784314
0,0,0,0,0,1,178.0666667,9.090909091,80,1.960784314
0,0,0,0,0,1,134.8666667,9.090909091,80,1.960784314
0,0,0,0,0,1,113.5333333,9.090909091,80,1.960784314
0,0,0,0,0,1,132.8333333,9.090909091,20,9.090909091
0,0,0,0,0,1,139.0333333,9.090909091,20,9.090909091
0,0,0,0,0,1,173.7,9.090909091,20,9.090909091
0,0,0,0,0,1,86.48,9.090909091,40,9.090909091
0,0,0,0,0,1,131.3,9.090909091,40,9.090909091
0,0,0,0,0,1,145.3333333,9.090909091,40,9.090909091
0,0,0,0,0,1,161.5666667,9.090909091,60,9.090909091
0,0,0,0,0,1,126.6,9.090909091,60,9.090909091
0,0,0,0,0,1,100.7066667,9.090909091,60,9.090909091
0,0,0,0,0,1,133.4333333,9.090909091,80,9.090909091
0,0,0,0,0,1,94.06666667,9.090909091,80,9.090909091
0,0,0,0,0,1,479.6333333,9.090909091,80,9.090909091
0,0,0,0,0,1,104.5,9.090909091,20,50.0
0,0,0,0,0,1,108.7333333,9.090909091,20,50.0
0,0,0,0,0,1,124.4333333,9.090909091,20,50.0
0,0,0,0,0,1,122.0333333,9.090909091,40,50.0
0,0,0,0,0,1,111.9333333,9.090909091,40,50.0
0,0,0,0,0,1,131.9,9.090909091,40,50.0
0,0,0,0,0,1,155.1,9.090909091,60,50.0
0,0,0,0,0,1,158.4666667,9.090909091,60,50.0
0,0,0,0,0,1,155.6666667,9.090909091,60,50.0
0,0,0,0,0,1,265.4333333,9.090909091,80,50.0
0,0,0,0,0,1,174.9,9.090909091,80,50.0
0,0,0,0,0,1,134.8666667,9.090909091,80,50.0
