Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),Lipid_NA_ratio,RLU_HEK293
1043,DDAB,1,0,12.73,0,0,36,0,153.5666667,0.714666667,-0.411666667,8,9.090909091,80,0.99009901,18.86117303,7.458
1044,DDAB,1,0,12.73,0,0,36,0,186.2666667,0.42,-0.533333333,12,9.090909091,80,0.99009901,28.29175955,7.334
1045,DDAB,1,0,12.73,0,0,36,0,240.3333333,0.832333333,-1.993333333,4,9.090909091,20,1.960784314,35.46491251,2.773
1046,DDAB,1,0,12.73,0,0,36,0,153.9333333,0.520333333,-1.546666667,8,9.090909091,20,1.960784314,70.92982503,4.174
1047,DDAB,1,0,12.73,0,0,36,0,262.8333333,0.865666667,-1.140333333,12,9.090909091,20,1.960784314,106.3947375,4.174
1048,DDAB,1,0,12.73,0,0,36,0,93.57666667,0.435,-1.966666667,4,9.090909091,40,1.960784314,18.1016216,5.98
1049,DDAB,1,0,12.73,0,0,36,0,145.4,0.66,-1.000666667,8,9.090909091,40,1.960784314,36.20324321,7.149
1050,DDAB,1,0,12.73,0,0,36,0,272.0,0.758,-1.209,12,9.090909091,40,1.960784314,54.30486481,8.496
1051,DDAB,1,0,12.73,0,0,36,0,144.8666667,0.739,-1.506666667,4,9.090909091,60,1.960784314,12.31385797,6.284
1052,DDAB,1,0,12.73,0,0,36,0,225.2666667,0.471,-0.898333333,8,9.090909091,60,1.960784314,24.62771594,7.499
1053,DDAB,1,0,12.73,0,0,36,0,831.5,1.0,-0.789,12,9.090909091,60,1.960784314,36.9415739,8.889
1054,DDAB,1,0,12.73,0,0,36,0,178.0666667,0.533333333,-1.065666667,4,9.090909091,80,1.960784314,9.41997615,5.665
1055,DDAB,1,0,12.73,0,0,36,0,134.8666667,0.524333333,0.4569,8,9.090909091,80,1.960784314,18.8399523,7.379
1056,DDAB,1,0,12.73,0,0,36,0,113.5333333,0.564,0.340333333,12,9.090909091,80,1.960784314,28.25992845,7.645
1057,DDAB,1,0,12.73,0,0,36,0,132.8333333,0.450333333,-1.64,4,9.090909091,20,9.090909091,35.38697455,3.114
1058,DDAB,1,0,12.73,0,0,36,0,139.0333333,0.419,-1.626666667,8,9.090909091,20,9.090909091,70.77394909,4.927
1059,DDAB,1,0,12.73,0,0,36,0,173.7,0.643333333,-1.343333333,12,9.090909091,20,9.090909091,106.1609236,3.526
1060,DDAB,1,0,12.73,0,0,36,0,86.48,0.334333333,-1.109,4,9.090909091,40,9.090909091,18.02368364,6.565
1061,DDAB,1,0,12.73,0,0,36,0,131.3,0.559333333,-1.138666667,8,9.090909091,40,9.090909091,36.04736727,8.074
1062,DDAB,1,0,12.73,0,0,36,0,145.3333333,0.607333333,-0.974333333,12,9.090909091,40,9.090909091,54.07105091,9.297
1063,DDAB,1,0,12.73,0,0,36,0,161.5666667,0.621333333,-1.029666667,4,9.090909091,60,9.090909091,12.23592,10.003
1064,DDAB,1,0,12.73,0,0,36,0,126.6,0.550333333,-1.553333333,8,9.090909091,60,9.090909091,24.47184,9.643
1065,DDAB,1,0,12.73,0,0,36,0,100.7066667,0.510333333,-0.7077,12,9.090909091,60,9.090909091,36.70776,9.968
1066,DDAB,1,0,12.73,0,0,36,0,133.4333333,0.651666667,-1.222,4,9.090909091,80,9.090909091,9.342038182,9.406
1067,DDAB,1,0,12.73,0,0,36,0,94.06666667,0.78,-2.506666667,8,9.090909091,80,9.090909091,18.68407636,8.841
1068,DDAB,1,0,12.73,0,0,36,0,479.6333333,0.925666667,0.1946,12,9.090909091,80,9.090909091,28.02611455,8.916
1069,DDAB,1,0,12.73,0,0,36,0,104.5,0.214,-1.523333333,4,9.090909091,20,50.0,34.93980545,7.319
1070,DDAB,1,0,12.73,0,0,36,0,108.7333333,0.193333333,-0.928,8,9.090909091,20,50.0,69.87961091,7.252
1071,DDAB,1,0,12.73,0,0,36,0,124.4333333,0.305333333,-1.003,12,9.090909091,20,50.0,104.8194164,4.63
1072,DDAB,1,0,12.73,0,0,36,0,122.0333333,0.308666667,-1.225,4,9.090909091,40,50.0,17.57651455,8.796
1073,DDAB,1,0,12.73,0,0,36,0,111.9333333,0.335666667,-1.238333333,8,9.090909091,40,50.0,35.15302909,8.733
1074,DDAB,1,0,12.73,0,0,36,0,131.9,0.285666667,-0.524533333,12,9.090909091,40,50.0,52.72954364,9.118
1075,DDAB,1,0,12.73,0,0,36,0,155.1,0.134,-0.473333333,4,9.090909091,60,50.0,11.78875091,7.863
1076,DDAB,1,0,12.73,0,0,36,0,158.4666667,0.067666667,-0.883,8,9.090909091,60,50.0,23.57750182,8.407
1077,DDAB,1,0,12.73,0,0,36,0,155.6666667,0.124333333,-0.294,12,9.090909091,60,50.0,35.36625273,8.845
1078,DDAB,1,0,12.73,0,0,36,0,265.4333333,0.373666667,1.176666667,4,9.090909091,80,50.0,8.894869091,7.65
1079,DDAB,1,0,12.73,0,0,36,0,174.9,0.237333333,1.081666667,8,9.090909091,80,50.0,17.78973818,9.239
1080,DDAB,1,0,12.73,0,0,36,0,134.8666667,0.351333333,2.193333333,12,9.090909091,80,50.0,26.68460727,9.885
