,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,Size,PDI,Zeta,RLU_HepG2
909,910,DDAB,1,0,12.73,0,0,36,0,0.382334361,77.81914194,11.74987828,0.152491631,9.896153788,242.4,0.187,-21.8,4.394
910,911,DDAB,1,0,12.73,0,0,36,0,0.402237375,81.87013939,12.36153662,0.160429822,5.205656795,106.8,0.147333333,2.466666667,3.761
911,912,DDAB,1,0,12.73,0,0,36,0,0.409340326,83.31585182,12.57982411,0.163262789,3.531720954,104.0333333,0.246333333,-11.91333333,5.525
912,913,DDAB,1,0,12.73,0,0,36,0,0.273179321,27.80103299,67.49679597,0.875983246,3.553008472,251.5666667,0.556333333,10.82,1.0
913,914,DDAB,1,0,12.73,0,0,36,0,0.278120137,28.30385212,68.71756645,0.891826583,1.808634708,253.2333333,0.742333333,11.0,2.398
914,915,DDAB,1,0,12.73,0,0,36,0,0.279807032,28.47552486,69.13436248,0.897235823,1.213069806,403.8666667,0.668,12.23333333,3.714
915,916,DDAB,1,0,12.73,0,0,36,0,0.477027361,48.54632979,44.19874055,0.573617691,6.204284607,174.2,0.307333333,5.666666667,1.099
916,917,DDAB,1,0,12.73,0,0,36,0,0.492299182,50.1005192,45.61374379,0.591981809,3.201456025,177.8666667,0.396666667,8.876666667,1.0
917,918,DDAB,1,0,12.73,0,0,36,0,0.497609431,50.64093495,46.10576236,0.598367297,2.157325964,130.0333333,0.248,1.906666667,2.833
918,919,DDAB,1,0,12.73,0,0,36,0,0.63496578,64.61947609,26.14775498,0.339349372,8.258453779,159.0333333,0.152333333,-10.13333333,1.386
919,920,DDAB,1,0,12.73,0,0,36,0,0.662314237,67.40268592,27.27395862,0.353965406,4.307075823,130.7,0.201,0.829333333,4.466
920,921,DDAB,1,0,12.73,0,0,36,0,0.671961535,68.38447633,27.67123227,0.359121282,2.913208583,130.8333333,0.252666667,4.373333333,5.505
921,922,DDAB,1,0,12.73,0,0,36,0,0.760934172,77.43908275,11.75066492,0.15250184,9.896816321,212.2333333,0.199,-19.76666667,2.303
922,923,DDAB,1,0,12.73,0,0,36,0,0.800548584,81.47057956,12.36240729,0.160441122,5.20602345,121.7,0.187,6.47,2.944
923,924,DDAB,1,0,12.73,0,0,36,0,0.814686168,82.90933944,12.5807258,0.163274491,3.5319741,107.7,0.204333333,-3.599,4.883
924,925,DDAB,1,0,12.73,0,0,36,0,0.541027809,27.52977773,67.49999296,0.876024737,3.55317676,180.5666667,0.500666667,10.9,2.565
925,926,DDAB,1,0,12.73,0,0,36,0,0.550813497,28.02771486,68.72088013,0.891869589,1.808721924,365.4333333,0.661333333,10.6,1.099
926,927,DDAB,1,0,12.73,0,0,36,0,0.554154536,28.19772098,69.13771648,0.897279352,1.213128657,248.0,0.695666667,9.493333333,3.466
927,928,DDAB,1,0,12.73,0,0,36,0,0.944779383,48.07436139,44.20239632,0.573665136,6.204797776,172.9,0.316333333,8.536666667,1.0
928,929,DDAB,1,0,12.73,0,0,36,0,0.975028661,49.6135723,45.61763739,0.59203234,3.201729302,177.5666667,0.327,9.536666667,1.099
929,930,DDAB,1,0,12.73,0,0,36,0,0.985546842,50.14878172,46.10974042,0.598418925,2.157512101,151.3333333,0.329666667,-2.658333333,2.197
930,931,DDAB,1,0,12.73,0,0,36,0,1.257619699,63.99299668,26.15063386,0.339386734,8.259363037,160.6,0.190333333,-5.226666667,1.386
931,932,DDAB,1,0,12.73,0,0,36,0,1.311792553,66.7495401,27.27709083,0.354006057,4.307570459,158.3,0.218666667,-1.371333333,1.099
932,933,DDAB,1,0,12.73,0,0,36,0,1.330902406,67.72193005,27.6744564,0.359163125,2.913548018,132.8,0.234333333,2.146666667,5.165
933,934,DDAB,1,0,12.73,0,0,36,0,1.507146902,76.68999361,11.75221536,0.152521962,9.898122161,230.8333333,0.238333333,-12.03,2.833
934,935,DDAB,1,0,12.73,0,0,36,0,1.585620215,80.68304688,12.36412338,0.160463394,5.206746126,122.1333333,0.205666667,6.88,2.833
935,936,DDAB,1,0,12.73,0,0,36,0,1.613626018,82.10810033,12.58250305,0.163297557,3.532473052,115.7666667,0.249666667,-5.71,6.05
936,937,DDAB,1,0,12.73,0,0,36,0,2.509274681,25.53649668,67.5234856,0.876329628,3.554413405,164.7,0.432333333,9.616666667,2.639
937,938,DDAB,1,0,12.73,0,0,36,0,2.554676564,25.99854456,68.74523044,0.892185611,1.80936282,498.1666667,0.394666667,10.49333333,3.664
938,939,DDAB,1,0,12.73,0,0,36,0,2.570177845,26.15629868,69.16236314,0.89759922,1.213561121,212.7666667,0.700666667,9.68,1.386
939,940,DDAB,1,0,12.73,0,0,36,0,4.383003703,44.60514441,44.22926816,0.574013882,6.208569842,185.4666667,0.308,8.14,1.946
940,941,DDAB,1,0,12.73,0,0,36,0,4.523423661,46.03417641,45.64625807,0.592403784,3.203738079,163.3333333,0.316333333,13.96666667,2.639
941,942,DDAB,1,0,12.73,0,0,36,0,4.572251313,46.5310878,46.13898212,0.598798428,2.158880343,149.6666667,0.19,5.79,3.807
942,943,DDAB,1,0,12.73,0,0,36,0,5.835501619,59.38698894,26.17179993,0.33966143,8.266048086,154.3333333,0.224666667,-0.544333333,2.773
943,944,DDAB,1,0,12.73,0,0,36,0,6.087082189,61.94728513,27.30012047,0.354304939,4.311207276,137.2666667,0.244333333,2.826666667,4.06
944,945,DDAB,1,0,12.73,0,0,36,0,6.175833179,62.85049009,27.6981622,0.359470782,2.916043747,117.2333333,0.258666667,1.908666667,5.565
945,946,DDAB,1,0,12.73,0,0,36,0,6.994460112,71.18152859,11.76361665,0.15266993,9.907724717,255.5,0.361,-5.39,4.956
946,947,DDAB,1,0,12.73,0,0,36,0,7.359015617,74.89155305,12.37674349,0.160627179,5.21206067,110.3666667,0.194333333,10.8,5.991
947,948,DDAB,1,0,12.73,0,0,36,0,7.489128253,76.21568903,12.59557312,0.163467182,3.536142409,112.2666667,0.185333333,32.86666667,6.834
948,949,DDAB,1,0,12.73,0,0,36,0,13.82862477,14.07317554,67.65859131,0.87808305,3.561525323,194.9,0.444,14.7,5.945
949,950,DDAB,1,0,12.73,0,0,36,0,14.07934448,14.32832908,68.88527456,0.894003124,1.813048757,197.3,0.518,14.16666667,2.485
950,951,DDAB,1,0,12.73,0,0,36,0,14.1649503,14.41544878,69.30411368,0.899438879,1.216048355,175.9,0.469,17.73333333,1.099
951,952,DDAB,1,0,12.73,0,0,36,0,24.19089781,24.61869903,44.38407909,0.576023041,6.230301028,195.9,0.281333333,19.6,5.545
952,953,DDAB,1,0,12.73,0,0,36,0,24.96871073,25.4102671,45.81116586,0.594543981,3.215312333,140.6333333,0.247666667,21.26666667,3.892
953,954,DDAB,1,0,12.73,0,0,36,0,25.23921729,25.6855574,46.30747585,0.600985164,2.166764302,185.2,0.268333333,14.2,1.946
954,955,DDAB,1,0,12.73,0,0,36,0,32.24500073,32.81523384,26.2939056,0.341246136,8.304613693,213.6,0.21,14.26666667,5.328
955,956,DDAB,1,0,12.73,0,0,36,0,33.64191633,34.23685303,27.43300828,0.356029576,4.332192784,150.9333333,0.205,15.46666667,4.585
956,957,DDAB,1,0,12.73,0,0,36,0,34.13484543,34.73849928,27.83496303,0.361246203,2.930446047,150.2333333,0.234666667,15.53333333,2.197
957,958,DDAB,1,0,12.73,0,0,36,0,38.68485725,39.36897528,11.82946149,0.153524474,9.963181515,300.9666667,0.388666667,-0.805,6.131
958,959,DDAB,1,0,12.73,0,0,36,0,40.71301294,41.43299766,12.44965221,0.161573399,5.242763794,133.4,0.216666667,22.93333333,6.138
959,960,DDAB,1,0,12.73,0,0,36,0,41.43716381,42.1699547,12.67109066,0.16444726,3.55734357,153.8666667,0.301,38.2,5.79
960,961,DDAB,1,0,12.73,0,0,36,0,0.133352623,27.14217652,65.05159223,4.22124518,3.451633446,163.7333333,0.523666667,1.65,2.773
961,962,DDAB,1,0,12.73,0,0,36,0,0.135694461,27.61882686,66.19397899,4.295375489,1.756124208,169.7666667,0.279,-1.823333333,2.197
962,963,DDAB,1,0,12.73,0,0,36,0,0.136493459,27.78145246,66.5837434,4.320667585,1.177643097,196.0333333,0.504333333,-0.158466667,1.099
963,964,DDAB,1,0,12.73,0,0,36,0,0.235171244,47.86602071,43.02014327,2.791608418,6.087056351,190.9666667,0.371666667,4.643333333,4.078
964,965,DDAB,1,0,12.73,0,0,36,0,0.242553426,49.36856696,44.3705742,2.879238864,3.139066551,181.9,0.496666667,1.453333333,2.398
965,966,DDAB,1,0,12.73,0,0,36,0,0.245118234,49.8906,44.83975748,2.909684508,2.114839776,170.2666667,0.446,2.91,4.595
966,967,DDAB,1,0,12.73,0,0,36,0,0.315458503,64.20743871,25.64763685,1.664293828,8.165172115,159.0666667,0.272333333,7.4,1.0
967,968,DDAB,1,0,12.73,0,0,36,0,0.328885538,66.94033551,26.73929143,1.735132089,4.256355431,140.5333333,0.257666667,6.18,2.996
968,969,DDAB,1,0,12.73,0,0,36,0,0.333618873,67.90374374,27.12412448,1.760104185,2.878408723,127.2666667,0.248666667,8.59,4.836
969,970,DDAB,1,0,12.73,0,0,36,0,0.380391099,77.4236165,11.59756276,0.752574291,9.845855359,131.1666667,0.235333333,8.573333333,5.257
970,971,DDAB,1,0,12.73,0,0,36,0,0.400087097,81.43247852,12.19806466,0.791541296,5.177828428,128.2,0.279,1.683333333,5.922
971,972,DDAB,1,0,12.73,0,0,36,0,0.407113646,82.8626403,12.41229375,0.805442778,3.512509524,125.3333333,0.289666667,2.076666667,4.787
972,973,DDAB,1,0,12.73,0,0,36,0,0.26539112,27.00843994,65.05311116,4.221343745,3.45171404,171.9333333,0.524333333,-0.481,3.761
973,974,DDAB,1,0,12.73,0,0,36,0,0.270051828,27.48275296,66.19555174,4.295477546,1.756165933,150.5666667,0.471333333,1.207666667,1.099
974,975,DDAB,1,0,12.73,0,0,36,0,0.27164199,27.6445812,66.58533472,4.320770848,1.177671242,136.6666667,0.332,-0.237733333,2.398
975,976,DDAB,1,0,12.73,0,0,36,0,0.468033332,47.63102151,43.02191478,2.791723372,6.087307007,204.2333333,0.537,-0.117666667,2.708
976,977,DDAB,1,0,12.73,0,0,36,0,0.482725834,49.12625447,44.37245867,2.879361149,3.139199871,171.6333333,0.404,6.66,1.099
977,978,DDAB,1,0,12.73,0,0,36,0,0.487830492,49.64574755,44.84168201,2.909809393,2.114930546,196.8,0.642333333,10.83333333,1.792
978,979,DDAB,1,0,12.73,0,0,36,0,0.627828332,63.89310921,25.64905356,1.664385759,8.16562314,153.2333333,0.228,7.173333333,2.996
979,980,DDAB,1,0,12.73,0,0,36,0,0.654552476,66.61278364,26.74083132,1.735232013,4.25660055,110.4333333,0.225,4.58,3.784
980,981,DDAB,1,0,12.73,0,0,36,0,0.663973375,67.57153374,27.12570901,1.760207007,2.878576873,143.0666667,0.188333333,6.5,3.219
981,982,DDAB,1,0,12.73,0,0,36,0,0.757066372,77.04546279,11.59833525,0.752624418,9.846511174,134.9333333,0.235,8.523333333,3.045
982,983,DDAB,1,0,12.73,0,0,36,0,0.796268716,81.03502414,12.19891922,0.79159675,5.178191173,120.1333333,0.319,4.36,1.099
983,984,DDAB,1,0,12.73,0,0,36,0,0.810254221,82.45830707,12.41317859,0.805500196,3.512759924,102.2966667,0.366333333,1.221,4.143
984,985,DDAB,1,0,12.73,0,0,36,0,0.525602677,26.74488191,65.05610456,4.221537989,3.45187287,122.2333333,0.363,-0.675,3.367
985,986,DDAB,1,0,12.73,0,0,36,0,0.534833564,27.21458841,66.1986512,4.295678672,1.756248162,216.0,0.552,-0.180233333,1.792
986,987,DDAB,1,0,12.73,0,0,36,0,0.537983003,27.37484514,66.58847079,4.320974349,1.177726709,126.4666667,0.392333333,3.94,4.317
987,988,DDAB,1,0,12.73,0,0,36,0,0.926964759,47.16787819,43.02540612,2.791949927,6.087801008,189.7333333,0.336333333,5.51,4.984
988,989,DDAB,1,0,12.73,0,0,36,0,0.956066471,48.6486961,44.37617266,2.879602152,3.139462622,174.6,0.402,2.436666667,1.609
989,990,DDAB,1,0,12.73,0,0,36,0,0.966177398,49.16318268,44.84547497,2.91005552,2.115109438,159.8666667,0.449,7.05,4.796
990,991,DDAB,1,0,12.73,0,0,36,0,1.243481659,63.27359354,25.65184578,1.664566949,8.166512069,140.7,0.195,7.98,5.71
991,992,DDAB,1,0,12.73,0,0,36,0,1.296417713,65.96720335,26.74386632,1.735428956,4.25708366,139.5333333,0.184333333,8.23,3.178
992,993,DDAB,1,0,12.73,0,0,36,0,1.315079052,66.916771,27.12883201,1.76040966,2.878908285,151.2,0.308,7.35,4.82
993,994,DDAB,1,0,12.73,0,0,36,0,1.499485125,76.30013007,11.59985782,0.752723219,9.847803771,127.9666667,0.211,8.526666667,4.466
994,995,DDAB,1,0,12.73,0,0,36,0,1.577142052,80.25164219,12.20060357,0.791706048,5.178906143,114.8333333,0.408,4.426666667,4.078
995,996,DDAB,1,0,12.73,0,0,36,0,1.604846551,81.66136399,12.41492263,0.805613368,3.513253462,91.54,0.411333333,4.913333333,1.0
996,997,DDAB,1,0,12.73,0,0,36,0,2.437709079,24.80818472,65.07810086,4.222965345,3.453039992,113.9666667,0.287,4.576666667,3.199
997,998,DDAB,1,0,12.73,0,0,36,0,2.480536029,25.24402791,66.22142704,4.297156613,1.756852404,283.5666667,0.667,1.78,3.135
998,999,DDAB,1,0,12.73,0,0,36,0,2.495148052,25.39273219,66.61151571,4.322469751,1.178134296,143.6333333,0.598333333,6.03,3.597
999,1000,DDAB,1,0,12.73,0,0,36,0,4.300309125,43.7635746,43.05106894,2.793615207,6.091432122,131.7,0.376333333,5.266666667,4.595
1000,1001,DDAB,1,0,12.73,0,0,36,0,4.435398778,45.13836091,44.40347264,2.881373668,3.141394003,146.2666667,0.390333333,4.823333333,3.332
1001,1002,DDAB,1,0,12.73,0,0,36,0,4.482334709,45.61602056,44.87335561,2.911864715,2.116424412,124.9666667,0.358333333,4.396666667,4.197
1002,1003,DDAB,1,0,12.73,0,0,36,0,5.769846969,58.71883181,25.67237454,1.665899075,8.173047598,133.3,0.207666667,5.976666667,5.382
1003,1004,DDAB,1,0,12.73,0,0,36,0,6.015679128,61.22062732,26.7661809,1.736876965,4.260635691,147.6666667,0.244,7.0,3.951
1004,1005,DDAB,1,0,12.73,0,0,36,0,6.102345363,62.10261606,27.1517939,1.761899674,2.881344998,128.9333333,0.282666667,5.493333333,4.449
1005,1006,DDAB,1,0,12.73,0,0,36,0,6.958868546,70.81931878,11.61105403,0.753449749,9.857308897,129.7,0.235666667,8.37,5.468
1006,1007,DDAB,1,0,12.73,0,0,36,0,7.319627703,74.49070839,12.21299011,0.79250982,5.184163977,88.21333333,0.315333333,2.646666667,4.86
1007,1008,DDAB,1,0,12.73,0,0,36,0,7.448339073,75.80058391,12.42774839,0.806445641,3.516882978,86.61,0.321666667,5.016666667,4.407
1008,1009,DDAB,1,0,12.73,0,0,36,0,13.43345981,13.67102232,65.20459273,4.231173495,3.459751643,97.09666667,0.323333333,3.523333333,5.911
1009,1010,DDAB,1,0,12.73,0,0,36,0,13.66993267,13.91167706,66.35240698,4.305655997,1.760327298,125.0333333,0.341666667,8.636666667,5.753
1010,1011,DDAB,1,0,12.73,0,0,36,0,13.75061796,13.99378922,66.74404486,4.331069664,1.180478292,150.1,0.389666667,7.9,4.564
1011,1012,DDAB,1,0,12.73,0,0,36,0,23.73291839,24.15262053,43.19890315,2.803208277,6.112349653,116.0,0.189,5.51,4.949
1012,1013,DDAB,1,0,12.73,0,0,36,0,24.48110372,24.91403706,44.56075782,2.891580017,3.152521392,120.9333333,0.245666667,7.95,5.014
1013,1014,DDAB,1,0,12.73,0,0,36,0,24.74109314,25.17862423,45.03399324,2.922288608,2.124000788,140.9333333,0.236,10.19,5.485
1014,1015,DDAB,1,0,12.73,0,0,36,0,31.88054197,32.44432984,25.79079633,1.673583551,8.210748313,154.5,0.208,8.826666667,5.024
1015,1016,DDAB,1,0,12.73,0,0,36,0,33.2453896,33.83331397,26.894934,1.745231848,4.281130585,149.3333333,0.211,10.71,5.011
1016,1017,DDAB,1,0,12.73,0,0,36,0,33.72668406,34.32311983,27.28429273,1.77049762,2.895405757,146.9666667,0.253666667,14.23333333,5.368
1017,1018,DDAB,1,0,12.73,0,0,36,0,38.48691175,39.16752923,11.67571237,0.757645476,9.91220118,172.9666667,0.199666667,13.56666667,5.589
1018,1019,DDAB,1,0,12.73,0,0,36,0,40.49382652,41.20993506,12.28454687,0.79715319,5.214538356,95.48333333,0.285666667,18.53333333,6.152
1019,1020,DDAB,1,0,12.73,0,0,36,0,41.21013258,41.93890855,12.50185149,0.811254245,3.53785314,97.44333333,0.335,18.13333333,5.685
1020,1021,DDAB,1,0,12.73,0,0,36,0,0.103202077,21.0054285,46.22463539,29.99550244,2.671231597,280.2666667,0.666,-2.143333333,1.253
1021,1022,DDAB,1,0,12.73,0,0,36,0,0.104599119,21.28977814,46.85037642,30.40155035,1.353695976,135.4333333,0.426333333,-1.52,1.0
1022,1023,DDAB,1,0,12.73,0,0,36,0,0.105073243,21.38627987,47.06273855,30.53935368,0.906554648,172.7666667,0.708333333,-0.768,1.0
1023,1024,DDAB,1,0,12.73,0,0,36,0,0.197091901,40.11547014,33.1043529,21.48165561,5.101429442,161.0333333,0.731,-1.302666667,1.0
1024,1025,DDAB,1,0,12.73,0,0,36,0,0.20225074,41.16548421,33.97085243,22.04393347,2.617479147,103.78,0.529666667,-1.417333333,1.0
1025,1026,DDAB,1,0,12.73,0,0,36,0,0.204030896,41.52781148,34.26985453,22.23795811,1.760344986,194.2,0.767666667,-1.53,1.0
1026,1027,DDAB,1,0,12.73,0,0,36,0,0.282875473,57.57559057,21.11684829,13.7028766,7.321809063,277.0333333,0.281333333,-0.445353333,1.253
1027,1028,DDAB,1,0,12.73,0,0,36,0,0.293624797,59.76347431,21.91929267,14.2235886,3.800019622,197.9,0.621666667,-0.4119,1.0
1028,1029,DDAB,1,0,12.73,0,0,36,0,0.297391779,60.53019406,22.20050046,14.40606638,2.565847315,250.5333333,0.345333333,-1.150666667,2.14
1029,1030,DDAB,1,0,12.73,0,0,36,0,0.361559165,73.59062347,10.12148996,6.567908524,9.358418881,203.0666667,0.320666667,-0.866333333,1.0
1030,1031,DDAB,1,0,12.73,0,0,36,0,0.37930777,77.20311911,10.61834454,6.890321078,4.908907504,183.1333333,0.504333333,-1.256666667,1.0
1031,1032,DDAB,1,0,12.73,0,0,36,0,0.385617641,78.48741057,10.79498312,7.004943138,3.327045532,204.2666667,0.304,0.426333333,4.984
1032,1033,DDAB,1,0,12.73,0,0,36,0,0.205386062,20.90181892,46.22547068,29.99604447,2.671279867,172.2333333,0.682333333,-1.87,1.0
1033,1034,DDAB,1,0,12.73,0,0,36,0,0.208166416,21.18477119,46.85123448,30.40210715,1.353720769,135.7,0.478333333,-2.006666667,1.0
1034,1035,DDAB,1,0,12.73,0,0,36,0,0.209110005,21.28079872,47.06360441,30.53991555,0.906571327,198.1333333,0.776,-0.638,1.0
1035,1036,DDAB,1,0,12.73,0,0,36,0,0.392245933,39.91825626,33.10549535,21.48239696,5.101605495,108.2,0.709666667,-1.143666667,1.099
1036,1037,DDAB,1,0,12.73,0,0,36,0,0.402513252,40.9631453,33.97205548,22.04471413,2.617571842,119.6333333,0.53,-1.095,1.0
1037,1038,DDAB,1,0,12.73,0,0,36,0,0.40605619,41.32370452,34.27107885,22.23875257,1.760407875,203.1333333,0.677,-1.493333333,1.0
1038,1039,DDAB,1,0,12.73,0,0,36,0,0.562978083,57.29340061,21.11789425,13.70355533,7.322171727,159.9,0.686666667,-1.693333333,1.0
1039,1040,DDAB,1,0,12.73,0,0,36,0,0.584372461,59.47067301,21.92041964,14.22431989,3.800214997,224.8,0.432666667,-0.698333333,1.253
1040,1041,DDAB,1,0,12.73,0,0,36,0,0.591869904,60.23367608,22.20165653,14.40681656,2.565980929,252.4666667,0.39,-0.727,1.253
1041,1042,DDAB,1,0,12.73,0,0,36,0,0.71958409,73.23094945,10.12213076,6.568324341,9.359011367,554.6666667,0.804333333,-0.57,1.253
1042,1043,DDAB,1,0,12.73,0,0,36,0,0.754910154,76.82602778,10.61904979,6.890778723,4.909233546,153.5666667,0.714666667,-0.411666667,1.253
1043,1044,DDAB,1,0,12.73,0,0,36,0,0.767469104,78.10413254,10.79571203,7.005416136,3.327270186,186.2666667,0.42,-0.533333333,4.382
1044,1045,DDAB,1,0,12.73,0,0,36,0,0.406759431,20.69763615,46.22711679,29.99711264,2.671374992,240.3333333,0.832333333,-1.993333333,1.0
1045,1046,DDAB,1,0,12.73,0,0,36,0,0.412266017,20.97783446,46.85292545,30.40320444,1.353769628,153.9333333,0.520333333,-1.546666667,1.0
1046,1047,DDAB,1,0,12.73,0,0,36,0,0.414134828,21.07292743,47.06531075,30.5410228,0.906604196,262.8333333,0.865666667,-1.140333333,1.099
1047,1048,DDAB,1,0,12.73,0,0,36,0,0.776853601,39.52958906,33.10774688,21.48385799,5.101952459,93.57666667,0.435,-1.966666667,1.253
1048,1049,DDAB,1,0,12.73,0,0,36,0,0.797189721,40.56437667,33.97442643,22.04625266,2.617754525,145.4,0.66,-1.000666667,1.386
1049,1050,DDAB,1,0,12.73,0,0,36,0,0.80420711,40.92145105,34.27349172,22.2403183,1.760531817,272.0,0.758,-1.209,3.497
1050,1051,DDAB,1,0,12.73,0,0,36,0,1.115026215,56.73723856,21.11995571,13.70489302,7.322886492,144.8666667,0.739,-1.506666667,1.0
1051,1052,DDAB,1,0,12.73,0,0,36,0,1.157403902,58.89359408,21.92264076,14.2257612,3.80060006,225.2666667,0.471,-0.898333333,1.099
1052,1053,DDAB,1,0,12.73,0,0,36,0,1.172254808,59.64927082,22.20393501,14.40829509,2.566244267,831.5,1.0,-0.789,3.932
1053,1054,DDAB,1,0,12.73,0,0,36,0,1.425236499,72.52204673,10.12339374,6.5691439,9.360179132,178.0666667,0.533333333,-1.065666667,1.386
1054,1055,DDAB,1,0,12.73,0,0,36,0,1.495213847,76.08278942,10.62043984,6.891680731,4.909876168,134.8666667,0.524333333,0.4569,1.609
1055,1056,DDAB,1,0,12.73,0,0,36,0,1.520092059,77.34869785,10.79714871,7.006348408,3.327712974,113.5333333,0.564,0.340333333,4.516
1056,1057,DDAB,1,0,12.73,0,0,36,0,1.886378065,19.19737506,46.23921177,30.00496116,2.672073938,132.8333333,0.450333333,-1.64,1.0
1057,1058,DDAB,1,0,12.73,0,0,36,0,1.91192205,19.45733221,46.86535018,30.41126693,1.354128628,139.0333333,0.419,-1.626666667,1.0
1058,1059,DDAB,1,0,12.73,0,0,36,0,1.920591141,19.5455562,47.07784838,30.54915857,0.906845704,173.7,0.643333333,-1.343333333,1.0
1059,1060,DDAB,1,0,12.73,0,0,36,0,3.603576025,36.67303061,33.12429479,21.49459605,5.104502517,86.48,0.334333333,-1.109,1.386
1060,1061,DDAB,1,0,12.73,0,0,36,0,3.697957183,37.63353293,33.99185227,22.05756042,2.6190972,131.3,0.559333333,-1.138666667,2.015
1061,1062,DDAB,1,0,12.73,0,0,36,0,3.730525883,37.9649795,34.29122578,22.25182607,1.761442766,145.3333333,0.607333333,-0.974333333,3.418
1062,1063,DDAB,1,0,12.73,0,0,36,0,5.173376506,52.64864504,21.1351104,13.71472701,7.328141051,161.5666667,0.621333333,-1.029666667,3.597
1063,1064,DDAB,1,0,12.73,0,0,36,0,5.370142308,54.65109988,21.93896972,14.23635718,3.803430917,126.6,0.550333333,-1.553333333,3.701
1064,1065,DDAB,1,0,12.73,0,0,36,0,5.439099775,55.35286926,22.22068586,14.41916483,2.568180265,100.7066667,0.510333333,-0.7077,3.861
1065,1066,DDAB,1,0,12.73,0,0,36,0,6.613976553,67.30940681,10.13268059,6.575170208,9.36876584,133.4333333,0.651666667,-1.222,4.413
1066,1067,DDAB,1,0,12.73,0,0,36,0,6.939027156,70.61739605,10.63066148,6.898313633,4.914601682,94.06666667,0.78,10466.33333,4.103
1067,1068,DDAB,1,0,12.73,0,0,36,0,7.05459558,71.79351786,10.80771351,7.01320398,3.330969075,479.6333333,0.925666667,0.1946,4.984
1068,1069,DDAB,1,0,12.73,0,0,36,0,10.39067758,10.57443035,46.30872927,30.05007158,2.676091219,104.5,0.214,-1.523333333,4.344
1069,1070,DDAB,1,0,12.73,0,0,36,0,10.53159513,10.71783994,46.93676459,30.45760827,1.356192078,108.7333333,0.193333333,-0.928,2.708
1070,1071,DDAB,1,0,12.73,0,0,36,0,10.57942088,10.76651147,47.14991238,30.59592142,0.90823385,124.4333333,0.305333333,-1.003,1.253
1071,1072,DDAB,1,0,12.73,0,0,36,0,19.87666879,20.22817551,33.21955908,21.55641374,5.119182883,122.0333333,0.308666667,-1.225,4.256
1072,1073,DDAB,1,0,12.73,0,0,36,0,20.39879459,20.75953479,34.09217959,22.12266354,2.626827493,111.9333333,0.335666667,-1.238333333,2.741
1073,1074,DDAB,1,0,12.73,0,0,36,0,20.57898608,20.94291285,34.39333074,22.31808272,1.766687607,131.9,0.285666667,-0.524533333,3.892
1074,1075,DDAB,1,0,12.73,0,0,36,0,28.57119726,29.0764614,21.2224825,13.77142341,7.358435435,155.1,0.134,-0.473333333,3.157
1075,1076,DDAB,1,0,12.73,0,0,36,0,29.66254694,30.18711093,22.0331293,14.29745802,3.819754813,158.4666667,0.067666667,-0.883,4.437
1076,1077,DDAB,1,0,12.73,0,0,36,0,30.04509661,30.57642576,22.31728448,14.48184838,2.579344757,155.6666667,0.124333333,-0.294,3.98
1077,1078,DDAB,1,0,12.73,0,0,36,0,36.56934963,37.2160562,10.18629499,6.609960982,9.418338187,265.4333333,0.373666667,1.176666667,4.241
1078,1079,DDAB,1,0,12.73,0,0,36,0,38.37656707,39.05523317,10.6896906,6.936618056,4.941891102,174.9,0.237333333,1.081666667,3.912
1079,1080,DDAB,1,0,12.73,0,0,36,0,39.01933136,39.70936435,10.86873088,7.052798598,3.349774809,134.8666667,0.351333333,2.193333333,3.068
