Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,HL_(IL+HL),(IL+HL),Chol_DMG-PEG_ratio,PEG_(Chol+PEG),Size,Zeta,PDI,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
254,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,20,100,0.99009901,263.8333333,-6.34,0.433333333,1.099,5.204,5.541,8.749,2.944,2.773
255,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,20,100,0.99009901,303.3666667,-2.326666667,0.674666667,1.253,4.533,5.694,8.481,3.434,2.197
256,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,100,0.99009901,40,100,0.99009901,174.6666667,-3.043333333,0.246333333,0.693,5.024,5.361,8.733,2.603,1.386
257,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,40,100,0.99009901,148.9333333,-0.049066667,0.217333333,1.386,4.883,5.663,8.276,3.624,1.099
258,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,40,100,0.99009901,152.4666667,-1.993333333,0.288333333,1.099,5.056,6.91,8.518,3.871,3.555
259,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,100,0.99009901,60,100,0.99009901,164.2,-2.476666667,0.201666667,0.916,4.997,4.635,10.306,2.603,0.693
260,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,60,100,0.99009901,150.2666667,1.32,0.204333333,1.099,4.466,4.635,9.555,2.303,1.946
261,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,60,100,0.99009901,191.8,-1.426666667,0.244333333,1.504,3.219,5.075,10.889,4.324,1.609
262,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,100,0.99009901,80,100,0.99009901,241.5333333,-15.93333333,0.267,0.405,3.434,2.708,7.253,1.792,1.099
263,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,80,100,0.99009901,148.0333333,-3.53,0.21,0.405,3.611,2.079,9.418,1.792,1.386
264,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,80,100,0.99009901,155.5666667,-3.316666667,0.167333333,3.989,3.714,2.773,10.485,5.021,1.792
265,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,20,100,0.99009901,153.8666667,-3.213333333,0.203,1.099,6.026,3.738,8.071,3.296,1.946
266,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,20,100,0.99009901,203.9333333,-2.766666667,0.501,0.916,5.193,3.932,8.489,2.708,1.386
267,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,20,100,0.99009901,263.9333333,-1.060666667,0.412333333,1.386,5.333,2.485,9.017,2.89,1.386
268,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,40,100,0.99009901,170.0666667,-3.176666667,0.220333333,2.015,5.13,2.89,8.507,3.157,1.609
269,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,40,100,0.99009901,158.3666667,-1.57,0.279,1.609,5.333,4.344,8.201,4.19,1.386
270,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,40,100,0.99009901,130.9333333,0.963666667,0.215,4.304,5.037,3.989,10.186,6.146,1.609
271,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,60,100,0.99009901,160.7333333,-3.816666667,0.165333333,2.398,5.609,3.638,9.977,2.773,1.386
272,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,60,100,0.99009901,138.7333333,0.242266667,0.185333333,1.099,4.956,2.89,10.071,3.541,1.946
273,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,60,100,0.99009901,152.2333333,-1.88,0.245666667,1.872,4.771,3.367,11.058,5.142,1.792
274,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,80,100,0.99009901,189,-15.9,0.199,1.872,5.318,4.234,7.607,2.862,1.946
275,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,80,100,0.99009901,147.2,-5.523333333,0.241333333,1.946,4.043,2.079,10.174,2.442,2.565
276,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,80,100,0.99009901,148.5333333,-2.94,0.207,4.483,6.969,5.464,3.296,5.952,0.693
277,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,20,100,0.99009901,154.9,-5.373333333,0.957333333,2.197,6.457,6.133,9.239,3.624,4.043
278,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,20,100,0.99009901,230.9333333,-2.173333333,0.481666667,2.079,5.357,6.047,10.091,3.384,1.792
279,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,20,100,0.99009901,168.1666667,-0.284166667,0.428,2.251,5.71,5.268,10.078,3.784,2.303
280,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,40,100,0.99009901,164.0666667,-0.60825,0.157333333,1.946,6.628,6.444,10.443,4.35,1.792
281,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,40,100,0.99009901,478,-3.73,0.815333333,1.872,5.943,6.621,9.919,5.836,2.639
282,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,40,100,0.99009901,161.1333333,0.813333333,0.330333333,3.02,5.872,6.945,10.377,6.599,1.792
283,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,60,100,0.99009901,179.6666667,1.84,0.263333333,1.792,7.681,7.076,11.27,3.85,1.792
284,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,60,100,0.99009901,153.8,-0.397333333,0.197333333,1.705,6.817,6.219,10.989,4.696,1.792
285,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,60,100,0.99009901,150.7333333,-0.254666667,0.228333333,4.363,5.756,5.517,10.423,6.184,3.434
286,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,80,100,0.99009901,222.5666667,-12.13333333,0.208,2.89,8.712,6.868,9.969,3.761,2.303
287,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,80,100,0.99009901,166.1666667,-6.06,0.209333333,3.526,7.524,5.953,10.762,4.143,1.609
288,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,80,100,0.99009901,198.6666667,-0.9158,0.219,5.844,7.093,5.606,10.571,5.531,4.431
289,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,20,100,0.99009901,236.7666667,-3.646666667,0.272333333,5.816,9.043,7.869,8.779,4.615,1.792
290,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,20,100,0.99009901,211.3666667,1.916666667,0.439666667,3.296,8.948,6.99,10.771,2.197,1.792
291,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,20,100,0.99009901,182.6,0.651,0.281,4.311,7.891,6.194,11.063,2.773,3.258
292,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,40,100,0.99009901,179.9,-1.32,0.168333333,6.029,9.87,6.116,11.497,4.883,2.303
293,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,40,100,0.99009901,196.2,2.876666667,0.148333333,6.372,8.838,5.914,11.654,5.097,2.079
294,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,40,100,0.99009901,180,-3.013333333,0.512666667,6.458,8.756,6.207,11.174,4.687,3.332
295,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,60,100,0.99009901,197.7,0.54,0.18,6.006,10.216,6.279,11.55,5.529,2.398
296,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,60,100,0.99009901,148.4666667,4.106666667,0.206666667,6.537,8.985,5.252,11.218,6.308,4.682
297,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,60,100,0.99009901,171.6333333,1.651,0.198666667,7.636,8.301,6.363,11.494,5.844,6.621
298,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,80,100,0.99009901,253.0666667,-0.074666667,0.335333333,7.84,10.438,7.005,11.117,6.763,4.934
299,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,80,100,0.99009901,186.6333333,-5.6,0.255,8.234,10.235,6.702,10.73,6.818,6.443
300,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,80,100,0.99009901,150.0333333,6.683333333,0.178,8.221,9.509,6.506,10.592,6.02,7.745
301,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,200,0.497512438,20,10,9.090909091,274.6,-9.106666667,0.739666667,1.099,2.639,1.792,7.619,1.253,0.693
302,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,200,0.497512438,20,10,9.090909091,236.6,-4.033333333,0.577,0.916,2.303,1.946,6.195,1.504,1.386
303,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,200,0.497512438,20,10,9.090909091,405.4,-5.893333333,0.707666667,0.405,2.197,1.386,5.375,2.526,1.386
304,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,200,0.497512438,40,10,9.090909091,170.1333333,-5.413333333,0.409333333,0.916,2.89,1.792,9.868,2.398,1.609
305,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,200,0.497512438,40,10,9.090909091,176.6666667,-1.593333333,0.290333333,0.693,3.178,1.946,6.831,2.251,1.609
306,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,200,0.497512438,40,10,9.090909091,260.6666667,-1.943333333,0.788666667,1.386,3.332,1.792,5.629,3.239,1.386
307,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,200,0.497512438,60,10,9.090909091,153.6333333,-3.223333333,0.193,1.099,3.178,1.386,8.863,1.946,1.099
308,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,200,0.497512438,60,10,9.090909091,153.0333333,-1.48,0.370333333,0.916,3.367,1.792,9.113,2.251,1.609
309,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,200,0.497512438,60,10,9.090909091,149.9,-2.086666667,0.288333333,1.386,3.97,1.386,8.651,3.114,2.773
310,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,200,0.497512438,80,10,9.090909091,133.1,-3.64,0.144333333,1.872,3.178,1.946,6.555,1.253,1.609
311,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,200,0.497512438,80,10,9.090909091,138.3666667,-33.9,0.247666667,1.099,3.497,1.609,8.354,1.792,1.792
312,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,200,0.497512438,80,10,9.090909091,136.2333333,-2.783333333,0.169,3.597,4.304,2.197,10.335,4.111,1.946
313,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,100,0.99009901,20,10,9.090909091,196.5,-6.903333333,0.676666667,0.916,2.398,1.792,7.399,1.386,1.099
314,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,20,10,9.090909091,197.3,-2.48,0.605666667,0,1.792,1.099,6.316,1.253,0.693
315,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,20,10,9.090909091,213.9333333,-1.81,0.647666667,0.693,1.099,2.079,4.311,1.609,1.386
316,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,100,0.99009901,40,10,9.090909091,137.9333333,-6.893333333,0.216666667,1.386,1.386,1.386,9.397,2.708,1.386
317,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,40,10,9.090909091,470.4333333,-3.68,1,0.693,2.944,1.792,8.302,2.251,0.693
318,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,40,10,9.090909091,165.9666667,-2.296666667,0.624666667,0,2.773,2.485,7.816,1.705,1.386
319,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,100,0.99009901,60,10,9.090909091,137.5666667,-3.093333333,0.191333333,0.405,2.565,1.386,9.197,2.351,1.386
320,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,60,10,9.090909091,115.6333333,-2.686666667,0.217,1.099,3.526,1.386,9.1,2.485,2.079
321,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,60,10,9.090909091,207.0666667,-1.29,0.332333333,1.504,4.22,1.792,8.996,2.708,2.303
322,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,100,0.99009901,80,10,9.090909091,145.4,-3.763333333,0.130333333,1.253,3.332,2.398,7.722,1.504,1.099
323,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,100,0.99009901,80,10,9.090909091,135.8666667,-36.3,0.231,1.386,2.773,1.386,8.331,2.079,1.099
324,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,100,0.99009901,80,10,9.090909091,120.9333333,-1.66,0.173,2.079,3.761,1.609,8.763,3.277,1.792
325,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,20,10,9.090909091,278.8333333,-8.986666667,0.789333333,1.253,1.792,1.946,7.138,1.386,1.386
326,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,20,10,9.090909091,415.8,-6.63,0.856666667,0.916,1.792,2.079,5.89,1.386,1.792
327,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,20,10,9.090909091,496.8333333,-6.54,0.378333333,0.916,1.609,1.946,3.738,1.504,1.099
328,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,40,10,9.090909091,93.06666667,-2.723333333,0.211,0.405,1.946,0.693,8.898,2.833,1.609
329,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,40,10,9.090909091,207.5666667,-2.203333333,0.603666667,0.916,2.708,2.398,8.514,2.803,1.099
330,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,40,10,9.090909091,201.6333333,-2.146666667,0.620333333,1.099,2.639,1.609,9.059,2.674,2.485
331,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,60,10,9.090909091,136.1666667,-2.57,0.159666667,0.693,2.079,1.609,9.08,1.504,1.099
332,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,60,10,9.090909091,129.5,-1.666333333,0.283,1.253,3.401,1.099,9.072,2.398,1.609
333,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,60,10,9.090909091,202.5,-2.12,0.512333333,0.405,3.584,2.079,8.605,2.565,2.708
334,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,50,1.960784314,80,10,9.090909091,143.0333333,-3.51,0.155333333,1.253,3.135,2.89,7.535,1.705,1.609
335,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,50,1.960784314,80,10,9.090909091,134.7,-36.66666667,0.230666667,1.386,2.89,1.386,6.322,2.398,1.386
336,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,50,1.960784314,80,10,9.090909091,135.2333333,-2.383333333,0.219666667,2.803,3.045,1.609,9.084,3.75,2.079
337,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,20,10,9.090909091,235.4666667,-9.563333333,0.617,0.693,2.708,1.386,7.753,1.946,1.099
338,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,20,10,9.090909091,378.9333333,-5.376666667,0.809333333,0.693,1.946,1.386,6.706,1.386,0.693
339,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,20,10,9.090909091,476.3333333,-7.476666667,0.748333333,0.405,2.485,1.609,3.526,1.099,1.386
340,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,40,10,9.090909091,132.7666667,-5.483333333,0.226,1.099,2.773,1.386,9.559,3.091,1.099
341,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,40,10,9.090909091,279.9666667,-2.596666667,0.880333333,0.916,3.871,1.609,8.385,2.526,1.386
342,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,40,10,9.090909091,153,-1.983333333,0.411666667,0.916,3.332,1.609,7.601,2.526,1.946
343,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,60,10,9.090909091,156.7333333,-3.656666667,0.235666667,0.693,3.091,1.099,9.786,3.367,0.693
344,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,60,10,9.090909091,134.0666667,-1.370333333,0.204666667,0.916,4.127,1.792,8.904,3.239,1.386
345,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,60,10,9.090909091,167.5,-2.37,0.380333333,1.253,4.875,2.079,9.101,3.541,2.708
346,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,10,9.090909091,80,10,9.090909091,144.4333333,-4.92,0.081666667,1.386,6.562,4.605,7.187,2.14,1.099
347,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,10,9.090909091,80,10,9.090909091,161.1333333,-31.9,0.24,2.639,4.828,2.708,8.559,3.401,1.792
348,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,10,9.090909091,80,10,9.090909091,118.1666667,-2.056666667,0.198,5.004,4.511,3.219,10.416,4.635,2.197
349,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,20,10,9.090909091,302.6666667,-8.333333333,0.693,0.693,3.584,1.946,6.481,0.916,1.099
350,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,20,10,9.090909091,270.0333333,-7.673333333,0.633333333,1.253,2.398,1.792,6.53,0.916,0.693
351,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,20,10,9.090909091,180.3,-9.613333333,0.614,0.693,1.792,1.099,2.14,1.504,1.609
352,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,40,10,9.090909091,157.5,-3.126666667,0.177,2.14,5.278,1.946,7.882,1.386,0.693
353,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,40,10,9.090909091,140.4666667,-1.383333333,0.248666667,2.398,4.466,1.946,8.424,1.705,1.792
354,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,40,10,9.090909091,228.2,-1.873333333,0.517,4.151,3.912,1.946,9.942,4.812,3.219
355,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,60,10,9.090909091,153.2,-2.37,0.232666667,3.651,4.511,1.099,8.839,2.565,1.099
356,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,60,10,9.090909091,129.7666667,-1.059,0.194666667,3.871,6.548,2.079,8.899,3.314,0.693
357,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,60,10,9.090909091,145.7333333,-1.533333333,0.333666667,4.197,6.623,2.485,8.923,4.127,1.946
358,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,4,1,50,80,10,9.090909091,165.1666667,-3.313333333,0.186,5.582,6.771,5.106,8.402,4.527,1.099
359,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,8,1,50,80,10,9.090909091,157.6666667,15.6,0.210666667,5.649,8.226,2.833,10.168,4.654,1.386
360,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,12,1,50,80,10,9.090909091,140.5666667,-1.012333333,0.184333333,5.911,7.324,5.231,10.785,6.157,3.807
361,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,20,500,0.199600798,157.3333333,5.9,0.166,3.512,5.442,4.875,2.015,7.449,2.079
362,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,20,500,0.199600798,138.8333333,5.12,0.375666667,2.674,5.283,5.652,5.951,6.663,2.079
363,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,20,500,0.199600798,235.9333333,9.113333333,0.509333333,3.714,5.704,4.727,4.705,6.676,1.386
364,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,40,500,0.199600798,175.8333333,12.9,0.266333333,3.512,6.038,4.927,3.597,5.409,2.89
365,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,40,500,0.199600798,172.5333333,1.866666667,0.298333333,2.015,5.617,5.043,5.619,6.233,3.178
366,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,40,500,0.199600798,173.3,6.673333333,0.307666667,2.14,5.58,3.611,5.024,6.531,1.792
367,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,60,500,0.199600798,222.7333333,16.2,0.28,1.504,4.663,4.585,7.206,3.114,1.946
368,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,60,500,0.199600798,163.4666667,13.33333333,0.289666667,1.504,4.407,5.602,5.133,3.219,1.946
369,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,60,500,0.199600798,132.7666667,15.63333333,0.248666667,1.386,5.17,2.708,6.127,4.143,1.946
370,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,80,500,0.199600798,172.6333333,-10.96666667,0.228666667,1.792,3.401,2.485,8.005,2.526,2.833
371,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,80,500,0.199600798,156.5,5.703333333,0.215666667,0.916,3.584,2.89,7.026,1.705,1.946
372,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,80,500,0.199600798,415.4333333,-30.56666667,0.464333333,1.872,4.736,2.773,4.916,4.625,1.386
373,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,20,500,0.199600798,126.4666667,1.823,0.141666667,1.609,5.583,6.24,5.165,6.521,1.386
374,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,20,500,0.199600798,173,7.926666667,0.266666667,3.114,5.288,6.223,5.816,6.384,1.609
375,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,20,500,0.199600798,198.5333333,2.883333333,0.402666667,2.442,5.442,2.773,4.994,5.962,1.386
376,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,40,500,0.199600798,185.6666667,12.1,0.295,2.14,5.557,4.304,3.912,5.912,2.398
377,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,40,500,0.199600798,160.6,4.013333333,0.245333333,1.609,5.464,5.438,5.951,5.112,2.197
378,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,40,500,0.199600798,183.8333333,2.956666667,0.354,1.946,6.014,3.807,7.272,5.859,1.946
379,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,60,500,0.199600798,224,22.76666667,0.195666667,1.099,4.5,2.773,5.659,3.481,1.946
380,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,60,500,0.199600798,147.6666667,9.33,0.245666667,1.099,5.273,5.298,7.034,2.708,1.386
381,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,60,500,0.199600798,146.4333333,19.53333333,0.24,0.693,5.67,4.5,4.771,4.241,1.946
382,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,80,500,0.199600798,170.8666667,7.633333333,0.246333333,0.693,3.892,2.565,6.934,1.705,1.946
383,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,80,500,0.199600798,136.8333333,7.98,0.256666667,1.609,3.555,3.829,8.769,2.251,2.485
384,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,80,500,0.199600798,290.3,-25.13333333,0.270666667,1.504,4.984,3.871,8.2,5.722,1.386
385,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,20,500,0.199600798,122.2,18.9,0.186333333,3.068,5.521,5.743,4.64,6.505,1.792
386,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,20,500,0.199600798,176.0666667,21.16666667,0.496333333,1.386,5.537,5.338,6.504,5.936,2.303
387,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,20,500,0.199600798,186.9666667,2.883333333,0.243,1.792,5.886,4.143,3.481,6.12,2.303
388,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,40,500,0.199600798,153.4666667,17.63333333,0.229666667,1.609,5.328,5.293,4.916,5.938,2.773
389,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,40,500,0.199600798,204.5333333,0.663333333,0.348333333,2.442,5.714,5.606,5.442,5.861,4.025
