Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,HL_(IL+HL),(IL+HL),Chol_DMG-PEG_ratio,PEG_(Chol+PEG),Size,Zeta,PDI,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
390,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,40,500,0.199600798,177.8333333,3.57,0.331,2.442,5.513,4.19,3.951,6.247,2.197
391,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,60,500,0.199600798,193,24.03333333,0.257666667,0.916,4.419,4.159,6.274,4.016,1.792
392,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,60,500,0.199600798,155.2333333,9.956666667,0.232666667,1.253,5.242,3.892,6.125,3.676,2.565
393,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,60,500,0.199600798,133.8333333,18.63333333,0.272,1.946,5.1,3.784,7.188,5.097,1.946
394,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,80,500,0.199600798,204.0333333,6.13,0.267,0.916,3.871,3.219,6.297,3.584,1.792
395,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,80,500,0.199600798,118.1,9.33,0.251,0.693,3.135,3.611,8.008,3.332,2.079
396,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,80,500,0.199600798,1330.666667,-27.3,0.467333333,1.946,7.315,4.043,9.065,5.825,1.099
397,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,20,500,0.199600798,105.7,44.06666667,0.192333333,2.079,5.598,5.13,3.98,6.933,1.946
398,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,20,500,0.199600798,131.2333333,25.86666667,0.203666667,1.872,5.591,4.564,5.714,6.243,1.946
399,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,20,500,0.199600798,241.2,1.388333333,0.458333333,3.332,5.268,2.197,7.233,5.661,4.771
400,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,40,500,0.199600798,204.4333333,26.16666667,0.278666667,2.079,5.561,4.868,5.187,6.227,2.89
401,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,40,500,0.199600798,135.9,27.06666667,0.314333333,1.792,5.553,4.691,7.153,5.981,5.03
402,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,40,500,0.199600798,199.2666667,22.36666667,0.421,2.197,5.852,3.178,7.832,5.916,5.869
403,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,60,500,0.199600798,157.6333333,30.7,0.228333333,2.015,6.014,5.136,9.853,6.778,3.85
404,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,60,500,0.199600798,133.6333333,15.33333333,0.194,3.219,5.986,4.736,10.217,6.669,5.375
405,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,60,500,0.199600798,139.3666667,20.86666667,0.264333333,3.114,7.55,4.754,10.667,7.325,7.223
406,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,80,500,0.199600798,138.7666667,15.56666667,0.140333333,1.253,6.726,5.011,10.013,6.623,5.724
407,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,80,500,0.199600798,143.8333333,18.4,0.207,1.504,6.632,4.745,10.062,6.767,5.609
408,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,80,500,0.199600798,581.7333333,-31.76666667,0.704333333,2.398,7.511,3.892,10.462,7.465,4.89
409,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,20,500,0.199600798,137.3,19.9,0.147333333,6.13,8.143,5.911,8.183,10.648,8.401
410,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,20,500,0.199600798,899.4,16.3,0.383333333,6.897,7.81,4.635,9.182,9.854,7.697
411,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,20,500,0.199600798,158.2333333,12.23333333,0.258666667,4.673,7.274,3.584,8.997,9.382,5.631
412,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,40,500,0.199600798,214.0333333,5.41,0.282,6.752,10.391,5.9,10.695,8.692,10.452
413,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,40,500,0.199600798,173.5,22.13333333,0.248333333,7.247,8.141,6.671,10.102,9.43,6.133
414,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,40,500,0.199600798,217.2,24.76666667,0.522333333,4.016,4.796,4.159,9.78,9.561,4.605
415,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,60,500,0.199600798,218.4,22.4,0.214,5.25,10.373,5.82,10.774,6.885,10.583
416,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,60,500,0.199600798,152.1333333,23.5,0.246333333,7.638,9.74,6.094,10.587,8.863,6.937
417,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,60,500,0.199600798,101.8666667,21.46666667,0.231333333,6.446,7.168,5.656,10.202,9.073,4.905
418,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,80,500,0.199600798,200.6,12.93333333,0.364,4.82,8.678,5.124,11.206,8.115,9.497
419,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,80,500,0.199600798,133.7333333,31.5,0.264333333,5.239,9.084,6.18,10.959,9.558,7.063
420,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,80,500,0.199600798,223.2,-16.6,0.314333333,6.284,8.605,5.529,10.638,10.037,4.836
421,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,20,100,0.99009901,265.1,-27.6,0.339333333,2.14,4.19,6.282,6.058,6.058,2.197
422,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,20,100,0.99009901,576.1666667,-2.563333333,0.390666667,0.405,4.331,4.745,5.323,4.522,1.792
423,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,20,100,0.99009901,453.7333333,1.926666667,0.368333333,0.693,2.639,2.197,6.232,3.912,1.792
424,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,40,100,0.99009901,157.1,-3.873333333,0.253333333,1.099,2.89,1.386,7.345,5.053,2.996
425,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,40,100,0.99009901,161.9333333,-3.35,0.634666667,1.099,5.011,7.043,7.16,5.078,1.946
426,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,40,100,0.99009901,154.0333333,-2.93,0.321666667,0.693,4.779,7.156,7.659,5.321,2.398
427,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,60,100,0.99009901,187.9,-3.706666667,0.252666667,0.693,3.332,3.178,7.949,2.603,2.639
428,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,60,100,0.99009901,151.0666667,-1.271,0.26,0.693,4.977,6.907,9.907,3.332,1.946
429,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,60,100,0.99009901,165.1666667,4.56,0.227,0.916,4.796,6.494,9.681,5.173,2.565
430,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,80,100,0.99009901,152.2,1.253333333,0.155,1.099,2.398,3.401,9.335,2.97,2.303
431,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,80,100,0.99009901,143.4666667,4.306666667,0.167666667,0,3.85,3.332,9.033,2.773,2.565
432,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,80,100,0.99009901,119.9666667,3.433333333,0.237,1.253,3.611,3.738,10.53,4.804,4.71
433,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,20,100,0.99009901,269.6333333,-30.33333333,0.338666667,1.705,2.89,6.335,4.916,5.46,2.398
434,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,20,100,0.99009901,115.6666667,3.27,0.283333333,0.693,3.296,5.215,5.501,3.932,1.609
435,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,20,100,0.99009901,388.5666667,-0.77,0.348666667,1.253,1.946,2.708,5.92,3.784,1.946
436,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,40,100,0.99009901,176.5,-3.76,0.311333333,1.504,1.946,3.258,6.717,5.296,2.079
437,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,40,100,0.99009901,214.0333333,-3.076666667,0.314666667,1.099,5.293,6.652,7.095,5.489,1.609
438,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,40,100,0.99009901,199.2,-2.876666667,0.431,1.504,5.011,6.428,8.126,5.429,2.079
439,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,60,100,0.99009901,182.5333333,-2.633333333,0.252,1.099,4.431,4.99,8.181,3.466,1.609
440,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,60,100,0.99009901,155.6333333,-2.463333333,0.269,0.405,1.386,3.611,8.942,3.526,1.946
441,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,60,100,0.99009901,181.7,2.173333333,0.266666667,0.405,4.248,6.161,10.056,5.34,2.639
442,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,80,100,0.99009901,175.7,-1.211333333,0.143666667,0.916,1.609,3.258,9.124,2.674,1.609
443,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,80,100,0.99009901,162.9666667,2.933333333,0.154333333,0,3.401,3.784,10.11,1.705,2.398
444,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,80,100,0.99009901,128.4666667,3.573333333,0.179,1.099,2.303,3.367,9.477,5.719,5.088
445,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,20,100,0.99009901,298.2666667,-28.56666667,0.356666667,0.916,5.303,6.766,5.481,5.702,1.099
446,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,20,100,0.99009901,139.2,1.826666667,0.262333333,1.099,4.394,4.745,6.715,3.818,1.609
447,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,20,100,0.99009901,307.7,1.6,0.539333333,0.693,1.946,2.565,6.365,4.248,1.792
448,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,40,100,0.99009901,162.2333333,-3.646666667,0.378,1.504,5.398,7.419,8.247,5.535,2.485
449,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,40,100,0.99009901,223.1333333,-2.73,0.318,0.693,5.638,7.412,8.203,5.081,1.792
450,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,40,100,0.99009901,242.6666667,-2.316666667,0.782666667,1.099,5.22,6.261,8.482,5.457,2.197
451,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,60,100,0.99009901,207.0333333,-5.89,0.238333333,0.693,4.99,7.476,9.579,4.677,1.386
452,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,60,100,0.99009901,154.4666667,-0.982333333,0.284666667,1.099,5.236,7.001,10.351,4.466,2.708
453,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,60,100,0.99009901,170.7333333,3.386666667,0.238333333,2.015,4.654,6.916,9.833,6.262,3.332
454,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,80,100,0.99009901,149.4333333,2.24,0.106333333,1.099,2.996,3.912,10.359,3.98,2.303
455,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,80,100,0.99009901,171.1333333,1.28,0.235,1.253,3.091,4.22,11.589,4.052,2.565
456,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,80,100,0.99009901,163.5333333,2.923333333,0.214,1.253,3.296,3.296,9.809,6.975,2.079
457,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,20,100,0.99009901,1760,-30.76666667,0.536,5.489,6.936,6.485,6.014,7.26,3.045
458,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,20,100,0.99009901,171.1666667,3.026666667,0.473666667,4.668,6.157,3.555,6.329,6.314,3.784
459,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,20,100,0.99009901,224.7333333,1.253333333,0.667333333,5.885,3.258,2.079,7.664,7.349,5.106
460,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,40,100,0.99009901,166.5666667,-2.246666667,0.488666667,6.134,6.468,5.624,7.799,7.77,4.82
461,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,40,100,0.99009901,146.1333333,-2.403333333,0.331,6.306,7.005,5.953,7.814,7.944,5.835
462,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,40,100,0.99009901,231.5,-2.746666667,0.267666667,6.244,5.638,6.859,8.619,8.543,7.219
463,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,60,100,0.99009901,161.8333333,-1.385333333,0.254333333,5.697,6.288,5.193,9.943,7.847,7.824
464,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,60,100,0.99009901,137.9,-0.514,0.27,5.773,6.845,5.204,9.017,8.058,8.436
465,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,60,100,0.99009901,150,2.373333333,0.260666667,5.717,5.231,5.352,9.842,8.851,8.09
466,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,80,100,0.99009901,169,-0.684,0.172333333,3.481,5.727,2.773,9.574,7.2,6.342
467,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,80,100,0.99009901,125.6,2.273333333,0.137,3.784,6.144,5.22,10.045,7.779,7.591
468,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,80,100,0.99009901,136.8666667,4.91,0.203,2.398,3.638,2.708,10.188,8.069,7.298
469,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,20,100,0.99009901,322.6333333,-28.23333333,0.253,7.643,8.379,6.39,7.586,9.328,7.085
470,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,20,100,0.99009901,130.5333333,4.226666667,0.249666667,8.974,4.575,4.691,8.981,8.567,9.074
471,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,20,100,0.99009901,401.8333333,6.786666667,0.549333333,8.962,3.932,2.303,9.015,7.795,8.327
472,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,40,100,0.99009901,161.9,-3.153333333,0.303,8.723,9.966,7.224,11.023,7.705,10.15
473,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,40,100,0.99009901,345.8666667,-1.426666667,0.653,9.233,6.946,5.737,10.61,9.515,9.037
474,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,40,100,0.99009901,354.4666667,-1.543333333,0.356333333,8.639,6.542,5.991,9.456,9.481,6.443
475,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,60,100,0.99009901,202.1,-2.55,0.265333333,6.978,10.418,6.718,9.411,6.958,9.771
476,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,60,100,0.99009901,139.7,0.63,0.281666667,8.448,6.495,5.313,10.357,8.983,8.08
477,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,60,100,0.99009901,122.8,6.336666667,0.189333333,8.674,6.717,5.468,9.947,9.459,6.928
478,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,1,50,80,100,0.99009901,152.7666667,6.34,0.206666667,5.807,9.422,5.883,9.345,7.105,9.892
479,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,1,50,80,100,0.99009901,134,12.86666667,0.192,7.031,4.86,2.639,10.672,9.323,8.71
480,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,1,50,80,100,0.99009901,194.4666667,6.843333333,0.301666667,6.692,5.951,3.664,10.902,11.172,6.727
481,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,20,10,9.090909091,183.1333333,-2.183333333,0.629333333,1.253,2.833,2.708,3.114,1.946,1.792
482,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,20,10,9.090909091,151.5333333,-2.966666667,0.402,1.386,2.197,2.197,3.611,2.14,3.466
483,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,20,10,9.090909091,766.5666667,-2.463333333,0.907333333,1.872,2.303,2.639,4.159,1.504,1.386
484,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,40,10,9.090909091,99.71,-1.186666667,0.181666667,1.504,3.466,2.639,5.366,3.761,2.079
485,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,40,10,9.090909091,247.2666667,-3.813333333,0.368666667,1.386,3.219,2.398,5.239,3.541,2.398
486,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,40,10,9.090909091,400.6,-5.33,0.535333333,1.099,3.401,2.833,5.591,3.726,1.386
487,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,60,10,9.090909091,1350.666667,-20.13333333,0.896,1.504,3.367,2.398,5.672,2.918,1.609
488,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,60,10,9.090909091,297,-9.57,0.258333333,0.916,4.234,2.303,6.404,4.425,1.386
489,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,60,10,9.090909091,134.1333333,-1.092,0.257,2.079,5.124,1.792,8.088,5.513,2.708
490,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,200,0.497512438,80,10,9.090909091,165.4666667,-1.492333333,0.175,0.693,2.944,1.609,4.511,2.351,1.946
491,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,200,0.497512438,80,10,9.090909091,110.9666667,-1.123,0.174666667,1.386,3.178,1.609,6.933,2.674,2.708
492,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,200,0.497512438,80,10,9.090909091,128.5333333,-0.810666667,0.182,0.693,5.153,2.303,9.566,4.369,1.099
493,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,20,10,9.090909091,176.3333333,-1.883333333,0.631666667,1.099,2.996,3.219,2.197,0.916,1.099
494,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,20,10,9.090909091,176.6666667,-1.316666667,0.532666667,0.916,1.946,2.303,3.942,1.504,1.386
495,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,20,10,9.090909091,495.4333333,-2.92,0.636333333,1.099,2.079,2.398,3.795,1.386,1.609
496,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,40,10,9.090909091,116.2666667,-1.833333333,0.275666667,1.386,3.332,2.639,5.368,3.75,1.099
497,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,40,10,9.090909091,285.1333333,-6.416666667,0.367666667,0.693,2.639,2.303,5.359,2.918,1.792
498,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,40,10,9.090909091,432.9,-4.216666667,0.635333333,0.693,3.045,2.197,5.57,3.638,1.386
499,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,60,10,9.090909091,141.4,-20.63333333,0.175333333,0.916,3.932,1.946,6.919,4.025,1.792
500,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,60,10,9.090909091,293.6333333,-9.726666667,0.427333333,1.253,4.007,1.386,6.659,4.182,1.792
501,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,60,10,9.090909091,162.9333333,-1.077,0.248333333,2.14,4.635,1.792,8.627,5.826,2.398
502,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,100,0.99009901,80,10,9.090909091,170.3,-2.533333333,0.095333333,0.405,3.526,2.079,5.757,1.946,1.946
503,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,100,0.99009901,80,10,9.090909091,136.5,-0.168,0.184666667,0.916,3.584,1.386,7.178,2.197,2.079
504,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,100,0.99009901,80,10,9.090909091,108.9333333,-0.043,0.175,0.916,5.176,1.792,8.835,5.553,4.5
505,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,20,10,9.090909091,145.8666667,-1.640333333,0.455333333,2.079,2.89,2.89,2.015,1.386,1.386
506,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,20,10,9.090909091,241.3666667,-1.149,0.758666667,1.253,2.079,2.303,3.989,1.792,1.609
507,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,20,10,9.090909091,357.8666667,-2.276666667,0.772,0,2.565,2.639,4.248,1.253,1.386
508,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,40,10,9.090909091,133.4,-0.863666667,0.228666667,0.693,3.466,1.792,5.115,4.425,1
509,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,40,10,9.090909091,282.5,-7.106666667,0.323,1.253,3.466,2.398,5.583,3.512,1.792
510,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,40,10,9.090909091,462.7,-2.183333333,0.739666667,1.253,3.497,2.708,6.398,3.726,2.079
511,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,60,10,9.090909091,116.7666667,-22.2,0.118,1.099,3.664,2.485,5.892,3.942,1.386
512,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,60,10,9.090909091,296.5666667,-14.66666667,0.253,1.099,4.644,2.303,7.151,4.736,1.946
513,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,60,10,9.090909091,138.1666667,-1.203333333,0.219666667,1.872,5.964,2.485,8.222,5.702,2.303
514,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,50,1.960784314,80,10,9.090909091,159.1333333,-2.56,0.153,1.099,4.29,3.332,5.47,2.674,1.099
515,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,50,1.960784314,80,10,9.090909091,117.1333333,-0.0463,0.218666667,0.693,3.466,1.386,7.266,2.89,1.609
516,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,50,1.960784314,80,10,9.090909091,118.5666667,-0.131666667,0.198666667,1.386,5.38,2.708,9.126,5.449,4.111
517,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,20,10,9.090909091,122.3666667,-1.79,0.275666667,0.916,2.639,3.401,2.833,3.418,1.386
518,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,8,10,9.090909091,20,10,9.090909091,411.6333333,-3.726666667,1,0.916,2.303,2.833,4.111,2.442,1.386
519,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,12,10,9.090909091,20,10,9.090909091,199.2,-1.776666667,0.498,1.099,1.946,2.565,5.209,2.565,1.386
520,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,4,10,9.090909091,40,10,9.090909091,119.1333333,-0.88,0.235666667,2.079,4.394,3.135,7.534,5.882,1.792
