Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Helper_MW,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,Size,Zeta,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
792,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,200,80,100,0.396781258,82.88578063,12.41576002,0.805667707,3.496010381,#N/A,#N/A,1.705,,,6.34,1.253,1.386
793,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,20,100,0.258689402,27.01951338,65.07978289,4.223074493,3.418939842,#N/A,#N/A,1.099,,,7.882,3.367,1.792
794,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,20,100,0.263188531,27.48943703,66.21165115,4.296522248,1.73920104,#N/A,#N/A,0.916,,,7.788,4.111,2.639
795,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,20,100,0.26472322,27.64973184,66.59774068,4.321575879,1.166228378,#N/A,#N/A,0.916,,,8.284,3.597,1.792
796,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,40,100,0.456357313,47.66547231,43.05303189,2.793742584,6.031395906,#N/A,#N/A,0.693,,,8.651,3.258,1.386
797,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,40,100,0.470547607,49.14761596,44.39175307,2.880613176,3.109470182,#N/A,#N/A,1.099,,,9.218,2.97,1.792
798,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,40,100,0.475475868,49.6623614,44.85668819,2.910783154,2.094691389,#N/A,#N/A,0.405,,,8.987,1.792,1.609
799,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,60,100,0.612317117,63.95511537,25.67394513,1.666000991,8.092621395,#N/A,#N/A,1.099,,,10.667,1.609,1.386
800,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,60,100,0.63813817,66.65206501,26.75660031,1.736255274,4.216941242,#N/A,#N/A,0.916,,,9.36,2.197,2.197
801,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,60,100,0.647236025,67.60231497,27.13806574,1.761008843,2.851374423,#N/A,#N/A,1.099,,,10.184,0.916,1.386
802,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,80,100,0.738509716,77.13564227,11.61191076,0.753505343,9.760431911,#N/A,#N/A,0.916,,,4.754,0.916,1.099
803,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,80,100,0.776399698,81.09316378,12.2076715,0.792164691,5.130600331,#N/A,#N/A,1.099,,,6.722,0.693,1.099
804,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,80,100,0.789908718,82.50414985,12.42007971,0.805948015,3.479913709,#N/A,#N/A,0,,,1.609,1.253,1.386
805,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,20,100,0.512536074,26.7666074,65.10895114,4.224967242,3.386938143,#N/A,#N/A,0.916,,,7.681,4.59,1.609
806,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,20,100,0.521365233,27.22770008,66.23054494,4.29774828,1.722641472,#N/A,#N/A,0,,,8.118,3.98,2.773
807,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,20,100,0.524376274,27.38494824,66.61304626,4.322569069,1.155060163,#N/A,#N/A,1.099,,,8.747,3.296,1.099
808,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,40,100,0.904481261,47.23549433,43.08708393,2.795952246,5.976988233,#N/A,#N/A,0.916,,,8.91,2.565,1.386
809,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,40,100,0.932344317,48.69061035,44.41440584,2.882083131,3.080556362,#N/A,#N/A,1.253,,,8.732,2.398,2.398
810,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,40,100,0.942017443,49.19577824,44.87520786,2.911984909,2.075011541,#N/A,#N/A,1.099,,,8.553,2.526,2.485
811,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,60,100,1.213915246,63.3953285,25.70119854,1.667769485,8.02178823,#N/A,#N/A,0.916,,,10.207,1.609,1.099
812,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,60,100,1.264638559,66.04429525,26.77512026,1.737457047,4.17848888,#N/A,#N/A,0.916,,,10.704,0.916,2.197
813,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,60,100,1.282501622,66.97717316,27.15331974,1.761998687,2.825006785,#N/A,#N/A,1.792,,,10.619,1.504,0.693
814,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,80,100,1.464411732,76.47721961,11.62678062,0.754470259,9.677117774,#N/A,#N/A,1.099,,,5.296,0.693,1.099
815,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,80,100,1.538870907,80.36576445,12.2179535,0.792831898,5.084579248,#N/A,#N/A,1.705,,,6.118,0.916,1.609
816,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,80,100,1.56540228,81.75133492,12.42860085,0.806500958,3.448160991,#N/A,#N/A,1.872,,,6.619,1.099,1.386
817,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,20,100,2.384152667,24.90192656,65.32400927,4.238922521,3.150988979,#N/A,#N/A,1.872,,,8.991,4.311,2.773
818,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,20,100,2.422316124,25.3005351,66.3696596,4.306775532,1.600713645,#N/A,#N/A,1.705,,,8.129,4.086,2.89
819,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,20,100,2.435310238,25.43625564,66.72568867,4.329878517,1.072866939,#N/A,#N/A,1.872,,,7.999,3.807,2.996
820,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,40,100,4.218009653,44.05614124,43.33887236,2.81229098,5.574685764,#N/A,#N/A,1.609,,,8.834,3.481,1.792
821,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,40,100,4.338951097,45.31934683,44.58151196,2.892926769,2.867263343,#N/A,#N/A,1.504,,,9.404,3.466,2.833
822,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,40,100,4.380820989,45.75666822,45.01171342,2.920842854,1.929954521,#N/A,#N/A,1.872,,,8.201,4.034,1.609
823,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,60,100,5.672382043,59.24672654,25.90317462,1.68087586,7.496840933,#N/A,#N/A,3.068,,,9.115,2.918,1.386
824,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,60,100,5.893287227,61.55403041,26.91194757,1.746335871,3.894398912,#N/A,#N/A,1.792,,,9.162,2.14,2.197
825,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,60,100,5.9707961,62.36359277,27.26589515,1.769303787,2.630412189,#N/A,#N/A,1.099,,,9.74,2.351,1.099
826,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,80,100,6.854016681,71.58862872,11.73718486,0.761634471,9.058535272,#N/A,#N/A,2.197,,,6.883,1.946,1.386
827,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,80,100,7.179181003,74.98489531,12.29401364,0.797767496,4.744142549,#N/A,#N/A,1.872,,,6.787,1.609,1.609
828,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,80,100,7.294535389,76.18974536,12.49155266,0.810585947,3.213580648,#N/A,#N/A,1.504,,,5.733,1.099,1.792
829,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,20,100,13.36614482,13.96063102,66.58589521,4.320807218,1.766521733,#N/A,#N/A,1.386,,,7.737,3.239,3.401
830,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,20,100,13.4852548,14.08503865,67.17926336,4.359311309,0.891131886,#N/A,#N/A,0.693,,,8.015,2.603,1.792
831,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,20,100,13.52543127,14.12700206,67.37940982,4.372298959,0.595857884,#N/A,#N/A,1.253,,,5.984,2.639,1.386
832,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,40,100,24.00386145,25.07148151,44.84235988,2.90985338,3.172443776,#N/A,#N/A,2.526,,,9.149,3.951,4.625
833,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,40,100,24.39075291,25.47558075,45.56512385,2.95675406,1.611788429,#N/A,#N/A,1.386,,,7.229,3.676,1.386
834,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,40,100,24.5225032,25.6131909,45.81125066,2.972725408,1.08032983,#N/A,#N/A,1.253,,,6.78,3.45,1.099
835,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,60,100,32.67120885,34.12432664,27.12626713,1.760243223,4.317954151,#N/A,#N/A,2.833,,,9.833,3.526,1.792
836,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,60,100,33.39213745,34.87731998,27.72484007,1.799085057,2.20661744,#N/A,#N/A,1.946,,,7.693,2.741,2.398
837,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,60,100,33.63956965,35.13575723,27.9302782,1.812416087,1.481978828,#N/A,#N/A,1.253,,,7.822,2.351,1.946
838,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,80,100,39.8692265,41.64249062,12.41349027,0.805520421,5.269272185,#N/A,#N/A,2.303,,,6.668,2.803,2.079
839,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,80,100,40.94805884,42.7693062,12.74939031,0.827317219,2.705927433,#N/A,#N/A,1.609,,,6.54,2.14,1.386
840,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,80,100,41.32076212,43.15858621,12.86543341,0.83484734,1.820370928,#N/A,#N/A,2.079,,,5.311,2.674,1.099
841,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,200,20,10,0.100570795,21.00877667,46.23200339,30.00028359,2.658365552,#N/A,#N/A,0.916,,,5.805,1.504,1.099
842,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,200,20,10,0.101925572,21.29178339,46.85478918,30.40441382,1.347088038,#N/A,#N/A,0.916,,,6.492,2.14,1.386
843,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,200,20,10,0.102385312,21.38782098,47.06612991,30.54155437,0.902109428,#N/A,#N/A,0.916,,,6.676,1.386,1.099
844,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,200,40,10,0.192094622,40.1276834,33.11443161,21.48819576,5.077594612,#N/A,#N/A,1.386,,,7.298,3.701,1.099
845,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,200,40,10,0.197098555,41.17298196,33.97703978,22.04794848,2.60493123,#N/A,#N/A,0.916,,,7.938,4.284,1.386
846,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,200,40,10,0.198824973,41.53362273,34.27465013,22.24107001,1.751832161,#N/A,#N/A,0.916,,,7.26,2.803,1.386
847,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,200,60,10,0.275739684,57.6007524,21.12607683,13.70886506,7.288566028,#N/A,#N/A,0.916,,,6.031,1.609,1.099
848,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,200,60,10,0.286168473,59.77927849,21.92508913,14.22734996,3.78211395,#N/A,#N/A,1.099,,,7.54,1.946,2.079
849,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,200,60,10,0.289822276,60.54254112,22.20502896,14.40900496,2.553602688,#N/A,#N/A,0.693,,,8.319,2.485,2.398
850,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,200,80,10,0.352481357,73.63173495,10.12714434,6.571577693,9.317061663,#N/A,#N/A,0.916,,,5.133,1.504,1.386
851,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,200,80,10,0.369704138,77.22949477,10.62197219,6.892675087,4.886153813,#N/A,#N/A,1.253,,,4.174,1.872,0.693
852,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,200,80,10,0.375825272,78.50817144,10.79783852,7.006796031,3.311368732,#N/A,#N/A,1.253,,,5.617,1.099,0.693
853,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,20,10,0.200181049,20.90845042,46.24013658,30.00556128,2.645670674,#N/A,#N/A,0.916,,,6.163,1.099,0.693
854,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,20,10,0.202864614,21.18874259,46.86001745,30.40780649,1.340568856,#N/A,#N/A,0.693,,,6.248,1.609,1.386
855,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,20,10,0.203775196,21.28385082,47.07035429,30.54429559,0.897724107,#N/A,#N/A,0.916,,,6.522,0.916,1.609
856,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,40,10,0.382415793,39.94245049,33.12556041,21.49541732,5.05415599,#N/A,#N/A,0.916,,,6.946,3.277,1.099
857,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,40,10,0.392330285,40.97799642,33.98437199,22.05270641,2.59259489,#N/A,#N/A,0.693,,,7.414,3.795,1.386
858,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,40,10,0.395750353,41.33521464,34.28062457,22.24494686,1.743463576,#N/A,#N/A,1.253,,,7.237,2.603,1.946
859,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,60,10,0.549014033,57.34325375,21.13626972,13.71547931,7.255983191,#N/A,#N/A,0.916,,,6.959,0.693,1.609
860,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,60,10,0.56968205,59.5019806,21.93195937,14.23180811,3.764569874,#N/A,#N/A,0.693,,,7.969,1.504,2.079
861,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,60,10,0.576921589,60.25813378,22.21067145,14.41266641,2.54160677,#N/A,#N/A,0.916,,,8.736,1.872,2.708
862,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,100,80,10,0.701905497,73.3124157,10.13339119,6.575631317,9.276656298,#N/A,#N/A,0.693,,,4.898,0.693,0.693
863,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,100,80,10,0.736045712,76.87828273,10.62627258,6.895465641,4.863933338,#N/A,#N/A,1.099,,,6.409,1.609,1.792
864,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,100,80,10,0.748175973,78.14526052,10.80139683,7.00910504,3.296061639,#N/A,#N/A,1.386,,,6.461,1.386,1.099
865,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,20,10,0.396574459,20.71064533,46.25617213,30.01596686,2.620641219,#N/A,#N/A,0.693,,,5.168,1.872,1.386
866,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,20,10,0.40183985,20.98562429,46.87032364,30.41449425,1.327717972,#N/A,#N/A,0.916,,,6.399,1.705,1.609
867,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,20,10,0.403626189,21.0789138,47.07868101,30.54969886,0.88908014,#N/A,#N/A,0.916,,,6.465,1.872,1.386
868,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,40,10,0.757835118,39.57706805,33.1475126,21.50966225,5.007921975,#N/A,#N/A,0.693,,,7.604,3.384,1.609
869,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,40,10,0.777298366,40.5935138,33.99883004,22.06208834,2.568269453,#N/A,#N/A,0.693,,,7.719,3.434,2.197
870,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,40,10,0.784010198,40.94403149,34.29240382,22.2525905,1.726963998,#N/A,#N/A,0.916,,,6.732,1.946,1.386
871,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,60,10,1.088297804,56.83510198,21.15638454,13.72853196,7.191683724,#N/A,#N/A,0.693,,,7.011,1.609,1.099
872,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,60,10,1.128890937,58.95503169,21.94551039,14.24060146,3.729965524,#N/A,#N/A,0.693,,,7.337,1.609,1.099
873,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,60,10,1.143103391,59.69726077,22.22179887,14.41988707,2.517949904,#N/A,#N/A,0.916,,,8.409,1.946,3.526
874,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,50,80,10,1.391739858,72.68201453,10.14572373,6.583633997,9.196887886,#N/A,#N/A,1.099,,,5.651,1.386,1.099
875,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,50,80,10,1.458823017,76.18535539,10.63475708,6.900971293,4.820093228,#N/A,#N/A,0.405,,,7.983,1.253,1.386
876,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,50,80,10,1.482644635,77.429412,10.80841565,7.013659604,3.265868114,#N/A,#N/A,0.916,,,7.238,1.253,1.386
877,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,20,10,1.843359025,19.25346129,46.37430227,30.09262237,2.436255049,#N/A,#N/A,1.386,,,4.984,1.253,1.099
878,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,20,10,1.866090386,19.49088513,46.94616644,30.4637092,1.23314885,#N/A,#N/A,0.916,,,5.725,1.705,1.386
879,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,20,10,1.873792603,19.57133301,47.13993497,30.589447,0.825492417,#N/A,#N/A,0.916,,,5.999,1.504,1.386
880,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,40,10,3.530786371,36.87825203,33.30965757,21.61487931,4.666424721,#N/A,#N/A,1.253,,,6.854,1.253,1.386
881,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,40,10,3.615135151,37.75925565,34.10540919,22.13124833,2.388951676,#N/A,#N/A,0.693,,,7.276,1.946,1.946
882,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,40,10,3.644154179,38.06235272,34.3791765,22.30889793,1.605418676,#N/A,#N/A,0.693,,,6.766,1.609,2.485
883,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,60,10,5.081264789,53.07264271,21.30531872,13.82517643,6.715597359,#N/A,#N/A,0.916,,,7.656,1.253,1.386
884,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,60,10,5.257811515,54.91663267,22.04556439,14.30552723,3.474464192,#N/A,#N/A,1.099,,,7.451,1.872,2.639
885,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,60,10,5.319418613,55.56010465,22.3038778,14.47314869,2.343450241,#N/A,#N/A,1.504,,,8.113,1.253,1.792
886,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,10,80,10,6.510815969,68.00397617,10.23724027,6.64301974,8.60494785,#N/A,#N/A,0.693,,,5.974,1.609,1.099
887,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,10,80,10,6.803536347,71.06137323,10.6974973,6.941683879,4.495909248,#N/A,#N/A,0.916,,,5.673,1.609,1.609
888,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,10,80,10,6.907047881,72.14252742,10.860253,7.047297242,3.042874457,#N/A,#N/A,2.89,,,6.607,1.253,1.099
889,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,20,10,10.2892384,10.74687299,47.06390937,30.54011344,1.359865802,#N/A,#N/A,0.693,,,2.639,1.609,1.099
890,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,20,10,10.35967725,10.82044475,47.38610308,30.74918728,0.684587638,#N/A,#N/A,0.693,,,3.497,1.504,1.099
891,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,20,10,10.38337168,10.84519304,47.49448353,30.81951615,0.457435608,#N/A,#N/A,0.693,,,3.045,1.099,0.693
892,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,40,10,19.98007912,20.86873337,34.27151007,22.2390324,2.640645039,#N/A,#N/A,0.693,,,5.418,1.099,2.079
893,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,40,10,20.24741024,21.14795457,34.73005886,22.53658805,1.33798828,#N/A,#N/A,0.916,,,6.223,1.386,4.007
894,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,40,10,20.33811745,21.24269617,34.88564749,22.63755064,0.895988259,#N/A,#N/A,0.405,,,5.756,1.253,2.079
895,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,60,10,29.12324917,30.41856431,22.20206373,14.4070808,3.849041987,#N/A,#N/A,0.693,,,6.874,1.099,1.386
896,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,60,10,29.6947305,31.01546342,22.63773163,14.68978887,1.962285592,#N/A,#N/A,0.693,,,6.947,1.705,1.099
897,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,60,10,29.89024113,31.21966978,22.78677885,14.7865067,1.316803543,#N/A,#N/A,0.916,,,6.51,2.079,1.792
898,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,592.8,1,80,10,37.76389952,39.44352498,10.79596878,7.005582743,4.991023975,#N/A,#N/A,1.386,,,5.719,1.099,1.609
899,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,592.8,1,80,10,38.73042184,40.45303532,11.07227883,7.184882343,2.559381664,#N/A,#N/A,0.693,,,5.298,1.609,1.946
900,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,592.8,1,80,10,39.06368477,40.80112079,11.16755226,7.246705964,1.720936218,#N/A,#N/A,0.693,,,6.133,1.504,0.693
901,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,551,200,20,500,0.137265912,27.93867508,67.49517373,0.875962193,3.552923077,145.9333333,12.13333333,1.792,,,3.114,3.497,2.079
902,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,551,200,20,500,0.13974849,28.44397129,68.715885,0.891804761,1.808590453,232.5,11.56666667,2.303,,,7.898,4.64,3.611
903,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,551,200,20,500,0.140596092,28.61648966,69.13266057,0.897213735,1.213039943,473.7,12.93333333,3.135,,,8.732,4.6,4.22
904,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,551,200,40,500,0.239690256,48.78580629,44.19688561,0.573593617,6.204024225,173.3333333,7.903333333,1.386,,,5.182,3.795,1.386
905,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,551,200,40,500,0.247363502,50.34759478,45.61176818,0.591956169,3.201317365,143.8666667,6.54,1.099,,,7.84,3.861,1.609
906,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,551,200,40,500,0.250031603,50.89065187,46.1037439,0.598341102,2.157231519,186.3333333,2.443333333,4.682,,,10.853,4.663,7.179
907,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,551,200,60,500,0.319044583,64.93733826,26.14629431,0.339330415,8.257992442,185.8333333,-5.43,2.079,,,9.468,4.718,1.792
908,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,551,200,60,500,0.332785274,67.73407568,27.27236941,0.353944781,4.306824857,160.5333333,5.633333333,1.609,,,9.015,3.998,1.386
909,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,551,200,60,500,0.337632353,68.72063481,27.66959643,0.359100051,2.913036362,132.9666667,0.464333333,4.828,,,12.37,5.507,7.034
910,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,551,200,80,500,0.382334361,77.81914194,11.74987828,0.152491631,9.896153788,#N/A,#N/A,4.394,,,11.671,4.966,4.078
911,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,551,200,80,500,0.402237375,81.87013939,12.36153662,0.160429822,5.205656795,106.8,2.466666667,3.761,,,10.017,4.086,3.784
912,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,551,200,80,500,0.409340326,83.31585182,12.57982411,0.163262789,3.531720954,104.0333333,-11.91333333,5.525,,,10.68,5.549,7.589
913,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,551,100,20,500,0.273179321,27.80103299,67.49679597,0.875983246,3.553008472,251.5666667,10.82,0.693,,,5.159,3.818,0.693
914,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,551,100,20,500,0.278120137,28.30385212,68.71756645,0.891826583,1.808634708,253.2333333,11,2.398,,,7.209,4.663,3.401
915,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,551,100,20,500,0.279807032,28.47552486,69.13436248,0.897235823,1.213069806,403.8666667,12.23333333,3.714,,,8.547,4.151,5.46
916,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,551,100,40,500,0.477027361,48.54632979,44.19874055,0.573617691,6.204284607,174.2,5.666666667,1.099,,,5.1,4.718,1.609
917,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,551,100,40,500,0.492299182,50.1005192,45.61374379,0.591981809,3.201456025,177.8666667,8.876666667,0.693,,,8.416,4.256,2.197
918,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,551,100,40,500,0.497609431,50.64093495,46.10576236,0.598367297,2.157325964,130.0333333,1.906666667,2.833,,,9.634,4.317,6.118
