Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3:Helper lipid,Dlin-MC3+Helper lipid percentage,Chol:DMG-PEG,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3
788,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,60,100,,,,10.087,1.872,2.303
789,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,60,100,,,,10.058,1.386,0.693
790,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,80,100,,,,3.045,1.253,1.099
791,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,80,100,,,,6.139,1.099,1.386
792,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,80,100,,,,6.340,1.253,1.386
793,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,20,100,,,,7.882,3.367,1.792
794,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,20,100,,,,7.788,4.111,2.639
795,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,20,100,,,,8.284,3.597,1.792
796,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,40,100,,,,8.651,3.258,1.386
797,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,40,100,,,,9.218,2.970,1.792
798,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,40,100,,,,8.987,1.792,1.609
799,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,60,100,,,,10.667,1.609,1.386
800,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,60,100,,,,9.360,2.197,2.197
801,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,60,100,,,,10.184,0.916,1.386
802,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,80,100,,,,4.754,0.916,1.099
803,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,80,100,,,,6.722,0.693,1.099
804,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,80,100,,,,1.609,1.253,1.386
805,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,20,100,,,,7.681,4.590,1.609
806,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,20,100,,,,8.118,3.980,2.773
807,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,20,100,,,,8.747,3.296,1.099
808,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,40,100,,,,8.910,2.565,1.386
809,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,40,100,,,,8.732,2.398,2.398
810,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,40,100,,,,8.553,2.526,2.485
811,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,60,100,,,,10.207,1.609,1.099
812,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,60,100,,,,10.704,0.916,2.197
813,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,60,100,,,,10.619,1.504,0.693
814,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,80,100,,,,5.296,0.693,1.099
815,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,80,100,,,,6.118,0.916,1.609
816,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,80,100,,,,6.619,1.099,1.386
817,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,20,100,,,,8.991,4.311,2.773
818,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,20,100,,,,8.129,4.086,2.890
819,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,20,100,,,,7.999,3.807,2.996
820,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,40,100,,,,8.834,3.481,1.792
821,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,40,100,,,,9.404,3.466,2.833
822,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,40,100,,,,8.201,4.034,1.609
823,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,60,100,,,,9.115,2.918,1.386
824,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,60,100,,,,9.162,2.140,2.197
825,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,60,100,,,,9.740,2.351,1.099
826,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,80,100,,,,6.883,1.946,1.386
827,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,80,100,,,,6.787,1.609,1.609
828,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,80,100,,,,5.733,1.099,1.792
829,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,20,100,,,,7.737,3.239,3.401
830,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,20,100,,,,8.015,2.603,1.792
831,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,20,100,,,,5.984,2.639,1.386
832,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,40,100,,,,9.149,3.951,4.625
833,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,40,100,,,,7.229,3.676,1.386
834,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,40,100,,,,6.780,3.450,1.099
835,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,60,100,,,,9.833,3.526,1.792
836,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,60,100,,,,7.693,2.741,2.398
837,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,60,100,,,,7.822,2.351,1.946
838,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,80,100,,,,6.668,2.803,2.079
839,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,80,100,,,,6.540,2.140,1.386
840,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,80,100,,,,5.311,2.674,1.099
841,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,20,10,,,,5.805,1.504,1.099
842,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,20,10,,,,6.492,2.140,1.386
843,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,20,10,,,,6.676,1.386,1.099
844,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,40,10,,,,7.298,3.701,1.099
845,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,40,10,,,,7.938,4.284,1.386
846,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,40,10,,,,7.260,2.803,1.386
847,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,60,10,,,,6.031,1.609,1.099
848,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,60,10,,,,7.540,1.946,2.079
849,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,60,10,,,,8.319,2.485,2.398
850,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,200,80,10,,,,5.133,1.504,1.386
851,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,200,80,10,,,,4.174,1.872,0.693
852,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,200,80,10,,,,5.617,1.099,0.693
853,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,20,10,,,,6.163,1.099,0.693
854,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,20,10,,,,6.248,1.609,1.386
855,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,20,10,,,,6.522,0.916,1.609
856,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,40,10,,,,6.946,3.277,1.099
857,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,40,10,,,,7.414,3.795,1.386
858,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,40,10,,,,7.237,2.603,1.946
859,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,60,10,,,,6.959,0.693,1.609
860,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,60,10,,,,7.969,1.504,2.079
861,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,60,10,,,,8.736,1.872,2.708
862,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,100,80,10,,,,4.898,0.693,0.693
863,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,100,80,10,,,,6.409,1.609,1.792
864,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,100,80,10,,,,6.461,1.386,1.099
865,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,20,10,,,,5.168,1.872,1.386
866,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,20,10,,,,6.399,1.705,1.609
867,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,20,10,,,,6.465,1.872,1.386
868,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,40,10,,,,7.604,3.384,1.609
869,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,40,10,,,,7.719,3.434,2.197
870,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,40,10,,,,6.732,1.946,1.386
871,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,60,10,,,,7.011,1.609,1.099
872,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,60,10,,,,7.337,1.609,1.099
873,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,60,10,,,,8.409,1.946,3.526
874,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,50,80,10,,,,5.651,1.386,1.099
875,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,50,80,10,,,,7.983,1.253,1.386
876,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,50,80,10,,,,7.238,1.253,1.386
877,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,20,10,,,,4.984,1.253,1.099
878,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,20,10,,,,5.725,1.705,1.386
879,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,20,10,,,,5.999,1.504,1.386
880,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,40,10,,,,6.854,1.253,1.386
881,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,40,10,,,,7.276,1.946,1.946
882,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,40,10,,,,6.766,1.609,2.485
883,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,60,10,,,,7.656,1.253,1.386
884,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,60,10,,,,7.451,1.872,2.639
885,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,60,10,,,,8.113,1.253,1.792
886,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,10,80,10,,,,5.974,1.609,1.099
887,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,10,80,10,,,,5.673,1.609,1.609
888,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,10,80,10,,,,6.607,1.253,1.099
889,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,20,10,,,,2.639,1.609,1.099
890,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,20,10,,,,3.497,1.504,1.099
891,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,20,10,,,,3.045,1.099,0.693
892,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,40,10,,,,5.418,1.099,2.079
893,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,40,10,,,,6.223,1.386,4.007
894,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,40,10,,,,5.756,1.253,2.079
895,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,60,10,,,,6.874,1.099,1.386
896,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,60,10,,,,6.947,1.705,1.099
897,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,60,10,,,,6.510,2.079,1.792
898,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,4,1,80,10,,,,5.719,1.099,1.609
899,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,8,1,80,10,,,,5.298,1.609,1.946
900,Dlin-MC3-DMA,14PA,0,1,11.8502,119,2,8,28,0,12,1,80,10,,,,6.133,1.504,0.693
901,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,20,500,,,,3.114,3.497,2.079
902,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,20,500,,,,7.898,4.640,3.611
903,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,20,500,,,,8.732,4.600,4.220
904,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,40,500,,,,5.182,3.795,1.386
905,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,40,500,,,,7.840,3.861,1.609
906,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,40,500,,,,10.853,4.663,7.179
907,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,60,500,,,,9.468,4.718,1.792
908,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,60,500,,,,9.015,3.998,1.386
909,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,60,500,,,,12.370,5.507,7.034
910,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,80,500,,,,11.671,4.966,4.078
911,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,80,500,,,,10.017,4.086,3.784
912,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,80,500,,,,10.680,5.549,7.589
913,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,20,500,,,,5.159,3.818,0.693
914,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,20,500,,,,7.209,4.663,3.401
915,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,20,500,,,,8.547,4.151,5.460
916,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,40,500,,,,5.100,4.718,1.609
917,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,40,500,,,,8.416,4.256,2.197
918,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,40,500,,,,9.634,4.317,6.118
919,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,60,500,,,,9.103,3.045,2.565
920,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,60,500,,,,11.379,4.787,6.080
921,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,60,500,,,,11.551,5.244,8.805
922,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,80,500,,,,7.103,4.700,1.386
923,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,80,500,,,,7.753,4.580,3.178
924,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,80,500,,,,8.963,4.620,8.291
925,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,20,500,,,,5.825,4.388,1.609
926,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,20,500,,,,5.257,3.418,1.386
927,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,20,500,,,,7.586,3.970,4.143
928,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,40,500,,,,6.331,3.555,1.386
929,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,40,500,,,,8.378,4.290,2.303
930,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,40,500,,,,8.577,3.401,5.811
931,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,60,500,,,,8.740,3.296,3.296
932,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,60,500,,,,8.061,3.714,3.401
933,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,60,500,,,,10.683,3.135,5.263
934,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,80,500,,,,6.980,4.220,2.565
935,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,80,500,,,,7.250,4.483,3.664
936,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,80,500,,,,9.784,5.043,7.513
937,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,20,500,,,,6.843,4.779,2.485
938,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,20,500,,,,7.814,3.701,3.434
939,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,20,500,,,,5.899,3.942,1.609
940,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,40,500,,,,6.747,3.882,1.946
941,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,40,500,,,,7.441,3.296,3.434
942,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,40,500,,,,9.656,2.918,7.329
943,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,60,500,,,,7.889,4.111,2.773
944,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,60,500,,,,8.529,3.664,5.130
945,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,60,500,,,,9.988,4.718,8.632
946,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,80,500,,,,6.014,2.890,2.197
947,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,80,500,,,,7.553,3.922,5.442
948,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,80,500,,,,8.397,5.091,8.333
949,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,20,500,,,,9.262,7.450,7.622
950,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,20,500,,,,8.026,5.956,7.174
951,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,20,500,,,,8.497,4.973,6.531
952,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,40,500,,,,10.271,6.488,9.457
953,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,40,500,,,,9.743,5.903,8.087
954,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,40,500,,,,9.032,5.768,7.243
955,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,60,500,,,,10.253,6.125,9.082
956,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,60,500,,,,10.033,6.158,7.272
957,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,60,500,,,,7.970,5.833,7.319
958,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,80,500,,,,8.452,3.750,8.460
959,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,80,500,,,,9.411,4.800,8.349
960,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,80,500,,,,8.308,6.642,7.618
961,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,20,100,,,,6.507,4.977,2.890
962,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,20,100,,,,7.799,4.887,3.526
963,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,20,100,,,,6.770,3.314,2.833
964,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,40,100,,,,10.534,5.572,7.830
965,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,40,100,,,,9.481,5.193,5.645
966,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,40,100,,,,11.126,5.675,5.878
967,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,60,100,,,,9.262,4.174,4.407
968,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,60,100,,,,8.937,4.234,4.860
969,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,60,100,,,,10.675,4.290,7.455
970,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,200,80,100,,,,8.895,4.585,6.492
971,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,200,80,100,,,,8.827,5.085,6.987
972,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,200,80,100,,,,8.810,4.959,7.709
973,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,20,100,,,,8.432,5.330,5.004
974,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,20,100,,,,5.118,2.996,1.386
975,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,20,100,,,,7.492,4.425,3.829
976,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,40,100,,,,8.432,5.765,4.234
977,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,40,100,,,,8.012,4.659,1.386
978,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,40,100,,,,8.443,5.659,5.069
979,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,60,100,,,,8.493,1.792,1.792
980,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,60,100,,,,9.694,5.316,6.724
981,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,60,100,,,,9.210,4.554,6.057
982,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,100,80,100,,,,8.916,4.620,5.308
983,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,100,80,100,,,,7.981,3.135,2.996
984,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,100,80,100,,,,7.909,5.124,6.967
985,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,20,100,,,,7.200,5.432,4.174
986,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,20,100,,,,6.860,4.227,3.178
987,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,20,100,,,,8.490,5.398,5.247
988,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,40,100,,,,10.396,6.183,7.829
989,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,40,100,,,,7.986,4.749,2.773
990,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,40,100,,,,9.304,6.373,6.653
991,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,60,100,,,,11.569,6.084,8.642
992,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,60,100,,,,9.619,4.736,4.796
993,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,60,100,,,,10.938,5.316,7.592
994,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,50,80,100,,,,9.043,5.438,7.250
995,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,50,80,100,,,,9.182,5.375,7.858
996,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,50,80,100,,,,8.493,3.597,3.466
997,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,20,100,,,,7.911,5.741,1.946
998,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,20,100,,,,8.459,5.121,3.871
999,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,20,100,,,,8.877,6.043,6.286
1000,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,40,100,,,,11.044,6.591,8.126
1001,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,40,100,,,,10.247,5.984,5.081
1002,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,40,100,,,,10.610,6.327,6.400
1003,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,60,100,,,,12.772,6.848,9.665
1004,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,60,100,,,,11.630,5.849,8.729
1005,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,60,100,,,,12.076,5.316,9.251
1006,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,10,80,100,,,,9.387,5.570,8.065
1007,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,10,80,100,,,,9.887,4.792,8.837
1008,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,10,80,100,,,,9.975,4.419,6.430
1009,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,20,100,,,,9.829,5.836,8.740
1010,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,20,100,,,,9.455,6.026,6.714
1011,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,12,1,20,100,,,,8.829,6.306,5.841
1012,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,4,1,40,100,,,,10.177,4.700,8.518
1013,Dlin-MC3-DMA,DDAB,1,0,12.73,0,0,0,36,0,8,1,40,100,,,,9.479,4.691,7.827
