,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,PDI,RLU_PC3
999,1000,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,100,131.7,5.266666667,0.376333333,8.126
1000,1001,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,100,146.2666667,4.823333333,0.390333333,5.081
1001,1002,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,100,124.9666667,4.396666667,0.358333333,6.4
1002,1003,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,100,133.3,5.976666667,0.207666667,9.665
1003,1004,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,100,147.6666667,7.0,0.244,8.729
1004,1005,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,100,128.9333333,5.493333333,0.282666667,9.251
1005,1006,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,100,129.7,8.37,0.235666667,8.065
1006,1007,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,100,88.21333333,2.646666667,0.315333333,8.837
1007,1008,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,100,86.61,5.016666667,0.321666667,6.43
1008,1009,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,100,97.09666667,3.523333333,0.323333333,8.74
1009,1010,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,100,125.0333333,8.636666667,0.341666667,6.714
1010,1011,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,100,150.1,7.9,0.389666667,5.841
1011,1012,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,100,116.0,5.51,0.189,8.518
1012,1013,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,100,120.9333333,7.95,0.245666667,7.827
1013,1014,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,100,140.9333333,10.19,0.236,7.188
1014,1015,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,100,154.5,8.826666667,0.208,8.653
1015,1016,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,100,149.3333333,10.71,0.211,7.354
1016,1017,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,100,146.9666667,14.23333333,0.253666667,7.583
1017,1018,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,100,172.9666667,13.56666667,0.199666667,8.373
1018,1019,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,100,95.48333333,18.53333333,0.285666667,8.793
1019,1020,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,100,97.44333333,18.13333333,0.335,7.014
1021,1022,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,10,135.4333333,-1.52,0.426333333,3.0
1026,1027,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,10,277.0333333,-0.445353333,0.281333333,3.0
1028,1029,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,10,250.5333333,-1.150666667,0.345333333,5.371
1029,1030,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,10,203.0666667,-0.866333333,0.320666667,3.0
1031,1032,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,10,204.2666667,0.426333333,0.304,5.808
1039,1040,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,10,224.8,-0.698333333,0.432666667,3.0
1040,1041,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,10,252.4666667,-0.727,0.39,4.489
1043,1044,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,10,186.2666667,-0.533333333,0.42,6.845
1047,1048,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,10,93.57666667,-1.966666667,0.435,3.0
1057,1058,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,10,139.0333333,-1.626666667,0.419,3.0
1059,1060,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,10,86.48,-1.109,0.334333333,3.0
1068,1069,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,10,104.5,-1.523333333,0.214,3.332
1069,1070,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,10,108.7333333,-0.928,0.193333333,3.0
1070,1071,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,10,124.4333333,-1.003,0.305333333,3.0
1071,1072,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,10,122.0333333,-1.225,0.308666667,4.796
1072,1073,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,10,111.9333333,-1.238333333,0.335666667,5.1
1073,1074,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,10,131.9,-0.524533333,0.285666667,4.89
1074,1075,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,10,155.1,-0.473333333,0.134,8.068
1075,1076,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,10,158.4666667,-0.883,0.067666667,8.609
1076,1077,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,10,155.6666667,-0.294,0.124333333,7.194
1077,1078,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,10,265.4333333,1.176666667,0.373666667,7.993
1078,1079,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,10,174.9,1.081666667,0.237333333,8.051
1079,1080,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,10,134.8666667,2.193333333,0.351333333,7.318
