,P_charged_centers,N_charged_centers,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_B16
862,0.0,1.0,0.0,8.0,100.0,80.0,10.0,0.10713115649230098
863,0.0,1.0,0.0,12.0,100.0,80.0,10.0,0.18685158894834553
864,0.0,1.0,0.0,4.0,50.0,20.0,10.0,
865,0.0,1.0,0.0,8.0,50.0,20.0,10.0,
867,0.0,1.0,0.0,4.0,50.0,40.0,10.0,
868,0.0,1.0,0.0,8.0,50.0,40.0,10.0,
869,0.0,1.0,0.0,12.0,50.0,40.0,10.0,
870,0.0,1.0,0.0,4.0,50.0,60.0,10.0,
871,0.0,1.0,0.0,8.0,50.0,60.0,10.0,
872,0.0,1.0,0.0,12.0,50.0,60.0,10.0,
873,0.0,1.0,0.0,4.0,50.0,80.0,10.0,
874,0.0,1.0,0.0,8.0,50.0,80.0,10.0,
875,0.0,1.0,0.0,12.0,50.0,80.0,10.0,
879,0.0,1.0,0.0,4.0,10.0,40.0,10.0,
880,0.0,1.0,0.0,8.0,10.0,40.0,10.0,
881,0.0,1.0,0.0,12.0,10.0,40.0,10.0,
882,0.0,1.0,0.0,4.0,10.0,60.0,10.0,
883,0.0,1.0,0.0,8.0,10.0,60.0,10.0,
884,0.0,1.0,0.0,12.0,10.0,60.0,10.0,
885,0.0,1.0,0.0,4.0,10.0,80.0,10.0,
886,0.0,1.0,0.0,8.0,10.0,80.0,10.0,
887,0.0,1.0,0.0,12.0,10.0,80.0,10.0,
890,0.0,1.0,0.0,12.0,1.0,20.0,10.0,
891,0.0,1.0,0.0,4.0,1.0,40.0,10.0,
892,0.0,1.0,0.0,8.0,1.0,40.0,10.0,
893,0.0,1.0,0.0,12.0,1.0,40.0,10.0,
894,0.0,1.0,0.0,4.0,1.0,60.0,10.0,
895,0.0,1.0,0.0,8.0,1.0,60.0,10.0,
896,0.0,1.0,0.0,12.0,1.0,60.0,10.0,
897,0.0,1.0,0.0,4.0,1.0,80.0,10.0,
898,0.0,1.0,0.0,8.0,1.0,80.0,10.0,
899,0.0,1.0,0.0,12.0,1.0,80.0,10.0,
900,1.0,0.0,0.0,4.0,200.0,20.0,500.0,
902,1.0,0.0,0.0,12.0,200.0,20.0,500.0,
903,1.0,0.0,0.0,4.0,200.0,40.0,500.0,
904,1.0,0.0,0.0,8.0,200.0,40.0,500.0,
905,1.0,0.0,0.0,12.0,200.0,40.0,500.0,
906,1.0,0.0,0.0,4.0,200.0,60.0,500.0,
907,1.0,0.0,0.0,8.0,200.0,60.0,500.0,
908,1.0,0.0,0.0,12.0,200.0,60.0,500.0,
909,1.0,0.0,0.0,4.0,200.0,80.0,500.0,
910,1.0,0.0,0.0,8.0,200.0,80.0,500.0,
911,1.0,0.0,0.0,12.0,200.0,80.0,500.0,
915,1.0,0.0,0.0,4.0,100.0,40.0,500.0,
916,1.0,0.0,0.0,8.0,100.0,40.0,500.0,
917,1.0,0.0,0.0,12.0,100.0,40.0,500.0,
918,1.0,0.0,0.0,4.0,100.0,60.0,500.0,
919,1.0,0.0,0.0,8.0,100.0,60.0,500.0,
920,1.0,0.0,0.0,12.0,100.0,60.0,500.0,
921,1.0,0.0,0.0,4.0,100.0,80.0,500.0,
922,1.0,0.0,0.0,8.0,100.0,80.0,500.0,
923,1.0,0.0,0.0,12.0,100.0,80.0,500.0,
927,1.0,0.0,0.0,4.0,50.0,40.0,500.0,
928,1.0,0.0,0.0,8.0,50.0,40.0,500.0,
929,1.0,0.0,0.0,12.0,50.0,40.0,500.0,
930,1.0,0.0,0.0,4.0,50.0,60.0,500.0,
931,1.0,0.0,0.0,8.0,50.0,60.0,500.0,
932,1.0,0.0,0.0,12.0,50.0,60.0,500.0,
933,1.0,0.0,0.0,4.0,50.0,80.0,500.0,
934,1.0,0.0,0.0,8.0,50.0,80.0,500.0,
935,1.0,0.0,0.0,12.0,50.0,80.0,500.0,
936,1.0,0.0,0.0,4.0,10.0,20.0,500.0,
937,1.0,0.0,0.0,8.0,10.0,20.0,500.0,
939,1.0,0.0,0.0,4.0,10.0,40.0,500.0,
940,1.0,0.0,0.0,8.0,10.0,40.0,500.0,
941,1.0,0.0,0.0,12.0,10.0,40.0,500.0,
942,1.0,0.0,0.0,4.0,10.0,60.0,500.0,
943,1.0,0.0,0.0,8.0,10.0,60.0,500.0,
944,1.0,0.0,0.0,12.0,10.0,60.0,500.0,
945,1.0,0.0,0.0,4.0,10.0,80.0,500.0,
946,1.0,0.0,0.0,8.0,10.0,80.0,500.0,
947,1.0,0.0,0.0,12.0,10.0,80.0,500.0,
948,1.0,0.0,0.0,4.0,1.0,20.0,500.0,
951,1.0,0.0,0.0,4.0,1.0,40.0,500.0,
952,1.0,0.0,0.0,8.0,1.0,40.0,500.0,
953,1.0,0.0,0.0,12.0,1.0,40.0,500.0,
954,1.0,0.0,0.0,4.0,1.0,60.0,500.0,
955,1.0,0.0,0.0,8.0,1.0,60.0,500.0,
956,1.0,0.0,0.0,12.0,1.0,60.0,500.0,
957,1.0,0.0,0.0,4.0,1.0,80.0,500.0,
958,1.0,0.0,0.0,8.0,1.0,80.0,500.0,
959,1.0,0.0,0.0,12.0,1.0,80.0,500.0,
961,1.0,0.0,0.0,8.0,200.0,20.0,100.0,
963,1.0,0.0,0.0,4.0,200.0,40.0,100.0,
965,1.0,0.0,0.0,12.0,200.0,40.0,100.0,
966,1.0,0.0,0.0,4.0,200.0,60.0,100.0,
967,1.0,0.0,0.0,8.0,200.0,60.0,100.0,
968,1.0,0.0,0.0,12.0,200.0,60.0,100.0,
969,1.0,0.0,0.0,4.0,200.0,80.0,100.0,
970,1.0,0.0,0.0,8.0,200.0,80.0,100.0,
971,1.0,0.0,0.0,12.0,200.0,80.0,100.0,
974,1.0,0.0,0.0,12.0,100.0,20.0,100.0,
976,1.0,0.0,0.0,8.0,100.0,40.0,100.0,
978,1.0,0.0,0.0,4.0,100.0,60.0,100.0,
979,1.0,0.0,0.0,8.0,100.0,60.0,100.0,
980,1.0,0.0,0.0,12.0,100.0,60.0,100.0,
981,1.0,0.0,0.0,4.0,100.0,80.0,100.0,
982,1.0,0.0,0.0,8.0,100.0,80.0,100.0,
983,1.0,0.0,0.0,12.0,100.0,80.0,100.0,
984,1.0,0.0,0.0,4.0,50.0,20.0,100.0,
986,1.0,0.0,0.0,12.0,50.0,20.0,100.0,
987,1.0,0.0,0.0,4.0,50.0,40.0,100.0,
988,1.0,0.0,0.0,8.0,50.0,40.0,100.0,
989,1.0,0.0,0.0,12.0,50.0,40.0,100.0,
990,1.0,0.0,0.0,4.0,50.0,60.0,100.0,
991,1.0,0.0,0.0,8.0,50.0,60.0,100.0,
992,1.0,0.0,0.0,12.0,50.0,60.0,100.0,
993,1.0,0.0,0.0,4.0,50.0,80.0,100.0,
994,1.0,0.0,0.0,8.0,50.0,80.0,100.0,
995,1.0,0.0,0.0,12.0,50.0,80.0,100.0,
996,1.0,0.0,0.0,4.0,10.0,20.0,100.0,
999,1.0,0.0,0.0,4.0,10.0,40.0,100.0,
1000,1.0,0.0,0.0,8.0,10.0,40.0,100.0,
1001,1.0,0.0,0.0,12.0,10.0,40.0,100.0,
1002,1.0,0.0,0.0,4.0,10.0,60.0,100.0,
1003,1.0,0.0,0.0,8.0,10.0,60.0,100.0,
1004,1.0,0.0,0.0,12.0,10.0,60.0,100.0,
1005,1.0,0.0,0.0,4.0,10.0,80.0,100.0,
1006,1.0,0.0,0.0,8.0,10.0,80.0,100.0,
1007,1.0,0.0,0.0,12.0,10.0,80.0,100.0,
1008,1.0,0.0,0.0,4.0,1.0,20.0,100.0,
1009,1.0,0.0,0.0,8.0,1.0,20.0,100.0,
1010,1.0,0.0,0.0,12.0,1.0,20.0,100.0,
1011,1.0,0.0,0.0,4.0,1.0,40.0,100.0,
1012,1.0,0.0,0.0,8.0,1.0,40.0,100.0,
1013,1.0,0.0,0.0,12.0,1.0,40.0,100.0,
1014,1.0,0.0,0.0,4.0,1.0,60.0,100.0,
1015,1.0,0.0,0.0,8.0,1.0,60.0,100.0,
1016,1.0,0.0,0.0,12.0,1.0,60.0,100.0,
1017,1.0,0.0,0.0,4.0,1.0,80.0,100.0,
1018,1.0,0.0,0.0,8.0,1.0,80.0,100.0,
1019,1.0,0.0,0.0,12.0,1.0,80.0,100.0,
1021,1.0,0.0,0.0,8.0,200.0,20.0,10.0,
1026,1.0,0.0,0.0,4.0,200.0,60.0,10.0,
1028,1.0,0.0,0.0,12.0,200.0,60.0,10.0,
1029,1.0,0.0,0.0,4.0,200.0,80.0,10.0,
1031,1.0,0.0,0.0,12.0,200.0,80.0,10.0,
1039,1.0,0.0,0.0,8.0,100.0,60.0,10.0,
1040,1.0,0.0,0.0,12.0,100.0,60.0,10.0,
1043,1.0,0.0,0.0,12.0,100.0,80.0,10.0,
1047,1.0,0.0,0.0,4.0,50.0,40.0,10.0,
1057,1.0,0.0,0.0,8.0,10.0,20.0,10.0,
1059,1.0,0.0,0.0,4.0,10.0,40.0,10.0,
1068,1.0,0.0,0.0,4.0,1.0,20.0,10.0,
1069,1.0,0.0,0.0,8.0,1.0,20.0,10.0,
1070,1.0,0.0,0.0,12.0,1.0,20.0,10.0,
1071,1.0,0.0,0.0,4.0,1.0,40.0,10.0,
1072,1.0,0.0,0.0,8.0,1.0,40.0,10.0,
1073,1.0,0.0,0.0,12.0,1.0,40.0,10.0,
1074,1.0,0.0,0.0,4.0,1.0,60.0,10.0,
1075,1.0,0.0,0.0,8.0,1.0,60.0,10.0,
1076,1.0,0.0,0.0,12.0,1.0,60.0,10.0,
1077,1.0,0.0,0.0,4.0,1.0,80.0,10.0,
1078,1.0,0.0,0.0,8.0,1.0,80.0,10.0,
1079,1.0,0.0,0.0,12.0,1.0,80.0,10.0,
9,,,,,,,,0.10756798077973134
11,,,,,,,,0.013650758982199418
14,,,,,,,,0.10756798077973134
17,,,,,,,,0.10756798077973134
21,,,,,,,,0.05580430271923115
25,,,,,,,,0.10756798077973134
26,,,,,,,,0.10756798077973134
27,,,,,,,,0.10756798077973134
33,,,,,,,,0.10756798077973134
37,,,,,,,,0.10756798077973134
48,,,,,,,,0.10756798077973134
49,,,,,,,,0.10756798077973134
51,,,,,,,,0.10756798077973134
52,,,,,,,,0.10756798077973134
53,,,,,,,,0.06421317025226603
54,,,,,,,,0.10756798077973134
55,,,,,,,,0.10756798077973134
56,,,,,,,,0.10756798077973134
60,,,,,,,,0.04182592552145897
61,,,,,,,,0.046630992683193206
63,,,,,,,,0.10756798077973134
64,,,,,,,,0.03145134869498745
65,,,,,,,,0.10756798077973134
66,,,,,,,,0.10756798077973134
67,,,,,,,,0.10756798077973134
72,,,,,,,,0.10756798077973134
74,,,,,,,,0.0
76,,,,,,,,0.10756798077973134
77,,,,,,,,0.10756798077973134
78,,,,,,,,0.10756798077973134
80,,,,,,,,0.10756798077973134
84,,,,,,,,0.10756798077973134
85,,,,,,,,0.10756798077973134
86,,,,,,,,0.10756798077973134
87,,,,,,,,0.10756798077973134
88,,,,,,,,0.10756798077973134
90,,,,,,,,0.10756798077973134
93,,,,,,,,0.10756798077973134
96,,,,,,,,0.10756798077973134
98,,,,,,,,0.10756798077973134
122,,,,,,,,0.10756798077973134
126,,,,,,,,0.05580430271923115
133,,,,,,,,0.10756798077973134
134,,,,,,,,0.10756798077973134
138,,,,,,,,0.10756798077973134
145,,,,,,,,0.10756798077973134
156,,,,,,,,0.06421317025226603
157,,,,,,,,0.19067380146336138
158,,,,,,,,0.10756798077973134
160,,,,,,,,0.1956972807688107
168,,,,,,,,0.06421317025226603
170,,,,,,,,0.18685158894834553
173,,,,,,,,0.1956972807688107
175,,,,,,,,0.17724145462487711
180,,,,,,,,0.019875505078082334
182,,,,,,,,0.262531396745659
185,,,,,,,,0.05132685377306978
204,,,,,,,,0.45113028284372614
205,,,,,,,,0.08277820246805723
209,,,,,,,,0.046630992683193206
218,,,,,,,,0.23239052091296275
229,,,,,,,,0.5245167631320301
241,,,,,,,,0.05132685377306978
254,,,,,,,,0.05580430271923115
265,,,,,,,,0.2306432237632412
276,,,,,,,,0.23239052091296275
277,,,,,,,,0.05580430271923115
280,,,,,,,,0.47712132794583384
293,,,,,,,,0.4284154198973462
300,,,,,,,,0.14382439663645297
301,,,,,,,,0.5370754613956535
302,,,,,,,,0.4617232718139129
305,,,,,,,,0.42601288631647927
312,,,,,,,,0.8560663972916894
313,,,,,,,,0.8045211313749044
314,,,,,,,,0.7291689417931637
316,,,,,,,,0.531833569946489
317,,,,,,,,0.7478431800808125
324,,,,,,,,0.3317680463033744
325,,,,,,,,0.36103527356121
328,,,,,,,,0.3448727749262859
329,,,,,,,,0.1042917986240035
332,,,,,,,,0.20934803975101013
336,,,,,,,,0.37282952932183033
337,,,,,,,,0.15845801026537076
338,,,,,,,,0.16501037457682644
340,,,,,,,,0.07196680135415529
348,,,,,,,,0.4637981871792072
349,,,,,,,,0.21458993120017472
350,,,,,,,,0.22245276837392153
353,,,,,,,,0.712897237086382
362,,,,,,,,0.8153325324888064
371,,,,,,,,0.16664846565469038
385,,,,,,,,0.16348148957082015
395,,,,,,,,0.5502893960904227
398,,,,,,,,0.35175275745331436
407,,,,,,,,0.5286665938626187
413,,,,,,,,0.2415638309490008
419,,,,,,,,0.10756798077973134
424,,,,,,,,0.2114229551163045
432,,,,,,,,0.2049797968767063
444,,,,,,,,0.2638418696079502
446,,,,,,,,0.16348148957082015
449,,,,,,,,0.2104401004695861
456,,,,,,,,0.1042917986240035
457,,,,,,,,0.10756798077973134
458,,,,,,,,0.20268646936769685
459,,,,,,,,0.23326416948782353
468,,,,,,,,0.12001747297149717
470,,,,,,,,0.2767281860871465
472,,,,,,,,0.07196680135415529
480,,,,,,,,0.3230315605547668
482,,,,,,,,0.3835317243638746
485,,,,,,,,0.2907065632849186
486,,,,,,,,0.019875505078082334
492,,,,,,,,0.35830512176477014
493,,,,,,,,0.28502784754832367
494,,,,,,,,0.2134978704815988
497,,,,,,,,0.12231080048050669
498,,,,,,,,0.15671071311564921
504,,,,,,,,0.5787921808452551
505,,,,,,,,0.49306541443704277
506,,,,,,,,0.5462487714316917
509,,,,,,,,0.33209566451894723
517,,,,,,,,0.22245276837392153
518,,,,,,,,0.06006333952167736
521,,,,,,,,0.14185868734301627
522,,,,,,,,0.20716391831385822
533,,,,,,,,0.1991918750682538
534,,,,,,,,0.10756798077973134
535,,,,,,,,0.10756798077973134
556,,,,,,,,0.29125259364420664
557,,,,,,,,0.30271923118925415
589,,,,,,,,0.10756798077973134
613,,,,,,,,0.10756798077973134
624,,,,,,,,0.036693240144151984
625,,,,,,,,0.046630992683193206
636,,,,,,,,0.10756798077973134
648,,,,,,,,0.10756798077973134
649,,,,,,,,0.10756798077973134
650,,,,,,,,0.10756798077973134
651,,,,,,,,0.10756798077973134
660,,,,,,,,0.10756798077973134
661,,,,,,,,0.10756798077973134
662,,,,,,,,0.10756798077973134
664,,,,,,,,0.25073714098503874
674,,,,,,,,0.10756798077973134
698,,,,,,,,0.10756798077973134
708,,,,,,,,0.10756798077973134
733,,,,,,,,0.10756798077973134
782,,,,,,,,0.48847875941902374
793,,,,,,,,0.39969422299879875
841,,,,,,,,0.10756798077973134
