Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_HepG2
689,DSPC,1,1,6.12,0,8,36,0,133.9666667,0.316333333,-0.782666667,8,9.090909091,40,1.960784314,1.5
690,DSPC,1,1,6.12,0,8,36,0,138.3,0.326,-0.808,12,9.090909091,40,1.960784314,1.5
691,DSPC,1,1,6.12,0,8,36,0,134.9666667,0.216333333,-2.59,4,9.090909091,60,1.960784314,1.5
692,DSPC,1,1,6.12,0,8,36,0,140.6333333,0.252333333,-0.939333333,8,9.090909091,60,1.960784314,2.015
693,DSPC,1,1,6.12,0,8,36,0,97.09,0.251,-1.427333333,12,9.090909091,60,1.960784314,1.872
694,DSPC,1,1,6.12,0,8,36,0,104.5666667,0.164333333,-4.286666667,4,9.090909091,80,1.960784314,1.5
695,DSPC,1,1,6.12,0,8,36,0,110.4,0.162333333,-3.123333333,8,9.090909091,80,1.960784314,1.5
696,DSPC,1,1,6.12,0,8,36,0,95.28,0.202666667,-2.5,12,9.090909091,80,1.960784314,1.5
697,DSPC,1,1,6.12,0,8,36,0,115.9666667,0.283666667,-5.833333333,4,9.090909091,20,9.090909091,1.5
698,DSPC,1,1,6.12,0,8,36,0,130.5666667,0.339666667,-1.171666667,8,9.090909091,20,9.090909091,1.5
699,DSPC,1,1,6.12,0,8,36,0,320.0666667,0.756333333,-3.613333333,12,9.090909091,20,9.090909091,1.5
700,DSPC,1,1,6.12,0,8,36,0,129.2333333,0.187,-8.426666667,4,9.090909091,40,9.090909091,1.5
701,DSPC,1,1,6.12,0,8,36,0,121.4666667,0.242333333,-0.833,8,9.090909091,40,9.090909091,1.5
702,DSPC,1,1,6.12,0,8,36,0,169.4666667,0.346,-0.889,12,9.090909091,40,9.090909091,1.5
703,DSPC,1,1,6.12,0,8,36,0,134.3333333,0.149666667,-3.496666667,4,9.090909091,60,9.090909091,1.5
704,DSPC,1,1,6.12,0,8,36,0,114.1666667,0.231666667,-1.372,8,9.090909091,60,9.090909091,2.015
705,DSPC,1,1,6.12,0,8,36,0,92.96333333,0.255666667,-2.23,12,9.090909091,60,9.090909091,1.504
706,DSPC,1,1,6.12,0,8,36,0,118.9,0.206333333,-7.86,4,9.090909091,80,9.090909091,2.197
707,DSPC,1,1,6.12,0,8,36,0,94.82333333,0.199666667,-1.491,8,9.090909091,80,9.090909091,1.504
708,DSPC,1,1,6.12,0,8,36,0,95.42666667,0.200333333,-2.646666667,12,9.090909091,80,9.090909091,1.5
709,DSPC,1,1,6.12,0,8,36,0,395.1666667,0.705333333,-16.8,4,9.090909091,20,50.0,1.5
710,DSPC,1,1,6.12,0,8,36,0,156.3,0.287,-9.796666667,8,9.090909091,20,50.0,1.5
711,DSPC,1,1,6.12,0,8,36,0,139.8,0.211666667,-6.03,12,9.090909091,20,50.0,1.5
712,DSPC,1,1,6.12,0,8,36,0,144.2333333,0.199666667,-7.93,4,9.090909091,40,50.0,1.5
713,DSPC,1,1,6.12,0,8,36,0,131.1,0.226666667,-1.069666667,8,9.090909091,40,50.0,1.5
714,DSPC,1,1,6.12,0,8,36,0,150.6666667,0.35,-1.002,12,9.090909091,40,50.0,1.5
715,DSPC,1,1,6.12,0,8,36,0,151.8666667,0.188666667,-6.88,4,9.090909091,60,50.0,1.5
716,DSPC,1,1,6.12,0,8,36,0,143.0666667,0.263,-0.741333333,8,9.090909091,60,50.0,1.5
717,DSPC,1,1,6.12,0,8,36,0,122.1,0.250333333,-1.561,12,9.090909091,60,50.0,1.5
718,DSPC,1,1,6.12,0,8,36,0,149.8,0.23,-13.63333333,4,9.090909091,80,50.0,1.5
719,DSPC,1,1,6.12,0,8,36,0,152.3333333,0.243666667,-3.446666667,8,9.090909091,80,50.0,1.5
720,DSPC,1,1,6.12,0,8,36,0,156.8,0.304,-1.356666667,12,9.090909091,80,50.0,1.5
721,14PA,0,1,11.8502,2,8,28,0,215.1166667,0.3285,-5.068333333,4,0.199600798,20,0.497512438,2.251
722,14PA,0,1,11.8502,2,8,28,0,161.0666667,0.316166667,-4.021666667,8,0.199600798,20,0.497512438,1.504
723,14PA,0,1,11.8502,2,8,28,0,155.4833333,0.409,-2.968333333,12,0.199600798,20,0.497512438,1.609
724,14PA,0,1,11.8502,2,8,28,0,197.0333333,0.214666667,-3.041666667,4,0.199600798,40,0.497512438,1.5
725,14PA,0,1,11.8502,2,8,28,0,176.2666667,0.228,-1.898333333,8,0.199600798,40,0.497512438,1.5
726,14PA,0,1,11.8502,2,8,28,0,180.2333333,0.337,-3.103333333,12,0.199600798,40,0.497512438,1.946
727,14PA,0,1,11.8502,2,8,28,0,182.5,0.208,-1.049666667,4,0.199600798,60,0.497512438,1.5
728,14PA,0,1,11.8502,2,8,28,0,255.3333333,0.322666667,-1.217666667,8,0.199600798,60,0.497512438,1.705
729,14PA,0,1,11.8502,2,8,28,0,154.7333333,0.23,2.996666667,12,0.199600798,60,0.497512438,1.872
730,14PA,0,1,11.8502,2,8,28,0,200.9666667,0.274333333,-6.603333333,4,0.199600798,80,0.497512438,1.5
731,14PA,0,1,11.8502,2,8,28,0,172.4333333,0.257666667,0.623,8,0.199600798,80,0.497512438,1.5
732,14PA,0,1,11.8502,2,8,28,0,200.2333333,0.246,0.325333333,12,0.199600798,80,0.497512438,1.5
733,14PA,0,1,11.8502,2,8,28,0,200.4,0.323666667,-4.816666667,4,0.199600798,20,0.99009901,1.5
734,14PA,0,1,11.8502,2,8,28,0,207.5166667,0.543333333,-3.873333333,8,0.199600798,20,0.99009901,1.5
735,14PA,0,1,11.8502,2,8,28,0,307.6333333,0.151333333,-3.5,12,0.199600798,20,0.99009901,1.5
736,14PA,0,1,11.8502,2,8,28,0,197.9,0.2495,-2.638333333,4,0.199600798,40,0.99009901,1.5
737,14PA,0,1,11.8502,2,8,28,0,190.1333333,0.249333333,0.246333333,8,0.199600798,40,0.99009901,1.5
738,14PA,0,1,11.8502,2,8,28,0,179.7666667,0.306333333,-3.133333333,12,0.199600798,40,0.99009901,1.5
739,14PA,0,1,11.8502,2,8,28,0,231.2,0.212666667,-9.153333333,4,0.199600798,60,0.99009901,1.5
740,14PA,0,1,11.8502,2,8,28,0,214.3333333,0.271666667,-0.320666667,8,0.199600798,60,0.99009901,1.609
741,14PA,0,1,11.8502,2,8,28,0,169.7,0.245666667,2.133333333,12,0.199600798,60,0.99009901,1.5
742,14PA,0,1,11.8502,2,8,28,0,210.8333333,0.223666667,-9.556666667,4,0.199600798,80,0.99009901,1.5
743,14PA,0,1,11.8502,2,8,28,0,201.4666667,0.236,0.087033333,8,0.199600798,80,0.99009901,1.5
744,14PA,0,1,11.8502,2,8,28,0,162.3333333,0.244666667,3.74,12,0.199600798,80,0.99009901,1.5
745,14PA,0,1,11.8502,2,8,28,0,213.1333333,0.346166667,-4.85,4,0.199600798,20,1.960784314,1.5
746,14PA,0,1,11.8502,2,8,28,0,209.5833333,0.408333333,-2.693333333,8,0.199600798,20,1.960784314,1.5
747,14PA,0,1,11.8502,2,8,28,0,186.8666667,0.411166667,-2.901666667,12,0.199600798,20,1.960784314,1.5
748,14PA,0,1,11.8502,2,8,28,0,180.9,0.212666667,-1.799333333,4,0.199600798,40,1.960784314,1.5
749,14PA,0,1,11.8502,2,8,28,0,219.7,0.262,-0.851333333,8,0.199600798,40,1.960784314,1.5
750,14PA,0,1,11.8502,2,8,28,0,193.5666667,0.322333333,-1.121333333,12,0.199600798,40,1.960784314,1.5
751,14PA,0,1,11.8502,2,8,28,0,298.8333333,0.357,-2.73,4,0.199600798,60,1.960784314,1.5
752,14PA,0,1,11.8502,2,8,28,0,180.7,0.229,1.443333333,8,0.199600798,60,1.960784314,1.5
753,14PA,0,1,11.8502,2,8,28,0,165.1666667,0.326,0.187266667,12,0.199600798,60,1.960784314,1.5
754,14PA,0,1,11.8502,2,8,28,0,223.7,0.255333333,-5.206666667,4,0.199600798,80,1.960784314,1.5
755,14PA,0,1,11.8502,2,8,28,0,197.4666667,0.243333333,0.386,8,0.199600798,80,1.960784314,1.705
756,14PA,0,1,11.8502,2,8,28,0,176.4,0.296666667,0.998,12,0.199600798,80,1.960784314,1.504
757,14PA,0,1,11.8502,2,8,28,0,170.7333333,0.256333333,-3.636666667,4,0.199600798,20,9.090909091,1.5
758,14PA,0,1,11.8502,2,8,28,0,174.4,0.289,-2.656666667,8,0.199600798,20,9.090909091,1.609
759,14PA,0,1,11.8502,2,8,28,0,245.4333333,0.322833333,-1.633,12,0.199600798,20,9.090909091,1.5
760,14PA,0,1,11.8502,2,8,28,0,201.5166667,0.258,-1.138333333,4,0.199600798,40,9.090909091,1.5
761,14PA,0,1,11.8502,2,8,28,0,158.9333333,0.270333333,-0.238,8,0.199600798,40,9.090909091,1.792
762,14PA,0,1,11.8502,2,8,28,0,203.6333333,0.252,-0.738666667,12,0.199600798,40,9.090909091,1.5
763,14PA,0,1,11.8502,2,8,28,0,209.3333333,0.170666667,-3.896666667,4,0.199600798,60,9.090909091,1.5
764,14PA,0,1,11.8502,2,8,28,0,223.4666667,0.241666667,-0.527,8,0.199600798,60,9.090909091,1.5
765,14PA,0,1,11.8502,2,8,28,0,185.9666667,0.238,-0.284666667,12,0.199600798,60,9.090909091,1.5
766,14PA,0,1,11.8502,2,8,28,0,230.6,0.265666667,-1.926666667,4,0.199600798,80,9.090909091,2.015
767,14PA,0,1,11.8502,2,8,28,0,208.0666667,0.248333333,-0.139,8,0.199600798,80,9.090909091,2.89
768,14PA,0,1,11.8502,2,8,28,0,188.6333333,0.284666667,-0.031,12,0.199600798,80,9.090909091,2.862
769,14PA,0,1,11.8502,2,8,28,0,337.1666667,0.21,-11.87166667,4,0.199600798,20,50.0,1.504
770,14PA,0,1,11.8502,2,8,28,0,247.8666667,0.220833333,-8.006666667,8,0.199600798,20,50.0,1.5
771,14PA,0,1,11.8502,2,8,28,0,208.5333333,0.273666667,-8.283333333,12,0.199600798,20,50.0,1.5
772,14PA,0,1,11.8502,2,8,28,0,239.25,0.211166667,-15.03333333,4,0.199600798,40,50.0,1.792
773,14PA,0,1,11.8502,2,8,28,0,323.1666667,0.111333333,-7.436666667,8,0.199600798,40,50.0,1.5
774,14PA,0,1,11.8502,2,8,28,0,255.3,0.203333333,-8.44,12,0.199600798,40,50.0,1.5
775,14PA,0,1,11.8502,2,8,28,0,501.3333333,0.13,-15.4,4,0.199600798,60,50.0,2.015
776,14PA,0,1,11.8502,2,8,28,0,231.3666667,0.207666667,-3.776666667,8,0.199600798,60,50.0,1.705
777,14PA,0,1,11.8502,2,8,28,0,229.3333333,0.148666667,-5.566666667,12,0.199600798,60,50.0,1.5
778,14PA,0,1,11.8502,2,8,28,0,232.4333333,0.112333333,-6.826666667,4,0.199600798,80,50.0,1.5
779,14PA,0,1,11.8502,2,8,28,0,341.5666667,0.096333333,-13.4,8,0.199600798,80,50.0,1.792
780,14PA,0,1,11.8502,2,8,28,0,278.9666667,0.099666667,-4.993333333,12,0.199600798,80,50.0,3.611
781,14PA,0,1,11.8502,2,8,28,0,198.6,0.339666667,-4.593333333,4,0.99009901,20,0.497512438,1.5
782,14PA,0,1,11.8502,2,8,28,0,144.3666667,0.263666667,-3.04,8,0.99009901,20,0.497512438,1.5
783,14PA,0,1,11.8502,2,8,28,0,164.5666667,0.468666667,-1.816666667,12,0.99009901,20,0.497512438,1.5
784,14PA,0,1,11.8502,2,8,28,0,162.7333333,0.169666667,-13.76666667,4,0.99009901,40,0.497512438,1.5
785,14PA,0,1,11.8502,2,8,28,0,145.8,0.22,-3.333333333,8,0.99009901,40,0.497512438,1.5
786,14PA,0,1,11.8502,2,8,28,0,139.0666667,0.236333333,-2.323333333,12,0.99009901,40,0.497512438,1.5
787,14PA,0,1,11.8502,2,8,28,0,151.2,0.2,-4.963333333,4,0.99009901,60,0.497512438,1.5
788,14PA,0,1,11.8502,2,8,28,0,123.4666667,0.224,-2.55,8,0.99009901,60,0.497512438,1.5
789,14PA,0,1,11.8502,2,8,28,0,114.8,0.250333333,-1.646666667,12,0.99009901,60,0.497512438,1.5
790,14PA,0,1,11.8502,2,8,28,0,168.1,0.237,-6.486666667,4,0.99009901,80,0.497512438,1.5
791,14PA,0,1,11.8502,2,8,28,0,147.2333333,0.233666667,-3.843333333,8,0.99009901,80,0.497512438,1.5
792,14PA,0,1,11.8502,2,8,28,0,150.2,0.243666667,-4.066666667,12,0.99009901,80,0.497512438,1.705
793,14PA,0,1,11.8502,2,8,28,0,139.3666667,0.235,-2.46,4,0.99009901,20,0.99009901,1.5
794,14PA,0,1,11.8502,2,8,28,0,176.9,0.498333333,-3.883333333,8,0.99009901,20,0.99009901,1.5
795,14PA,0,1,11.8502,2,8,28,0,120.0666667,0.183333333,-2.693333333,12,0.99009901,20,0.99009901,1.5
796,14PA,0,1,11.8502,2,8,28,0,167.7333333,0.218,-5.593333333,4,0.99009901,40,0.99009901,1.5
797,14PA,0,1,11.8502,2,8,28,0,130.9,0.225,-1.499,8,0.99009901,40,0.99009901,1.5
798,14PA,0,1,11.8502,2,8,28,0,141.1666667,0.267666667,-1.446,12,0.99009901,40,0.99009901,1.5
799,14PA,0,1,11.8502,2,8,28,0,129.2666667,0.165666667,-2.78,4,0.99009901,60,0.99009901,1.5
800,14PA,0,1,11.8502,2,8,28,0,116.2666667,0.202,-1.616666667,8,0.99009901,60,0.99009901,1.5
801,14PA,0,1,11.8502,2,8,28,0,167.0666667,0.242333333,-0.117666667,12,0.99009901,60,0.99009901,1.5
802,14PA,0,1,11.8502,2,8,28,0,181.1666667,0.229,-4.66,4,0.99009901,80,0.99009901,1.5
803,14PA,0,1,11.8502,2,8,28,0,146.6,0.229333333,-5.24,8,0.99009901,80,0.99009901,1.5
804,14PA,0,1,11.8502,2,8,28,0,153.0,0.251333333,-2.843333333,12,0.99009901,80,0.99009901,1.5
805,14PA,0,1,11.8502,2,8,28,0,150.3,0.243666667,-5.36,4,0.99009901,20,1.960784314,1.5
806,14PA,0,1,11.8502,2,8,28,0,136.1333333,0.233666667,-4.023333333,8,0.99009901,20,1.960784314,1.5
807,14PA,0,1,11.8502,2,8,28,0,139.5,0.318333333,-2.783333333,12,0.99009901,20,1.960784314,1.5
808,14PA,0,1,11.8502,2,8,28,0,179.5333333,0.216666667,-1.955666667,4,0.99009901,40,1.960784314,1.5
809,14PA,0,1,11.8502,2,8,28,0,136.8333333,0.254666667,-2.006,8,0.99009901,40,1.960784314,1.5
810,14PA,0,1,11.8502,2,8,28,0,124.5333333,0.238333333,-2.606666667,12,0.99009901,40,1.960784314,1.5
811,14PA,0,1,11.8502,2,8,28,0,147.5,0.220333333,-4.78,4,0.99009901,60,1.960784314,1.5
812,14PA,0,1,11.8502,2,8,28,0,117.8333333,0.217,-2.276666667,8,0.99009901,60,1.960784314,1.5
813,14PA,0,1,11.8502,2,8,28,0,174.4333333,0.279,-0.321666667,12,0.99009901,60,1.960784314,1.792
814,14PA,0,1,11.8502,2,8,28,0,166.5,0.239333333,-5.69,4,0.99009901,80,1.960784314,1.5
815,14PA,0,1,11.8502,2,8,28,0,146.4333333,0.211666667,-3.793333333,8,0.99009901,80,1.960784314,1.705
816,14PA,0,1,11.8502,2,8,28,0,172.0,0.255,-2.906666667,12,0.99009901,80,1.960784314,1.872
817,14PA,0,1,11.8502,2,8,28,0,142.4333333,0.208333333,-5.61,4,0.99009901,20,9.090909091,1.872
818,14PA,0,1,11.8502,2,8,28,0,124.6,0.187666667,-2.116666667,8,0.99009901,20,9.090909091,1.705
819,14PA,0,1,11.8502,2,8,28,0,134.9,0.226333333,-2.88,12,0.99009901,20,9.090909091,1.872
820,14PA,0,1,11.8502,2,8,28,0,170.8666667,0.251666667,-3.836666667,4,0.99009901,40,9.090909091,1.609
821,14PA,0,1,11.8502,2,8,28,0,165.8,0.278666667,-2.166666667,8,0.99009901,40,9.090909091,1.504
822,14PA,0,1,11.8502,2,8,28,0,137.2,0.217666667,-2.34,12,0.99009901,40,9.090909091,1.872
823,14PA,0,1,11.8502,2,8,28,0,140.6333333,0.203333333,-3.42,4,0.99009901,60,9.090909091,3.068
824,14PA,0,1,11.8502,2,8,28,0,123.8333333,0.230333333,-2.623333333,8,0.99009901,60,9.090909091,1.792
825,14PA,0,1,11.8502,2,8,28,0,184.6,0.286333333,-1.114333333,12,0.99009901,60,9.090909091,1.5
826,14PA,0,1,11.8502,2,8,28,0,181.1666667,0.243,-5.173333333,4,0.99009901,80,9.090909091,2.197
827,14PA,0,1,11.8502,2,8,28,0,163.4,0.253333333,-3.976666667,8,0.99009901,80,9.090909091,1.872
828,14PA,0,1,11.8502,2,8,28,0,156.7666667,0.272333333,-1.926666667,12,0.99009901,80,9.090909091,1.504
829,14PA,0,1,11.8502,2,8,28,0,346.0333333,0.224666667,-12.6,4,0.99009901,20,50.0,1.5
830,14PA,0,1,11.8502,2,8,28,0,247.9666667,0.196666667,-5.433333333,8,0.99009901,20,50.0,1.5
831,14PA,0,1,11.8502,2,8,28,0,400.5333333,0.138,-2.986666667,12,0.99009901,20,50.0,1.5
832,14PA,0,1,11.8502,2,8,28,0,204.2333333,0.204666667,-17.43333333,4,0.99009901,40,50.0,2.526
833,14PA,0,1,11.8502,2,8,28,0,159.2666667,0.215333333,-6.126666667,8,0.99009901,40,50.0,1.5
834,14PA,0,1,11.8502,2,8,28,0,176.7666667,0.192666667,-6.946666667,12,0.99009901,40,50.0,1.5
835,14PA,0,1,11.8502,2,8,28,0,183.5666667,0.132666667,-13.76666667,4,0.99009901,60,50.0,2.833
836,14PA,0,1,11.8502,2,8,28,0,154.5,0.166666667,-5.553333333,8,0.99009901,60,50.0,1.946
837,14PA,0,1,11.8502,2,8,28,0,198.3333333,0.194333333,-5.703333333,12,0.99009901,60,50.0,1.5
838,14PA,0,1,11.8502,2,8,28,0,279.1333333,0.122666667,-24.16666667,4,0.99009901,80,50.0,2.303
839,14PA,0,1,11.8502,2,8,28,0,185.8,0.107333333,-5.65,8,0.99009901,80,50.0,1.609
840,14PA,0,1,11.8502,2,8,28,0,161.5666667,0.190333333,-6.5,12,0.99009901,80,50.0,2.079
841,14PA,0,1,11.8502,2,8,28,0,136.6,0.355,-5.783333333,4,9.090909091,20,0.497512438,1.5
842,14PA,0,1,11.8502,2,8,28,0,171.6333333,0.635,-4.143333333,8,9.090909091,20,0.497512438,1.5
843,14PA,0,1,11.8502,2,8,28,0,132.0333333,0.295333333,-2.656666667,12,9.090909091,20,0.497512438,1.5
844,14PA,0,1,11.8502,2,8,28,0,118.8333333,0.163666667,-2.87,4,9.090909091,40,0.497512438,1.5
845,14PA,0,1,11.8502,2,8,28,0,101.1166667,0.191666667,-1.001333333,8,9.090909091,40,0.497512438,1.5
846,14PA,0,1,11.8502,2,8,28,0,104.8433333,0.204,-1.304,12,9.090909091,40,0.497512438,1.5
847,14PA,0,1,11.8502,2,8,28,0,127.2666667,0.196666667,-2.766666667,4,9.090909091,60,0.497512438,1.5
848,14PA,0,1,11.8502,2,8,28,0,129.6333333,0.221,-2.24,8,9.090909091,60,0.497512438,1.5
849,14PA,0,1,11.8502,2,8,28,0,106.2,0.176,-0.799666667,12,9.090909091,60,0.497512438,1.5
850,14PA,0,1,11.8502,2,8,28,0,146.4,0.159333333,-4.306666667,4,9.090909091,80,0.497512438,1.5
851,14PA,0,1,11.8502,2,8,28,0,125.3333333,0.210666667,-1.380333333,8,9.090909091,80,0.497512438,1.5
852,14PA,0,1,11.8502,2,8,28,0,126.2666667,0.168666667,-2.326666667,12,9.090909091,80,0.497512438,1.5
853,14PA,0,1,11.8502,2,8,28,0,162.4,0.433333333,-4.35,4,9.090909091,20,0.99009901,1.5
854,14PA,0,1,11.8502,2,8,28,0,116.5333333,0.39,-1.746666667,8,9.090909091,20,0.99009901,1.5
855,14PA,0,1,11.8502,2,8,28,0,119.3,0.326333333,-3.026666667,12,9.090909091,20,0.99009901,1.5
856,14PA,0,1,11.8502,2,8,28,0,115.8333333,0.177666667,-10.29333333,4,9.090909091,40,0.99009901,1.5
857,14PA,0,1,11.8502,2,8,28,0,132.1666667,0.207666667,-2.353333333,8,9.090909091,40,0.99009901,1.5
858,14PA,0,1,11.8502,2,8,28,0,118.2666667,0.222,-1.74,12,9.090909091,40,0.99009901,1.5
859,14PA,0,1,11.8502,2,8,28,0,121.0,0.170333333,-2.136666667,4,9.090909091,60,0.99009901,1.5
860,14PA,0,1,11.8502,2,8,28,0,111.5333333,0.215666667,-1.166666667,8,9.090909091,60,0.99009901,1.5
861,14PA,0,1,11.8502,2,8,28,0,126.0666667,0.171333333,-2.483333333,12,9.090909091,60,0.99009901,1.5
862,14PA,0,1,11.8502,2,8,28,0,144.3333333,0.148,-4.096666667,4,9.090909091,80,0.99009901,1.5
863,14PA,0,1,11.8502,2,8,28,0,116.6333333,0.159,-2.266666667,8,9.090909091,80,0.99009901,1.5
864,14PA,0,1,11.8502,2,8,28,0,127.7333333,0.197333333,-0.218,12,9.090909091,80,0.99009901,1.5
865,14PA,0,1,11.8502,2,8,28,0,159.3666667,0.433,-8.39,4,9.090909091,20,1.960784314,1.5
866,14PA,0,1,11.8502,2,8,28,0,116.4666667,0.282333333,-2.456666667,8,9.090909091,20,1.960784314,1.5
867,14PA,0,1,11.8502,2,8,28,0,153.8,0.473666667,-1.91,12,9.090909091,20,1.960784314,1.5
868,14PA,0,1,11.8502,2,8,28,0,108.6666667,0.173666667,-1.44,4,9.090909091,40,1.960784314,1.5
869,14PA,0,1,11.8502,2,8,28,0,118.8333333,0.208333333,-2.203333333,8,9.090909091,40,1.960784314,1.5
870,14PA,0,1,11.8502,2,8,28,0,113.7333333,0.229,-2.22,12,9.090909091,40,1.960784314,1.5
871,14PA,0,1,11.8502,2,8,28,0,132.3,0.207333333,-3.596666667,4,9.090909091,60,1.960784314,1.5
872,14PA,0,1,11.8502,2,8,28,0,117.4333333,0.154666667,-2.566666667,8,9.090909091,60,1.960784314,1.5
873,14PA,0,1,11.8502,2,8,28,0,120.5333333,0.225333333,-2.226666667,12,9.090909091,60,1.960784314,1.5
874,14PA,0,1,11.8502,2,8,28,0,131.1,0.132333333,-1.386666667,4,9.090909091,80,1.960784314,1.5
875,14PA,0,1,11.8502,2,8,28,0,119.6,0.184,-2.66,8,9.090909091,80,1.960784314,1.5
876,14PA,0,1,11.8502,2,8,28,0,121.0,0.19,-1.334666667,12,9.090909091,80,1.960784314,1.5
877,14PA,0,1,11.8502,2,8,28,0,191.2666667,0.513,-5.396666667,4,9.090909091,20,9.090909091,1.5
878,14PA,0,1,11.8502,2,8,28,0,385.8666667,0.701,-4.446666667,8,9.090909091,20,9.090909091,1.5
879,14PA,0,1,11.8502,2,8,28,0,183.3333333,0.539333333,-3.206666667,12,9.090909091,20,9.090909091,1.5
880,14PA,0,1,11.8502,2,8,28,0,97.60333333,0.188333333,-2.336666667,4,9.090909091,40,9.090909091,1.5
881,14PA,0,1,11.8502,2,8,28,0,119.1666667,0.197333333,-2.018333333,8,9.090909091,40,9.090909091,1.5
882,14PA,0,1,11.8502,2,8,28,0,103.9666667,0.224666667,-1.347333333,12,9.090909091,40,9.090909091,1.5
883,14PA,0,1,11.8502,2,8,28,0,143.1666667,0.189666667,-2.683333333,4,9.090909091,60,9.090909091,1.5
884,14PA,0,1,11.8502,2,8,28,0,124.6,0.196333333,-2.823333333,8,9.090909091,60,9.090909091,1.5
885,14PA,0,1,11.8502,2,8,28,0,118.8333333,0.200333333,-2.566666667,12,9.090909091,60,9.090909091,1.504
886,14PA,0,1,11.8502,2,8,28,0,128.4666667,0.170666667,-4.26,4,9.090909091,80,9.090909091,1.5
887,14PA,0,1,11.8502,2,8,28,0,122.4,0.174,-0.256,8,9.090909091,80,9.090909091,1.5
888,14PA,0,1,11.8502,2,8,28,0,134.6,0.224,-1.372,12,9.090909091,80,9.090909091,2.89
889,14PA,0,1,11.8502,2,8,28,0,216.2666667,0.555666667,-7.543333333,4,9.090909091,20,50.0,1.5
890,14PA,0,1,11.8502,2,8,28,0,193.8333333,0.536666667,-4.23,8,9.090909091,20,50.0,1.5
891,14PA,0,1,11.8502,2,8,28,0,874.3333333,0.326333333,-2.313333333,12,9.090909091,20,50.0,1.5
892,14PA,0,1,11.8502,2,8,28,0,139.2666667,0.179,-5.043333333,4,9.090909091,40,50.0,1.5
893,14PA,0,1,11.8502,2,8,28,0,163.2333333,0.229,-4.753333333,8,9.090909091,40,50.0,1.5
894,14PA,0,1,11.8502,2,8,28,0,190.5333333,0.275333333,-5.64,12,9.090909091,40,50.0,1.5
895,14PA,0,1,11.8502,2,8,28,0,149.8666667,0.227333333,-6.043333333,4,9.090909091,60,50.0,1.5
896,14PA,0,1,11.8502,2,8,28,0,152.6333333,0.220666667,-6.406666667,8,9.090909091,60,50.0,1.5
897,14PA,0,1,11.8502,2,8,28,0,183.5,0.219,-4.306666667,12,9.090909091,60,50.0,1.5
898,14PA,0,1,11.8502,2,8,28,0,169.6,0.205,-8.64,4,9.090909091,80,50.0,1.5
899,14PA,0,1,11.8502,2,8,28,0,157.9,0.182,-5.786666667,8,9.090909091,80,50.0,1.5
900,14PA,0,1,11.8502,2,8,28,0,186.1,0.175666667,-3.573333333,12,9.090909091,80,50.0,1.5
901,DDAB,1,0,12.73,0,0,36,0,145.9333333,0.338333333,12.13333333,4,0.199600798,20,0.497512438,1.792
902,DDAB,1,0,12.73,0,0,36,0,232.5,0.528666667,11.56666667,8,0.199600798,20,0.497512438,2.303
903,DDAB,1,0,12.73,0,0,36,0,473.7,0.365666667,12.93333333,12,0.199600798,20,0.497512438,3.135
904,DDAB,1,0,12.73,0,0,36,0,173.3333333,0.338666667,7.903333333,4,0.199600798,40,0.497512438,1.5
905,DDAB,1,0,12.73,0,0,36,0,143.8666667,0.368,6.54,8,0.199600798,40,0.497512438,1.5
906,DDAB,1,0,12.73,0,0,36,0,186.3333333,0.315333333,2.443333333,12,0.199600798,40,0.497512438,4.682
907,DDAB,1,0,12.73,0,0,36,0,185.8333333,0.162333333,-5.43,4,0.199600798,60,0.497512438,2.079
908,DDAB,1,0,12.73,0,0,36,0,160.5333333,0.243333333,5.633333333,8,0.199600798,60,0.497512438,1.609
909,DDAB,1,0,12.73,0,0,36,0,132.9666667,0.204333333,0.464333333,12,0.199600798,60,0.497512438,4.828
910,DDAB,1,0,12.73,0,0,36,0,242.4,0.187,-21.8,4,0.199600798,80,0.497512438,4.394
911,DDAB,1,0,12.73,0,0,36,0,106.8,0.147333333,2.466666667,8,0.199600798,80,0.497512438,3.761
912,DDAB,1,0,12.73,0,0,36,0,104.0333333,0.246333333,-11.91333333,12,0.199600798,80,0.497512438,5.525
913,DDAB,1,0,12.73,0,0,36,0,251.5666667,0.556333333,10.82,4,0.199600798,20,0.99009901,1.5
914,DDAB,1,0,12.73,0,0,36,0,253.2333333,0.742333333,11.0,8,0.199600798,20,0.99009901,2.398
915,DDAB,1,0,12.73,0,0,36,0,403.8666667,0.668,12.23333333,12,0.199600798,20,0.99009901,3.714
916,DDAB,1,0,12.73,0,0,36,0,174.2,0.307333333,5.666666667,4,0.199600798,40,0.99009901,1.5
917,DDAB,1,0,12.73,0,0,36,0,177.8666667,0.396666667,8.876666667,8,0.199600798,40,0.99009901,1.5
918,DDAB,1,0,12.73,0,0,36,0,130.0333333,0.248,1.906666667,12,0.199600798,40,0.99009901,2.833
919,DDAB,1,0,12.73,0,0,36,0,159.0333333,0.152333333,-10.13333333,4,0.199600798,60,0.99009901,1.5
920,DDAB,1,0,12.73,0,0,36,0,130.7,0.201,0.829333333,8,0.199600798,60,0.99009901,4.466
